timestamp_utc,generation,cached_evaluations,evaluated_count,population_size,dist_avg,dist_best_gen,dist_best_global,time_avg,time_best_gen,time_best_global,finish_count,crash_count,timeout_count,finish_rate,crash_rate,timeout_rate,best_finished,best_crashes,best_progress,best_dense_progress,best_ranking_progress,best_ranking_key,mean_discrete_progress,mean_dense_progress,mean_ranking_progress,std_dense_progress,std_ranking_progress,best_distance,best_time,best_reward,best_fitness,selection_mode,front0_size,best_selection_rank,best_selection_crowding,best_selection_objectives,selection_objective_names,virtual_time_sum,virtual_distance_sum,evaluation_steps_sum
2026-05-01T23:29:08Z,1,0,4,4,53.25,100.0,100.0,27.5,20.0,20.0,1,2,1,0.25,0.5,0.25,1,0,100.0,100.0,100.0,"[1.0, 100.0, -20.0, -0.0, -800.0]",51.25,53.25,53.25,29.42256736755371,29.42256736755371,800.0,20.0,1099799200.0,1.0919,pareto,4,0,inf,"[1.0, 1.0, -0.8, -0.0, -1.0]","[""finished"", ""progress"", ""neg_time"", ""neg_crashes"", ""neg_distance""]",39.0,1380.0,4
2026-05-01T23:29:08Z,2,1,3,4,69.25,100.0,100.0,25.0,20.0,20.0,2,1,1,0.5,0.25,0.25,1,0,100.0,100.0,100.0,"[1.0, 100.0, -20.0, -0.0, -800.0]",67.5,69.25,69.25,32.88901901245117,32.88901901245117,800.0,20.0,1099799200.0,1.0919,pareto,4,0,inf,"[1.0, 1.0, -0.8, -0.0, -1.0]","[""finished"", ""progress"", ""neg_time"", ""neg_crashes"", ""neg_distance""]",55.0,1980.0,4
