#{"t_start": 1777482525.0378456, "env_id": "None"}
r,l,t,episode_metrics
-23.085714,603,13.256735,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 6.480000019073486, 'distance': 22.19342041015625, 'fitness': -997142857.1428572, 'pace_target_time': 22.5, 'pace_expected_progress': 28.80000008477105, 'pace_score': -25.942857227628192, 'delta_score': -23.085714370485334, 'terminal_fitness_score': -997.1428571428572, 'reward': -0.13333426581488794}"
-11.022222,332,17.368708,"{'term': -1.0, 'progress': 0.0, 'time': 2.4800000190734863, 'distance': 7.944698810577393, 'fitness': -1000000000.0, 'pace_target_time': 22.5, 'pace_expected_progress': 11.022222306993273, 'pace_score': -11.022222306993273, 'delta_score': -11.022222306993273, 'terminal_fitness_score': -1000.0, 'reward': -0.4444440205891933}"
-8.933333,302,20.988677,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 1.1880816221237183, 'fitness': -1000000000.0, 'pace_target_time': 22.5, 'pace_expected_progress': 8.933333290947807, 'pace_score': -8.933333290947807, 'delta_score': -8.933333290947807, 'terminal_fitness_score': -1000.0, 'reward': -0.04444440205891809}"
-28.552381,620,30.285606,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 7.710000038146973, 'distance': 28.32558250427246, 'fitness': -997142857.1428572, 'pace_target_time': 22.5, 'pace_expected_progress': 34.26666683620877, 'pace_score': -31.409523979065913, 'delta_score': -28.552381121923055, 'terminal_fitness_score': -997.1428571428572, 'reward': -0.08888880411784328}"
-9.288889,105,34.010576,"{'term': -1.0, 'progress': 0.0, 'time': 2.0899999141693115, 'distance': 2.7509257793426514, 'fitness': -1000000000.0, 'pace_target_time': 22.5, 'pace_expected_progress': 9.288888507419163, 'pace_score': -9.288888507419163, 'delta_score': -9.288888507419163, 'terminal_fitness_score': -1000.0, 'reward': -0.39999961853027344}"
-16.444445,263,39.283664,"{'term': -1.0, 'progress': 0.0, 'time': 3.700000047683716, 'distance': 8.487520217895508, 'fitness': -1000000000.0, 'pace_target_time': 22.5, 'pace_expected_progress': 16.44444465637207, 'pace_score': -16.44444465637207, 'delta_score': -16.44444465637207, 'terminal_fitness_score': -1000.0, 'reward': -0.08888880411783973}"
-8.933333,116,42.886703,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 2.053565740585327, 'fitness': -1000000000.0, 'pace_target_time': 22.5, 'pace_expected_progress': 8.933333290947807, 'pace_score': -8.933333290947807, 'delta_score': -8.933333290947807, 'terminal_fitness_score': -1000.0, 'reward': -0.08888880411783795}"
-8.977778,66,46.499697,"{'term': -1.0, 'progress': 0.0, 'time': 2.0199999809265137, 'distance': 1.064852237701416, 'fitness': -1000000000.0, 'pace_target_time': 22.5, 'pace_expected_progress': 8.977777693006727, 'pace_score': -8.977777693006727, 'delta_score': -8.977777693006727, 'terminal_fitness_score': -1000.0, 'reward': -0.08888880411783795}"
-8.933333,54,50.092223,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.9956228137016296, 'fitness': -1000000000.0, 'pace_target_time': 22.5, 'pace_expected_progress': 8.933333290947807, 'pace_score': -8.933333290947807, 'delta_score': -8.933333290947807, 'terminal_fitness_score': -1000.0, 'reward': -0.04444440205891809}"
-8.933333,160,53.685337,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 2.077364444732666, 'fitness': -1000000000.0, 'pace_target_time': 22.5, 'pace_expected_progress': 8.933333290947807, 'pace_score': -8.933333290947807, 'delta_score': -8.933333290947807, 'terminal_fitness_score': -1000.0, 'reward': -0.04444440205891809}"
-8.933333,139,57.289327,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 1.840497374534607, 'fitness': -1000000000.0, 'pace_target_time': 22.5, 'pace_expected_progress': 8.933333290947807, 'pace_score': -8.933333290947807, 'delta_score': -8.933333290947807, 'terminal_fitness_score': -1000.0, 'reward': -0.04444440205891809}"
-40.615873,1091,70.581441,"{'term': -1.0, 'progress': 5.714285714285714, 'time': 11.710000038146973, 'distance': 56.86175537109375, 'fitness': -994285714.2857143, 'pace_target_time': 22.5, 'pace_expected_progress': 52.04444461398654, 'pace_score': -46.33015889970083, 'delta_score': -40.61587318541511, 'terminal_fitness_score': -994.2857142857142, 'reward': -0.08889092339409643}"
-8.933333,148,74.191414,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 1.9004697799682617, 'fitness': -1000000000.0, 'pace_target_time': 22.5, 'pace_expected_progress': 8.933333290947807, 'pace_score': -8.933333290947807, 'delta_score': -8.933333290947807, 'terminal_fitness_score': -1000.0, 'reward': -0.04444440205891809}"
