finished,crashes,timeout,progress,block_progress,time,distance,reward,steps,terminated,truncated,max_touches,collision_slowdown,collision_bounce_speed_retention,collision_bounce_path_axis_bias,collision_bounce_normal_restitution,collision_bounce_wall_tangent_blend,collision_bounce_reference_window,collision_bounce_skip_recent,never_stop,left_map_bounds,left_map_bounds_index,left_map_bounds_time,left_road_surface,left_road_surface_index,left_road_surface_time
1,15,0,100.0,100.0,31.000000000002046,1404.6620889678597,1079.833333333333,3100,1,0,1000000,0.3,0.7,0.0,1.0,0.3,4,1,1,0,-1,-1.0,0,-1,-1.0
