source_run_dir,map_name,population_size,generations_logged,final_generation,latest_checkpoint_generation,first_finish_generation,total_finish_individuals,max_finish_count_per_generation,best_finish_time,best_finish_generation,final_finish_count,final_timeout_count,final_crash_count,final_best_time,final_mean_progress,final_best_progress,checkpoint_finish_count,checkpoint_best_time,checkpoint_mean_progress,ranking_key,seed_model_path,env_max_time,mutation_prob_start,mutation_sigma_start,mutation_prob_final,mutation_sigma_final
logs\tm_finetune_runs\20260506_004011_tm_seed_map_single_surface_flat_v2d_asphalt_h48x24_p48_src_best_model,single_surface_flat,48,82,82,80,49,82,4,27.959999084472656,51,4,10,34,27.959999084472656,52.87655719091712,100.0,2,27.959999084472656,65.05102532180354,"(finished, progress, -time, -crashes)",logs\supervised_runs_ai5_single_flat_pretrain_48x24_20260506\20260506_003103_v2d_asphalt_target_supervised\best_model.pt,30.0,0.15,0.3,0.1298261474665849,0.2844263409551542
