run_label,run_short,episodes,max_dense_progress,max_progress,last100_mean_dense,last100_mean_reward,finish_count,crash_count,timeout_count,first_finish_episode,best_finish_time,best_dense_episode,best_dense_time,source_csv
PPO | delta_finished_progress_time | gas_steer,20260501_174013_tm2d_ppo_AI_Training__5_delta_finished_progress_time_gas_steer,661,100.0,100.0,93.74029423292,1.81251567,492,169,0,1,17.302830211511672,1,20.55673267681956,C:\Users\sampu\Desktop\Trackmania-BC\Experiments\runs_rl\ppo_ai_training5_continue_20260501_174003_30min\20260501_174013_tm2d_ppo_AI_Training__5_delta_finished_progress_time_gas_steer\episode_metrics.csv
