generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_term,best_reward,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time
1,3.9282562527399e+17,0.0,0.39282662527901785,0.39282662527901785,5.027859824534212,-1,392825625273.99,0.0,0.31207476343427387,0.31207476343427387,312073763429.25934,5.014480365154308
2,4.6902147837109766e+17,0.0,0.4690224783761161,0.4690224783761161,5.018410365427376,-1,469021478371.09766,0.0,0.33093299184526714,0.33093299184526714,330931991840.25616,5.011005724933575
3,4.677244813007957e+17,0.0,0.46772548130580355,0.46772548130580355,5.0078216402248685,-1,467724481300.7957,0.0,0.3559694971357073,0.3559694971357073,355968497130.69617,5.011152005172933
4,4.9404589243359565e+17,0.0,0.49404689243861605,0.49404689243861605,5.020408769638713,-1,494045892433.59564,0.0,0.38638813155038015,0.38638813155038015,386387131545.36383,5.016311307882434
5,5.78334353301352e+17,0.0,0.5783353533063617,0.5783353533063617,5.009597135160155,-1,578334353301.3519,0.0,0.41325756481715614,0.41325756481715614,413256564812.14075,5.015398632199126
6,6.775328309101686e+17,0.0,0.6775338309151785,0.6775338309151785,5.009967332805245,-1,677532830910.1686,0.0,0.4650587694985525,0.4650587694985525,465057769493.54016,5.012416218883491
7,8.159245981395245e+17,0.0,0.8159255981445312,0.8159255981445312,5.006660448087148,-1,815924598139.5245,0.0,0.5131644862038749,0.5131644862038749,513163486198.8657,5.009142908984472
8,8.736682156060367e+17,0.0,0.8736692156110492,0.8736692156110492,5.012417169599456,-1,873668215606.0367,0.0,0.5779417923518589,0.5779417923518589,577940792346.8418,5.017133036424497
9,1.0578309004553596e+18,0.0,1.0578319004603793,1.0578319004603793,5.019767228465328,-1,1057830900455.3596,0.0,0.6137306349618095,0.6137306349618095,613729634956.7993,5.010028953687287
10,2.9879379272010813e+18,2.857142857142857,2.9879379272460938,2.9879379272460938,45.012304266074445,0,2987937927201.0815,0.17857142857142858,0.8604821137019567,0.8604821137019567,860481176194.4448,7.511708362773273
11,3.9480754306888023e+18,2.857142857142857,3.948075430733817,3.948075430733817,45.01470673279802,0,3948075430688.8022,0.5357142857142857,1.2852089745657787,1.2852089745657787,1285208130801.8125,13.966004063164013
12,4.2031305394723794e+18,2.857142857142857,4.203131539481027,4.203131539481027,8.647453533273941,-1,4203130539472.3794,1.3392857142857144,1.9779256411961148,1.9779256411961148,1977924891176.1165,19.998258752320577
13,6.33986064361431e+18,5.714285714285714,6.339860643659319,6.339860643659319,45.00791507824005,0,6339860643614.311,1.875,2.5253872360501974,2.5253872360501974,2525386517282.0186,18.178712891157378
14,8.571427571420059e+18,8.571428571428571,8.571428571428571,8.571428571428571,8.512794142651073,-1,8571427571420.059,2.767857142857143,3.3054905278342113,3.3054905278342113,3305489746566.624,17.586905012671885
15,8.571427571420031e+18,8.571428571428571,8.571428571428571,8.571428571428571,8.540002556079061,-1,8571427571420.031,2.7678571428571423,3.2613144602094377,3.2613144602094377,3261313553948.9517,10.486331587615492
16,8.571427571420057e+18,8.571428571428571,8.571428571428571,8.571428571428571,8.514080298051175,-1,8571427571420.057,3.571428571428571,3.971538288252694,3.971538288252694,3971537381992.066,10.628058101994121
17,8.571427571420717e+18,8.571428571428571,8.571428571428571,8.571428571428571,7.854452896078258,-1,8571427571420.717,4.375,4.646266017641341,4.646266017641341,4646265080130.332,11.008093407760445
18,8.57142757142066e+18,8.571428571428571,8.571428571428571,8.571428571428571,7.911618719241796,-1,8571427571420.66,4.375,4.714934996196202,4.714934996196202,4714934121182.947,13.25530071462423
19,8.571428571383544e+18,8.571428571428571,8.571428571428571,8.571428571428571,45.026908228595616,0,8571428571383.544,4.285714285714286,4.756671445710318,4.756671445710318,4756670570698.225,12.094278402685031
20,8.57142857138357e+18,8.571428571428571,8.571428571428571,8.571428571428571,45.00020728425754,0,8571428571383.57,4.910714285714286,5.107634833880834,5.107634833880834,5107633927619.113,11.719771434415652
21,8.571428571383561e+18,8.571428571428571,8.571428571428571,8.571428571428571,45.00961829958001,0,8571428571383.562,5.089285714285714,5.399465816361563,5.399465816361563,5399464878852.93,8.633385622223496
22,8.571428571383555e+18,8.571428571428571,8.571428571428571,8.571428571428571,45.01575009892121,0,8571428571383.555,5.267857142857142,5.45811755316598,5.45811755316598,5458116584407.717,8.26350514907351
23,8.630868729170998e+18,8.571428571428571,8.630869729178292,8.630869729178292,7.292502658738726,-1,8630868729170.998,5.446428571428571,5.686856763703483,5.686856763703483,5686855857444.578,8.904001765544647
24,8.906317119587372e+18,8.571428571428571,8.90631811959403,8.90631811959403,6.657198379790404,-1,8906317119587.371,5.089285714285714,5.481386610439845,5.481386610439845,5481385672931.111,8.734451497676316
25,8.845946810575077e+18,8.571428571428571,8.845947810581752,8.845947810581752,6.674777268429063,-1,8845946810575.078,4.642857142857142,5.014446803501674,5.014446803501674,5014445834745.262,6.412557467599215
26,8.859668821596287e+18,8.571428571428571,8.859669821602957,8.859669821602957,6.669326658103877,-1,8859668821596.287,5.625,5.944332821028573,5.944332821028573,5944331852271.924,6.649285962926404
27,8.866156531731615e+18,8.571428571428571,8.866157531738281,8.866157531738281,6.6659892238531855,-1,8866156531731.615,5.535714285714286,5.79501816204616,5.79501816204616,5795017224538.242,7.918221433430769
28,8.866529827106871e+18,8.571428571428571,8.866530827113559,8.866530827113559,6.687469717621492,-1,8866529827106.871,5.178571428571429,5.408943210329328,5.408943210329328,5408942304070.763,8.56605616925704
29,8.904739469789642e+18,8.571428571428571,8.904740469796318,8.904740469796318,6.676590731615699,-1,8904739469789.643,5.089285714285714,5.343531114714486,5.343531114714486,5343530177207.082,7.40362551905195
30,8.845366431633962e+18,8.571428571428571,8.845367431640625,8.845367431640625,6.663292250662849,-1,8845366431633.963,5.5357142857142865,5.690369520868574,5.690369520868574,5690368583360.322,8.25210759398885
31,8.78808057783937e+18,8.571428571428571,8.788081577845983,8.788081577845983,6.611381251161887,-1,8788080577839.37,5.892857142857143,6.062928353037153,6.062928353037153,6062927384281.041,6.1119541907320425
32,8.823767070759214e+18,8.571428571428571,8.823768070765905,8.823768070765905,6.690615575617521,-1,8823767070759.215,5.446428571428571,5.704494799886431,5.704494799886431,5704493831128.937,7.4941949409612345
