architecture,activation,parameter_count,best_val_loss,best_val_steer_mae,best_val_gas_accuracy,best_val_brake_accuracy,best_epoch
32x16,"relu,relu",1699,0.06591299218622267,0.2218441417762249,0.924755940320501,0.9609504512801621,119
32x16,"relu,tanh",1699,0.0669091884880506,0.22468175376882252,0.9221771965371155,0.9607662552956345,119
48x24,"relu,relu",2931,0.06059922946681852,0.21606429573097025,0.9397679130594953,0.966568428808252,119
48x24,"relu,tanh",2931,0.06177375618238699,0.21626660889256483,0.9378338552219562,0.9664763308159882,120
128x64,"relu,relu",12931,0.05777606567538428,0.20121511900967318,0.9455700865721127,0.9666605268005157,114
128x64,"relu,tanh",12931,0.05627483719893638,0.1992847711742638,0.949069810278136,0.9731073862589795,118
