generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finished,best_obj_progress,best_obj_neg_crashes,best_obj_neg_time,mean_obj_finished,mean_obj_progress,mean_obj_neg_crashes,mean_obj_neg_time
65,-4.374774896530685e-05,8.571428571428571,10.056585584368024,10.056585584368024,3.00999999999998,0,1,84.60280402004719,301,10.016400981564004,"[0.0, 0.10056585584368025, -1.0, -0.10033333333333266]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,125.17999999999942,9803.239999999994,12518,980324,4.345073000004049,356.0738433999941,5.773809523809523,7.447803247542609,7.447803247542609,7.411658510532256,2.6079166666666547,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.773809523809523,2.2200066903537516,8.571428571428571,8.571428571428571,8.571428571428571,3.6567306518554688,4.775213514055525,5.5092539106096545,7.653814043317523,7.447803247542609,1.853982401533293,9.145790508815221,9.775845118931361,10.056585584368024,3.6567306518554688,4.775213514055525,5.5092539106096545,7.653814043317523,7.447803247542609,1.853982401533293,9.145790508815221,9.775845118931361,10.056585584368024,1.7400000000000013,1.8800000000000014,2.1224999999999987,2.774999999999985,2.6079166666666547,0.48152950036546377,2.8924999999999823,2.962999999999981,4.379999999999951,27.55932285558083,39.54182070493698,47.449286591261625,72.9134344831109,65.57034368625136,16.741336296781682,78.7890696786344,82.02847234532237,84.60280402004719,3.602903092532614,4.746493971997279,5.4782314613230625,7.61629112988304,7.411658510532256,1.8509863962750661,9.106661589251331,9.736192910774719,10.016400981564004,3602903.092532614,4746493.971997279,5478231.461323063,7616291.12988304,7411658.510532255,1850986.3962750663,9106661.589251332,9736192.910774719,10016400.981564004,174.0,188.0,212.25,277.5,260.7916666666667,48.15295003654732,289.25,296.3,438.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,inf,-4.374774896530685e-05,10016400.981564004,0.0,0.10056585584368025,-1.0,-0.10033333333333266,0.0,0.07447803247542609,-1.0,-0.08693055555555514
66,-4.374774896530685e-05,8.571428571428571,10.056585584368024,10.056585584368024,3.00999999999998,0,1,84.60280402004719,301,10.016400981564004,"[0.0, 0.10056585584368025, -1.0, -0.10033333333333266]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,124.49999999999943,9927.739999999994,12450,992774,5.111435899976641,361.30079900001874,5.654761904761905,7.309750261760893,7.309750261760893,7.273748565578565,2.593749999999988,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.654761904761905,2.3682697933425905,8.571428571428571,8.571428571428571,8.571428571428571,1.8837084089006695,4.8844468252999445,5.331859588623047,7.791876111711774,7.309750261760893,1.9625431873402785,8.906044278826032,9.670882088797434,10.056585584368024,1.8837084089006695,4.8844468252999445,5.331859588623047,7.791876111711774,7.309750261760893,1.9625431873402785,8.906044278826032,9.670882088797434,10.056585584368024,1.5700000000000012,1.9240000000000015,2.0625,2.774999999999985,2.593749999999988,0.551987413050927,2.8724999999999827,2.9729999999999808,5.009999999999938,5.134797397244256,40.54117654412985,45.411047426983714,73.76975002512336,64.1961823284934,18.593030302355366,78.00826525501907,81.8494708031416,84.60280402004719,1.8236032741032728,4.855426284123401,5.301414177636331,7.754152342331642,7.273748565578565,1.9601590555467907,8.867341270560775,9.631280103926686,10.016400981564004,1823603.274103273,4855426.284123401,5301414.177636331,7754152.342331641,7273748.565578565,1960159.0555467906,8867341.270560775,9631280.103926687,10016400.981564004,157.0,192.4,206.25,277.5,259.375,55.19874130509378,287.25,297.3,501.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,inf,-4.374774896530685e-05,10016400.981564004,0.0,0.10056585584368025,-1.0,-0.10033333333333266,0.0,0.07309750261760893,-1.0,-0.08645833333333293
67,-2.5450826009113493e-05,8.571428571428571,10.074882507324219,10.074882507324219,3.00999999999998,0,1,84.60277505964041,301,10.034697904549159,"[0.0, 0.10074882507324219, -1.0, -0.10033333333333266]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,114.6699999999996,10042.409999999994,11467,1004241,4.0419919999549165,365.45909369998844,5.238095238095238,6.8672741027105415,6.8672741027105415,6.833324846923845,2.388958333333325,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.238095238095238,2.4281045302822784,8.571428571428571,8.571428571428571,8.571428571428571,3.5703114100864957,4.496773311070034,5.010404586791992,6.8999481201171875,6.8672741027105415,2.051180944962216,8.758974756513323,9.718773978097099,10.074882507324219,3.5703114100864957,4.496773311070034,5.010404586791992,6.8999481201171875,6.8672741027105415,2.051180944962216,8.758974756513323,9.718773978097099,10.074882507324219,1.450000000000001,1.7700000000000014,1.9375000000000016,2.474999999999991,2.388958333333325,0.4926807603278351,2.862499999999983,2.962999999999981,3.00999999999998,26.731703221797943,36.34913397952914,41.87093582190573,61.76164169982076,59.67245336389169,18.94505662476568,78.00810240209103,82.4779751174152,84.60280402004719,3.545784678383274,4.469036961936054,4.98098771585617,6.865136358475487,6.833324846923845,2.0463263711673414,8.720221528342092,9.679061500121982,10.034697904549159,3545784.678383274,4469036.961936055,4980987.71585617,6865136.358475488,6833324.846923844,2046326.3711673415,8720221.528342094,9679061.50012198,10034697.90454916,145.0,177.0,193.75,247.5,238.89583333333334,49.26807603278438,286.25,296.3,301.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,inf,-2.5450826009113493e-05,10034697.90454916,0.0,0.10074882507324219,-1.0,-0.10033333333333266,0.0,0.06867274102710542,-1.0,-0.07963194444444417
68,-2.5450826009113493e-05,8.571428571428571,10.074882507324219,10.074882507324219,3.00999999999998,0,1,84.60277505964041,301,10.034697904549159,"[0.0, 0.10074882507324219, -1.0, -0.10033333333333266]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,120.7099999999995,10163.119999999994,12071,1016312,4.390521300025284,369.9788370000315,5.833333333333333,7.30871251651219,7.30871251651219,7.2735002859253415,2.5147916666666563,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.833333333333333,2.1789291925860863,8.571428571428571,8.571428571428571,8.571428571428571,3.7348393031529015,4.899969918387277,5.570885794503347,7.648631504603795,7.30871251651219,1.7889095099254604,8.842173303876605,9.395781108311246,10.074882507324219,3.7348393031529015,4.899969918387277,5.570885794503347,7.648631504603795,7.30871251651219,1.7889095099254604,8.842173303876605,9.395781108311246,10.074882507324219,1.5100000000000011,1.9030000000000016,2.114999999999999,2.7399999999999856,2.5147916666666563,0.42568567033733823,2.854999999999983,2.9109999999999823,3.00999999999998,28.439762495458126,40.71669299975038,48.0805194452405,72.69905968755484,64.31392018171027,16.449004213380245,77.66215733997524,80.15757050588728,84.60277505964041,3.709710863390406,4.870899201694277,5.539687713983903,7.611158805524189,7.2735002859253415,1.7847327199770733,8.803369860224713,9.35666126024057,10.034697904549159,3709710.863390406,4870899.201694277,5539687.713983903,7611158.805524189,7273500.285925341,1784732.7199770734,8803369.860224713,9356661.26024057,10034697.90454916,151.0,190.3,211.5,274.0,251.47916666666666,42.56856703373459,285.5,291.1,301.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,inf,-2.5450826009113493e-05,10034697.90454916,0.0,0.10074882507324219,-1.0,-0.10033333333333266,0.0,0.07308712516512189,-1.0,-0.08382638888888855
69,9.263130841936679e-05,8.571428571428571,10.193631308419365,10.193631308419365,3.0299999999999794,0,1,85.51397342979908,303,10.153245794445935,"[0.0, 0.10193631308419365, -1.0, -0.10099999999999931]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,121.0399999999995,10284.159999999993,12104,1028416,4.1486239999649115,374.2414546000073,5.952380952380952,7.411279167447771,7.411279167447771,7.375998033658873,2.5216666666666563,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.952380952380952,2.462876293521095,8.571428571428571,8.571428571428571,8.571428571428571,4.100221906389509,4.6144174848284045,5.2609648023332864,7.895251682826451,7.411279167447771,1.9930168392826524,9.13182258605957,9.808875220162529,10.193631308419365,4.100221906389509,4.6144174848284045,5.2609648023332864,7.895251682826451,7.411279167447771,1.9930168392826524,9.13182258605957,9.808875220162529,10.193631308419365,1.6400000000000012,1.8140000000000014,2.017500000000001,2.7799999999999847,2.5216666666666563,0.4582272604529488,2.8824999999999825,2.962999999999981,3.0299999999999794,32.29225758463144,37.76811382547021,44.62605557218194,74.40280275791883,64.46712223161012,17.84712273476007,78.77914284169674,82.47819234952331,85.51397342979908,4.0737896141319245,4.586239716714579,5.230745176403564,7.857327280023693,7.375998033658873,1.9885324726588547,9.092893585768945,9.769162741970181,10.153245794445935,4073789.614131924,4586239.716714579,5230745.176403564,7857327.280023693,7375998.033658873,1988532.472658855,9092893.585768946,9769162.74197018,10153245.794445936,164.0,181.4,201.75,278.0,252.16666666666666,45.82272604529572,288.25,296.3,303.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,inf,9.263130841936679e-05,10153245.794445936,0.0,0.10193631308419365,-1.0,-0.10099999999999931,0.0,0.07411279167447771,-1.0,-0.08405555555555518
70,0.00011875017583937942,8.571428571428571,10.220083509172712,10.220083509172712,3.039999999999979,0,1,85.97092247009277,304,10.179597538250242,"[0.0, 0.10220083509172712, -1.0, -0.10133333333333264]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,121.89999999999947,10406.059999999992,12190,1040606,3.8936392000177875,378.24983640003484,5.714285714285714,7.23373810450236,7.23373810450236,7.198279462494225,2.539583333333322,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,2.474358296526967,8.571428571428571,8.571428571428571,8.571428571428571,3.5518755231584818,4.494019099644253,4.978431974138532,7.192901883806501,7.23373810450236,2.1166058042942324,9.080367088317871,9.980501447405135,10.220083509172712,3.5518755231584818,4.494019099644253,4.978431974138532,7.192901883806501,7.23373810450236,2.1166058042942324,9.080367088317871,9.980501447405135,10.220083509172712,1.6600000000000013,1.7870000000000015,1.9925000000000013,2.724999999999986,2.539583333333322,0.5859214905220175,2.8824999999999825,2.99599999999998,4.87999999999994,26.710760943591595,36.38202417492867,41.53464822843671,69.42642281576991,62.80867480067536,19.18411958925472,78.77868788130581,83.69573905169963,85.97092247009277,3.4930488123975385,4.466272717620078,4.9491154394903045,7.156132457383686,7.198279462494225,2.112940388686733,9.04146319923111,9.940517751686471,10.179597538250242,3493048.8123975387,4466272.717620078,4949115.439490303,7156132.457383686,7198279.462494227,2112940.388686733,9041463.19923111,9940517.75168647,10179597.538250241,166.0,178.7,199.25,272.5,253.95833333333334,58.59214905220285,288.25,299.6,488.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,inf,0.00011875017583937942,10179597.538250241,0.0,0.10220083509172712,-1.0,-0.10133333333333264,0.0,0.0723373810450236,-1.0,-0.0846527777777774
71,0.00011875017583937942,8.571428571428571,10.220083509172712,10.220083509172712,3.039999999999979,0,1,85.97092247009277,304,10.179597538250242,"[0.0, 0.10220083509172712, -1.0, -0.10133333333333264]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,122.90999999999947,10528.969999999992,12291,1052897,3.708846299967263,382.06330270000035,5.535714285714286,7.1597710109892345,7.1597710109892345,7.124101955562068,2.560624999999989,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.535714285714286,2.213613569260363,6.428571428571429,8.571428571428571,8.571428571428571,1.8835176740373882,4.704225812639509,5.374345779418945,7.128958020891462,7.1597710109892345,1.9246053889991028,8.598029272896902,9.459268024989537,10.220083509172712,1.8835176740373882,4.704225812639509,5.374345779418945,7.128958020891462,7.1597710109892345,1.9246053889991028,8.598029272896902,9.459268024989537,10.220083509172712,1.6100000000000012,1.8680000000000014,2.0575,2.664999999999987,2.560624999999989,0.5465818261782234,2.852499999999983,2.99599999999998,5.009999999999938,5.135054157479317,38.61675366908312,45.76280398108065,66.42638672143221,62.80542716603941,18.17247104495957,77.13058993034065,81.18479202091696,85.97092247009277,1.8234125389832314,4.67578719600748,5.343800016614965,7.09299159450474,7.124101955562068,1.9223211484659934,8.559527142306973,9.419786568570387,10.179597538250242,1823412.5389832314,4675787.196007481,5343800.016614964,7092991.59450474,7124101.955562069,1922321.1484659936,8559527.142306972,9419786.568570387,10179597.538250241,161.0,186.8,205.75,266.5,256.0625,54.658182617823414,285.25,299.6,501.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,inf,0.00011875017583937942,10179597.538250241,0.0,0.10220083509172712,-1.0,-0.10133333333333264,0.0,0.07159771010989234,-1.0,-0.08535416666666629
72,0.00011875017583937942,8.571428571428571,10.220083509172712,10.220083509172712,3.039999999999979,0,1,85.97092247009277,304,10.179597538250242,"[0.0, 0.10220083509172712, -1.0, -0.10133333333333264]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,127.10999999999937,10656.07999999999,12711,1065608,4.647150999982841,386.8276847000234,6.25,7.566641569137573,7.566641569137573,7.5300938602690595,2.648124999999987,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,6.25,2.1552222607418656,8.571428571428571,8.571428571428571,8.571428571428571,4.255480085100446,4.713166373116629,6.335529599870954,7.563009262084961,7.566641569137573,1.7704185499791236,9.163526807512554,9.752359662737165,10.220083509172712,4.255480085100446,4.713166373116629,6.335529599870954,7.563009262084961,7.566641569137573,1.7704185499791236,9.163526807512554,9.752359662737165,10.220083509172712,1.6900000000000013,1.9650000000000012,2.432499999999992,2.759999999999985,2.648124999999987,0.5631150572559046,2.902499999999982,2.9829999999999806,5.479999999999928,33.8285648226738,38.68655622750521,56.07538400404155,72.27199617028236,66.45886851256667,15.635939762689445,78.66963016055524,82.29870648756624,85.97092247009277,4.2285462565356235,4.684707686560402,6.30217352448695,7.525636990088791,7.5300938602690595,1.7678723881211507,9.124648026926465,9.712757677573782,10.179597538250242,4228546.256535623,4684707.686560402,6302173.52448695,7525636.990088791,7530093.860269059,1767872.3881211507,9124648.026926465,9712757.677573781,10179597.538250241,169.0,196.5,243.25,276.0,264.8125,56.31150572559158,290.25,298.3,548.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,inf,0.00011875017583937942,10179597.538250241,0.0,0.10220083509172712,-1.0,-0.10133333333333264,0.0,0.07566641569137574,-1.0,-0.0882708333333329
73,0.00011875017583937942,8.571428571428571,10.220083509172712,10.220083509172712,3.039999999999979,0,1,85.97092247009277,304,10.179597538250242,"[0.0, 0.10220083509172712, -1.0, -0.10133333333333264]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,117.06999999999957,10773.14999999999,11707,1077315,4.21747840003809,391.158172800031,5.416666666666667,7.015462716420491,7.015462716420491,6.981011581533191,2.4389583333333245,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.416666666666667,2.276737083203009,8.571428571428571,8.571428571428571,8.571428571428571,3.624436514718192,4.480906895228794,5.067625045776367,7.142857142857142,7.015462716420491,1.9691081359746905,8.74410969870431,9.735056468418666,10.220083509172712,3.624436514718192,4.480906895228794,5.067625045776367,7.142857142857142,7.015462716420491,1.9691081359746905,8.74410969870431,9.735056468418666,10.220083509172712,1.470000000000001,1.7680000000000013,1.9550000000000014,2.634999999999988,2.4389583333333245,0.4779959884042413,2.8399999999999834,2.952999999999981,3.039999999999979,27.295729398727417,36.287089539319275,42.46739976666868,68.13722187280655,61.55155396725362,18.311244564107405,77.02135784551501,82.02883545979857,85.97092247009277,3.599709218988793,4.453190608081867,5.0380325783766,7.106539288087924,6.981011581533191,1.964422479713812,8.705632677346467,9.695444439583207,10.179597538250242,3599709.218988793,4453190.608081867,5038032.5783766005,7106539.288087924,6981011.581533191,1964422.479713812,8705632.677346466,9695444.439583207,10179597.538250241,147.0,176.8,195.5,263.5,243.89583333333334,47.79959884042496,284.0,295.3,304.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,inf,0.00011875017583937942,10179597.538250241,0.0,0.10220083509172712,-1.0,-0.10133333333333264,0.0,0.07015462716420491,-1.0,-0.0812986111111108
74,0.0002361838117327032,8.571428571428571,10.338183811732701,10.338183811732701,3.0599999999999787,0,1,86.8877230361104,306,10.297496924009666,"[0.0, 0.10338183811732701, -1.0, -0.10199999999999929]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,122.29999999999944,10895.44999999999,12230,1089545,4.345591200049967,395.6175898000365,5.357142857142858,6.802035399845669,6.802035399845669,6.76649762624583,2.547916666666655,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.357142857142858,2.516949346650711,8.571428571428571,8.571428571428571,8.571428571428571,2.081195286342076,4.337548937116351,4.637763159615654,6.798182896205358,6.802035399845669,2.2397695077360806,8.744211196899414,9.589557920183458,10.338183811732701,2.081195286342076,4.337548937116351,4.637763159615654,6.798182896205358,6.802035399845669,2.2397695077360806,8.744211196899414,9.589557920183458,10.338183811732701,1.5700000000000012,1.7440000000000013,1.8600000000000014,2.5649999999999893,2.547916666666655,0.8386173102527327,2.869999999999983,3.0159999999999796,5.889999999999919,15.465339387817949,34.797396497428416,37.88186368718743,60.95238756388426,58.60693317290361,20.8423228803147,77.56940747797489,81.49608217403294,86.8877230361104,2.0122798210026893,4.310304139719854,4.609550277751966,6.7635719439059,6.76649762624583,2.237968545075992,8.705633737295347,9.550066424101285,10.297496924009666,2012279.8210026892,4310304.139719853,4609550.277751966,6763571.9439059,6766497.626245829,2237968.5450759917,8705633.737295348,9550066.424101284,10297496.924009666,157.0,174.4,186.0,256.5,254.79166666666666,83.86173102527492,287.0,301.6,589.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,inf,0.0002361838117327032,10297496.924009666,0.0,0.10338183811732701,-1.0,-0.10199999999999929,0.0,0.06802035399845668,-1.0,-0.08493055555555518
75,0.0002361838117327032,8.571428571428571,10.338183811732701,10.338183811732701,3.0599999999999787,0,1,86.8877230361104,306,10.297496924009666,"[0.0, 0.10338183811732701, -1.0, -0.10199999999999929]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,121.51999999999948,11016.969999999988,12152,1101697,4.276623800047673,400.00930859998334,5.773809523809523,7.34892930303301,7.34892930303301,7.313547658306281,2.531666666666656,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.0,5.714285714285714,5.773809523809523,2.061105915854855,8.571428571428571,8.571428571428571,8.571428571428571,3.9376231602260043,4.644145420619419,5.709785733904157,7.484842027936663,7.34892930303301,1.8447857311266012,8.69332926613944,9.727797372000559,10.338183811732701,3.9376231602260043,4.644145420619419,5.709785733904157,7.484842027936663,7.34892930303301,1.8447857311266012,8.69332926613944,9.727797372000559,10.338183811732701,1.5800000000000012,1.8220000000000014,2.157499999999998,2.719999999999986,2.531666666666656,0.44133006041081685,2.854999999999983,2.967999999999981,3.0799999999999783,30.48845410346985,38.032621268928054,49.61583359353244,71.84675024077296,64.97806006437168,17.014992922893953,77.67893955297768,82.25352457016707,86.8877230361104,3.911792671771901,4.61588738799815,5.678161118070564,7.447570181186422,7.313547658306281,1.8404635755282557,8.6549024630254,9.687895432028396,10.297496924009666,3911792.6717719007,4615887.387998151,5678161.118070564,7447570.181186423,7313547.658306281,1840463.5755282554,8654902.463025399,9687895.432028396,10297496.924009666,158.0,182.2,215.75,272.0,253.16666666666666,44.133006041082474,285.5,296.8,308.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,inf,0.0002361838117327032,10297496.924009666,0.0,0.10338183811732701,-1.0,-0.10199999999999929,0.0,0.07348929303033012,-1.0,-0.08438888888888853
76,0.000503387907482329,8.571428571428571,10.607054574148995,10.607054574148995,3.1099999999999777,0,1,89.19712878018618,311,10.565865377020213,"[0.0, 0.10607054574148994, -1.0, -0.10366666666666592]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,127.03999999999938,11144.009999999987,12704,1114401,4.432643899985123,404.6388037999859,5.892857142857143,7.583330415544057,7.583330415544057,7.546797373702982,2.6466666666666536,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.892857142857143,2.4332063614249635,8.571428571428571,8.571428571428571,8.571428571428571,1.8835612705775668,4.81305422101702,5.482230867658343,8.04469244820731,7.583330415544057,2.0752395282070526,9.38722882952009,10.103472300938197,10.607054574148995,1.8835612705775668,4.81305422101702,5.482230867658343,8.04469244820731,7.583330415544057,2.0752395282070526,9.38722882952009,10.103472300938197,10.607054574148995,1.7400000000000013,1.8870000000000016,2.1374999999999984,2.7949999999999844,2.6466666666666536,0.55191837158123,2.9399999999999813,3.0329999999999795,5.009999999999938,5.135497334631509,39.8389900393784,47.27111809514463,74.84700015932322,66.37517440759954,19.18697467507475,80.77625125460327,84.87613457068801,89.19712878018618,1.823456135080233,4.784244382026981,5.451258596540248,8.006667384828052,7.546797373702982,2.072748509178631,9.347797606753417,10.063167150373777,10.565865377020213,1823456.135080233,4784244.382026981,5451258.596540247,8006667.384828052,7546797.3737029815,2072748.5091786308,9347797.606753416,10063167.150373777,10565865.377020214,174.0,188.7,213.75,279.5,264.6666666666667,55.19183715812411,294.0,303.3,501.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,inf,0.000503387907482329,10565865.377020214,0.0,0.10607054574148994,-1.0,-0.10366666666666592,0.0,0.07583330415544055,-1.0,-0.0882222222222218
77,0.000503387907482329,8.571428571428571,10.607054574148995,10.607054574148995,3.1099999999999777,0,1,89.19712878018618,311,10.565865377020213,"[0.0, 0.10607054574148994, -1.0, -0.10366666666666592]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,123.48999999999944,11267.499999999987,12349,1126750,4.158656599989627,408.923809800006,6.1309523809523805,7.610048225947788,7.610048225947788,7.574254398491504,2.572708333333322,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.1309523809523805,2.3320878600190156,8.571428571428571,8.571428571428571,8.571428571428571,3.843612670898437,4.921461922781808,5.648149762834821,7.597115380423409,7.610048225947788,1.9723989684201593,9.358027321951731,10.050916126796178,10.607054574148995,3.843612670898437,4.921461922781808,5.648149762834821,7.597115380423409,7.610048225947788,1.9723989684201593,9.358027321951731,10.050916126796178,10.607054574148995,1.5500000000000012,1.9180000000000015,2.1374999999999984,2.7399999999999856,2.572708333333322,0.44880739922289037,2.9299999999999815,3.0229999999999797,3.1099999999999777,29.603236705064774,41.235160265117884,48.89187590777874,72.69896698743105,66.74412295237805,17.50800288734427,80.99837784096599,85.19423831552267,89.19712878018618,3.818083067661732,4.892240687621543,5.616725870958914,7.559642681456421,7.574254398491504,1.9680037102407621,9.3187969909939,10.010741568772739,10.565865377020213,3818083.067661732,4892240.687621543,5616725.870958913,7559642.6814564215,7574254.398491502,1968003.7102407622,9318796.990993898,10010741.568772739,10565865.377020214,155.0,191.8,213.75,274.0,257.2708333333333,44.88073992228985,293.0,302.3,311.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,inf,0.000503387907482329,10565865.377020214,0.0,0.10607054574148994,-1.0,-0.10366666666666592,0.0,0.0761004822594779,-1.0,-0.08575694444444405
