timestamp_utc,generation,cached_evaluations,evaluated_count,population_size,dist_avg,dist_best_gen,dist_best_global,time_avg,time_best_gen,time_best_global,finish_count,crash_count,timeout_count,finish_rate,crash_rate,timeout_rate,best_finished,best_crashes,best_progress,best_dense_progress,best_ranking_progress,best_ranking_key,mean_discrete_progress,mean_dense_progress,mean_ranking_progress,std_dense_progress,std_ranking_progress,best_distance,best_time,best_reward,best_fitness,selection_mode,front0_size,best_selection_rank,best_selection_crowding,best_selection_objectives,selection_objective_names,virtual_time_sum,virtual_distance_sum,evaluation_steps_sum
2026-05-04T00:25:20Z,1,0,48,48,3.2244417667388916,8.420865195138113,8.420865195138113,30.0,30.0,30.0,0,48,0,0.0,1.0,0.0,0,1,5.714285714285714,8.420865195138113,8.420865195138113,"[0.0, 8.420865195138113, -10.40999984741211, -1.0]",2.0238096714019775,3.2244417667388916,3.2244417667388916,2.851712226867676,2.851712226867676,75.74728393554688,10.40999984741211,8420854785137.266,8420854785137.266,lexicographic,,0,0.0,"[0.0, 8.420865195138113, -10.40999984741211, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",156.2100067138672,1395.54638671875,17790
2026-05-04T00:30:00Z,2,0,48,48,5.6622796058654785,8.960342407226562,8.960342407226562,30.0,30.0,30.0,0,48,0,0.0,1.0,0.0,0,1,8.571428571428571,8.960342407226562,8.960342407226562,"[0.0, 8.960342407226562, -10.34000015258789, -1.0]",4.107142925262451,5.6622796058654785,5.6622796058654785,2.419774293899536,2.419774293899536,78.11994171142578,10.34000015258789,8960332067225.41,8960332067225.41,lexicographic,,0,0.0,"[0.0, 8.960342407226562, -10.34000015258789, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",202.97999572753906,2428.560302734375,23419
2026-05-04T00:34:30Z,3,0,48,48,5.925865650177002,9.341602325439453,9.341602325439453,30.0,30.0,30.0,0,48,0,0.0,1.0,0.0,0,1,8.571428571428571,9.341602325439453,9.341602325439453,"[0.0, 9.341602325439453, -6.139999866485596, -1.0]",4.523809909820557,5.925865650177002,5.925865650177002,2.460521936416626,2.460521936416626,72.00861358642578,6.139999866485596,9341596185438.586,9341596185438.586,lexicographic,,0,0.0,"[0.0, 9.341602325439453, -6.139999866485596, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",192.98001098632812,2553.2958984375,21890
2026-05-04T00:39:05Z,4,0,48,48,6.077542781829834,9.22384534563337,9.341602325439453,30.0,30.0,30.0,0,48,0,0.0,1.0,0.0,0,1,8.571428571428571,9.22384534563337,9.22384534563337,"[0.0, 9.22384534563337, -6.0, -1.0]",4.523809909820557,6.077542781829834,6.077542781829834,2.2872276306152344,2.2872276306152344,70.33287811279297,6.0,9223839345632.37,9223839345632.37,lexicographic,,0,0.0,"[0.0, 9.22384534563337, -6.0, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",198.35000610351562,2608.703125,22810
2026-05-04T00:44:02Z,5,0,48,48,6.2635345458984375,11.221564156668528,11.221564156668528,30.0,30.0,30.0,0,48,0,0.0,1.0,0.0,0,1,8.571428571428571,11.221564156668528,11.221564156668528,"[0.0, 11.221564156668528, -13.510000228881836, -1.0]",4.761905193328857,6.2635345458984375,6.2635345458984375,2.484738349914551,2.484738349914551,104.45897674560547,13.510000228881836,11221550646667.299,11221550646667.299,lexicographic,,0,0.0,"[0.0, 11.221564156668528, -13.510000228881836, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",220.44000244140625,2688.31201171875,25368
2026-05-04T00:48:40Z,6,0,48,48,5.10301399230957,10.969576154436384,11.221564156668528,30.0,30.0,30.0,0,48,0,0.0,1.0,0.0,0,1,8.571428571428571,10.969576154436384,10.969576154436384,"[0.0, 10.969576154436384, -13.010000228881836, -1.0]",3.452381134033203,5.10301399230957,5.10301399230957,2.6244254112243652,2.6244254112243652,100.06725311279297,13.010000228881836,10969563144435.154,10969563144435.154,lexicographic,,0,0.0,"[0.0, 10.969576154436384, -13.010000228881836, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",202.05999755859375,2114.927734375,23295
2026-05-04T00:53:56Z,7,0,48,48,6.219613552093506,12.317469460623604,12.317469460623604,30.0,30.0,30.0,0,48,0,0.0,1.0,0.0,0,1,11.428571428571429,12.317469460623604,12.317469460623604,"[0.0, 12.317469460623604, -15.0, -1.0]",4.761905193328857,6.219613552093506,6.219613552093506,2.4359235763549805,2.4359235763549805,113.36133575439453,15.0,12317454460622.604,12317454460622.604,lexicographic,,0,0.0,"[0.0, 12.317469460623604, -15.0, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",238.74000549316406,2612.66455078125,27536
2026-05-04T00:59:06Z,8,0,48,48,5.958693027496338,13.039316449846542,13.039316449846542,30.0,30.0,30.0,0,48,0,0.0,1.0,0.0,0,1,11.428571428571429,13.039316449846542,13.039316449846542,"[0.0, 13.039316449846542, -11.229999542236328, -1.0]",4.404762268066406,5.958693027496338,5.958693027496338,3.2474873065948486,3.2474873065948486,123.47916412353516,11.229999542236328,13039305219845.998,13039305219845.998,lexicographic,,0,0.0,"[0.0, 13.039316449846542, -11.229999542236328, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",233.69000244140625,2525.64697265625,26927
2026-05-04T01:04:11Z,9,0,48,48,6.1616530418396,14.386542184012278,14.386542184012278,30.0,30.0,30.0,0,48,0,0.0,1.0,0.0,0,1,14.285714285714285,14.386542184012278,14.386542184012278,"[0.0, 14.386542184012278, -12.529999732971191, -1.0]",4.702381134033203,6.1616530418396,6.1616530418396,2.795233726501465,2.795233726501465,137.996826171875,12.529999732971191,14386529654011.545,14386529654011.545,lexicographic,,0,0.0,"[0.0, 14.386542184012278, -12.529999732971191, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",228.6300048828125,2628.50732421875,26342
2026-05-04T01:09:33Z,10,0,48,48,6.730432987213135,14.050233023507255,14.386542184012278,30.0,30.0,30.0,0,48,0,0.0,1.0,0.0,0,1,11.428571428571429,14.050233023507255,14.050233023507255,"[0.0, 14.050233023507255, -13.210000038146973, -1.0]",5.297619342803955,6.730432987213135,6.730432987213135,2.8439853191375732,2.8439853191375732,139.6321563720703,13.210000038146973,14050219813506.217,14050219813506.217,lexicographic,,0,0.0,"[0.0, 14.050233023507255, -13.210000038146973, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",244.49000549316406,2927.4765625,28191
