run_key,ranking_key,ranking_progress_source,generations,population_size,collision_mode,fixed_fps,first_generation_with_any_finish,first_generation_where_best_finished,best_finish_time,best_finish_generation,median_finish_time_last50,max_finish_count,final_finish_count,max_best_dense_progress,final_best_dense_progress,final_median_dense_progress,final_p90_dense_progress,final_mean_crashes,final_crash_rate,final_timeout_rate,final_finished_rate,cumulative_virtual_time_hours,cumulative_wall_minutes
finished_progress,"(finished, progress)",dense_progress,300,48,corners,,163,163,22.72659727946913,264,40.74243717089861,10,10,100.0,100.0,9.01589938572475,100.0,0.6875,0.6875,0.10416666666666667,0.20833333333333334,39.896954496625575,123.44914903166666
finished_progress_crashes_time,"(finished, progress, -crashes, -time)",dense_progress,300,48,corners,,176,176,16.576795113811777,297,17.426827980563985,19,15,100.0,100.0,18.596203667776926,100.0,0.6875,0.6875,0.0,0.3125,30.93134948418233,105.24768237500001
finished_progress_time,"(finished, progress, -time)",dense_progress,300,48,corners,,114,114,16.322712883247558,295,16.54760931369993,26,14,100.0,100.0,34.285714285714285,100.0,0.7083333333333334,0.7083333333333334,0.0,0.2916666666666667,37.47847527147583,104.12213399333334
finished_progress_time_crashes,"(finished, progress, -time, -crashes)",dense_progress,300,48,corners,,198,198,17.750122198699625,294,20.81262591060208,19,10,100.0,100.0,25.71428571428571,100.0,0.7916666666666666,0.7916666666666666,0.0,0.20833333333333334,27.869005731710622,92.05077064000001
