attempt_index,saved,num_frames,finish_time,discrete_progress,dense_progress,finished,crashes,timeout,distance,path
1,0,279,9.890000343322754,0.0,1.3344251192533054,0,0,0,0.6596168875694275,
1,0,2921,28.059999465942383,94.87179487179486,95.28772403032352,0,0,0,1269.2684326171875,
1,0,450,4.300000190734863,12.82051282051282,13.839012537247095,0,1,0,120.30537414550781,
1,0,1393,12.949999809265137,41.02564102564102,43.115116999699524,0,0,0,640.2173461914062,
1,0,346,3.3299999237060547,7.6923076923076925,9.00727785550631,0,1,0,76.27667236328125,
1,0,803,7.550000190734863,23.076923076923077,25.64102564102564,0,1,0,315.9460144042969,
1,0,1230,11.3100004196167,38.46153846153847,39.743589743589745,0,1,0,576.7161865234375,
1,0,1711,16.389999389648438,58.97435897435898,59.2822794406984,0,1,0,814.606689453125,
1,0,281,2.6500000953674316,5.128205128205128,5.142637399526743,0,0,0,50.74455261230469,
1,0,148,1.3799999952316284,0.0,2.472965533916767,0,0,0,14.863637924194336,
1,0,2763,26.579999923706055,87.17948717948718,89.32520548502603,0,1,0,1198.745361328125,
1,1,3145,29.979999542236328,100.0,100.0,1,0,0,1382.531494140625,logs/supervised_data\20260505_134201_map_multi_surface_flat_v3d_surface_target_dataset\attempts\attempt_0001.npz
2,0,1547,14.579999923706055,48.717948717948715,50.87732168344351,0,1,0,711.7817993164062,
2,1,3080,29.3700008392334,100.0,100.0,1,0,0,1371.5914306640625,logs/supervised_data\20260505_134201_map_multi_surface_flat_v3d_surface_target_dataset\attempts\attempt_0002.npz
3,1,3174,30.399999618530273,100.0,100.0,1,0,0,1388.806396484375,logs/supervised_data\20260505_134201_map_multi_surface_flat_v3d_surface_target_dataset\attempts\attempt_0003.npz
4,1,3043,28.959999084472656,100.0,100.0,1,0,0,1363.895751953125,logs/supervised_data\20260505_134201_map_multi_surface_flat_v3d_surface_target_dataset\attempts\attempt_0004.npz
5,0,900,8.479999542236328,28.205128205128204,29.339785453600758,0,1,0,382.3409729003906,
5,1,3037,28.950000762939453,100.0,100.0,1,0,0,1356.6280517578125,logs/supervised_data\20260505_134201_map_multi_surface_flat_v3d_surface_target_dataset\attempts\attempt_0005.npz
6,0,916,8.609999656677246,28.205128205128204,30.76923076923077,0,1,0,392.6839599609375,
6,1,3112,29.700000762939453,100.0,100.0,1,0,0,1364.018310546875,logs/supervised_data\20260505_134201_map_multi_surface_flat_v3d_surface_target_dataset\attempts\attempt_0006.npz
7,1,3085,29.290000915527344,100.0,100.0,1,0,0,1372.881103515625,logs/supervised_data\20260505_134201_map_multi_surface_flat_v3d_surface_target_dataset\attempts\attempt_0007.npz
8,0,822,7.619999885559082,23.076923076923077,25.64102564102564,0,1,0,320.4684753417969,
8,1,3151,29.989999771118164,100.0,100.0,1,0,0,1401.292724609375,logs/supervised_data\20260505_134201_map_multi_surface_flat_v3d_surface_target_dataset\attempts\attempt_0008.npz
9,1,3192,30.280000686645508,100.0,100.0,1,0,0,1400.9813232421875,logs/supervised_data\20260505_134201_map_multi_surface_flat_v3d_surface_target_dataset\attempts\attempt_0009.npz
10,0,452,4.289999961853027,12.82051282051282,13.712716713929787,0,1,0,119.00706481933594,
10,0,2419,23.329999923706055,76.92307692307693,79.48717948717949,0,1,0,1088.6119384765625,
10,0,181,1.6699999570846558,2.564102564102564,3.012901697403345,0,0,0,21.601993560791016,
10,0,365,3.549999952316284,7.6923076923076925,9.696701245430187,0,1,0,85.21731567382812,
10,1,3114,29.68000030517578,100.0,100.0,1,0,0,1373.4903564453125,logs/supervised_data\20260505_134201_map_multi_surface_flat_v3d_surface_target_dataset\attempts\attempt_0010.npz
