generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finish,best_obj_progress,best_obj_speed_for_progress,best_obj_safe_progress,best_obj_path_efficiency,mean_obj_finish,mean_obj_progress,mean_obj_speed_for_progress,mean_obj_safe_progress,mean_obj_path_efficiency
171,0.06813839707099749,65.71428571428571,66.39250582688328,66.39250582688328,22.410000000000704,0,1,757.2040863186121,2241,66.15764862279696,"[0.0, 0.6639250582688327, 0.16797303974199915, 0.0, 0.6616084669422847]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,453.5799999999962,43677.47999999997,45358,4367748,23.782012599986047,1791.9694215999916,22.5,23.887624559934427,23.887624559934427,23.782887676084655,9.449583333333253,1.0,100.0,0.0,0.0,2.857142857142857,11.428571428571429,20.0,22.5,17.705306864227534,28.57142857142857,60.0,65.71428571428571,1.8560355050223216,4.594559805733817,11.500239372253418,20.989272253853933,23.887624559934427,17.941770632696468,30.343736727582762,62.43486645054306,66.39250582688328,1.8560355050223216,4.594559805733817,11.500239372253418,20.989272253853933,23.887624559934427,17.941770632696468,30.343736727582762,62.43486645054306,66.39250582688328,1.5800000000000012,4.018999999999959,6.409999999999908,8.964999999999854,9.449583333333253,4.985702039471418,10.944999999999812,17.682999999999968,22.410000000000704,5.308641163857828,40.69423066787422,108.1896106582135,195.01376105099916,241.05051644082732,204.01009217688699,300.39422103203833,693.6388521425426,757.2040863186121,1.7959301963811585,4.54723911150315,11.430179685254583,20.89437620826589,23.782887676084655,17.896158488054926,30.218354036015615,62.23274226197753,66.15764862279696,1795930.1963811584,4547239.111503149,11430179.685254583,20894376.20826589,23782887.676084653,17896158.488054927,30218354.036015615,62232742.26197753,66157648.62279695,158.0,401.90000000000003,641.0,896.5,944.9583333333334,498.5702039471361,1094.5,1768.3000000000004,2241.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.06813839707099749,66157648.62279695,0.0,0.6639250582688327,0.16797303974199915,0.0,0.6616084669422847,0.0,0.23887624559934428,0.13646931695860626,0.0,0.23880809520074134
172,0.06813839707099749,65.71428571428571,66.39250582688328,66.39250582688328,22.410000000000704,0,1,757.2040863186121,2241,66.15764862279696,"[0.0, 0.6639250582688327, 0.16797303974199915, 0.0, 0.6616084669422847]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,456.6299999999997,44134.109999999964,45663,4413411,21.846756100014318,1813.9632660999778,23.39285714285714,25.103366822410393,25.103366822410393,24.997976794145302,9.513124999999993,1.0,100.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,14.285714285714285,23.39285714285714,20.367843887506854,37.85714285714286,62.857142857142854,65.71428571428571,3.64593505859375,3.9977504185267856,11.368893895830427,15.949889591761998,25.103366822410393,20.48644284518752,40.1386478969029,64.06219591413226,66.39250582688328,3.64593505859375,3.9977504185267856,11.368893895830427,15.949889591761998,25.103366822410393,20.48644284518752,40.1386478969029,64.06219591413226,66.39250582688328,1.5400000000000011,1.7210000000000014,4.949999999999939,6.994999999999895,9.513124999999993,6.4764155969468975,14.564999999999735,19.522000000000254,27.100000000001437,27.616897374391556,31.367145247012377,105.75235589779913,140.27089993655682,258.7782650880049,236.86707846720645,414.1448529321351,710.6288336142898,757.2040863186121,3.6205074416963754,3.9705090513815384,11.299686664887401,15.893750968858324,24.997976794145302,20.425801684158003,39.953783293421935,63.872795767160525,66.15764862279696,3620507.4416963756,3970509.0513815386,11299686.664887402,15893750.968858324,24997976.7941453,20425801.684158005,39953783.29342194,63872795.76716053,66157648.62279695,154.0,172.1,495.0,699.5,951.3125,647.641559694674,1456.5,1952.2,2710.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.06813839707099749,66157648.62279695,0.0,0.6639250582688327,0.16797303974199915,0.0,0.6616084669422847,0.0,0.2510336682241039,0.1301714084403531,0.0,0.25084261606510105
173,0.06813839707099749,65.71428571428571,66.39250582688328,66.39250582688328,22.410000000000704,0,1,757.2040863186121,2241,66.15764862279696,"[0.0, 0.6639250582688327, 0.16797303974199915, 0.0, 0.6616084669422847]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,453.2199999999997,44587.329999999965,45322,4458733,22.964793000021018,1837.114736199961,22.797619047619047,24.290026848513197,24.290026848513197,24.18535491004215,9.442083333333327,1.0,100.0,0.0,0.0,2.0000000000000004,5.714285714285714,14.285714285714285,22.797619047619047,21.32905130813875,28.57142857142857,62.857142857142854,65.71428571428571,1.467639378138951,3.151203155517578,7.746140616280692,16.782011304582866,24.290026848513197,21.452223700303964,31.31985288135275,64.2751522064209,66.39250582688328,1.467639378138951,3.151203155517578,7.746140616280692,16.782011304582866,24.290026848513197,21.452223700303964,31.31985288135275,64.2751522064209,66.39250582688328,1.5200000000000011,3.4479999999999706,5.092499999999935,7.754999999999879,9.442083333333327,6.22430148635633,11.934999999999789,19.360000000000237,23.47000000000087,5.153343148296699,26.266622412577274,59.46053910627961,154.188103556633,251.10513771348496,245.8330085205294,311.55093474797286,718.081984975934,757.2040863186121,1.4075288122185363,3.112464557214982,7.6732312971638805,16.69190158721529,24.18535491004215,21.39606029078844,31.176415988731954,64.05350801437471,66.15764862279696,1407528.8122185364,3112464.557214982,7673231.29716388,16691901.587215291,24185354.91004215,21396060.290788442,31176415.988731954,64053508.01437471,66157648.62279695,152.0,344.8,509.25,775.5,944.2083333333334,622.4301486356164,1193.5,1936.000000000001,2347.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.06813839707099749,66157648.62279695,0.0,0.6639250582688327,0.16797303974199915,0.0,0.6616084669422847,0.0,0.242900268485132,0.12645274814153754,0.0,0.24276346161143014
174,0.06813839707099749,65.71428571428571,66.39250582688328,66.39250582688328,22.410000000000704,0,1,757.2040863186121,2241,66.15764862279696,"[0.0, 0.6639250582688327, 0.16797303974199915, 0.0, 0.6616084669422847]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,522.1899999999965,45109.51999999996,52219,4510952,25.304965399962384,1862.5993806999759,28.21428571428571,29.889733446717525,29.889733446717525,29.770631557744622,10.87895833333326,1.0,100.0,0.0,2.857142857142857,5.714285714285714,8.571428571428571,20.0,28.21428571428571,22.08999065357045,57.14285714285714,60.0,65.71428571428571,2.945927211216518,5.8771465846470425,10.926011630467006,21.4923940386091,29.889733446717525,22.585551230121773,60.0,62.65010517872544,66.39250582688328,2.945927211216518,5.8771465846470425,10.926011630467006,21.4923940386091,29.889733446717525,22.585551230121773,60.0,62.65010517872544,66.39250582688328,2.259999999999996,4.86399999999994,6.5424999999999045,9.659999999999838,10.87895833333326,5.445251080675523,16.359999999999758,18.27800000000006,22.410000000000704,25.50791025653598,55.76929782368243,105.21578429453075,195.1823245510459,312.3056395617691,258.07503741619064,640.8952043903992,694.9337668500841,757.2040863186121,2.876601703306262,5.843983012427673,10.82988103914634,21.406498856284546,29.770631557744622,22.534539506379705,59.78857971690111,62.45449375672747,66.15764862279696,2876601.703306262,5843983.012427673,10829881.03914634,21406498.856284544,29770631.557744622,22534539.506379705,59788579.71690111,62454493.75672747,66157648.62279695,226.0,486.4,654.25,966.0,1087.8958333333333,544.5251080675456,1636.0,1827.8000000000002,2241.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.06813839707099749,66157648.62279695,0.0,0.6639250582688327,0.16797303974199915,0.0,0.6616084669422847,0.0,0.2988973344671752,0.15229078023771989,0.0,0.2987898518949457
175,0.07464038575675015,71.42857142857143,73.82893698556082,73.82893698556082,30.00000000000189,0,0,862.2521917447448,3000,73.52807473336905,"[0.0, 0.7382893698556081, 0.0, 0.7382893698556081, 0.731594013337393]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,415.0999999999988,45524.61999999996,41510,4552462,23.304017000016756,1886.080821199983,23.1547619047619,24.6848321348228,24.6848321348228,24.58830601951676,8.64791666666664,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,14.285714285714285,23.1547619047619,22.332060959795406,29.285714285714285,62.857142857142854,71.42857142857143,2.8935459681919644,4.521032605852399,5.949408667428153,16.257920946393693,24.6848321348228,22.555315507252516,31.831037143678746,64.61513165065222,73.82893698556082,2.8935459681919644,4.521032605852399,5.949408667428153,16.257920946393693,24.6848321348228,22.555315507252516,31.831037143678746,64.61513165065222,73.82893698556082,1.6600000000000013,2.54299999999999,4.827499999999942,6.599999999999904,8.64791666666664,6.080998053476994,10.04749999999983,17.226999999999894,30.00000000000189,23.09704700857401,43.14560937577189,57.39327527023852,144.40911078080535,255.28197270701608,256.8078722991636,323.1067354492843,702.8180819593371,862.2521917447448,2.81740658938464,4.47189097370134,5.906145233095705,16.189626482445398,24.58830601951676,22.49846242166906,31.721589036943293,64.42761040750288,73.52807473336905,2817406.5893846396,4471890.973701339,5906145.2330957055,16189626.4824454,24588306.019516755,22498462.42166906,31721589.036943294,64427610.40750288,73528074.73336905,166.0,254.3,482.75,660.0,864.7916666666666,608.0998053476821,1004.75,1722.7,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.07464038575675015,73528074.73336905,0.0,0.7382893698556081,0.0,0.7382893698556081,0.731594013337393,0.0,0.24684832134822798,0.13279077649261004,0.015381028538658503,0.2466191568756738
176,0.07464038575675015,71.42857142857143,73.82893698556082,73.82893698556082,30.00000000000189,0,0,862.2521917447448,3000,73.52807473336905,"[0.0, 0.7382893698556081, 0.0, 0.7382893698556081, 0.731594013337393]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,451.5100000000009,45976.12999999996,45151,4597613,23.301136199967004,1909.5401745999698,23.21428571428571,24.842243388447894,24.842243388447894,24.73813207694414,9.406458333333353,1.0,100.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,14.285714285714285,23.21428571428571,21.282238450627972,27.14285714285714,58.857142857142875,71.42857142857143,3.25448717389788,5.6289231436593195,11.061972209385463,15.633386884416852,24.842243388447894,21.314276573814915,29.216478631852524,61.285714285714306,73.82893698556082,3.25448717389788,5.6289231436593195,11.061972209385463,15.633386884416852,24.842243388447894,21.314276573814915,29.216478631852524,61.285714285714306,73.82893698556082,1.7400000000000013,2.53399999999999,5.032499999999937,7.25999999999989,9.406458333333353,6.662043758482373,11.709999999999795,19.304000000000237,30.00000000000189,23.54016065225005,50.693879675120115,106.33026330731809,135.14604906737804,255.0615037533248,245.52737178251814,295.6228824723512,682.5807709984483,862.2521917447448,3.2267636337372276,5.5947024497796445,10.973538822434808,15.577401738367785,24.73813207694414,21.253176622730027,29.108008008970053,61.08304005790543,73.52807473336905,3226763.6337372274,5594702.449779645,10973538.822434807,15577401.738367785,24738132.076944143,21253176.622730028,29108008.008970052,61083040.05790543,73528074.73336905,174.0,253.4,503.25,726.0,940.6458333333334,666.2043758482118,1171.0,1930.400000000002,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.07464038575675015,73528074.73336905,0.0,0.7382893698556081,0.0,0.7382893698556081,0.731594013337393,0.0,0.24842243388447893,0.12694282488546893,0.015381028538658503,0.24823332418626012
177,0.07464038575675015,71.42857142857143,73.82893698556082,73.82893698556082,30.00000000000189,0,0,862.2521917447448,3000,73.52807473336905,"[0.0, 0.7382893698556081, 0.0, 0.7382893698556081, 0.731594013337393]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,442.7599999999999,46418.88999999996,44276,4641889,21.27073449996533,1931.0145596999791,20.892857142857142,22.515101615341262,22.515101615341262,22.412842745379738,9.224166666666664,1.0,100.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,14.285714285714285,20.892857142857142,20.052280732750425,22.857142857142858,62.857142857142854,71.42857142857143,3.7425122942243303,4.463844299316406,10.995096479143415,14.970967429024832,22.515101615341262,20.06559104169623,25.602124571237045,64.28571428571429,73.82893698556082,3.7425122942243303,4.463844299316406,10.995096479143415,14.970967429024832,22.515101615341262,20.06559104169623,25.602124571237045,64.28571428571429,73.82893698556082,1.5900000000000012,2.4249999999999905,5.479999999999928,7.2649999999998895,9.224166666666664,6.278081525346099,11.02999999999981,18.22100000000006,30.00000000000189,28.61124486476183,40.270908198319376,103.7945659994075,137.39462938532233,225.53662818947532,226.97683427802738,224.63005081564188,693.8987065240742,862.2521917447448,3.7165836829794654,4.409464028408209,10.883614147314285,14.870236606977034,22.412842745379738,20.01070097903897,25.491304709372017,64.03391038700775,73.52807473336905,3716583.6829794655,4409464.028408209,10883614.147314286,14870236.606977034,22412842.745379742,20010700.979038965,25491304.709372014,64033910.38700776,73528074.73336905,159.0,242.50000000000003,548.0,726.5,922.4166666666666,627.8081525345851,1103.0,1822.1000000000013,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.07464038575675015,73528074.73336905,0.0,0.7382893698556081,0.0,0.7382893698556081,0.731594013337393,0.0,0.22515101615341263,0.1189903001792325,0.015381028538658503,0.22495470296700557
178,0.07464038575675015,71.42857142857143,73.82893698556082,73.82893698556082,30.00000000000189,0,0,862.2521917447448,3000,73.52807473336905,"[0.0, 0.7382893698556081, 0.0, 0.7382893698556081, 0.731594013337393]",0.2,0.2,0,48,48,0,0,48,0,46,2,46,2,445.64000000000146,46864.52999999996,44564,4686453,20.441445600008592,1951.589347000001,21.011904761904763,22.390316078442098,22.390316078442098,22.28766741156738,9.284166666666698,1.0,100.0,0.0,0.0,5.714285714285714,8.571428571428571,14.285714285714285,21.011904761904763,19.57446607757724,20.714285714285715,62.857142857142854,71.42857142857143,1.8812506539481026,5.763129098074776,10.344216482979911,16.541734422956196,22.390316078442098,19.67040552933865,22.228454100980095,65.54875782557897,73.82893698556082,1.8812506539481026,5.763129098074776,10.344216482979911,16.541734422956196,22.390316078442098,19.67040552933865,22.228454100980095,65.54875782557897,73.82893698556082,1.7800000000000014,3.240999999999975,5.237499999999933,7.834999999999877,9.284166666666698,6.541208104947183,9.337499999999846,18.684000000000133,30.00000000000189,5.1350215223792475,52.26671005487442,94.53232220157588,145.02231591939926,223.666874719643,225.39872579815213,200.88195495400578,717.220178861171,862.2521917447448,1.8211455189265808,5.724776831364721,10.244676711489596,16.46504093691689,22.28766741156738,19.613814749864208,22.112153219025146,65.34586649463877,73.52807473336905,1821145.518926581,5724776.831364722,10244676.711489597,16465040.936916888,22287667.41156738,19613814.749864213,22112153.219025146,65345866.49463876,73528074.73336905,178.0,324.1,523.75,783.5,928.4166666666666,654.120810494684,933.75,1868.4000000000012,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.07464038575675015,73528074.73336905,0.0,0.7382893698556081,0.0,0.7382893698556081,0.731594013337393,0.0,0.22390316078442096,0.11711690480589933,0.024950439564901644,0.22370990784784306
179,0.07464038575675015,71.42857142857143,73.82893698556082,73.82893698556082,30.00000000000189,0,0,862.2521917447448,3000,73.52807473336905,"[0.0, 0.7382893698556081, 0.0, 0.7382893698556081, 0.731594013337393]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,422.2799999999985,47286.80999999996,42228,4728681,21.93199100001948,1973.723575000011,19.226190476190474,20.63334886147751,20.63334886147751,20.535380154463073,8.79749999999997,1.0,100.0,0.0,2.857142857142857,5.714285714285714,11.428571428571429,14.285714285714285,19.226190476190474,16.93062659147751,20.0,39.14285714285725,71.42857142857143,3.068231855119978,6.022186824253628,11.565277917044504,15.525308336530411,20.63334886147751,16.990573034266166,21.703734397888184,40.91521330099752,73.82893698556082,3.068231855119978,6.022186824253628,11.565277917044504,15.525308336530411,20.63334886147751,16.990573034266166,21.703734397888184,40.91521330099752,73.82893698556082,1.7000000000000013,5.323999999999931,5.8599999999999195,6.6099999999999035,8.79749999999997,5.271602974112253,9.342499999999845,15.481999999999822,30.00000000000189,18.629823038674658,66.36072176062734,108.05024800174942,139.40956416726112,202.04034777154357,194.69408812445454,194.9650291353464,427.344820634277,862.2521917447448,3.0002132252969402,5.954852316947943,11.47161935713472,15.450617138818773,20.535380154463073,16.94386312157123,21.61928904048705,40.76178595617689,73.52807473336905,3000213.22529694,5954852.316947943,11471619.35713472,15450617.138818774,20535380.15446307,16943863.121571228,21619289.04048705,40761785.95617689,73528074.73336905,170.0,532.4,586.0,661.0,879.75,527.1602974112018,934.25,1548.2000000000014,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.07464038575675015,73528074.73336905,0.0,0.7382893698556081,0.0,0.7382893698556081,0.731594013337393,0.0,0.20633348861477507,0.11910335699163936,0.015381028538658503,0.20613768856812564
180,0.07835509699886943,77.14285714285715,77.59740012032645,77.59740012032645,27.37000000000148,0,1,877.6883892938495,2737,77.31282243193716,"[0.0, 0.7759740012032645, 0.06802705410544795, 0.0, 0.7742633748849609]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,516.7800000000013,47803.58999999996,51678,4780359,24.825682399969082,1998.7324292999692,26.78571428571429,28.090166386694374,28.090166386694374,27.97242624535785,10.766250000000028,1.0,100.0,0.0,0.0,5.714285714285714,11.428571428571429,20.0,26.78571428571429,22.296891275337412,32.857142857142854,65.71428571428571,77.14285714285715,1.881103515625,6.022276742117746,11.646045276096888,20.532633917672293,28.090166386694374,22.34081571153611,35.528517925710744,66.12714690812791,77.59740012032645,1.881103515625,6.022276742117746,11.646045276096888,20.532633917672293,28.090166386694374,22.34081571153611,35.528517925710744,66.12714690812791,77.59740012032645,1.6800000000000013,5.36699999999993,6.669999999999902,8.344999999999867,10.766250000000028,6.343598684566784,12.972499999999767,21.097000000000502,30.00000000000189,5.135459453129442,68.61699810196296,113.90432093665004,187.8236048705876,285.9746698639604,256.26800026429487,355.27717109024525,720.6662214413285,877.6883892938495,1.8209983801655476,5.934248125119645,11.559468463041194,20.427197133045293,27.97242624535785,22.282677236157372,35.39013764853965,65.95182867467958,77.31282243193716,1820998.3801655476,5934248.125119644,11559468.463041194,20427197.133045293,27972426.24535784,22282677.236157373,35390137.64853965,65951828.67467957,77312822.43193716,168.0,536.7,667.0,834.5,1076.625,634.359868456646,1297.25,2109.7000000000003,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.07835509699886943,77312822.43193716,0.0,0.7759740012032645,0.06802705410544795,0.0,0.7742633748849609,0.0,0.28090166386694376,0.13666044030152394,0.015381028538658503,0.2806405930205395
181,0.07835509699886943,77.14285714285715,77.59740012032645,77.59740012032645,27.37000000000148,0,1,877.6883892938495,2737,77.31282243193716,"[0.0, 0.7759740012032645, 0.06802705410544795, 0.0, 0.7742633748849609]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,559.6400000000012,48363.22999999996,55964,4836323,28.57608499994967,2027.4598089999636,31.547619047619047,33.16213847108626,33.16213847108626,33.035412723685745,11.659166666666692,1.0,100.0,0.0,2.857142857142857,8.571428571428571,13.571428571428571,20.0,31.547619047619047,23.804463748025615,62.857142857142854,65.71428571428571,77.14285714285715,5.485147748674665,10.235341208321708,14.921444484165736,22.419978550502233,33.16213847108626,23.735740075443623,64.66582434517997,66.13607002520223,77.59740012032645,5.485147748674665,10.235341208321708,14.921444484165736,22.419978550502233,33.16213847108626,23.735740075443623,64.66582434517997,66.13607002520223,77.59740012032645,3.179999999999976,4.545999999999948,6.074999999999915,9.829999999999835,11.659166666666692,6.67713943034186,16.25749999999974,20.116000000000344,30.00000000000189,51.56420877575874,91.45640273224562,127.41295200306922,202.56545744091272,342.41406717705803,274.909354498679,699.0593839045614,721.7186344973743,877.6883892938495,5.43019618446589,10.176089751918976,14.84818966752089,22.32827598504479,33.035412723685745,23.675147742058762,64.48204950249512,65.96515406304705,77.31282243193716,5430196.18446589,10176089.751918977,14848189.667520888,22328275.985044792,33035412.723685753,23675147.742058765,64482049.50249512,65965154.06304706,77312822.43193716,318.0,454.6,607.5,983.0,1165.9166666666667,667.7139430341575,1625.75,2011.6,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.07835509699886943,77312822.43193716,0.0,0.7759740012032645,0.06802705410544795,0.0,0.7742633748849609,0.0,0.3316213847108626,0.15472234067601262,0.015381028538658503,0.3313603780836007
182,0.08173744989911419,77.14285714285715,78.27552795410156,78.27552795410156,17.029999999999863,0,1,899.882713675499,1703,78.09432807138789,"[0.0, 0.7827552795410156, 0.338411199188236, 0.0, 0.7780995313025697]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,468.4700000000009,48831.69999999996,46847,4883170,22.956143499992322,2050.549795500003,24.88095238095238,26.571335924997488,26.571335924997488,26.463673840963423,9.759791666666684,1.0,100.0,0.0,2.857142857142857,4.857142857142858,8.571428571428571,14.285714285714285,24.88095238095238,22.931117892515697,27.857142857142858,63.71428571428572,77.14285714285715,3.01948002406529,5.789666857038225,11.220148631504603,16.329381125313894,26.571335924997488,22.870990765184825,30.245421703045217,65.0677426929278,78.27552795410156,3.01948002406529,5.789666857038225,11.220148631504603,16.329381125313894,26.571335924997488,22.870990765184825,30.245421703045217,65.0677426929278,78.27552795410156,2.209999999999997,4.688999999999944,5.762499999999921,7.0299999999998946,9.759791666666684,6.473223852141562,12.019999999999788,19.208000000000204,30.00000000000189,21.216108340770006,55.26174315461249,100.57141976431012,142.31028490513563,272.5007007299535,264.8061221204076,295.4265337381512,716.465694694221,899.882713675499,2.9873588079569493,5.7219899127609395,11.133398862436719,16.26058881502899,26.463673840963423,22.813256321876082,30.12080127651148,64.87875214787954,78.09432807138789,2987358.8079569493,5721989.912760939,11133398.86243672,16260588.815028988,26463673.840963423,22813256.321876086,30120801.276511483,64878752.14787954,78094328.07138789,221.0,468.9,576.25,703.0,975.9791666666666,647.3223852141261,1202.0,1920.8,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.08173744989911419,78094328.07138789,0.0,0.7827552795410156,0.338411199188236,0.0,0.7780995313025697,0.0,0.2657133592499749,0.13511472076277875,0.015381028538658503,0.26534085641697863
183,0.08173744989911419,77.14285714285715,78.27552795410156,78.27552795410156,17.029999999999863,0,1,899.882713675499,1703,78.09432807138789,"[0.0, 0.7827552795410156, 0.338411199188236, 0.0, 0.7780995313025697]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,510.7399999999993,49342.43999999996,51074,4934244,26.47052440000698,2077.1928831000114,27.44047619047619,29.054339717889647,29.054339717889647,28.93784327102486,10.640416666666653,1.0,100.0,0.0,2.857142857142857,5.714285714285714,5.714285714285714,17.142857142857142,27.44047619047619,24.325874241152608,57.14285714285714,62.857142857142854,77.14285714285715,3.30526624407087,5.901847294398716,8.21406636919294,18.61883708408901,29.054339717889647,24.24780791163111,60.0,64.99474743434361,78.27552795410156,3.30526624407087,5.901847294398716,8.21406636919294,18.61883708408901,29.054339717889647,24.24780791163111,60.0,64.99474743434361,78.27552795410156,1.8900000000000015,4.379999999999951,6.102499999999914,8.034999999999872,10.640416666666653,6.523694619849904,15.337499999999718,17.916000000000004,30.00000000000189,24.024777859449387,54.91072128842207,74.14785951152226,169.90072878450155,300.6135314552659,277.8622566447755,633.9322744552046,720.2754390999675,899.882713675499,3.275342219293011,5.849251086050587,8.138223650002855,18.527166341016144,28.93784327102486,24.19210533773335,59.83968353408879,64.82087947133923,78.09432807138789,3275342.219293011,5849251.086050587,8138223.650002855,18527166.341016144,28937843.271024853,24192105.337733347,59839683.53408879,64820879.47133922,78094328.07138789,189.0,438.00000000000006,610.25,803.5,1064.0416666666667,652.3694619849672,1533.75,1791.6000000000004,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.08173744989911419,78094328.07138789,0.0,0.7827552795410156,0.338411199188236,0.0,0.7780995313025697,0.0,0.2905433971788965,0.14236577833219463,0.015381028538658503,0.2902465229995893
