generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finish,best_obj_progress,best_obj_speed_for_progress,best_obj_safe_progress,best_obj_path_efficiency,mean_obj_finish,mean_obj_progress,mean_obj_speed_for_progress,mean_obj_safe_progress,mean_obj_path_efficiency
78,0.016139811143420994,14.285714285714285,14.899662562779017,14.899662562779017,5.329999999999931,0,1,134.1659563034773,533,14.836228396822714,"[0.0, 0.14899662562779017, 0.12252489180791978, 0.0, 0.14899662562779017]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,207.9200000000002,17002.570000000153,20792,1700257,7.063497399969492,628.2435453999788,5.952380952380952,7.4663295064653665,7.4663295064653665,7.413152047778062,4.3316666666666706,1.0,100.0,0.0,0.0,0.0,2.857142857142857,4.285714285714286,5.952380952380952,4.586038162918624,8.571428571428571,14.285714285714285,14.285714285714285,1.876133510044643,2.550488063267299,4.717099325997489,6.263389587402344,7.4663295064653665,4.099009722874153,9.958703177315849,14.456050872802734,14.899662562779017,1.876133510044643,2.550488063267299,4.717099325997489,6.263389587402344,7.4663295064653665,4.099009722874153,9.958703177315849,14.456050872802734,14.899662562779017,1.8500000000000014,1.9750000000000016,2.434999999999992,3.2499999999999747,4.3316666666666706,4.096409166032795,5.009999999999938,5.873999999999921,30.00000000000189,5.071954263788939,13.543940440897133,39.43024606257677,59.57643701136112,69.12535397143954,50.033096001838885,90.25568450987339,127.22346190810204,287.6172450708691,1.8160284380903797,2.3369074393050906,4.688410266875795,6.229582973682403,7.413152047778062,4.104282660073757,9.917690898221675,14.401673878711756,14.836228396822714,1816028.4380903798,2336907.4393050903,4688410.266875796,6229582.973682404,7413152.0477780625,4104282.660073757,9917690.898221675,14401673.878711756,14836228.396822713,185.0,197.5,243.5,325.0,433.1666666666667,409.6409166032558,501.0,587.4000000000001,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.016139811143420994,14836228.396822713,0.0,0.14899662562779017,0.12252489180791978,0.0,0.14899662562779017,0.0,0.07466329506465368,0.06461387147468244,0.0005952380952380952,0.0746242814436111
79,0.016139811143420994,14.285714285714285,14.899662562779017,14.899662562779017,5.329999999999931,0,1,134.1659563034773,533,14.836228396822714,"[0.0, 0.14899662562779017, 0.12252489180791978, 0.0, 0.14899662562779017]",0.2,0.2,0,48,48,0,0,48,0,46,2,46,2,236.30000000000206,17238.870000000155,23630,1723887,8.182814200001303,636.5251408999902,6.25,7.9957502228873105,7.9957502228873105,7.936855818829296,4.922916666666709,1.0,100.0,0.0,0.0,0.0,2.857142857142857,5.714285714285714,6.25,4.389855730355308,8.571428571428571,11.428571428571429,14.285714285714285,0.0,2.54864011492048,4.959145954677037,8.32583154950823,7.9957502228873105,4.179848250254997,10.88801860809326,14.243473597935267,14.899662562779017,0.0,2.54864011492048,4.959145954677037,8.32583154950823,7.9957502228873105,4.179848250254997,10.88801860809326,14.243473597935267,14.899662562779017,1.8900000000000015,2.0500000000000003,2.897499999999982,3.319999999999973,4.922916666666709,5.415690921731609,5.277499999999932,5.865999999999921,30.00000000000189,5.134573273709975,18.437310440151485,45.151424404233694,82.2773171402514,81.90405801454865,57.483942021192654,100.54709774255753,128.17009066194296,293.60156005993485,-0.30029360156007884,2.336917250187647,4.928703800829828,8.281853356294082,7.936855818829296,4.191905888735111,10.841846722701458,14.167735818156492,14.836228396822714,-300293.60156007885,2336917.250187647,4928703.800829829,8281853.3562940825,7936855.818829297,4191905.888735111,10841846.722701458,14167735.818156492,14836228.396822713,189.0,205.0,289.75,332.0,492.2916666666667,541.5690921731245,527.75,586.6000000000001,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.016139811143420994,14836228.396822713,0.0,0.14899662562779017,0.12252489180791978,0.0,0.14899662562779017,0.0,0.07995750222887311,0.06856765292750476,0.0005952380952380952,0.07991738087599694
80,0.016139811143420994,14.285714285714285,14.899662562779017,14.899662562779017,5.329999999999931,0,1,134.1659563034773,533,14.836228396822714,"[0.0, 0.14899662562779017, 0.12252489180791978, 0.0, 0.14899662562779017]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,226.87999999999977,17465.750000000156,22688,1746575,9.141279700037558,645.7754881000146,5.892857142857142,7.419711635226295,7.419711635226295,7.362582087535422,4.726666666666662,1.0,100.0,0.0,0.0,0.0,2.857142857142857,5.714285714285714,5.892857142857142,4.607235141194608,8.571428571428571,12.285714285714297,14.285714285714285,0.0730623517717634,2.2163369315011163,3.5551684243338446,5.78484126499721,7.419711635226295,4.407600699601822,10.751987184797013,14.311660766601566,14.899662562779017,0.0730623517717634,2.2163369315011163,3.5551684243338446,5.78484126499721,7.419711635226295,4.407600699601822,10.751987184797013,14.311660766601566,14.899662562779017,1.8500000000000014,2.251999999999996,2.9699999999999807,4.934999999999939,4.726666666666662,3.951426078716076,5.212499999999933,5.997999999999918,30.00000000000189,5.1344343887176365,15.75596016408963,38.031744197010994,54.85583138465881,71.21435753906901,51.9565128884758,100.68306776322424,127.03819463029504,287.6172450708691,0.012944344609254404,2.1562280389625164,3.5104426330298857,5.745438875259268,7.362582087535422,4.410585674543184,10.6961951743174,14.249772722733612,14.836228396822714,12944.344609254404,2156228.0389625165,3510442.6330298856,5745438.875259268,7362582.087535423,4410585.674543184,10696195.1743174,14249772.722733611,14836228.396822713,185.0,225.2,297.0,493.5,472.6666666666667,395.1426078715829,521.25,599.8000000000001,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.016139811143420994,14836228.396822713,0.0,0.14899662562779017,0.12252489180791978,0.0,0.14899662562779017,0.0,0.07419711635226295,0.06295820564769576,0.0005952380952380952,0.07415621709486957
81,0.016139811143420994,14.285714285714285,14.899662562779017,14.899662562779017,5.329999999999931,0,1,134.1659563034773,533,14.836228396822714,"[0.0, 0.14899662562779017, 0.12252489180791978, 0.0, 0.14899662562779017]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,241.91999999999945,17707.670000000155,24192,1770767,8.281397500017192,654.165118600009,7.142857142857142,8.74910593032837,8.74910593032837,8.688828337823074,5.0399999999999885,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,7.142857142857142,4.08248290463863,11.428571428571429,11.428571428571429,14.285714285714285,1.8579810006277901,4.187725067138672,5.6292724609375,9.005071095057897,8.74910593032837,3.815188863748393,11.886205673217773,14.073099408830915,14.899662562779017,1.8579810006277901,4.187725067138672,5.6292724609375,9.005071095057897,8.74910593032837,3.815188863748393,11.886205673217773,14.073099408830915,14.899662562779017,2.1299999999999986,2.626999999999988,3.0749999999999784,4.784999999999942,5.0399999999999885,3.9594128352575106,5.777499999999922,6.648999999999903,30.00000000000189,4.981494510146149,40.18995419129715,51.01621601730585,84.89392237365246,85.92583862809867,45.8769687026742,118.00368846207857,131.20445082336664,287.6172450708691,1.7978760191332808,4.145532466341785,5.5910722188690976,8.933832227906489,8.688828337823074,3.817102674272389,11.802200897129186,13.991232730446688,14.836228396822714,1797876.0191332807,4145532.466341785,5591072.2188690975,8933832.227906488,8688828.337823072,3817102.6742723887,11802200.897129187,13991232.730446687,14836228.396822713,213.0,262.7,307.5,478.5,504.0,395.9412835257268,577.75,664.9000000000001,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,inf,0.016139811143420994,14836228.396822713,0.0,0.14899662562779017,0.12252489180791978,0.0,0.14899662562779017,0.0,0.0874910593032837,0.0730558970023717,0.0005952380952380952,0.08744789951403163
82,0.016023242689768482,14.285714285714285,14.949378967285156,14.949378967285156,8.749999999999858,0,1,145.0649391040206,875,14.851733902346053,"[0.0, 0.14949378967285157, 0.10589143435160392, 0.0, 0.14949378967285157]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,259.93999999999903,17967.610000000153,25994,1796761,9.498794700019062,663.7712442000047,7.916666666666665,9.339315323602586,9.339315323602586,9.275278864621542,5.415416666666647,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,7.916666666666665,4.334625003723216,11.428571428571429,14.285714285714285,14.285714285714285,1.8786675589425224,3.3907078334263394,5.577079227992467,9.323509761265345,9.339315323602586,4.05867285982588,13.385403496878487,14.491404397147043,14.949378967285156,1.8786675589425224,3.3907078334263394,5.577079227992467,9.323509761265345,9.339315323602586,4.05867285982588,13.385403496878487,14.491404397147043,14.949378967285156,2.099999999999999,2.860999999999983,3.512499999999969,4.979999999999938,5.415416666666647,3.9766793927921102,5.8599999999999195,7.456999999999887,30.00000000000189,5.13509740189329,37.90334942489863,52.00688456042917,86.7125967182219,90.62564770859247,47.84191194906544,126.16592333465815,132.51895873546601,287.6172450708691,1.8185624230882287,3.321089817926115,5.520755061132864,9.259625765736622,9.275278864621542,4.062879219335558,13.336426818456713,14.440306722916043,14.851733902346053,1818562.4230882288,3321089.817926115,5520755.061132864,9259625.76573662,9275278.864621544,4062879.219335559,13336426.818456713,14440306.722916042,14851733.902346054,210.0,286.1,351.25,498.0,541.5416666666666,397.6679392791875,586.0,745.7000000000002,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.016023242689768482,14851733.902346054,0.0,0.14949378967285157,0.10589143435160392,0.0,0.14949378967285157,0.0,0.09339315323602586,0.07712812691207936,0.0005952380952380952,0.0933529409278236
83,0.016023242689768482,14.285714285714285,14.949378967285156,14.949378967285156,8.749999999999858,0,1,145.0649391040206,875,14.851733902346053,"[0.0, 0.14949378967285157, 0.10589143435160392, 0.0, 0.14949378967285157]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,251.94999999999925,18219.560000000154,25195,1821956,8.752676399948541,672.6176647999673,7.38095238095238,9.080630711146762,9.080630711146762,9.018259703110822,5.248958333333317,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,7.38095238095238,4.2391651939916315,11.428571428571429,12.285714285714297,14.285714285714285,1.881343296595982,3.322862897600446,5.438226972307477,9.476267950875418,9.080630711146762,3.9762640282976176,13.202056884765625,14.196245465959821,14.949378967285156,1.881343296595982,3.322862897600446,5.438226972307477,9.476267950875418,9.080630711146762,3.9762640282976176,13.202056884765625,14.196245465959821,14.949378967285156,2.1299999999999986,2.3839999999999932,2.8799999999999826,5.034999999999937,5.248958333333317,4.069123185437589,6.1899999999999125,7.332999999999889,30.00000000000189,5.135450869609485,41.21827837303281,49.43447499349713,89.1798121072352,89.75803594066353,47.843331330742714,126.70201357081532,134.63595977798104,287.6172450708691,1.8212381611451132,3.258909197778889,5.4058039655045755,9.40303212438382,9.018259703110822,3.9753520358559093,13.14410294400255,14.116279480400058,14.851733902346053,1821238.1611451132,3258909.197778889,5405803.9655045755,9403032.124383822,9018259.703110823,3975352.035855909,13144102.944002548,14116279.480400058,14851733.902346054,213.0,238.4,288.0,503.5,524.8958333333334,406.912318543736,619.0,733.3000000000001,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.016023242689768482,14851733.902346054,0.0,0.14949378967285157,0.10589143435160392,0.0,0.14949378967285157,0.0,0.09080630711146763,0.0748187385837239,0.0005952380952380952,0.09076539436000275
84,0.016023242689768482,14.285714285714285,14.949378967285156,14.949378967285156,8.749999999999858,0,1,145.0649391040206,875,14.851733902346053,"[0.0, 0.14949378967285157, 0.10589143435160392, 0.0, 0.14949378967285157]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,231.08999999999963,18450.650000000154,23109,1845065,7.943354599992745,680.6606694000075,6.488095238095238,7.9597562835330065,7.9597562835330065,7.9017432516909,4.814374999999992,1.0,100.0,0.0,0.0,0.0,2.857142857142857,5.714285714285714,6.488095238095238,4.65619269204868,9.285714285714285,14.285714285714285,14.285714285714285,1.1980002267020091,1.8835378374372211,4.748532431466239,7.827461787632533,7.9597562835330065,4.33840549883539,10.954288073948451,14.388658796037948,14.949378967285156,1.1980002267020091,1.8835378374372211,4.748532431466239,7.827461787632533,7.9597562835330065,4.33840549883539,10.954288073948451,14.388658796037948,14.949378967285156,1.5100000000000011,2.1929999999999974,2.949999999999981,3.9249999999999603,4.814374999999992,4.084093078768353,5.39749999999993,6.809999999999899,30.00000000000189,5.13447839661967,7.76434856007254,43.43902186304331,79.55432927981019,77.61517543764012,52.458939252139736,110.5786233395338,132.5831121183932,287.6172450708691,1.1378825207166794,1.8234327027636574,4.717493412425569,7.788034384894863,7.9017432516909,4.338567615206399,10.887963037677714,14.311652768902057,14.851733902346053,1137882.5207166793,1823432.7027636576,4717493.41242557,7788034.384894864,7901743.251690902,4338567.615206399,10887963.037677715,14311652.768902058,14851733.902346054,151.0,219.3,295.0,392.5,481.4375,408.4093078768121,539.75,681.0,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.016023242689768482,14851733.902346054,0.0,0.14949378967285157,0.10589143435160392,0.0,0.14949378967285157,0.0,0.07959756283533005,0.06686182502829853,0.0005952380952380952,0.07955827477606332
85,0.016023242689768482,14.285714285714285,14.949378967285156,14.949378967285156,8.749999999999858,0,1,145.0649391040206,875,14.851733902346053,"[0.0, 0.14949378967285157, 0.10589143435160392, 0.0, 0.14949378967285157]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,259.3599999999991,18710.010000000155,25936,1871001,8.77714169997489,689.5390757999849,8.273809523809524,9.466340144475302,9.466340144475302,9.40242429045419,5.403333333333315,1.0,100.0,0.0,0.0,2.857142857142857,5.714285714285714,8.571428571428571,8.273809523809524,4.215277661036955,11.428571428571429,14.285714285714285,14.285714285714285,1.8779046194893974,3.031543731689453,7.653475488935198,9.650797162737165,9.466340144475302,4.04559937012462,13.056809561593193,14.601406642368861,14.949378967285156,1.8779046194893974,3.031543731689453,7.653475488935198,9.650797162737165,9.466340144475302,4.04559937012462,13.056809561593193,14.601406642368861,14.949378967285156,1.9300000000000015,3.0599999999999787,3.4124999999999712,4.869999999999941,5.403333333333315,4.037250680296854,5.782499999999921,7.028999999999895,30.00000000000189,5.135049972333945,23.19209783442202,67.60751346819234,89.82139874622226,90.85402110988768,48.46016908541876,124.70799430087209,135.00882564261556,287.6172450708691,1.8177994844394256,2.961635092101435,7.605600090840641,9.60395999913808,9.40242429045419,4.049426231756431,12.966945244246634,14.531819822672118,14.851733902346053,1817799.4844394256,2961635.0921014356,7605600.090840641,9603959.99913808,9402424.290454192,4049426.2317564315,12966945.244246636,14531819.822672118,14851733.902346054,193.0,306.0,341.25,487.0,540.3333333333334,403.72506802966234,578.25,702.9000000000001,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.016023242689768482,14851733.902346054,0.0,0.14949378967285157,0.10589143435160392,0.0,0.14949378967285157,0.0,0.094663401444753,0.07815425501948331,0.0005952380952380952,0.09462415272049436
86,0.016023242689768482,14.285714285714285,14.949378967285156,14.949378967285156,8.749999999999858,0,1,145.0649391040206,875,14.851733902346053,"[0.0, 0.14949378967285157, 0.10589143435160392, 0.0, 0.14949378967285157]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,248.0799999999993,18958.090000000153,24808,1895809,8.553165199991781,698.1906400999869,7.916666666666667,9.285921880177089,9.285921880177089,9.224356015405798,5.168333333333319,1.0,100.0,0.0,0.0,2.0000000000000004,5.714285714285714,8.571428571428571,7.916666666666667,4.25543203612265,11.428571428571429,14.285714285714285,14.285714285714285,1.8776648385184151,3.213103703090123,5.774375370570592,9.462338856288365,9.285921880177089,4.0652112627652714,12.973661422729492,14.627452305385045,14.949378967285156,1.8776648385184151,3.213103703090123,5.774375370570592,9.462338856288365,9.285921880177089,4.0652112627652714,12.973661422729492,14.627452305385045,14.949378967285156,1.9600000000000015,2.4459999999999917,3.00749999999998,5.009999999999938,5.168333333333319,4.05751737177108,5.714999999999923,6.8389999999999,30.00000000000189,5.134401652961969,36.80247282347409,53.227193884551525,92.97929547727108,90.86477129167058,48.40782236163087,121.81151273101568,133.4736282862723,287.6172450708691,1.8175596651638475,3.095070135622853,5.73619758190576,9.396044821256073,9.224356015405798,4.0648622453239875,12.90494170671574,14.562553804016975,14.851733902346053,1817559.6651638474,3095070.135622853,5736197.581905759,9396044.821256071,9224356.015405796,4064862.245323987,12904941.706715738,14562553.804016976,14851733.902346054,196.0,244.6,300.75,501.0,516.8333333333334,405.7517371770849,571.5,683.9000000000001,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.016023242689768482,14851733.902346054,0.0,0.14949378967285157,0.10589143435160392,0.0,0.14949378967285157,0.0,0.09285921880177089,0.07683736257988329,0.0005952380952380952,0.09281717484529013
87,0.016023242689768482,14.285714285714285,14.949378967285156,14.949378967285156,8.749999999999858,0,1,145.0649391040206,875,14.851733902346053,"[0.0, 0.14949378967285157, 0.10589143435160392, 0.0, 0.14949378967285157]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,241.45999999999944,19199.550000000152,24146,1919955,8.125659299956169,706.4260302999755,6.5476190476190474,8.150369212740943,8.150369212740943,8.09019462631206,5.030416666666655,1.0,100.0,0.0,0.0,0.0,2.857142857142857,5.714285714285714,6.5476190476190474,4.515970651997776,11.428571428571429,12.285714285714297,14.285714285714285,1.8745803833007815,2.7150350298200334,4.15900502886091,7.661503383091518,8.150369212740943,4.3194102751341905,12.693886756896973,14.265701838902066,14.949378967285156,1.8745803833007815,2.7150350298200334,4.15900502886091,7.661503383091518,8.150369212740943,4.3194102751341905,12.693886756896973,14.265701838902066,14.949378967285156,1.7800000000000014,2.665999999999987,3.0774999999999784,4.719999999999944,5.030416666666655,4.046340403342768,5.572499999999925,7.220999999999892,30.00000000000189,5.134554917749483,18.421918288365124,38.75642645172775,77.35196501389146,78.75309554910564,51.443507861886694,114.57958430424333,130.88312078341843,287.6172450708691,1.8144752478461927,2.561430004680299,4.130947101501211,7.622278198067052,8.09019462631206,4.317774311145332,12.61924838047906,14.19039920448334,14.851733902346053,1814475.2478461927,2561430.0046802987,4130947.101501211,7622278.198067052,8090194.626312061,4317774.311145331,12619248.38047906,14190399.20448334,14851733.902346054,178.0,266.6,307.75,472.0,503.0416666666667,404.6340403342534,557.25,722.1000000000001,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.016023242689768482,14851733.902346054,0.0,0.14949378967285157,0.10589143435160392,0.0,0.14949378967285157,0.0,0.08150369212740943,0.06761777037344298,0.0005952380952380952,0.08146421834019166
88,0.016023242689768482,14.285714285714285,14.949378967285156,14.949378967285156,8.749999999999858,0,1,145.0649391040206,875,14.851733902346053,"[0.0, 0.14949378967285157, 0.10589143435160392, 0.0, 0.14949378967285157]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,280.3999999999986,19479.95000000015,28040,1947995,9.720607399998698,716.2689204000053,7.26190476190476,8.74319422812689,8.74319422812689,8.674901701112775,5.8416666666666375,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,7.26190476190476,4.700496910095151,11.428571428571429,14.285714285714285,14.285714285714285,1.8835231236049108,3.0097073146275113,4.969967433384487,9.676079068865095,8.74319422812689,4.473508330330924,12.894475119454519,14.498851231166293,14.949378967285156,1.8835231236049108,3.0097073146275113,4.969967433384487,9.676079068865095,8.74319422812689,4.473508330330924,12.894475119454519,14.498851231166293,14.949378967285156,1.5100000000000011,2.786999999999985,3.6824999999999655,5.3899999999999295,5.8416666666666375,4.130800635335802,6.182499999999912,8.497999999999864,30.00000000000189,5.1350080504780635,18.447197733243957,46.65246390365064,90.40935790166259,84.19368078120003,53.519952331399935,126.1967203784734,135.5311327259988,287.6172450708691,1.8234179885968613,2.961096942841282,4.929774711539461,9.623939538264215,8.674901701112775,4.472922168295595,12.832702643896084,14.415829400976705,14.851733902346053,1823417.9885968613,2961096.9428412816,4929774.711539461,9623939.538264215,8674901.701112775,4472922.168295595,12832702.643896084,14415829.400976704,14851733.902346054,151.0,278.7,368.25,539.0,584.1666666666666,413.0800635335587,618.25,849.8000000000002,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.016023242689768482,14851733.902346054,0.0,0.14949378967285157,0.10589143435160392,0.0,0.14949378967285157,0.0,0.0874319422812689,0.07033924094627796,0.0005952380952380952,0.08739292866022634
89,0.016023242689768482,14.285714285714285,14.949378967285156,14.949378967285156,8.749999999999858,0,1,145.0649391040206,875,14.851733902346053,"[0.0, 0.14949378967285157, 0.10589143435160392, 0.0, 0.14949378967285157]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,256.19999999999914,19736.15000000015,25620,1973615,8.688618800020777,725.0731503000134,7.321428571428572,8.861080918993268,8.861080918993268,8.797829011716178,5.337499999999982,1.0,100.0,0.0,0.0,0.0,2.857142857142857,8.571428571428571,7.321428571428572,4.6622762389085395,11.428571428571429,14.285714285714285,14.285714285714285,0.4327719552176339,2.8499510628836497,4.02740206037249,9.534705025809153,8.861080918993268,4.554150013987099,13.319647652762278,14.606714521135602,14.949378967285156,0.4327719552176339,2.8499510628836497,4.02740206037249,9.534705025809153,8.861080918993268,4.554150013987099,13.319647652762278,14.606714521135602,14.949378967285156,1.6800000000000013,2.641999999999988,3.3424999999999727,5.009999999999938,5.337499999999982,4.068306619467349,5.794999999999921,8.304999999999868,30.00000000000189,5.135260553113767,18.437112805696962,40.94738244265318,91.66671442240477,85.24061042339781,52.03373972692606,122.03535450063646,133.05683808624744,287.6172450708691,0.37265793453305773,2.7558495580683995,4.000045564964706,9.48731335909473,8.797829011716178,4.5542533121314746,13.256501759173279,14.53507944829137,14.851733902346053,372657.93453305773,2755849.5580683993,4000045.5649647065,9487313.35909473,8797829.011716178,4554253.312131475,13256501.75917328,14535079.448291369,14851733.902346054,168.0,264.2,334.25,501.0,533.75,406.83066194671215,579.5,830.5000000000001,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,inf,0.016023242689768482,14851733.902346054,0.0,0.14949378967285157,0.10589143435160392,0.0,0.14949378967285157,0.0,0.0886108091899327,0.07288232849193017,0.0005952380952380952,0.0885697343502345
