#{"t_start": 1777460467.4057462, "env_id": "None"}
r,l,t,episode_metrics
62.407143,4676,1093.925716,"{'term': 0.0, 'progress': 62.857142857142854, 'time': 45.0, 'distance': 674.5408325195312, 'fitness': 62407142.85714285, 'fitness_delta_score': 62.40714285714285, 'last_fitness_delta_score': 62.40714285714285, 'last_fitness_delta_progress': 62.857142857142854, 'reward': -0.012900009155274006}"
-985.714286,964,1106.04667,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 10.520000457763672, 'distance': 145.70681762695312, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-974.494914,2086,1128.544605,"{'term': -1.0, 'progress': 25.71428571428571, 'time': 20.920000076293945, 'distance': 260.03802490234375, 'fitness': -974494914.2864772, 'fitness_delta_score': -974.4949142864772, 'last_fitness_delta_score': -974.4949142864772, 'last_fitness_delta_progress': 25.71428571428571, 'reward': -1000.0421999931335}"
-974.450414,1617,1146.599972,"{'term': -1.0, 'progress': 25.71428571428571, 'time': 16.469999313354492, 'distance': 255.08816528320312, 'fitness': -974450414.2788478, 'fitness_delta_score': -974.4504142788478, 'last_fitness_delta_score': -974.4504142788478, 'last_fitness_delta_progress': 25.71428571428571, 'reward': -1000.0282999897003}"
-980.1261,1186,1160.836936,"{'term': -1.0, 'progress': 20.0, 'time': 12.609999656677246, 'distance': 186.3695831298828, 'fitness': -980126099.9965668, 'fitness_delta_score': -980.1260999965667, 'last_fitness_delta_score': -980.1260999965667, 'last_fitness_delta_progress': 20.0, 'reward': -1000.0289999961852}"
-985.714286,1023,1173.457313,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 11.029999732971191, 'distance': 136.29824829101562, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-974.504114,2174,1196.870697,"{'term': -1.0, 'progress': 25.71428571428571, 'time': 21.84000015258789, 'distance': 255.61959838867188, 'fitness': -974504114.2872401, 'fitness_delta_score': -974.5041142872401, 'last_fitness_delta_score': -974.5041142872401, 'last_fitness_delta_progress': 25.71428571428571, 'reward': -1000.0272999954223}"
-985.714286,1043,1209.73668,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 11.3100004196167, 'distance': 145.65472412109375, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
59.55,4588,1256.321476,"{'term': 0.0, 'progress': 60.0, 'time': 45.0, 'distance': 651.2337036132812, 'fitness': 59550000.0, 'fitness_delta_score': 59.55, 'last_fitness_delta_score': 59.55, 'last_fitness_delta_progress': 60.0, 'reward': -0.01599998474121378}"
-985.714286,1023,1269.636414,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 11.710000038146973, 'distance': 143.784912109375, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-974.488114,2005,1291.458355,"{'term': -1.0, 'progress': 25.71428571428571, 'time': 20.239999771118164, 'distance': 252.42112731933594, 'fitness': -974488114.2834255, 'fitness_delta_score': -974.4881142834255, 'last_fitness_delta_score': -974.4881142834255, 'last_fitness_delta_progress': 25.71428571428571, 'reward': -1000.0244999885559}"
-1000.0,235,1296.13829,"{'term': -1.0, 'progress': 0.0, 'time': 3.119999885559082, 'distance': 14.607012748718262, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-982.857143,1136,1309.867764,"{'term': -1.0, 'progress': 17.142857142857142, 'time': 12.140000343322754, 'distance': 148.65789794921875, 'fitness': -982857142.8571428, 'fitness_delta_score': -982.8571428571428, 'last_fitness_delta_score': -982.8571428571428, 'last_fitness_delta_progress': 17.142857142857142, 'reward': -999.9999999999999}"
65.264286,4685,1356.422987,"{'term': 0.0, 'progress': 65.71428571428571, 'time': 45.0, 'distance': 672.6917114257812, 'fitness': 65264285.71428571, 'fitness_delta_score': 65.2642857142857, 'last_fitness_delta_score': 65.2642857142857, 'last_fitness_delta_progress': 65.71428571428571, 'reward': -0.002700004577633308}"
