generation,best_fitness,best_progress,best_block_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,mutation_decay_trigger,mutation_decay_active,mutation_decay_trigger_generation,effective_mutation_prob_decay,effective_mutation_sigma_decay,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_block_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,generalization_test_map,generalization_best_finished,generalization_best_crashes,generalization_best_progress,generalization_best_block_progress,generalization_best_time,generalization_best_distance,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,block_progress_min,block_progress_p10,block_progress_p25,block_progress_median,block_progress_mean,block_progress_std,block_progress_p75,block_progress_p90,block_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max
27,14847250191915.852,14.847254071916852,14.285714285714285,14.847254071916852,3.8799999999999613,0,1,127.74269375950098,388,14847250.191915851,"[0.0, 14.847254071916852, -3.8799999999999613, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,143.77999999999898,3579.6699999999773,14378,357967,7.139172499999404,197.22294880001573,9.487993376595634,7.976190476190475,9.487993376595634,9487990.381177967,2.9954166666666455,1.0,100.0,0.0,,,,,,,,3.516486031668527,4.15667724609375,5.0989900316510886,9.448708125523158,9.487993376595634,4.11319458900808,13.846487317766462,14.261056082589288,14.847254071916852,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,7.976190476190475,4.080746785953002,11.428571428571429,12.285714285714297,14.285714285714285,3.516486031668527,4.15667724609375,5.0989900316510886,9.448708125523158,9.487993376595634,4.11319458900808,13.846487317766462,14.261056082589288,14.847254071916852,1.430000000000001,1.6610000000000014,2.0025000000000013,3.184999999999976,2.9954166666666455,0.9456191938207411,3.9224999999999604,4.015999999999959,4.249999999999954,26.171966329216957,32.935174161195754,44.10246833600104,92.70745666697621,87.95534132389973,40.74048224222153,129.0848185569048,134.01409273818135,142.3170641064644,3516484.6016675266,4156675.58509275,5098988.029150088,9448704.91052216,9487990.381177967,4113193.655656103,13846483.342765464,14261052.095588287,14847250.191915851,3516484601667.527,4156675585092.75,5098988029150.088,9448704910522.16,9487990381177.967,4113193655656.103,13846483342765.463,14261052095588.287,14847250191915.852,143.0,166.1,200.25,318.5,299.5416666666667,94.5619193820759,392.25,401.6,425.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,14847250191915.852,14.847254071916852,14.285714285714285,14.847254071916852,3.8799999999999613,0,1,127.74269375950098,388,14847250.191915851,"[0.0, 14.847254071916852, -3.8799999999999613, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,145.68999999999892,3725.359999999976,14569,372536,5.369382500008214,202.69625989999622,9.837229478926886,8.095238095238095,9.837229478926886,9837226.443717552,3.0352083333333106,1.0,100.0,0.0,,,,,,,,3.2762527465820312,3.946154458182199,5.033275059291294,10.480354854038783,9.837229478926886,4.230005014874381,13.864759717668804,14.245482308523997,14.847254071916852,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,8.095238095238095,4.096345365258394,11.428571428571429,12.285714285714297,14.285714285714285,3.2762527465820312,3.946154458182199,5.033275059291294,10.480354854038783,9.837229478926886,4.230005014874381,13.864759717668804,14.245482308523997,14.847254071916852,1.340000000000001,1.5930000000000013,1.9775000000000016,3.274999999999974,3.0352083333333106,0.9977954649779279,3.9699999999999593,4.055999999999958,4.159999999999956,23.71614633500576,30.88587921410799,43.240408489480615,96.98998335376382,90.5372313465923,42.956192016622815,132.59507357887924,137.30334267541767,143.07715065032244,3276251.406581031,3946152.865181199,5033273.0817902945,10480351.604037784,9837226.443717552,4230004.025721974,13864755.900167804,14245478.223522997,14847250.191915851,3276251406581.0312,3946152865181.1987,5033273081790.294,10480351604037.783,9837226443717.553,4230004025721.9736,13864755900167.805,14245478223522.996,14847250191915.852,134.0,159.3,197.75,327.5,303.5208333333333,99.77954649779461,397.0,405.6,416.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,14891642258952.682,14.891646248953682,14.285714285714285,14.891646248953682,3.989999999999959,0,1,133.6861740499735,399,14891642.258952681,"[0.0, 14.891646248953682, -3.989999999999959, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,154.38999999999876,3879.749999999975,15439,387975,7.721180799999274,210.51537159999134,10.595057748612904,9.226190476190476,10.595057748612904,10595054.532153571,3.2164583333333074,1.0,100.0,0.0,,,,,,,,3.491952078683036,4.185264042445591,5.389565059116908,13.549671173095703,10.595057748612904,4.247529028141141,14.162371499197823,14.631764003208707,14.891646248953682,2.857142857142857,2.857142857142857,2.857142857142857,11.428571428571429,9.226190476190476,4.373683799421748,12.142857142857142,14.285714285714285,14.285714285714285,3.491952078683036,4.185264042445591,5.389565059116908,13.549671173095703,10.595057748612904,4.247529028141141,14.162371499197823,14.631764003208707,14.891646248953682,1.420000000000001,1.6780000000000013,2.107499999999999,3.8649999999999616,3.2164583333333074,0.9622380370420415,3.982499999999959,4.0299999999999585,4.119999999999957,25.893873415887356,33.45922299772501,47.825242806226015,126.94062934443355,98.743020028652,41.880296067727905,133.27842370793223,135.87368645593523,140.8457033932209,3491950.658682036,4185262.364444591,5389562.951615908,13549667.2630947,10595054.532153571,4247528.077193377,14162367.481696824,14631759.941207707,14891642.258952681,3491950658682.036,4185262364444.5913,5389562951615.908,13549667263094.703,10595054532153.57,4247528077193.377,14162367481696.822,14631759941207.707,14891642258952.682,142.0,167.8,210.75,386.5,321.6458333333333,96.22380370420593,398.25,403.0,412.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,14905217151650.785,14.905221121651785,14.285714285714285,14.905221121651785,3.9699999999999593,0,1,132.59850688278675,397,14905217.151650785,"[0.0, 14.905221121651785, -3.9699999999999593, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,147.3299999999989,4027.079999999974,14733,402708,7.323153400036972,217.9571282999823,9.835445824123566,8.273809523809524,9.835445824123566,9835442.754747564,3.0693749999999773,1.0,100.0,0.0,,,,,,,,3.7610953194754466,4.075862884521485,5.568814958844866,10.20376477922712,9.835445824123566,3.8923225582343592,13.853251593453544,14.57340785435268,14.905221121651785,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,8.273809523809524,3.9227048549036674,11.428571428571429,14.285714285714285,14.285714285714285,3.7610953194754466,4.075862884521485,5.568814958844866,10.20376477922712,9.835445824123566,3.8923225582343592,13.853251593453544,14.57340785435268,14.905221121651785,1.5200000000000011,1.6320000000000012,2.162499999999998,3.284999999999974,3.0693749999999773,0.8792406909989461,3.9124999999999606,4.0059999999999585,4.139999999999956,28.728634610772133,32.05371417403221,49.80339733697474,97.47091804072261,90.69156727939844,37.66019881630828,129.48868309892714,133.14188658744098,135.8742629662156,3761093.7994744466,4075861.252520485,5568812.796343866,10203761.544226121,9835442.754747564,3892321.691814298,13853247.595952542,14573403.89535168,14905217.151650785,3761093799474.447,4075861252520.485,5568812796343.866,10203761544226.121,9835442754747.564,3892321691814.298,13853247595952.543,14573403895351.68,14905217151650.785,152.0,163.2,216.25,328.5,306.9375,87.92406909989626,391.25,400.6,414.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,14905217151650.785,14.905221121651785,14.285714285714285,14.905221121651785,3.9699999999999593,0,1,132.59850688278675,397,14905217.151650785,"[0.0, 14.905221121651785, -3.9699999999999593, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,158.79999999999868,4185.879999999973,15880,418588,7.608115999959409,225.74680429999717,10.755891913459415,9.107142857142856,10.755891913459415,10755888.605125079,3.3083333333333056,1.0,100.0,0.0,,,,,,,,3.37958744594029,4.93063463483538,9.357848167419434,10.729917798723493,10.755891913459415,3.503055993372622,13.940322058541433,14.315672193254745,14.905221121651785,2.857142857142857,2.857142857142857,8.571428571428571,8.571428571428571,9.107142857142856,3.2813765362708853,11.428571428571429,12.285714285714297,14.285714285714285,3.37958744594029,4.93063463483538,9.357848167419434,10.729917798723493,10.755891913459415,3.503055993372622,13.940322058541433,14.315672193254745,14.905221121651785,1.380000000000001,1.9420000000000015,3.192499999999976,3.3649999999999722,3.3083333333333056,0.797794703472557,3.9699999999999593,4.042999999999958,4.209999999999955,24.79556382447481,42.02844161316752,92.97760028019547,100.61904810369015,100.47293333879982,34.30006640456308,131.9295297153294,135.27223228886723,138.0917739495635,3379586.06593929,4930632.692834379,9357844.957418434,10729914.133722492,10755888.605125079,3503055.215840687,13940318.081040433,14315668.236253744,14905217.151650785,3379586065939.29,4930632692834.38,9357844957418.434,10729914133722.492,10755888605125.08,3503055215840.687,13940318081040.434,14315668236253.744,14905217151650.785,138.0,194.2,319.25,336.5,330.8333333333333,79.77947034725717,397.0,404.3,421.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,14913740155255.695,14.913744245256696,14.285714285714285,14.913744245256696,4.089999999999957,0,1,139.1802380606532,409,14913740.155255696,"[0.0, 14.913744245256696, -4.089999999999957, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,160.91999999999865,4346.799999999971,16092,434680,7.958501100016292,233.79872870002873,10.919630357197354,9.166666666666666,10.919630357197354,10919627.004696352,3.352499999999972,1.0,100.0,0.0,,,,,,,,3.4267861502511163,5.19359370640346,9.317453248160227,12.180143083844866,10.919630357197354,3.6393165531039298,14.01294299534389,14.347548348563059,14.913744245256696,2.857142857142857,2.857142857142857,8.571428571428571,10.0,9.166666666666666,3.6402106789096798,11.428571428571429,14.285714285714285,14.285714285714285,3.4267861502511163,5.19359370640346,9.317453248160227,12.180143083844866,10.919630357197354,3.6393165531039298,14.01294299534389,14.347548348563059,14.913744245256696,1.400000000000001,2.0889999999999995,3.189999999999976,3.5749999999999678,3.352499999999972,0.7524529331902718,3.9549999999999597,4.048999999999959,4.179999999999955,25.342450715601444,45.20058816894889,90.85734725929797,111.91742929816246,101.75300335800785,35.451586329982305,131.7843747958541,136.09430368468165,140.84591121971607,3426784.750250116,5193591.67240246,9317450.023159226,12180139.553843867,10919627.004696352,3639315.839646905,14012939.035342887,14347544.319562059,14913740.155255696,3426784750250.116,5193591672402.46,9317450023159.227,12180139553843.867,10919627004696.354,3639315839646.905,14012939035342.889,14347544319562.059,14913740155255.695,140.0,208.9,319.0,357.5,335.25,75.24529331902872,395.5,404.90000000000003,418.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,14938165166890.742,14.938169206891741,14.285714285714285,14.938169206891741,4.039999999999958,0,1,136.4229626879096,404,14938165.166890742,"[0.0, 14.938169206891741, -4.039999999999958, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,159.93999999999866,4506.73999999997,15994,450674,7.759789899981115,241.66434650000883,11.136955874306814,9.523809523809524,11.136955874306814,11136952.542222483,3.3320833333333053,1.0,100.0,0.0,,,,,,,,3.489794049944196,4.491522652762277,10.219488825116839,12.368384769984655,11.136955874306814,3.824705104968531,14.228146416800364,14.684588841029575,14.938169206891741,2.857142857142857,2.857142857142857,8.571428571428571,10.0,9.523809523809524,4.012452272941123,12.142857142857142,14.285714285714285,14.285714285714285,3.489794049944196,4.491522652762277,10.219488825116839,12.368384769984655,11.136955874306814,3.824705104968531,14.228146416800364,14.684588841029575,14.938169206891741,1.420000000000001,1.7910000000000015,3.224999999999975,3.659999999999966,3.3320833333333053,0.8683916127275342,3.992499999999959,4.055999999999958,4.129999999999956,25.893728584051132,36.732197135686874,94.60107621178031,116.26289391517639,103.40298305731267,37.774117040392824,133.82333415187895,136.97319517433644,141.40181273967028,3489792.629943196,4491520.861761277,10219485.585115839,12368381.024983654,11136952.542222483,3824704.2461033794,14228142.454299364,14684584.904028574,14938165.166890742,3489792629943.1963,4491520861761.277,10219485585115.838,12368381024983.652,11136952542222.482,3824704246103.38,14228142454299.363,14684584904028.574,14938165166890.742,142.0,179.1,322.5,366.0,333.2083333333333,86.83916127275502,399.25,405.6,413.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,15037761482928.688,15.037765502929688,14.285714285714285,15.037765502929688,4.019999999999959,0,1,135.3261585906148,402,15037761.482928688,"[0.0, 15.037765502929688, -4.019999999999959, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,161.07999999999862,4667.819999999969,16108,466782,7.7769416000228375,249.54057310003554,10.963972636631555,9.583333333333332,10.963972636631555,10963969.280797223,3.3558333333333046,1.0,100.0,0.0,,,,,,,,3.5723604474748885,4.7037119184221545,9.522200311933245,10.734190259660993,10.963972636631555,3.577199574302219,14.364040919712611,14.76615742274693,15.037765502929688,2.857142857142857,2.857142857142857,8.571428571428571,8.571428571428571,9.583333333333332,3.80161008377042,14.285714285714285,14.285714285714285,14.285714285714285,3.5723604474748885,4.7037119184221545,9.522200311933245,10.734190259660993,10.963972636631555,3.577199574302219,14.364040919712611,14.76615742274693,15.037765502929688,1.450000000000001,1.8610000000000015,3.2174999999999754,3.334999999999973,3.3558333333333046,0.7884289054118109,4.024999999999959,4.092999999999957,4.269999999999953,26.73119554668665,39.32905330732465,94.24422364123166,99.8897066488862,102.80349449968587,34.806986959419774,134.91552703082561,139.18047940805553,144.74318274110556,3572358.9974738886,4703710.057421155,9522197.056932246,10734186.949659992,10963969.280797223,3577198.8053099695,14364036.66471161,14766153.36674593,15037761.482928688,3572358997473.8887,4703710057421.154,9522197056932.246,10734186949659.992,10963969280797.223,3577198805309.9697,14364036664711.611,14766153366745.93,15037761482928.688,145.0,186.1,321.75,333.5,335.5833333333333,78.84289054118251,402.5,409.3,427.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,15297820364661.389,15.297824314662389,14.285714285714285,15.297824314662389,3.9499999999999598,0,1,131.51368457078934,395,15297820.364661388,"[0.0, 15.297824314662389, -3.9499999999999598, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,160.93999999999863,4828.7599999999675,16094,482876,6.677201199985575,256.3303944999934,11.038522947402228,9.404761904761905,11.038522947402228,11038519.59448456,3.3529166666666383,1.0,100.0,0.0,,,,,,,,3.4581266130719865,5.004256112234933,9.394877978733607,11.170334134783065,11.038522947402228,3.7712447200244035,14.274892807006836,14.861929212297712,15.297824314662389,2.857142857142857,2.857142857142857,8.571428571428571,8.571428571428571,9.404761904761905,3.9537433108132416,12.142857142857142,14.285714285714285,14.285714285714285,3.4581266130719865,5.004256112234933,9.394877978733607,11.170334134783065,11.038522947402228,3.7712447200244035,14.274892807006836,14.861929212297712,15.297824314662389,1.410000000000001,1.9650000000000003,3.189999999999976,3.4499999999999704,3.3529166666666383,0.872906921186633,3.9674999999999594,4.099999999999957,5.459999999999928,25.617453530430794,42.957777203619486,90.31630657427013,105.31300719454885,101.77347904654259,35.86251215873715,131.64920523762703,137.41653507873417,142.36621745675802,3458125.2030709866,5004254.147233934,9394874.668732606,11170330.674782064,11038519.59448456,3771243.891746643,14274888.839505836,14861925.136296712,15297820.364661388,3458125203070.9863,5004254147233.934,9394874668732.607,11170330674782.062,11038519594484.56,3771243891746.643,14274888839505.836,14861925136296.71,15297820364661.389,141.0,196.5,319.0,345.0,335.2916666666667,87.29069211866495,396.75,410.0,546.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,15297820364661.389,15.297824314662389,14.285714285714285,15.297824314662389,3.9499999999999598,0,1,131.51368457078934,395,15297820.364661388,"[0.0, 15.297824314662389, -3.9499999999999598, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,154.17999999999876,4982.939999999966,15418,498294,7.476776900002733,263.91543669998646,10.482534567515055,8.988095238095237,10.482534567515055,10482531.355430722,3.2120833333333074,1.0,100.0,0.0,,,,,,,,3.6443110874720985,4.034339359828404,8.603361674717494,10.546775545392718,10.482534567515055,3.9929270029960096,14.212829044886998,14.911382947649274,15.297824314662389,2.857142857142857,2.857142857142857,7.142857142857142,8.571428571428571,8.988095238095237,4.164540273740905,12.142857142857142,14.285714285714285,14.285714285714285,3.6443110874720985,4.034339359828404,8.603361674717494,10.546775545392718,10.482534567515055,3.9929270029960096,14.212829044886998,14.911382947649274,15.297824314662389,1.480000000000001,1.6200000000000012,2.9399999999999813,3.3549999999999724,3.2120833333333074,0.9178324972757964,3.9624999999999595,4.047999999999958,4.649999999999945,27.48400066792965,31.686312188208102,82.40834278054535,99.6476427540183,96.0152802056012,38.089206872010486,131.10716520622373,133.30572958290577,141.95913599431515,3644309.6074710987,4034337.739827404,8603358.704716492,10546772.210391719,10482531.355430722,3992926.1072876346,14212825.102385998,14911378.888648273,15297820.364661388,3644309607471.0986,4034337739827.404,8603358704716.493,10546772210391.719,10482531355430.72,3992926107287.6343,14212825102385.998,14911378888648.273,15297820364661.389,148.0,162.0,294.0,335.5,321.2083333333333,91.78324972758132,396.25,404.8,465.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,15297820364661.389,15.297824314662389,14.285714285714285,15.297824314662389,3.9499999999999598,0,1,131.51368457078934,395,15297820.364661388,"[0.0, 15.297824314662389, -3.9499999999999598, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,155.87999999999872,5138.819999999964,15588,513882,7.927682899986394,271.9848953000037,10.560797509692964,9.107142857142856,10.560797509692964,10560794.262191964,3.2474999999999734,1.0,100.0,0.0,,,,,,,,3.3814675467354913,4.207465035574777,7.69770417894636,10.608818871634346,10.560797509692964,3.9860366419810815,14.298802784511022,14.939200265066965,15.297824314662389,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,9.107142857142856,4.06813776781947,12.142857142857142,14.285714285714285,14.285714285714285,3.3814675467354913,4.207465035574777,7.69770417894636,10.608818871634346,10.560797509692964,3.9860366419810815,14.298802784511022,14.939200265066965,15.297824314662389,1.380000000000001,1.6790000000000014,2.9674999999999807,3.414999999999971,3.2474999999999734,0.892089074401563,3.9599999999999596,4.1409999999999565,4.469999999999949,24.794773817062378,33.49408312737942,78.57473040930927,102.09239061921835,97.68354377538587,37.87437269072592,131.12491684779525,136.97276665866374,142.13824869692326,3381466.166734491,4207463.356573776,7697701.321445359,10608815.416633345,10560794.262191964,3986035.771507432,14298798.452010022,14939196.140065964,15297820.364661388,3381466166734.491,4207463356573.777,7697701321445.359,10608815416633.346,10560794262191.965,3986035771507.4316,14298798452010.021,14939196140065.965,15297820364661.389,138.0,167.9,296.75,341.5,324.75,89.20890744015794,396.0,414.1,447.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,15297820364661.389,15.297824314662389,14.285714285714285,15.297824314662389,3.9499999999999598,0,1,131.51368457078934,395,15297820.364661388,"[0.0, 15.297824314662389, -3.9499999999999598, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,170.65999999999843,5309.479999999962,17066,530948,9.059148100030143,281.1792559000314,11.478734016418457,10.059523809523808,11.478734016418457,11478730.46100079,3.555416666666634,1.0,100.0,0.0,,,,,,,,1.4022936139787947,4.138986315046038,9.760308265686035,13.839915139334542,11.478734016418457,3.931029478672169,14.549794878278462,14.961717878069196,15.297824314662389,0.0,2.857142857142857,8.571428571428571,11.428571428571429,10.059523809523808,3.9978558595730913,14.285714285714285,14.285714285714285,14.285714285714285,1.4022936139787947,4.138986315046038,9.760308265686035,13.839915139334542,11.478734016418457,3.931029478672169,14.549794878278462,14.961717878069196,15.297824314662389,1.350000000000001,1.9999999999999996,3.2574999999999745,3.884999999999961,3.555416666666634,0.9414040009770103,4.039999999999958,4.2279999999999545,5.84999999999992,17.588407936142175,32.78091270253062,94.42818850278854,126.17537206038833,105.5533209663957,36.56135387550664,131.6491747610271,136.58811216577888,143.85460800476721,1402290.1139777948,4138984.661045038,9760305.058185037,13839910.209333543,11478730.46100079,3931028.6872309293,14549790.52577746,14961713.868068196,15297820.364661388,1402290113977.7947,4138984661045.038,9760305058185.035,13839910209333.543,11478730461000.79,3931028687230.9297,14549790525777.46,14961713868068.195,15297820364661.389,135.0,200.0,325.75,388.5,355.5416666666667,94.14040009770278,404.0,422.8,585.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,15405890708196.543,15.405894688197543,14.285714285714285,15.405894688197543,3.979999999999959,0,1,133.14263064414263,398,15405890.708196543,"[0.0, 15.405894688197543, -3.979999999999959, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,165.19999999999857,5474.679999999961,16520,547468,8.006560200010426,289.2840017999988,11.62397753624689,10.297619047619046,11.62397753624689,11623974.094579225,3.4416666666666367,1.0,100.0,0.0,,,,,,,,3.3517347063337053,5.515103476388114,9.561570031302317,12.47358867100307,11.62397753624689,3.395586610677758,14.513834544590543,14.88036400931222,15.405894688197543,2.857142857142857,2.857142857142857,8.571428571428571,10.0,10.297619047619046,3.7224993127987065,14.285714285714285,14.285714285714285,14.285714285714285,3.3517347063337053,5.515103476388114,9.561570031302317,12.47358867100307,11.62397753624689,3.395586610677758,14.513834544590543,14.88036400931222,15.405894688197543,1.370000000000001,2.150999999999998,3.2149999999999754,3.6899999999999653,3.4416666666666367,0.7023541762450551,3.9524999999999597,4.052999999999958,4.209999999999955,24.5235443264246,49.38014008328319,94.12634670175612,117.79139980301261,106.57367247079189,30.506567437832064,130.56667601689696,134.11195311620833,140.02989903837442,3351733.336332705,5515101.325387114,9561566.803801317,12473584.89100207,11623974.094579225,3395585.9297499796,14513830.562089544,14880360.023311222,15405890.708196543,3351733336332.705,5515101325387.113,9561566803801.316,12473584891002.07,11623974094579.223,3395585929749.98,14513830562089.543,14880360023311.22,15405890708196.543,137.0,215.1,321.5,369.0,344.1666666666667,70.23541762450687,395.25,405.3,421.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,15405890708196.543,15.405894688197543,14.285714285714285,15.405894688197543,3.979999999999959,0,1,133.14263064414263,398,15405890.708196543,"[0.0, 15.405894688197543, -3.979999999999959, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,161.85999999999862,5636.53999999996,16186,563654,9.556715699960478,298.9499428999843,11.338696082433065,9.821428571428571,11.338696082433065,11338692.71034873,3.3720833333333045,1.0,100.0,0.0,,,,,,,,3.3526938302176337,4.787498474121094,9.585162571498326,13.950345175606863,11.338696082433065,4.004586329437496,14.443011965070454,14.894240243094307,15.405894688197543,2.857142857142857,2.857142857142857,8.571428571428571,11.428571428571429,9.821428571428571,4.360703073188658,14.285714285714285,14.285714285714285,14.285714285714285,3.3526938302176337,4.787498474121094,9.585162571498326,13.950345175606863,11.338696082433065,4.004586329437496,14.443011965070454,14.894240243094307,15.405894688197543,1.370000000000001,1.8900000000000015,3.1149999999999776,3.889999999999961,3.3720833333333045,0.9048940046890523,4.0299999999999585,4.182999999999955,4.6399999999999455,24.52376016229391,40.27160828411579,89.43225415237248,127.99428900703788,103.53925367274012,38.38267222526347,133.69281811453402,137.85498427003623,140.33097119629383,3352692.460216634,4787496.584120093,9585159.388997324,13950341.255605863,11338692.71034873,4004585.439635371,14443007.752569452,14894236.205093307,15405890.708196543,3352692460216.634,4787496584120.093,9585159388997.324,13950341255605.863,11338692710348.732,4004585439635.3706,14443007752569.453,14894236205093.307,15405890708196.543,137.0,189.0,311.5,389.0,337.2083333333333,90.48940046890698,403.0,418.3,464.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
