generation,best_fitness,best_progress,best_block_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,mutation_decay_trigger,mutation_decay_active,mutation_decay_trigger_generation,effective_mutation_prob_decay,effective_mutation_sigma_decay,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_block_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,generalization_test_map,generalization_best_finished,generalization_best_crashes,generalization_best_progress,generalization_best_block_progress,generalization_best_time,generalization_best_distance,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,block_progress_min,block_progress_p10,block_progress_p25,block_progress_median,block_progress_mean,block_progress_std,block_progress_p75,block_progress_p90,block_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max
1,9289293906359.21,9.289297376360212,8.571428571428571,9.289297376360212,3.46999999999997,0,1,78.95605308562517,347,9289293.90635921,"[0.0, 9.289297376360212, -3.46999999999997, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,186.08999999999816,186.08999999999816,18609,18609,18.064257799996994,18.102279099999578,3.610045682816279,2.4404761904761902,3.610045682816279,3610041.805940278,3.8768749999999614,1.0,100.0,0.0,,,,,,,,0.49650464739118305,0.5028893607003349,1.7367853437151228,1.8869672502790178,3.610045682816279,2.8815526377618315,7.125543866838727,7.4193284170968195,9.289297376360212,0.0,0.0,0.0,0.0,2.4404761904761902,2.7963522967967487,5.714285714285714,5.714285714285714,8.571428571428571,0.49650464739118305,0.5028893607003349,1.7367853437151228,1.8869672502790178,3.610045682816279,2.8815526377618315,7.125543866838727,7.4193284170968195,9.289297376360212,1.9400000000000015,1.9400000000000015,2.5449999999999897,4.624999999999946,3.8768749999999614,1.4634692746034141,5.009999999999938,5.712999999999923,5.739999999999922,4.378759151637496,5.135073133413971,5.135471752502781,13.046401068335399,29.671724857372737,27.740290302217904,64.05064649507403,70.70197509527206,78.95605308562517,496502.69739018305,502887.4206993348,1736780.333714123,1886962.2402780177,3610041.805940278,2881552.7929564137,7125541.129337727,7419325.7240958195,9289293.90635921,496502697390.18304,502887420699.33484,1736780333714.1228,1886962240278.0178,3610041805940.279,2881552792956.4136,7125541129337.728,7419325724095.819,9289293906359.21,194.0,194.0,254.5,462.5,387.6875,146.3469274603445,501.0,571.3,574.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9289293906359.21,9.289297376360212,8.571428571428571,9.289297376360212,3.46999999999997,0,1,78.95605308562517,347,9289293.90635921,"[0.0, 9.289297376360212, -3.46999999999997, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,145.38999999999902,331.4799999999972,14539,33148,9.720246000004408,27.96813409999595,6.893837735766456,5.238095238095238,6.893837735766456,6893834.706807123,3.0289583333333128,1.0,100.0,0.0,,,,,,,,1.8838065011160716,3.7830766950334827,7.135734558105469,7.248702730451312,6.893837735766456,1.6463073023601593,7.6635748999459405,8.154256820678711,9.289297376360212,0.0,2.857142857142857,5.714285714285714,5.714285714285714,5.238095238095238,1.7817416127494958,5.714285714285714,5.714285714285714,8.571428571428571,1.8838065011160716,3.7830766950334827,7.135734558105469,7.248702730451312,6.893837735766456,1.6463073023601593,7.6635748999459405,8.154256820678711,9.289297376360212,1.6300000000000012,2.5149999999999904,2.6099999999999883,2.709999999999986,3.0289583333333128,0.9421235755447293,2.8374999999999835,5.009999999999938,5.919999999999918,5.138542288244935,27.922667849497522,64.2616629395634,69.31417523697019,62.600599082272915,18.218977022984234,72.30522153526545,74.58546078652144,78.95605308562517,1883801.4911150716,3783073.8410324827,7135731.810604468,7248700.0704503115,6893834.706807123,1646307.8399365551,7663572.144944941,8154253.098677712,9289293.90635921,1883801491115.0715,3783073841032.4824,7135731810604.469,7248700070450.3125,6893834706807.122,1646307839936.5554,7663572144944.94,8154253098677.712,9289293906359.21,163.0,251.5,261.0,271.0,302.8958333333333,94.21235755447489,283.75,501.0,592.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9289293906359.21,9.289297376360212,8.571428571428571,9.289297376360212,3.46999999999997,0,1,78.95605308562517,347,9289293.90635921,"[0.0, 9.289297376360212, -3.46999999999997, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,150.6999999999989,482.1799999999961,15070,48218,12.850187600000936,41.04281700000138,7.368670191083635,5.654761904761905,7.368670191083635,7368667.0514993025,3.1395833333333107,1.0,100.0,0.0,,,,,,,,3.051283700125558,5.448568071637835,7.142857142857142,7.697860172816685,7.368670191083635,1.5012029860391334,8.236095564705984,8.866614750453405,9.289297376360212,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,5.654761904761905,1.5960818664038001,5.714285714285714,8.571428571428571,8.571428571428571,3.051283700125558,5.448568071637835,7.142857142857142,7.697860172816685,7.368670191083635,1.5012029860391334,8.236095564705984,8.866614750453405,9.289297376360212,1.7500000000000013,2.5409999999999897,2.709999999999986,2.774999999999985,3.1395833333333107,1.1202640282788263,2.8449999999999833,5.43499999999993,6.879999999999898,18.436908632131235,46.6120453722775,68.43788085691631,72.48503733053803,66.6396399202149,15.548184882896377,74.9592251162976,77.11798118092119,78.95605308562517,3051277.930124558,5448565.997636834,7142854.547856143,7697857.437815685,7368667.0514993025,1501203.3665985086,8236092.772204985,8866610.698452406,9289293.90635921,3051277930124.558,5448565997636.835,7142854547856.143,7697857437815.686,7368667051499.302,1501203366598.5085,8236092772204.984,8866610698452.406,9289293906359.21,175.0,254.1,271.0,277.5,313.9583333333333,112.02640282788498,284.5,543.5000000000002,688.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9401081444944.592,9.401084354945592,8.571428571428571,9.401084354945592,2.909999999999982,0,1,79.5704989656806,291,9401081.444944592,"[0.0, 9.401084354945592, -2.909999999999982, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,159.7299999999987,641.9099999999949,15973,64191,11.232782299994142,52.42171149999922,7.012990429287865,5.654761904761905,7.012990429287865,7012987.101578531,3.3277083333333066,1.0,100.0,0.0,,,,,,,,0.5270440237862722,3.008770533970424,5.6075654711042136,8.10093743460519,7.012990429287865,2.435521472675271,8.655711582728795,8.91516957964216,9.401084354945592,0.0,2.857142857142857,5.0,5.714285714285714,5.654761904761905,2.5747058040335915,8.571428571428571,8.571428571428571,8.571428571428571,0.5270440237862722,3.008770533970424,5.6075654711042136,8.10093743460519,7.012990429287865,2.435521472675271,8.655711582728795,8.91516957964216,9.401084354945592,1.5400000000000011,2.623999999999988,2.7799999999999847,2.8299999999999836,3.3277083333333066,1.1012232584405877,3.522499999999969,5.060999999999937,5.759999999999922,5.135324826624128,17.888386315060778,48.45760206319392,74.41556815803051,61.309358740034746,24.379204617170842,76.58404157310724,77.5888501085341,79.5704989656806,527038.9137852722,3008764.782969424,5607563.346103214,8100934.65460419,7012987.101578531,2435522.1608696245,8655708.217727795,8915166.30064116,9401081.444944592,527038913785.2722,3008764782969.424,5607563346103.213,8100934654604.189,7012987101578.532,2435522160869.6245,8655708217727.795,8915166300641.16,9401081444944.592,154.0,262.4,278.0,283.0,332.7708333333333,110.12232584406104,352.25,506.1,576.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,9401081444944.592,9.401084354945592,8.571428571428571,9.401084354945592,2.909999999999982,0,1,79.5704989656806,291,9401081.444944592,"[0.0, 9.401084354945592, -2.909999999999982, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,160.94999999999868,802.8599999999935,16095,80286,10.694080100001884,63.256413899995096,7.340908561434065,5.892857142857143,7.340908561434065,7340905.208308066,3.3531249999999724,1.0,100.0,0.0,,,,,,,,1.879119873046875,2.6907822745186945,7.21461364201137,8.449420928955078,7.340908561434065,2.457244376015292,8.878845487322126,9.258131572178431,9.401084354945592,0.0,2.0000000000000004,5.714285714285714,5.714285714285714,5.892857142857143,2.7606472917393403,8.571428571428571,8.571428571428571,8.571428571428571,1.879119873046875,2.6907822745186945,7.21461364201137,8.449420928955078,7.340908561434065,2.457244376015292,8.878845487322126,9.258131572178431,9.401084354945592,2.0300000000000007,2.7469999999999852,2.807499999999984,2.859999999999983,3.3531249999999724,1.0346983381844301,3.512499999999969,5.009999999999938,5.809999999999921,5.092231962495134,14.492423894804235,68.05014242976904,75.7135861814022,63.02249313804441,25.1446246195287,77.26228548586369,78.77877114489675,79.80642429552972,1879114.863045875,2690776.7045176947,7214610.952010371,8449417.593954079,7340905.208308066,2457245.1166386683,8878842.642321127,9258128.692177432,9401081.444944592,1879114863045.875,2690776704517.695,7214610952010.37,8449417593954.078,7340905208308.063,2457245116638.6685,8878842642321.127,9258128692177.432,9401081444944.592,203.0,274.7,280.75,286.0,335.3125,103.4698338184452,351.25,501.0,581.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,9824504581861.443,9.824510301862443,8.571428571428571,9.824510301862443,5.7199999999999225,0,1,82.47905329428613,572,9824504.581861444,"[0.0, 9.824510301862443, -5.7199999999999225, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,151.06999999999888,953.9299999999924,15107,95393,10.033868999998958,73.43631109999842,7.277810573577881,5.892857142857143,7.277810573577881,7277807.426285215,3.1472916666666433,1.0,100.0,0.0,,,,,,,,1.8820353916713168,3.6427803039550786,5.465507507324219,8.568034853254046,7.277810573577881,2.405672442607235,9.018207277570452,9.274389266967773,9.824510301862443,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.892857142857143,2.93965672020613,8.571428571428571,8.571428571428571,8.571428571428571,1.8820353916713168,3.6427803039550786,5.465507507324219,8.568034853254046,7.277810573577881,2.405672442607235,9.018207277570452,9.274389266967773,9.824510301862443,1.8700000000000014,2.074,2.7974999999999843,2.8449999999999833,3.1472916666666433,1.0836699597189048,2.902499999999982,5.009999999999938,5.739999999999922,5.1352737984852865,26.630517191388936,46.81196560896933,76.14826007187366,62.03998280595473,23.747643780126186,77.70651127398014,78.77902552708983,82.47905329428613,1882030.381670317,3642775.3829540787,5465505.409823218,8568031.958253046,7277807.426285215,2405672.6778081213,9018203.817569453,9274386.386966774,9824504.581861444,1882030381670.317,3642775382954.0786,5465505409823.219,8568031958253.046,7277807426285.214,2405672677808.121,9018203817569.453,9274386386966.773,9824504581861.443,187.0,207.4,279.75,284.5,314.7291666666667,108.36699597189276,290.25,501.0,574.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,9824504581861.443,9.824510301862443,8.571428571428571,9.824510301862443,5.7199999999999225,0,1,82.47905329428613,572,9824504.581861444,"[0.0, 9.824510301862443, -5.7199999999999225, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,168.5099999999985,1122.439999999991,16851,112244,11.413288399999146,84.99184740000055,6.597364232653663,5.416666666666667,6.597364232653663,6597360.722027663,3.510624999999969,1.0,100.0,0.0,,,,,,,,1.6256822858537947,1.8831803458077567,3.5823004586356024,8.545006343296595,6.597364232653663,2.982278224440445,9.097817965916224,9.280837740216937,9.824510301862443,0.0,0.0,2.857142857142857,7.142857142857142,5.416666666666667,3.510895738823483,8.571428571428571,8.571428571428571,8.571428571428571,1.6256822858537947,1.8831803458077567,3.5823004586356024,8.545006343296595,6.597364232653663,2.982278224440445,9.097817965916224,9.280837740216937,9.824510301862443,1.5600000000000012,2.100999999999999,2.8299999999999836,2.8799999999999826,3.510624999999969,1.2549010688927902,5.009999999999938,5.156999999999937,6.31999999999991,5.1347682360283216,5.192584677637205,26.93378328959443,76.07367791235447,54.779992898008004,29.41528902290832,78.18318922445178,78.77935462072492,82.47905329428613,1625677.2758527948,1883175.3358067567,3582297.8611346027,8545003.488295596,6597360.722027663,2982278.898050741,9097815.058415225,9280834.074215937,9824504.581861444,1625677275852.7947,1883175335806.7568,3582297861134.6025,8545003488295.596,6597360722027.664,2982278898050.741,9097815058415.225,9280834074215.938,9824504581861.443,156.0,210.1,283.0,288.0,351.0625,125.49010688928165,501.0,515.7000000000002,632.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9824504581861.443,9.824510301862443,8.571428571428571,9.824510301862443,5.7199999999999225,0,1,82.47905329428613,572,9824504.581861444,"[0.0, 9.824510301862443, -5.7199999999999225, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,149.96999999999895,1272.4099999999899,14997,127241,9.740726000003633,94.87982489999558,6.56897919518607,5.119047619047619,6.56897919518607,6568976.070810069,3.124374999999978,1.0,100.0,0.0,,,,,,,,1.8647003173828125,1.8832441057477678,5.201347896030971,7.284555435180664,6.56897919518607,2.4853151971733163,8.721889768327985,9.039554868425641,9.824510301862443,0.0,0.0,2.857142857142857,5.714285714285714,5.119047619047619,3.083769963568719,8.571428571428571,8.571428571428571,8.571428571428571,1.8647003173828125,1.8832441057477678,5.201347896030971,7.284555435180664,6.56897919518607,2.4853151971733163,8.721889768327985,9.039554868425641,9.824510301862443,1.7600000000000013,2.014000000000001,2.52249999999999,2.8299999999999836,3.124374999999978,1.1364233114065723,2.904999999999982,5.009999999999938,5.869999999999919,5.042425783518411,5.13582877182198,43.92842357046902,69.73564480990171,55.853962640732334,25.305130031442825,76.62074271589518,77.90378879755735,82.47905329428613,1864695.3073818125,1883239.0957467677,5201345.898529971,7284552.765179664,6568976.070810069,2485315.6567706824,8721886.520826986,9039551.99042464,9824504.581861444,1864695307381.8125,1883239095746.7678,5201345898529.972,7284552765179.664,6568976070810.07,2485315656770.682,8721886520826.984,9039551990424.64,9824504581861.443,176.0,201.4,252.25,283.0,312.4375,113.64233114065962,290.5,501.0,587.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9824504581861.443,9.824510301862443,8.571428571428571,9.824510301862443,5.7199999999999225,0,1,82.47905329428613,572,9824504.581861444,"[0.0, 9.824510301862443, -5.7199999999999225, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,156.36999999999875,1428.7799999999886,15637,142878,10.608091899994179,105.63331879999896,6.599130119596208,5.119047619047619,6.599130119596208,6599126.861886875,3.2577083333333072,1.0,100.0,0.0,,,,,,,,1.8817302158900668,1.8833160400390625,5.216738837105887,7.6033864702497205,6.599130119596208,2.518838906463699,8.813349860055105,9.140284946986608,9.824510301862443,0.0,0.0,2.857142857142857,5.714285714285714,5.119047619047619,2.9714247557973055,8.571428571428571,8.571428571428571,8.571428571428571,1.8817302158900668,1.8833160400390625,5.216738837105887,7.6033864702497205,6.599130119596208,2.518838906463699,8.813349860055105,9.140284946986608,9.824510301862443,1.5500000000000012,2.010000000000001,2.5124999999999904,2.8349999999999835,3.2577083333333072,1.3464184583295344,3.46499999999997,5.540999999999927,6.339999999999909,5.135243237498798,5.138747613310261,44.10243100859225,72.03598756715655,55.9963466009223,25.4713426729985,77.02127024531364,78.47033738419414,82.47905329428613,1881725.205889067,1883311.0300380625,5216736.834604887,7603383.740248721,6599126.861886875,2518839.1963474406,8813347.020054106,9140282.073985606,9824504.581861444,1881725205889.067,1883311030038.0625,5216736834604.887,7603383740248.721,6599126861886.875,2518839196347.441,8813347020054.105,9140282073985.607,9824504581861.443,155.0,201.0,251.25,283.5,325.7708333333333,134.64184583295625,346.5,554.1,634.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,9824504581861.443,9.824510301862443,8.571428571428571,9.824510301862443,5.7199999999999225,0,1,82.47905329428613,572,9824504.581861444,"[0.0, 9.824510301862443, -5.7199999999999225, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,138.24999999999915,1567.0299999999877,13825,156703,9.076658800004225,114.86039049999818,7.848119338353475,6.488095238095238,7.848119338353475,7848116.45814414,2.8802083333333157,1.0,100.0,0.0,,,,,,,,1.8829236711774555,5.118080139160156,7.4148436955043255,8.6125796181815,7.848119338353475,1.7944271242967413,8.988231250217984,9.278399876185826,9.824510301862443,0.0,2.857142857142857,5.714285714285714,8.571428571428571,6.488095238095238,2.456394081186113,8.571428571428571,8.571428571428571,8.571428571428571,1.8829236711774555,5.118080139160156,7.4148436955043255,8.6125796181815,7.848119338353475,1.7944271242967413,8.988231250217984,9.278399876185826,9.824510301862443,1.7900000000000014,2.0310000000000006,2.7899999999999845,2.8299999999999836,2.8802083333333157,0.8088533282352214,2.859999999999983,2.895999999999982,5.7199999999999225,5.135106935376825,43.015508234500885,70.68184592202306,76.36642000451684,68.22689249268008,16.893026823484778,77.45955764874816,78.79980594888329,82.47905329428613,1882918.6611764557,5118078.168159155,7414841.003003325,8612576.7931805,7848116.45814414,1794426.9732099606,8988228.400216984,9278396.989184827,9824504.581861444,1882918661176.4556,5118078168159.156,7414841003003.325,8612576793180.501,7848116458144.142,1794426973209.9604,8988228400216.984,9278396989184.826,9824504581861.443,179.0,203.1,279.0,283.0,288.0208333333333,80.88533282352384,286.0,289.6,572.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
