label,run_dir,generations,first_finish_generation,best_progress_max,last50_mean_progress,final_best_progress,final_mean_progress
variable_tick_cache,Experiments\runs_ga_training_improvements\seed_2026050407\exp05b_variable_tick_elite_cache\20260505_014136_tm2d_ga_AI_Training_5,200,160,100.0,49.98982851288263,100.0,56.45928848357429
