generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finished,best_obj_progress,best_obj_neg_time,mean_obj_finished,mean_obj_progress,mean_obj_neg_time
271,0.013907210882277754,14.285714285714285,16.42054421561105,16.42054421561105,7.539999999999884,0,1,145.6460710503161,754,16.334998569539998,"[0.0, 0.1642054421561105, -0.25133333333332947]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,176.64999999999833,38690.869999999755,17665,3869087,6.285185899992939,1414.964447300008,8.63095238095238,9.896193288621449,9.896193288621449,9.849301911071832,3.6802083333332987,1.0,100.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,8.571428571428571,8.63095238095238,3.425076757337095,8.571428571428571,14.285714285714285,14.285714285714285,3.7274442400251115,5.36777823311942,8.713275364467076,9.616433552333287,9.896193288621449,3.1818307130118506,10.224467005048478,15.182759421212332,16.42054421561105,3.7274442400251115,5.36777823311942,8.713275364467076,9.616433552333287,9.896193288621449,3.1818307130118506,10.224467005048478,15.182759421212332,16.42054421561105,1.5100000000000011,2.2839999999999954,2.9649999999999808,3.094999999999978,3.6802083333332987,1.572743740494231,3.93249999999996,6.841999999999899,7.539999999999884,28.439657159149647,46.896263401210305,81.12564535439014,88.0616636890918,89.29421628275486,28.10180163156418,92.02461305819452,131.0769991052337,149.40482191741467,3.7023158003679524,5.336851336856019,8.673768805736387,9.575395145370187,9.849301911071832,3.1706450422515697,10.1831271295443,15.133189087401233,16.334998569539998,3702315.8003679523,5336851.336856019,8673768.805736385,9575395.14537019,9849301.911071831,3170645.0422515697,10183127.1295443,15133189.087401232,16334998.56954,151.0,228.4,296.5,309.5,368.0208333333333,157.2743740494264,393.25,684.2,754.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,inf,0.013907210882277754,16334998.56954,0.0,0.1642054421561105,-0.25133333333332947,0.0,0.09896193288621448,-0.12267361111110997
272,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,166.91999999999854,38857.78999999975,16692,3885779,6.099841599992942,1421.202821600018,7.678571428571428,9.0884644644601,9.0884644644601,9.043606814572012,3.4774999999999694,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,7.678571428571428,3.5068567432512943,8.571428571428571,14.285714285714285,14.285714285714285,3.6746597290039062,5.1500701904296875,6.7399229322161,9.12867546081543,9.0884644644601,3.343631124750507,9.999833788190571,15.290551866803852,16.566668919154576,3.6746597290039062,5.1500701904296875,6.7399229322161,9.12867546081543,9.0884644644601,3.343631124750507,9.999833788190571,15.290551866803852,16.566668919154576,1.490000000000001,2.0040000000000013,2.587499999999989,3.039999999999979,3.4774999999999694,1.6269533132002352,3.1649999999999765,6.9189999999998975,7.539999999999884,27.86556303501129,44.15400299578905,63.187428062596155,84.83051945269108,82.64988808863957,29.719529177027272,89.77805045247078,131.1343873586506,149.40482191741467,3.6497318634408713,5.1199860365567185,6.70516128259943,9.087237173753246,9.043606814572012,3.3308778018454293,9.938642932010644,15.227890732416494,16.484220665040844,3649731.8634408712,5119986.036556718,6705161.2825994305,9087237.173753247,9043606.814572012,3330877.8018454295,9938642.932010645,15227890.732416494,16484220.665040845,149.0,200.4,258.75,304.0,347.75,162.69533132002692,316.5,691.9000000000001,754.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.090884644644601,-0.11591666666666565
273,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,158.31999999999874,39016.10999999975,15832,3901611,5.915453599998727,1427.242244700028,6.964285714285713,8.671410651434035,8.671410651434035,8.62834814478024,3.298333333333307,1.0,100.0,0.0,0.0,2.857142857142857,5.0,5.714285714285714,6.964285714285713,3.543041949865031,8.571428571428571,12.285714285714297,14.285714285714285,1.944313049316406,5.374971662248884,5.727312905447824,8.455866404942103,8.671410651434035,3.265290783176296,10.093045234680176,14.223755972726009,16.566668919154576,1.944313049316406,5.374971662248884,5.727312905447824,8.455866404942103,8.671410651434035,3.265290783176296,10.093045234680176,14.223755972726009,16.566668919154576,1.7200000000000013,2.1239999999999988,2.6574999999999873,2.9649999999999808,3.298333333333307,1.3159697522697154,3.237499999999975,5.303999999999935,7.22999999999989,6.017954519134946,47.60383199229837,51.46847326047282,81.36503921449184,79.17332046181946,29.783684777415655,90.1287845838815,129.56243408173322,148.25411373376846,1.8842070313618877,5.338920048125711,5.695236632994959,8.415584999540904,8.62834814478024,3.2571813385121193,10.051655105895591,14.174146042325061,16.484220665040844,1884207.0313618877,5338920.048125711,5695236.632994959,8415584.999540903,8628348.144780241,3257181.3385121194,10051655.105895592,14174146.042325063,16484220.665040845,172.0,212.4,265.75,296.5,329.8333333333333,131.5969752269743,323.75,530.4000000000004,723.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.08671410651434035,-0.10994444444444357
274,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,158.10999999999876,39174.219999999754,15811,3917422,4.7635061999899335,1432.1164798000245,7.857142857142857,9.217886754444669,9.217886754444669,9.174862828855568,3.2939583333333076,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,7.857142857142857,2.76641667586244,8.571428571428571,8.571428571428571,14.285714285714285,4.662442888532366,5.554080963134766,8.052212170192174,9.006580625261579,9.217886754444669,2.470118898356748,10.132740565708705,10.6534058707101,16.566668919154576,4.662442888532366,5.554080963134766,8.052212170192174,9.006580625261579,9.217886754444669,2.470118898356748,10.132740565708705,10.6534058707101,16.566668919154576,1.8400000000000014,2.6679999999999873,2.9399999999999813,3.0749999999999784,3.2939583333333076,1.0554634439890258,3.1999999999999758,4.100999999999959,7.22999999999989,38.616755574941635,49.6917886916548,79.66514702886343,84.83012815192342,84.34225576673634,20.992757909376447,90.24364866130054,96.37593610696494,148.25411373376846,4.634004271776791,5.522581862203697,8.013182817455373,8.966446270689048,9.174862828855568,2.4627620601999944,10.09160159743669,10.610820121371402,16.484220665040844,4634004.271776792,5522581.862203697,8013182.817455372,8966446.270689048,9174862.828855569,2462762.060199994,10091601.597436689,10610820.121371403,16484220.665040845,184.0,266.8,294.0,307.5,329.3958333333333,105.5463443989048,320.0,410.10000000000025,723.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.09217886754444667,-0.10979861111111024
275,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,151.22999999999888,39325.44999999975,15123,3932545,4.347881699970458,1436.552356900007,7.797619047619047,8.956087770916165,8.956087770916165,8.914501781493568,3.1506249999999767,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,7.797619047619047,3.23351829893835,8.571428571428571,14.285714285714285,14.285714285714285,4.226079668317522,5.136271885463169,6.4538792201450885,9.232944761003766,8.956087770916165,3.062838555884049,9.758731978280204,14.748606000627792,16.566668919154576,4.226079668317522,5.136271885463169,6.4538792201450885,9.232944761003766,8.956087770916165,3.062838555884049,9.758731978280204,14.748606000627792,16.566668919154576,1.6800000000000013,2.0000000000000013,2.384999999999993,3.00499999999998,3.1506249999999767,1.2990836614225156,3.1299999999999772,4.163999999999958,7.22999999999989,33.519017957150936,44.01490995511413,58.21509166620672,82.79130392149091,79.7394225977129,27.341615951679042,87.23325617797673,128.7753189317882,148.25411373376846,4.199246149299565,5.106227870553214,6.419971005053422,9.1928615467262,8.914501781493568,3.0522689868187634,9.71829685362295,14.67649244336154,16.484220665040844,4199246.149299565,5106227.870553214,6419971.005053422,9192861.546726197,8914501.781493569,3052268.986818763,9718296.85362295,14676492.44336154,16484220.665040845,168.0,200.0,238.5,300.5,315.0625,129.9083661422543,313.0,416.4000000000002,723.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.08956087770916166,-0.10502083333333255
276,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,149.66999999999888,39475.11999999975,14967,3947512,5.450718300009612,1442.1235026000068,7.142857142857142,8.557383503232684,8.557383503232684,8.516125489896336,3.1181249999999765,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.0,7.142857142857142,7.142857142857142,3.499271061118826,8.571428571428571,14.285714285714285,14.285714285714285,3.740877423967634,5.108655112130301,5.713898794991629,8.557440893990652,8.557383503232684,3.231796908677215,9.709196771894183,14.893875667027066,16.566668919154576,3.740877423967634,5.108655112130301,5.713898794991629,8.557440893990652,8.557383503232684,3.231796908677215,9.709196771894183,14.893875667027066,16.566668919154576,1.5100000000000011,1.9880000000000013,2.2249999999999965,2.9349999999999814,3.1181249999999765,1.3507662273841432,3.1249999999999774,4.163999999999958,7.799999999999878,28.439486049115658,43.500688491761686,51.2800512435424,80.33051254600286,76.76333634796356,28.64633899899876,85.8675607405603,129.73985278382898,148.25411373376846,3.715748984481585,5.0787316114418095,5.681947982038468,8.518461918102902,8.516125489896336,3.2214003169942687,9.668685671163837,14.83220128097452,16.484220665040844,3715748.984481585,5078731.61144181,5681947.982038468,8518461.918102903,8516125.489896335,3221400.3169942684,9668685.671163838,14832201.280974519,16484220.665040845,151.0,198.8,222.5,293.5,311.8125,135.07662273841714,312.5,416.4000000000002,780.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.08557383503232684,-0.10393749999999924
277,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,154.45999999999881,39629.57999999975,15446,3962958,5.789466499991249,1448.0232113000238,7.261904761904762,8.823629787990024,8.823629787990024,8.781371096031267,3.217916666666642,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.0,8.571428571428571,7.261904761904762,3.4972454337067576,8.571428571428571,14.285714285714285,14.285714285714285,4.588481358119419,5.211498805454799,6.770264761788504,8.914444787161692,8.823629787990024,3.0603717015362766,9.615200587681361,14.6956296648298,16.566668919154576,4.588481358119419,5.211498805454799,6.770264761788504,8.914444787161692,8.823629787990024,3.0603717015362766,9.615200587681361,14.6956296648298,16.566668919154576,1.8000000000000014,2.0789999999999997,2.809999999999984,2.9899999999999802,3.217916666666642,1.1063942153329303,3.229999999999975,4.0939999999999594,7.22999999999989,37.31356944143772,44.58783405050635,64.79614816047251,81.1992745064199,79.52529209223333,26.342962069302736,85.81967341154814,127.18580163419249,148.25411373376846,4.560444044549977,5.1812442176207485,6.7347750346635245,8.869710310554435,8.781371096031267,3.05236447564354,9.575417843360226,14.645592285633914,16.484220665040844,4560444.044549977,5181244.217620748,6734775.0346635245,8869710.310554437,8781371.096031265,3052364.4756435403,9575417.843360227,14645592.285633914,16484220.665040845,180.0,207.9,281.0,299.0,321.7916666666667,110.63942153329538,323.0,409.40000000000026,723.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.08823629787990024,-0.10726388888888806
278,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,141.99999999999906,39771.57999999975,14200,3977158,5.07004700001562,1453.2288457000395,5.773809523809523,7.740952344167801,7.740952344167801,7.70130018095531,2.958333333333314,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,4.285714285714286,5.773809523809523,3.664946256871939,8.571428571428571,10.28571428571431,14.285714285714285,4.016102382114956,4.928465706961496,5.378423418317523,5.740871429443359,7.740952344167801,3.2602487628433527,9.83163833618164,11.813641684395943,16.566668919154576,4.016102382114956,4.928465706961496,5.378423418317523,5.740871429443359,7.740952344167801,3.2602487628433527,9.83163833618164,11.813641684395943,16.566668919154576,1.6100000000000012,1.9400000000000015,2.0799999999999996,2.864999999999983,2.958333333333314,1.2382570636000796,3.189999999999976,4.0729999999999595,7.22999999999989,31.38496721535921,41.369412013143304,46.75014526769519,52.196996854072495,68.8298791564439,28.975031997009232,84.49003182165325,103.7571270503105,148.25411373376846,3.9899709971477404,4.898604337549482,5.3428149262783835,5.681169232446506,7.70130018095531,3.251401024232315,9.791179446014578,11.769699119016636,16.484220665040844,3989970.9971477403,4898604.3375494825,5342814.9262783835,5681169.232446507,7701300.18095531,3251401.024232315,9791179.446014578,11769699.119016636,16484220.665040845,161.0,194.0,208.0,286.5,295.8333333333333,123.82570636001054,319.0,407.30000000000024,723.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.07740952344167801,-0.09861111111111047
279,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,154.6399999999988,39926.21999999975,15464,3992622,5.651765800022986,1459.0015111000394,7.5595238095238075,9.032440355845859,9.032440355845859,8.99014300799297,3.2216666666666414,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,7.5595238095238075,3.522984942132783,8.571428571428571,14.285714285714285,14.285714285714285,3.7579563685825894,5.223690032958984,6.824162346976143,8.820558275495257,9.032440355845859,3.1821654314482064,10.27155944279262,14.566643306187222,16.566668919154576,3.7579563685825894,5.223690032958984,6.824162346976143,8.820558275495257,9.032440355845859,3.1821654314482064,10.27155944279262,14.566643306187222,16.566668919154576,1.5200000000000011,2.0420000000000003,2.6149999999999882,2.959999999999981,3.2216666666666414,1.2332922290447463,3.2649999999999744,4.380999999999957,7.22999999999989,28.728909507393837,45.06636534482241,63.093939347192645,81.22360656037927,80.6811862225489,27.946050134242466,90.59373703226447,127.06609255373479,148.25411373376846,3.732727639673082,5.18615496659364,6.779571611062915,8.781177465123857,8.99014300799297,3.172571207959218,10.230370940001375,14.518017456382847,16.484220665040844,3732727.639673082,5186154.96659364,6779571.611062914,8781177.465123858,8990143.007992972,3172571.207959218,10230370.940001376,14518017.456382846,16484220.665040845,152.0,204.2,261.5,296.0,322.1666666666667,123.32922290447719,326.5,438.1000000000006,723.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.09032440355845861,-0.10738888888888805
280,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,150.1899999999989,40076.40999999975,15019,4007641,5.288118999975268,1464.3996069999994,7.619047619047618,9.11989450454712,9.11989450454712,9.078523690355718,3.12895833333331,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,7.619047619047618,3.703892663358106,8.571428571428571,14.285714285714285,14.285714285714285,4.198553902762277,5.067630222865514,7.08982058933803,9.015047890799387,9.11989450454712,3.2787008415874905,10.136046409606934,14.844302041190012,16.566668919154576,4.198553902762277,5.067630222865514,7.08982058933803,9.015047890799387,9.11989450454712,3.2787008415874905,10.136046409606934,14.844302041190012,16.566668919154576,1.6700000000000013,2.021000000000001,2.6149999999999882,3.0149999999999797,3.12895833333331,1.0972185280352489,3.3174999999999732,3.9129999999999607,7.22999999999989,33.21021056175232,43.09152339324355,66.57188259251416,79.98494513705373,81.23085806829233,28.293298346336808,90.1584659833461,126.46092704981567,148.25411373376846,4.171820692551715,5.037887232028896,7.053604017455437,8.974566939261834,9.078523690355718,3.2700508858343422,10.094731632777393,14.79567622450033,16.484220665040844,4171820.6925517153,5037887.232028896,7053604.017455438,8974566.939261833,9078523.690355718,3270050.885834342,10094731.632777393,14795676.22450033,16484220.665040845,167.0,202.1,261.5,301.5,312.8958333333333,109.7218528035272,331.75,391.3,723.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.0911989450454712,-0.10429861111111034
281,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,145.99999999999895,40222.40999999975,14600,4022241,4.42659609997645,1468.978850000014,6.666666666666667,8.088188398452031,8.088188398452031,8.047700118523267,3.0416666666666448,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.666666666666667,3.883215816738116,8.571428571428571,14.285714285714285,14.285714285714285,3.8142994471958707,4.651912144252233,5.100710732596261,7.142857142857142,8.088188398452031,3.5990818572590197,10.013788087027413,14.754492623465403,16.566668919154576,3.8142994471958707,4.651912144252233,5.100710732596261,7.142857142857142,8.088188398452031,3.5990818572590197,10.013788087027413,14.754492623465403,16.566668919154576,1.5400000000000011,1.8300000000000014,1.9825000000000015,2.8249999999999837,3.0416666666666448,1.4520751434488972,3.1199999999999775,5.199999999999941,7.22999999999989,29.310489416122437,38.22418647110462,43.41094080172479,70.15602143481374,71.61326209914387,32.29884315296896,87.19028648175299,129.46668706089258,148.25411373376846,3.788870136706455,4.623574006298257,5.0708423216554595,7.105986986835708,8.047700118523267,3.5886097390187754,9.973327269509987,14.683683639681643,16.484220665040844,3788870.1367064547,4623574.006298257,5070842.32165546,7105986.986835708,8047700.118523266,3588609.7390187755,9973327.269509988,14683683.639681643,16484220.665040845,154.0,183.0,198.25,282.5,304.1666666666667,145.2075143448927,312.0,520.0000000000007,723.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.08088188398452033,-0.10138888888888815
282,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,144.56999999999903,40366.97999999975,14457,4036698,4.37787169998046,1473.4437171000172,7.202380952380952,8.690256731850761,8.690256731850761,8.650061158240069,3.01187499999998,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,7.142857142857142,7.202380952380952,3.91185114301137,8.571428571428571,14.285714285714285,14.285714285714285,3.7813513619559154,4.923044477190291,5.123405456542969,8.391377585274833,8.690256731850761,3.6047712665510483,10.485436575753347,14.917343139648438,16.566668919154576,3.7813513619559154,4.923044477190291,5.123405456542969,8.391377585274833,8.690256731850761,3.6047712665510483,10.485436575753347,14.917343139648438,16.566668919154576,1.5300000000000011,1.9270000000000016,2.0000000000000013,2.914999999999982,3.01187499999998,1.2347396085983486,3.194999999999976,4.167999999999957,7.22999999999989,29.018835678696632,41.51534832566976,44.014914913102984,76.30051052570343,76.82361069096562,31.827066061440917,92.97955478727818,129.94210128188135,148.25411373376846,3.756022343120237,4.893732961841964,5.0933614418707105,8.351701284764307,8.650061158240069,3.594083618224302,10.443167497939525,14.867284146133393,16.484220665040844,3756022.343120237,4893732.961841965,5093361.44187071,8351701.284764308,8650061.15824007,3594083.618224302,10443167.497939527,14867284.146133395,16484220.665040845,153.0,192.7,200.0,291.5,301.1875,123.47396085983743,319.5,416.80000000000007,723.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.08690256731850761,-0.10039583333333264
283,0.01415666891915461,14.285714285714285,16.566668919154576,16.566668919154576,7.22999999999989,0,1,148.25411373376846,723,16.484220665040844,"[0.0, 0.16566668919154576, -0.24099999999999636]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,145.939999999999,40512.91999999975,14594,4051292,5.724919799948111,1479.2884646999883,7.261904761904762,8.768110218502228,8.768110218502228,8.727626824916399,3.040416666666646,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,7.261904761904762,3.2969958152681498,8.571428571428571,14.285714285714285,14.285714285714285,4.68923841203962,5.049181256975447,7.315436090741838,8.508546011788503,8.768110218502228,3.011937449685685,9.302011898585729,14.837374550955635,16.566668919154576,4.68923841203962,5.049181256975447,7.315436090741838,8.508546011788503,8.768110218502228,3.011937449685685,9.302011898585729,14.837374550955635,16.566668919154576,1.8500000000000014,2.012000000000001,2.714999999999986,2.914999999999982,3.040416666666646,1.0756702529379099,3.0699999999999785,3.8819999999999615,7.22999999999989,38.94562375545502,42.830190101265906,71.64115480333567,79.30019272863865,79.22691916123343,25.90626992432962,84.26217776350677,126.90930163636804,148.25411373376846,4.660699466415864,5.0194684267853455,7.2779134306144435,8.467967356505572,8.727626824916399,3.002327079736215,9.262229238320375,14.788267641653999,16.484220665040844,4660699.466415864,5019468.426785345,7277913.430614444,8467967.356505571,8727626.824916398,3002327.079736215,9262229.238320375,14788267.641654,16484220.665040845,185.0,201.2,271.5,291.5,304.0416666666667,107.56702529379324,307.0,388.20000000000005,723.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,inf,0.01415666891915461,16484220.665040845,0.0,0.16566668919154576,-0.24099999999999636,0.0,0.08768110218502227,-0.10134722222222152
