generation,rank,original_index,cached,is_elite,is_parent,fitness,ranking_key,ranking_progress,progress,dense_progress,time,finished,crashes,timeout,distance,reward,steps,terminated,truncated
1,1,46,0,1,1,8639117109189.849,"[0.0, 8.639123099190849, -5.989999999999917, -1.0]",8.639123099190849,8.571428571428571,8.639123099190849,5.989999999999917,0,1,0,77.23107312060893,8639117.10918985,599,1,0
1,2,25,0,1,1,8374671820817.918,"[0.0, 8.374674660818918, -2.8399999999999834, -1.0]",8.374674660818918,5.714285714285714,8.374674660818918,2.8399999999999834,0,1,0,76.67882573604584,8374671.820817918,284,1,0
1,3,32,0,1,1,8282048266424.781,"[0.0, 8.282051086425781, -2.819999999999984, -1.0]",8.282051086425781,5.714285714285714,8.282051086425781,2.819999999999984,0,1,0,76.14843422174454,8282048.266424782,282,1,0
1,4,4,0,1,1,8182931542328.799,"[0.0, 8.182934352329799, -2.809999999999984, -1.0]",8.182934352329799,5.714285714285714,8.182934352329799,2.809999999999984,0,1,0,75.7135652974248,8182931.542328799,281,1,0
1,5,34,0,0,1,7556291282504.58,"[0.0, 7.55629403250558, -2.7499999999999853, -1.0]",7.55629403250558,5.714285714285714,7.55629403250558,2.7499999999999853,0,1,0,72.8590220361948,7556291.28250458,275,1,0
1,6,6,0,0,1,7142854492856.143,"[0.0, 7.142857142857142, -2.6499999999999875, -1.0]",7.142857142857142,5.714285714285714,7.142857142857142,2.6499999999999875,0,1,0,68.89544573426247,7142854.492856143,265,1,0
1,7,7,0,0,1,7142852252856.143,"[0.0, 7.142857142857142, -4.88999999999994, -1.0]",7.142857142857142,5.714285714285714,7.142857142857142,4.88999999999994,0,1,0,67.84889163449407,7142852.252856143,489,1,0
1,8,16,0,0,1,7122353329837.169,"[0.0, 7.122355869838169, -2.53999999999999, -1.0]",7.122355869838169,5.714285714285714,7.122355869838169,2.53999999999999,0,1,0,64.12170753628016,7122353.329837169,254,1,0
1,9,47,0,0,1,7102418821840.518,"[0.0, 7.102421351841517, -2.52999999999999, -1.0]",7.102421351841517,5.714285714285714,7.102421351841517,2.52999999999999,0,1,0,63.95767171680927,7102418.821840517,253,1,0
1,10,37,0,0,1,3079544866862.8394,"[0.0, 3.0795506068638394, -5.739999999999922, -1.0]",3.0795506068638394,2.857142857142857,3.0795506068638394,5.739999999999922,0,1,0,18.622083437934634,3079544.8668628396,574,1,0
1,11,8,0,0,1,3074504046904.692,"[0.0, 3.074509756905692, -5.709999999999923, -1.0]",3.074509756905692,2.857142857142857,3.074509756905692,5.709999999999923,0,1,0,18.435186338669155,3074504.046904692,571,1,0
1,12,43,0,0,1,3074471349499.558,"[0.0, 3.074477059500558, -5.709999999999923, -1.0]",3.074477059500558,2.857142857142857,3.074477059500558,5.709999999999923,0,1,0,18.435047511709854,3074471.349499558,571,1,0
