generation,progress_p10,progress_p25,progress_p75,progress_p90,progress_mean_all,progress_mean_parent,progress_mean_elite,progress_best,finish_count,best_finished_time,penalized_p25,penalized_p75,penalized_mean_all,penalized_mean_parent,penalized_mean_elite,best_finished_time_so_far
70,5.240544455392021,5.711025510515486,14.947513852800643,15.6686646597726,10.409093981697445,15.391345024108887,15.983896255493164,16.08043670654297,0,,30.0,30.0,30.0,30.0,30.0,
71,5.216327667236328,8.696266583033971,14.763627733503068,15.827783857073102,11.30004740896679,15.390048367636545,15.983896255493164,16.08043670654297,0,,30.0,30.0,30.0,30.0,30.0,
72,5.205759865897042,5.853346415928431,15.571351732526509,15.88800484793527,11.75734979765756,15.75869083404541,16.043901443481445,16.13306862967355,0,,30.0,30.0,30.0,30.0,30.0,
73,5.411640712193081,5.842297417776925,15.227688380650113,15.740935189383372,11.056992667061943,15.510856424059188,16.043901443481445,16.13306862967355,0,,30.0,30.0,30.0,30.0,30.0,
74,5.4255572727748325,10.76005050114223,15.223944527762278,15.91648210797991,12.41262435913086,15.61645780290876,16.102616446358816,16.1437497820173,0,,30.0,30.0,30.0,30.0,30.0,
75,5.479699271065848,10.251763888767787,15.457594735281809,16.055919647216797,11.821798767362324,15.673699378967285,16.150099890572683,16.24314444405692,0,,30.0,30.0,30.0,30.0,30.0,
76,5.0510068620954245,5.946670259748186,15.494721276419504,15.977310180664062,11.339004266829718,15.776615483420235,16.26396996634347,16.535917009626118,0,,30.0,30.0,30.0,30.0,30.0,
77,4.890780857631139,5.735368728637695,15.032825469970703,16.210914611816406,10.401159468151274,15.556652205330986,16.550069536481587,16.872406005859375,0,,30.0,30.0,30.0,30.0,30.0,
78,4.3146465846470425,5.431699752807617,15.439390454973491,16.0158931187221,10.647372404734293,15.888684477124894,16.550069536481587,16.872406005859375,0,,30.0,30.0,30.0,30.0,30.0,
79,5.790433066231864,10.412851061139788,15.624392373221262,15.900357382638113,11.99557548477536,15.918507235390798,16.550069536481587,16.872406005859375,0,,30.0,30.0,30.0,30.0,30.0,
80,5.018365587506976,6.307479313441686,15.55638040815081,16.20069776262556,10.997356516974314,15.95733199800764,16.550069536481587,16.872406005859375,0,,30.0,30.0,30.0,30.0,30.0,
81,5.35868399483817,8.444815363202776,15.568998881748746,16.24974605015346,10.968480337233771,15.74761952672686,16.706277302333287,16.872406005859375,0,,30.0,30.0,30.0,30.0,30.0,
82,5.839777265276227,10.947576931544713,15.928016390119279,16.52744838169643,12.760042463030132,16.27267496926444,16.721030644008092,16.872406005859375,0,,30.0,30.0,30.0,30.0,30.0,
83,3.919314793178014,9.512017113821848,15.614327022007533,16.293042864118306,11.463408526920139,16.092095375061035,16.8058477129255,16.88807896205357,0,,30.0,30.0,30.0,30.0,30.0,
84,4.9615260532924115,10.288314138139997,15.78014510018485,16.789108276367188,12.300777605601718,16.289239610944477,16.8889468056815,16.92732674734933,0,,30.0,30.0,30.0,30.0,30.0,
85,3.92510005405971,10.620055198669432,15.744115284511023,16.613592420305526,12.072962963111278,16.855821739217866,19.353507424575156,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
86,4.475334712437221,7.501654624938965,15.674483435494558,16.56081771850586,11.949521062585504,16.84796482524256,19.353507424575156,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
87,4.05851309640067,8.843009131295341,16.11378124782017,16.827884129115514,12.306887692594747,17.107403408071626,19.353507424575156,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
88,3.872488294328962,4.493859154837472,16.250559943062918,16.89548819405692,11.878894383664575,17.194512020132173,19.38316805820727,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
89,5.118118831089565,8.388704572405134,15.80486978803362,16.91240746634347,11.803240989601264,17.268648788200764,20.684733909691296,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
90,3.973646436418806,7.933828490121025,16.714418956211638,16.975869315011163,12.046428337649155,18.286046941233337,23.185672597697017,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
91,4.012801579066685,6.8845272064208975,16.58597673688616,21.465578624180385,12.462327239724786,19.252546644504385,23.46190845061973,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
92,3.7858919416155135,5.419028145926339,16.134444645472936,21.462539127894814,11.829750410813595,18.968397678941294,24.357082340869795,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
93,3.984822954450335,8.519247600010464,16.24532835824149,18.571123668125722,12.656846714117632,18.806276110533958,24.414919282180136,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
94,3.782167707170759,4.171938214983259,16.368070329938615,22.07901927403042,11.841734293626823,19.95289338686191,25.19961136526642,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
95,4.006677355085101,9.368771144321986,16.000473839896067,18.852857862200082,12.362599132272393,19.172639295326615,25.96726878147387,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
96,3.9607484000069753,5.713543210710799,16.60430771963937,24.286840949135517,13.192415498591194,20.580312456521437,25.96726878147387,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
97,3.6636417933872765,5.01119613647461,16.89138548714774,25.71428571428571,13.337297142217489,21.049369192416982,25.96726878147387,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
98,4.336346762520926,11.199746131896973,17.069381986345565,22.698010570117614,14.253827489475832,20.799356315571483,25.96726878147387,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
99,3.9083660670689175,5.927634920392718,16.517199107578826,21.811487470354358,12.320975051705261,19.863685839810344,25.96726878147387,26.726217983038342,0,,30.0,30.0,30.0,30.0,30.0,
100,9.902547291346957,11.137524332318987,17.890846388680597,25.71428571428571,15.966302609294965,22.64862588088522,26.882701033061387,27.78939425322103,0,,30.0,30.0,30.0,30.0,30.0,
101,4.201246534075056,11.060934747968401,20.484022412981307,22.77625356401718,14.048264830783475,22.02930044545799,26.882701033061387,27.78939425322103,0,,30.0,30.0,30.0,30.0,30.0,
102,3.785117013113839,9.312016623360769,16.89220428466797,24.24906211503153,13.735816649903283,20.915180277043575,26.882701033061387,27.78939425322103,0,,30.0,30.0,30.0,30.0,30.0,
103,3.823601858956473,5.921028682163784,20.60798168182373,25.71428571428571,14.26968767906184,23.18380356965186,26.882701033061387,27.78939425322103,0,,30.0,30.0,30.0,30.0,30.0,
104,3.843667166573661,10.22536550249372,16.898251942225865,25.71428571428571,13.85727587424158,22.332279007677826,26.882701033061387,27.78939425322103,0,,30.0,30.0,30.0,30.0,30.0,
105,4.127231052943638,10.12136323111398,16.85589109148298,25.71428571428571,14.091522586276886,21.80745092609751,26.882701033061387,27.78939425322103,0,,30.0,30.0,30.0,30.0,30.0,
106,4.053656441824777,10.822717121669225,16.805853162493026,23.39798055376327,14.172651566043946,21.180141729469028,27.239844081790395,27.78939425322103,0,,30.0,30.0,30.0,30.0,30.0,
107,3.9176662990025117,10.981885365077426,17.79219082423619,25.888815781860494,14.587726696742749,22.703343600414584,27.239844081790395,27.78939425322103,0,,30.0,30.0,30.0,30.0,30.0,
108,4.076397487095424,7.330531392778669,16.84499195643834,25.749669979548504,13.681103702266492,22.086046513130135,28.05828939444466,29.999999233655387,0,,30.0,30.0,30.0,30.0,30.0,
109,4.017876216343471,10.915565490722656,20.580572400774273,26.94010401816393,15.154256829992613,23.586785650947164,28.528762567792253,29.999999233655387,0,,30.0,30.0,30.0,30.0,30.0,
110,3.521428244454521,4.23607417515346,16.699161529541016,27.447452603156638,12.620459395402088,22.991499383225573,29.662691904195988,31.2944953914474,0,,30.0,30.0,30.0,30.0,30.0,
111,3.872184753417969,7.212813241141182,21.24413285936628,27.309076339348547,14.596030031184128,24.76667438310316,29.890929206338008,31.2944953914474,0,,30.0,30.0,30.0,30.0,30.0,
112,3.9192733764648438,8.003484180995397,21.069682666233604,27.25281758880996,14.753222018163422,24.72928083273647,29.890929206338008,31.2944953914474,0,,30.0,30.0,30.0,30.0,30.0,
113,3.9430313110351562,11.111525808061872,16.93519456045968,28.534363902765286,15.04162948742345,23.458268854889894,29.963577352006595,31.2944953914474,0,,30.0,30.0,30.0,30.0,30.0,
114,5.310208456856864,11.090450286865234,21.238876751491002,28.073581417665775,15.0742916931136,23.984513141681674,29.9915526918753,31.2944953914474,0,,30.0,30.0,30.0,30.0,30.0,
115,5.385039193289621,10.843663896833148,18.24626309531076,29.32765211682611,15.904462618434417,24.45600474716422,30.547203278745037,31.2944953914474,0,,30.0,30.0,30.0,30.0,30.0,
116,3.8926424298967635,7.8116055897304,17.0005920955113,24.523872673477634,14.101351273507026,22.730644433477526,30.547203278745037,31.2944953914474,0,,30.0,30.0,30.0,30.0,30.0,
117,4.045914786202567,9.608920642307826,21.01504393986293,28.33575125121784,15.299655041748418,24.85650253788868,30.547203278745037,31.2944953914474,0,,30.0,30.0,30.0,30.0,30.0,
118,3.912379673549107,7.732079369681221,16.876746586390905,30.108568701062563,14.38771458083336,24.07533526973048,31.528157868759422,32.85714362348747,0,,30.0,30.0,30.0,30.0,30.0,
119,3.9170831952776233,8.508075986589706,22.84344125855587,31.62156498992933,17.059224410452202,30.36163744976873,41.72639031245411,53.84082521711077,0,,30.0,30.0,30.0,30.0,30.0,
120,3.7132143293108264,3.870453153337751,17.974018369402202,31.428571428571427,14.355668708737324,27.320352535328443,41.72639031245411,53.84082521711077,0,,30.0,30.0,30.0,30.0,30.0,
121,3.730374472481864,5.6794875008719305,17.092979976109095,34.631857999732965,16.500794950309157,29.864991921305364,51.00421615759368,54.48565891810826,0,,30.0,30.0,30.0,30.0,30.0,
122,3.737021309988839,5.934480939592634,16.83694566999163,26.160144679766425,14.993909326277182,28.171321191776663,51.00421615759368,54.48565891810826,0,,30.0,30.0,30.0,30.0,30.0,
123,3.844247000558035,7.46147768838065,21.071851594107493,35.24850708405597,17.18006810511815,32.848770817516844,54.31525639125279,54.67889513288225,0,,30.0,30.0,30.0,30.0,30.0,
124,3.7135216849190846,3.923442023141044,21.690882274082725,53.562321799142026,17.192802765322206,35.66584415455688,54.37011514391218,54.67889513288225,0,,30.0,30.0,30.0,30.0,30.0,
125,3.761735098702567,4.041124071393694,23.461396710634467,54.11887604849679,18.08130428836369,37.495486734251315,55.86024693080356,60.0,0,,30.0,30.0,30.0,30.0,30.0,
126,5.889041900634766,11.402899197169713,30.459105326011645,54.339201245989116,21.655208974091902,40.71771713795867,56.11076354980469,60.0,0,,30.0,30.0,30.0,30.0,30.0,
127,3.9561734880719865,10.584350994655063,29.042326296999818,54.776187896728516,22.824174726824968,44.04098612444379,58.79606655665806,60.0,0,,30.0,30.0,30.0,30.0,30.0,
128,3.8295326232910156,9.77743285042899,26.619040523260434,50.0732298457727,20.54791684251285,39.715119119664585,58.79606655665806,60.0,0,,30.0,30.0,30.0,30.0,30.0,
129,4.087387629917689,5.861234664916992,27.901777899162845,55.10518373761858,21.96432969681473,43.1019631112659,58.821470396859304,60.0,0,,30.0,30.0,30.0,30.0,30.0,
130,4.522371019635882,10.99830150604248,32.029758599386525,56.70011711120607,23.85866840946797,47.59083067466901,61.24991416931152,64.9996566772461,0,,30.0,30.0,30.0,30.0,30.0,
131,4.190318516322544,10.70537499019078,26.071428763014723,56.89776039123537,22.323714222355004,45.11518090150322,61.3938607621927,64.9996566772461,0,,30.0,30.0,30.0,30.0,30.0,
132,4.099181583949498,15.585523332868304,47.45223884740898,60.0,26.969275492783822,52.621357871826156,62.96305684284886,66.27678432262461,0,,30.0,30.0,30.0,30.0,30.0,
133,5.011444636753627,10.983331544058665,55.037766184125616,61.902947463241134,30.063439974684417,60.30812106677611,66.18189030463466,67.14285637651253,0,,30.0,30.0,30.0,30.0,30.0,
134,4.343351636614118,5.953147070748465,60.0,60.13659559067239,27.73891353601884,58.923962490740394,66.18189030463466,67.14285637651253,0,,30.0,30.0,30.0,30.0,30.0,
135,4.913847787039621,10.698689052036832,32.120889361416204,66.15577074618389,24.41395040295647,51.96658122367042,67.13318748652284,67.14285637651253,0,,30.0,30.0,30.0,30.0,30.0,
136,7.898484366280692,11.053427968706403,56.33599008832659,67.11578348454141,31.78310669440334,63.72335294976339,75.06672820874664,88.84708949497768,0,,30.0,30.0,30.0,30.0,30.0,
137,5.5166217258998325,11.469388008117676,60.0,67.14285637651253,35.397335553352555,65.88167415226472,83.60540305236829,100.0,1,25.090000000001123,30.0,30.0,29.897708333333355,29.69312500000007,28.77250000000028,25.090000000001123
138,5.498481750488281,11.4932884488787,54.89852564675468,71.04852166535333,31.16581567841583,64.71892774541334,85.97138404846191,100.0,1,25.090000000001123,30.0,30.0,29.897708333333355,29.69312500000007,28.77250000000028,25.090000000001123
139,5.820753914969308,16.640139988490514,60.0,71.19227436610635,34.50012720882855,67.70137053629,86.08610016959054,100.0,1,25.090000000001123,30.0,30.0,29.897708333333355,29.69312500000007,28.77250000000028,25.090000000001123
140,5.577244349888392,11.289891515459335,65.49730634186866,77.92616762433732,35.86045168448891,72.58881777270713,86.76695414951871,100.0,1,25.090000000001123,30.0,30.0,29.897708333333355,29.69312500000007,28.77250000000028,25.090000000001123
141,5.200527191162109,11.41092164175851,38.77313526613392,71.60762623378213,29.95955942351687,62.53288638571959,92.09393228803363,100.0,2,25.090000000001123,30.0,30.0,29.80708333333338,29.421250000000146,27.685000000000585,25.090000000001123
142,5.800442286900111,11.451943942478724,60.0,82.3241746085031,33.489983994964824,70.68859648909411,98.78239279737865,100.0,3,25.090000000001123,30.0,30.0,29.706458333333405,29.11937500000022,26.477500000000866,25.090000000001123
143,11.128371102469307,15.704007829938616,45.97472138568832,75.13492892895017,32.46673704537387,65.53132557729205,100.0,100.0,4,24.160000000000977,30.0,30.0,29.58479166666676,28.75437500000028,25.01750000000111,24.160000000000977
144,5.767154148646764,11.261744499206543,43.933793181436556,59.908447633745084,29.363329284041225,60.378505974387984,100.0,100.0,4,24.160000000000977,30.0,30.0,29.58479166666676,28.75437500000028,25.01750000000111,24.160000000000977
145,5.234840393066406,11.119115012032646,61.6119778875402,79.06833921160016,37.18073030559137,75.81367920702681,100.0,100.0,4,24.160000000000977,30.0,30.0,29.58479166666676,28.75437500000028,25.01750000000111,24.160000000000977
146,5.679883139474051,15.83925110953195,60.0,85.80532836914071,38.03406115132406,76.77226661326341,100.0,100.0,5,24.160000000000977,30.0,30.0,29.520625000000123,28.561875000000366,25.01750000000111,24.160000000000977
147,10.860529763357981,13.985189029148646,78.10430935450962,100.0,42.5746183321781,86.2754386557001,100.0,100.0,7,24.160000000000977,30.0,30.0,29.41520833333352,28.24562500000055,24.935000000001097,24.160000000000977
