generation,progress_p10,progress_p25,progress_p75,progress_p90,progress_mean_all,progress_mean_parent,progress_mean_elite,progress_best,finish_count,best_finished_time,penalized_p25,penalized_p75,penalized_mean_all,penalized_mean_parent,penalized_mean_elite,best_finished_time_so_far
16,2.989409310477121,4.350275312151227,9.210942813328334,9.735769271850586,6.356691235587711,9.535952636173793,10.055858748299736,10.288639068603516,0,,30.0,30.0,30.0,30.0,30.0,
17,1.8823656354631695,2.9997730255126953,8.834705352783203,9.770176478794642,5.820283776237851,9.354163919176374,10.055858748299736,10.288639068603516,0,,30.0,30.0,30.0,30.0,30.0,
18,3.038863045828683,4.802991322108678,9.273644174848284,9.855584825788227,6.661492188771567,9.639755317143031,10.250133105686734,10.474828992571153,0,,30.0,30.0,30.0,30.0,30.0,
19,3.0134184701102122,4.827593394688197,9.055905342102053,9.924040658133372,6.736712512515839,9.56155811037336,10.329553059169225,10.474828992571153,0,,30.0,30.0,30.0,30.0,30.0,
20,2.948760441371373,4.357098170689174,9.188995361328125,10.229864120483398,6.733287289029076,10.05458882876805,11.951218332563128,13.571428571428571,0,,30.0,30.0,30.0,30.0,30.0,
21,2.963935307094029,3.7321226937430247,8.59621729169573,10.267128263201034,6.317776725405738,9.856985466820852,11.951218332563128,13.571428571428571,0,,30.0,30.0,30.0,30.0,30.0,
22,3.027227129255022,5.022352763584682,8.649520192827497,10.061893735613143,6.814964555558704,9.806079353604998,11.990389142717634,13.571428571428571,0,,30.0,30.0,30.0,30.0,30.0,
23,3.019475664411272,4.648885726928711,9.23234394618443,9.76451519557408,6.811652070000058,10.052546773638044,11.990389142717634,13.571428571428571,0,,30.0,30.0,30.0,30.0,30.0,
24,2.5469180515834267,4.003639221191406,9.08024651663644,10.046732221330918,6.325071993328277,10.011931657791138,12.012190137590679,13.571428571428571,0,,30.0,30.0,30.0,30.0,30.0,
25,1.8835830688476562,4.466010502406529,9.139115469796316,9.986432484218055,6.873220262073335,10.047409534454346,12.012190137590679,13.571428571428571,0,,30.0,30.0,30.0,30.0,30.0,
26,2.929988861083984,3.0996009281703407,8.783246449061803,10.523336683000837,6.717717874617804,10.156243017741613,12.683610234941755,13.571428571428571,0,,30.0,30.0,30.0,30.0,30.0,
27,4.409389495849609,5.26367323739188,9.34333051953997,10.201556614467076,7.475394407908122,10.360603162220546,12.683610234941755,13.571428571428571,0,,30.0,30.0,30.0,30.0,30.0,
28,4.547579629080636,5.170491082327707,9.404698780604772,10.256272997174946,7.513818002882458,10.46454565865653,12.683610234941755,13.571428571428571,0,,30.0,30.0,30.0,30.0,30.0,
29,3.0661849975585938,4.486220223563058,8.691376958574567,9.714521680559436,6.847227868579682,9.94424854006086,12.683610234941755,13.571428571428571,0,,30.0,30.0,30.0,30.0,30.0,
30,3.6911048889160156,5.01967293875558,9.360740525381905,10.448879241943361,7.309147062755766,10.568524428776332,13.516852515084402,14.036036900111606,0,,30.0,30.0,30.0,30.0,30.0,
31,4.727960314069476,5.3771931784493585,9.405333655221122,11.066923958914632,7.882237037022908,10.881605659212385,13.854731151035853,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
32,3.132422855922154,4.939663750784737,9.270825386047363,11.253175735473645,7.281026272546678,10.952292340142385,13.95794323512486,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
33,3.0402913774762834,5.060467038835798,9.224835123334612,10.935064588274276,7.054503020786103,10.795411041804723,13.95794323512486,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
34,3.064407893589565,4.976663589477539,9.546744482857841,10.479626246861049,7.351185651052565,10.780096394675118,13.95794323512486,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
35,4.0166778564453125,5.072390692574637,9.79853902544294,11.619517190115802,7.847499052683513,11.240055901663645,13.95794323512486,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
36,3.340009416852679,4.927805491856166,9.58378859928676,11.57255308968681,6.8749363649459125,10.987238883972168,13.95794323512486,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
37,3.003950391496931,4.570710318429129,9.868170874459404,11.856684003557486,7.328458910896664,11.316962582724436,14.058126722063337,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
38,2.1181667872837613,4.660715375627791,9.439377784729002,13.104804447719033,7.1977324712844135,11.452841758728027,14.058126722063337,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
39,3.717909131731306,4.736671447753906,10.002409390040807,13.215126037597658,7.527719906398228,11.43889307975769,14.058126722063337,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
40,3.0701729910714284,4.9809401375906805,9.644481795174734,11.588254383632123,7.0460605053674605,11.150297267096384,14.058126722063337,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
41,3.1623213631766185,4.77196420942034,9.407309123447963,12.593641008649557,7.392635288692656,11.092127391270228,14.058126722063337,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
42,4.132486070905413,4.7213336399623325,9.356438773018974,13.552821023123606,7.63705951826913,11.841379574366979,14.089657919747488,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
43,3.104533059256418,4.742661884852819,9.266022954668315,12.776696613856723,7.255056244986398,11.170162643705094,14.089657919747488,14.402912684849332,0,,30.0,30.0,30.0,30.0,30.0,
