grid,grid_x,grid_y,run_tag,run_dir,completed,expected_generations,final_generation,seed,ranking_key,population_size,elite_count,parent_count,parent_population_ratio_actual,elite_parent_ratio_actual,mutation_prob,mutation_sigma,fixed_fps,collision_mode,lidar_mode,binary_gas_brake,elite_cache_enabled,total_cached_evaluations,max_cached_evaluations,first_finish_generation,first_finish_generation_plot,best_finish_time,best_finish_time_plot,best_finish_generation,total_finish_individuals,total_crash_individuals,total_timeout_individuals,max_finish_count,max_best_dense_progress,max_mean_dense_progress,final_mean_dense_progress,final_std_dense_progress,last50_best_dense_progress,last50_mean_dense_progress,last50_finish_rate,last50_crash_rate,last50_timeout_rate,last50_penalized_mean_time,final_penalized_mean_time,cumulative_virtual_time_hours,cumulative_wall_minutes,compromise_score
selection,12.0,3.0,parent_count_012_elite_count_003,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_012_elite_count_003\20260504_073407_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,3,12,0.25,0.25,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,167.0,167.0,22.370000000000697,22.370000000000697,198.0,150,9361,89,9,100.0,52.785274941410535,49.33046185929161,37.14642903541301,100.0,33.502118985803214,0.0625,0.9075,0.03,29.73501250000007,29.18458333333352,17.301691666666663,28.990952193333456,-0.5174788101419677
selection,12.0,4.0,parent_count_012_elite_count_004,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_012_elite_count_004\20260504_080314_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,4,12,0.25,0.3333333333333333,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,176.0,176.0,21.850000000000616,21.850000000000616,200.0,137,9382,81,12,100.0,48.20119167878958,39.49387950441406,38.13406435493784,100.0,31.146419123443223,0.05708333333333333,0.9204166666666667,0.0225,29.740570833333404,28.954583333333527,16.35925833333337,29.88903023333308,-0.557494142098901
selection,14.0,1.0,parent_count_014_elite_count_001,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_014_elite_count_001\20260504_083315_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,1,14,0.2916666666666667,0.07142857142857142,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,105.0,105.0,17.699999999999967,17.699999999999967,171.0,1432,7939,229,29,100.0,72.98529596970329,64.48935037567502,39.74209952068163,100.0,55.89558133259554,0.4083333333333333,0.5879166666666666,0.00375,26.229433333333517,25.196875000000116,25.453211111111433,46.202434135000416,0.37843497999262216
selection,14.0,2.0,parent_count_014_elite_count_002,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_014_elite_count_002\20260504_091934_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,2,14,0.2916666666666667,0.14285714285714285,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,135.0,135.0,21.010000000000485,21.010000000000485,176.0,222,9283,95,9,100.0,53.6333793857346,38.92772874180913,33.619723545566444,100.0,38.45199249637987,0.07958333333333334,0.89375,0.02666666666666667,29.54131666666674,29.42395833333344,19.668719444444534,35.94668083333333,-0.43631340836953464
selection,14.0,3.0,parent_count_014_elite_count_003,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_014_elite_count_003\20260504_095548_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,3,14,0.2916666666666667,0.21428571428571427,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,145.0,145.0,18.210000000000047,18.210000000000047,191.0,719,8821,60,26,100.0,66.28175584041844,56.80391558021157,41.25083519000565,100.0,49.568740283661434,0.28833333333333333,0.7020833333333333,0.009583333333333333,27.85514166666687,26.64666666666689,22.08051111111124,40.35906700333386,0.07954156950328099
selection,14.0,4.0,parent_count_014_elite_count_004,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_014_elite_count_004\20260504_103617_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,4,14,0.2916666666666667,0.2857142857142857,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,156.0,156.0,19.400000000000237,19.400000000000237,197.0,378,9056,166,20,100.0,58.83645569354528,46.027584980459096,40.68034754100213,100.0,38.41976381313896,0.1575,0.7904166666666667,0.052083333333333336,29.15068750000016,27.667500000000228,20.63312777777791,37.57606210499944,-0.26173986186861037
selection,16.0,1.0,parent_count_016_elite_count_001,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_016_elite_count_001\20260504_111359_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,1,16,0.3333333333333333,0.0625,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,,201.0,,30.0,,0,9585,15,0,22.24511010306222,12.779159829730082,11.14388863245646,4.187893140969572,22.24511010306222,11.22588266645159,0.0,1.0,0.0,30.0,30.0,9.342005555555481,17.416703748333383,-0.8877411733354841
selection,16.0,2.0,parent_count_016_elite_count_002,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_016_elite_count_002\20260504_113131_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,2,16,0.3333333333333333,0.125,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,,201.0,,30.0,,0,9579,21,0,99.9345943256834,33.56109420250502,30.37640209970522,25.52289734216832,99.9345943256834,19.48438129698177,0.0,0.9979166666666667,0.0020833333333333333,30.0,30.0,15.265747222222108,27.967133979999925,-0.8035936870301823
selection,16.0,3.0,parent_count_016_elite_count_003,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_016_elite_count_003\20260504_115936_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,3,16,0.3333333333333333,0.1875,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,152.0,152.0,22.980000000000796,22.980000000000796,199.0,350,9048,202,15,100.0,62.12608622577368,62.12608622577368,37.10605589062958,100.0,47.28045153767972,0.14583333333333334,0.7858333333333334,0.06833333333333333,29.521391666666872,28.867291666667,21.741902777778048,40.00150780999975,-0.18427881795653622
selection,16.0,4.0,parent_count_016_elite_count_004,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_016_elite_count_004\20260504_123943_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,4,16,0.3333333333333333,0.25,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,158.0,158.0,17.97000000000001,17.97000000000001,198.0,498,8941,161,22,100.0,59.02795128248687,46.5173440864052,38.96721797969629,100.0,40.13496090007524,0.2075,0.7345833333333334,0.057916666666666665,28.61788750000018,26.740000000000038,16.48483333333346,30.2246604733334,-0.14021289099924755
selection,18.0,1.0,parent_count_018_elite_count_001,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_018_elite_count_001\20260504_131005_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,1,18,0.375,0.05555555555555555,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,,201.0,,30.0,,0,9575,25,0,16.19738987513951,12.290094182604834,11.712911128997805,3.583651359433721,16.19738987513951,11.27886179742359,0.0,0.9995833333333334,0.0004166666666666667,30.0,30.0,9.324319444444384,17.764490981666803,-0.8868988820257642
selection,18.0,2.0,parent_count_018_elite_count_002,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_018_elite_count_002\20260504_132759_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,2,18,0.375,0.1111111111111111,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,163.0,163.0,21.640000000000583,21.640000000000583,200.0,191,9334,75,11,100.0,56.37190689747638,51.57584752775538,36.33591240639043,100.0,40.36122299575399,0.07958333333333334,0.8975,0.022916666666666665,29.628750000000096,29.26375000000012,17.774194444444475,32.44060282333327,-0.4200336033757934
selection,18.0,3.0,parent_count_018_elite_count_003,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_018_elite_count_003\20260504_140032_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,3,18,0.375,0.16666666666666666,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,167.0,167.0,23.85000000000093,23.85000000000093,195.0,133,9385,82,9,100.0,55.146625958554885,50.2942263682075,34.1330739901837,100.0,35.84901852503243,0.05541666666666667,0.9179166666666667,0.02666666666666667,29.84662500000008,29.38250000000026,19.79601111111113,36.293137453332506,-0.5106764814163425
selection,18.0,4.0,parent_count_018_elite_count_004,Experiments\runs_ga_hyperparam\pc1_selection_refinement_seed_2026050401\parent_count_018_elite_count_004\20260504_143700_tm2d_ga_AI_Training_5,1,200,200,2026050401,"(finished, progress, -time, -crashes)",48,4,18,0.375,0.2222222222222222,0.2,0.2,100.0,lidar,aabb_clearance,True,False,0,0,176.0,176.0,24.49000000000103,24.49000000000103,196.0,82,9434,84,5,100.0,32.744515700381115,29.16780365118264,27.534616591770547,100.0,25.667701865984082,0.034166666666666665,0.93625,0.029583333333333333,29.921737500000052,29.76437500000012,17.21807222222218,35.174984538332986,-0.6528021480068259
