generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,mutation_decay_trigger,mutation_decay_active,mutation_decay_trigger_generation,effective_mutation_prob_decay,effective_mutation_sigma_decay,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,generalization_test_map,generalization_best_finished,generalization_best_crashes,generalization_best_progress,generalization_best_dense_progress,generalization_best_time,generalization_best_distance,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max
23,10596261685237.56,8.571428571428571,10.59626715523856,10.59626715523856,5.469999999999933,0,1,89.33484338968992,511,10596261.68523756,"[0.0, 10.59626715523856, -5.469999999999933, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,132.24999999999935,3839.919999999994,12408,361087,7.492595799965784,209.82319610001286,5.238095238095238,6.868443659373692,6.868443659373692,6868440.904164359,2.7552083333333197,1.0649161773883105,96.85351614081314,0.03146483859186855,,,,,,,,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.238095238095238,2.7561516435214823,8.571428571428571,8.571428571428571,8.571428571428571,1.6294370378766743,4.810942513602121,5.2993379320417136,5.823873792375837,6.868443659373692,2.1826837740128426,8.920226778302872,9.43508311680385,10.59626715523856,1.6294370378766743,4.810942513602121,5.2993379320417136,5.823873792375837,6.868443659373692,2.1826837740128426,8.920226778302872,9.43508311680385,10.59626715523856,1.7400000000000013,1.9840000000000015,2.0825,2.7949999999999857,2.7552083333333197,1.0042015683768453,2.9124999999999845,3.490999999999973,6.999999999999899,4.899457443243591,39.814822701364754,45.16604050807655,51.31929374486208,59.11191124529311,20.439744821160865,78.36814710311592,80.39989489763975,89.33484338968992,1629432.0278756744,4810940.630601121,5299335.899540713,5823871.582374837,6868440.904164359,2182683.4511919743,8920223.738301873,9435080.20080285,10596261.68523756,1629432027875.6743,4810940630601.121,5299335899540.714,5823871582374.837,6868440904164.358,2182683451191.9744,8920223738301.873,9435080200802.85,10596261685237.56,165.0,188.4,194.25,261.0,258.5,93.37558567420072,273.5,328.90000000000003,657.0,1.04,1.048282467117865,1.0544469970462749,1.0613526570048308,1.0649161773883105,0.015484411806874078,1.0705614539825334,1.0902356902356902,1.1076923076923078,95.0,95.60395150426584,96.64677285590612,96.9570707070707,96.85351614081314,0.7123689487676498,97.30800571142359,97.66896715849596,98.0,0.02,0.02331032841504046,0.026919942885764055,0.03042929292929293,0.03146483859186855,0.007123689487676505,0.033532271440938746,0.043960484957341714,0.05
24,10596261685237.56,8.571428571428571,10.59626715523856,10.59626715523856,5.469999999999933,0,1,89.33484338968992,511,10596261.68523756,"[0.0, 10.59626715523856, -5.469999999999933, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,140.3899999999992,3980.309999999993,13196,374283,7.063024700037204,217.1346923999954,5.892857142857142,7.174334526062012,7.174334526062012,7174331.601269345,2.92479166666665,1.0632551666392467,96.8950265077071,0.031049734922928836,,,,,,,,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.892857142857142,2.7606472917393403,8.571428571428571,8.571428571428571,8.571428571428571,1.8810326712472096,4.791587284633091,5.183467864990234,8.077536991664342,7.174334526062012,2.230021991733398,9.045613833836146,9.530431474958148,10.59626715523856,1.8810326712472096,4.791587284633091,5.183467864990234,8.077536991664342,7.174334526062012,2.230021991733398,9.045613833836146,9.530431474958148,10.59626715523856,1.8000000000000014,1.9440000000000015,2.179999999999998,2.8649999999999856,2.92479166666665,1.1439842466560326,2.929999999999984,3.9809999999999697,7.0899999999998995,5.147876564631588,39.59485202357173,43.95085104741156,74.73208553344011,61.50847456241263,20.80130247453857,78.46149770915508,81.02204954996705,89.33484338968992,1881027.6612462096,4791585.283632091,5183465.5774892345,8077534.176663341,7174331.601269345,2230021.6805075007,9045610.956335148,9530428.544957148,10596261.68523756,1881027661246.2097,4791585283632.092,5183465577489.234,8077534176663.342,7174331601269.345,2230021680507.501,9045610956335.148,9530428544957.148,10596261685237.56,173.0,183.5,207.5,265.5,274.9166666666667,107.20401759677148,274.5,373.8000000000006,667.0,1.0404624277456647,1.0481129164952694,1.0540297491736341,1.063015789402596,1.0632551666392467,0.012239491392380182,1.0680009655227902,1.0804009193054138,1.091254752851711,95.43726235741445,96.11955226421519,96.66875340903457,96.90548521614431,96.8950265077071,0.5855136088500139,97.32484961751268,97.59435417523653,97.97687861271676,0.02023121387283237,0.024056458247634718,0.02675150382487306,0.030945147838556897,0.031049734922928836,0.005855136088500143,0.033312465909654386,0.03880447735784815,0.045627376425855515
25,10596261685237.56,8.571428571428571,10.59626715523856,10.59626715523856,5.469999999999933,0,1,89.33484338968992,511,10596261.68523756,"[0.0, 10.59626715523856, -5.469999999999933, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,143.99999999999915,4124.309999999992,13547,387830,8.818926999985706,226.19485400000121,6.25,7.560512906029111,7.560512906029111,7560509.9060281105,2.9999999999999822,1.0618341918772243,97.00307402001725,0.029969259799827636,,,,,,,,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,6.25,2.714050741709047,8.571428571428571,8.571428571428571,8.571428571428571,3.0509567260742188,4.966429574148996,5.417113985334124,8.855052675519671,7.560512906029111,2.1332535165279736,9.318769318716868,9.685863494873047,10.59626715523856,3.0509567260742188,4.966429574148996,5.417113985334124,8.855052675519671,7.560512906029111,2.1332535165279736,9.318769318716868,9.685863494873047,10.59626715523856,1.7500000000000013,1.9870000000000017,2.1274999999999986,2.879999999999985,2.9999999999999822,1.1728686343036374,2.9549999999999828,4.88899999999995,6.999999999999899,18.427087479918555,41.53137720227242,46.54337424039841,77.72435326501727,64.59328227801704,18.764406132785247,79.7315775025636,81.9086098857224,89.33484338968992,3050950.956073219,4966427.647147996,5417111.0328331245,8855049.77551867,7560509.9060281105,2133253.2176329657,9318766.411215866,9685860.544872047,10596261.68523756,3050950956073.2188,4966427647147.996,5417111032833.124,8855049775518.672,7560509906028.112,2133253217632.9656,9318766411215.867,9685860544872.047,10596261685237.56,164.0,186.4,200.5,271.5,282.2291666666667,108.79840677129525,281.25,449.80000000000035,657.0,1.0240384615384615,1.0329590017825312,1.053786567977186,1.0631674337944794,1.0618341918772243,0.018719971819473262,1.0723684210526316,1.0824383575451373,1.1081081081081081,94.5945945945946,95.97108652832551,96.56413612565444,96.90603824375754,97.00307402001725,0.9073768407783398,97.46580725590808,98.35630153121319,98.79807692307692,0.01201923076923077,0.01643698468786808,0.025341927440919274,0.03093961756242458,0.029969259799827636,0.009073768407783409,0.0343586387434555,0.040289134716745,0.05405405405405406
26,10596261685237.56,8.571428571428571,10.59626715523856,10.59626715523856,5.469999999999933,0,1,89.33484338968992,511,10596261.68523756,"[0.0, 10.59626715523856, -5.469999999999933, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,145.4899999999991,4269.799999999991,13739,401569,8.396719300013501,234.80215140001383,5.773809523809523,7.26579643431164,7.26579643431164,7265793.403268973,3.0310416666666478,1.0579366677650575,97.13748310999982,0.028625168900001816,,,,,,,,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.773809523809523,2.8861376005715846,8.571428571428571,8.571428571428571,8.571428571428571,1.8791089739118305,4.632638113839286,5.249765941074917,8.337550844464984,7.26579643431164,2.449939573498714,9.24250670841762,9.723241261073522,10.59626715523856,1.8791089739118305,4.632638113839286,5.249765941074917,8.337550844464984,7.26579643431164,2.449939573498714,9.24250670841762,9.723241261073522,10.59626715523856,1.7900000000000014,1.9680000000000015,2.172499999999998,2.8849999999999847,3.0310416666666478,1.1442724027071398,2.9749999999999837,5.009999999999941,6.999999999999899,5.147223566949833,37.914106864482164,44.73371467553079,75.9541962556541,61.9525604071088,23.267783813657214,79.70205158181489,81.86224311143161,89.33484338968992,1879103.9639108307,4632636.295838286,5249763.338573917,8337548.034463984,7265793.403268973,2449939.489850053,9242503.79591662,9723238.067072522,10596261.68523756,1879103963910.8306,4632636295838.286,5249763338573.916,8337548034463.984,7265793403268.974,2449939489850.053,9242503795916.621,9723238067072.521,10596261685237.56,172.0,188.7,200.5,271.5,286.2291666666667,106.87555839685186,284.25,478.20000000000005,657.0,1.0277777777777777,1.0368968498406008,1.0470616883116883,1.0597541388682976,1.0579366677650575,0.01570718087715245,1.0681511470985154,1.0752441731409546,1.0947368421052632,95.26315789473684,96.23779134295228,96.62233494695643,97.04366711216201,97.13748310999982,0.7764272123141075,97.64691558441558,98.15515750796996,98.80319148936171,0.011968085106382979,0.018448424920300428,0.023530844155844156,0.029563328878379765,0.028625168900001816,0.007764272123141062,0.03377665053043567,0.03762208657047726,0.04736842105263158
27,10779254737853.352,8.571428571428571,10.779260907854352,10.779260907854352,6.169999999999918,0,1,90.76738996244967,580,10779254.737853352,"[0.0, 10.779260907854352, -6.169999999999918, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,154.59999999999894,4424.39999999999,14620,416189,6.671302600007039,241.6801946000196,4.642857142857142,6.426486514863513,6.426486514863513,6426483.29402918,3.2208333333333115,1.0565780793363977,97.19880849207998,0.028011915079200266,,,,,,,,0.0,0.0,2.857142857142857,2.857142857142857,4.642857142857142,3.2797565033228357,8.571428571428571,8.571428571428571,8.571428571428571,1.88140869140625,1.8831699916294642,4.895417349679129,5.587523324148996,6.426486514863513,2.80114131939514,9.019338744027273,9.503334862845286,10.779260907854352,1.88140869140625,1.8831699916294642,4.895417349679129,5.587523324148996,6.426486514863513,2.80114131939514,9.019338744027273,9.503334862845286,10.779260907854352,1.7700000000000014,2.0200000000000005,2.099999999999999,2.854999999999985,3.2208333333333115,1.3320407797394267,4.109999999999961,5.009999999999944,6.999999999999899,5.150467173909419,5.156812006415566,40.71517567336559,48.27594929561019,53.98784620873918,27.396076571368248,78.54523278027773,80.65871823206544,90.76738996244967,1881403.68140525,1883164.9816284643,4895415.447178129,5587521.204147996,6426483.29402918,2801141.4838991817,9019335.864026275,9503331.313844284,10779254.737853352,1881403681405.25,1883164981628.464,4895415447178.129,5587521204147.996,6426483294029.18,2801141483899.181,9019335864026.273,9503331313844.283,10779254737853.352,168.0,187.7,201.0,269.5,304.5833333333333,124.94596054116978,388.5,475.3,657.0,1.0344827586206897,1.0392528735632185,1.044776119402985,1.058079321326304,1.0565780793363977,0.013533966775890586,1.0661791739858655,1.0726795305827044,1.0962566844919786,95.18716577540107,96.36602347086479,96.7214862762808,97.20752831445702,97.19880849207998,0.6803114599454108,97.76119402985074,98.07918739635159,98.39901477832512,0.01600985221674877,0.019208126036484245,0.022388059701492536,0.027924716855429715,0.028011915079200266,0.0068031145994541025,0.03278513723719203,0.03633976529135215,0.0481283422459893
28,10779254737853.352,8.571428571428571,10.779260907854352,10.779260907854352,6.169999999999918,0,1,90.76738996244967,580,10779254.737853352,"[0.0, 10.779260907854352, -6.169999999999918, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,159.71999999999883,4584.119999999988,15051,431240,7.585859399987385,249.39961840002798,5.535714285714285,7.041553996858144,7.041553996858144,7041550.669357143,3.3274999999999757,1.0620255956336238,96.93277882680383,0.030672211731961715,,,,,,,,0.0,0.0,2.857142857142857,5.714285714285714,5.535714285714285,3.0531710960076572,8.571428571428571,8.571428571428571,8.571428571428571,1.881457737513951,1.928534371512277,5.190986905779158,8.053381783621651,7.041553996858144,2.6658540325400217,9.395464488438197,9.69797216142927,10.779260907854352,1.881457737513951,1.928534371512277,5.190986905779158,8.053381783621651,7.041553996858144,2.6658540325400217,9.395464488438197,9.69797216142927,10.779260907854352,1.8000000000000014,2.0869999999999997,2.7374999999999874,2.9199999999999844,3.3274999999999757,1.202042532525344,3.5024999999999737,5.009999999999942,6.399999999999913,5.147388788958779,5.717552612808504,43.97740510851145,74.86896530911326,59.78610767742157,26.112342426314292,80.38939727842808,81.65914834067226,90.76738996244967,1881452.727512951,1928529.3615112768,5190984.900778158,8053378.993620651,7041550.669357143,2665854.3587896116,9395461.163437199,9697969.15142827,10779254.737853352,1881452727512.951,1928529361511.2769,5190984900778.158,8053378993620.651,7041550669357.144,2665854358789.6113,9395461163437.197,9697969151428.27,10779254737853.352,168.0,195.8,258.5,272.5,313.5625,113.82605630412573,328.0,480.20000000000005,604.0,1.0372670807453417,1.0416684221613652,1.0500727669637984,1.0626168907071887,1.0620255956336238,0.014814260682781393,1.0710666023166024,1.0786879868798689,1.098360655737705,95.26411657559198,96.06560065600657,96.50328556578557,96.92662672900838,96.93277882680383,0.7189707377735783,97.49636165181008,97.91657889193175,98.13664596273291,0.018633540372670808,0.020834211080682535,0.025036383481899217,0.03073373270991623,0.030672211731961715,0.007189707377735786,0.034967144342144346,0.03934399343993441,0.047358834244080154
29,10779254737853.352,8.571428571428571,10.779260907854352,10.779260907854352,6.169999999999918,0,1,90.76738996244967,580,10779254.737853352,"[0.0, 10.779260907854352, -6.169999999999918, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,153.55999999999892,4737.679999999987,14428,445668,8.980514100054279,258.5875270999968,5.416666666666667,7.015659184682936,7.015659184682936,7015655.985515269,3.199166666666644,1.063445341879114,96.8719645070018,0.03128035492998187,,,,,,,,0.0,2.0000000000000004,2.857142857142857,5.714285714285714,5.416666666666667,3.099241915939241,8.571428571428571,8.571428571428571,8.571428571428571,1.8816539219447543,3.2600054059709827,5.100346973964146,8.449416841779437,7.015659184682936,2.6728979172264773,9.334096227373395,9.756318501063756,10.779260907854352,1.8816539219447543,3.2600054059709827,5.100346973964146,8.449416841779437,7.015659184682936,2.6728979172264773,9.334096227373395,9.756318501063756,10.779260907854352,1.5500000000000012,1.9740000000000015,2.1224999999999996,2.9049999999999843,3.199166666666644,1.292679441659387,3.1974999999999785,5.012999999999944,7.1099999999999,5.152235554603976,22.3134837839345,43.094030167907476,75.96442038193345,59.07769333363012,25.735293156105595,80.12985271215439,82.38479805067182,90.76738996244967,1881648.9019437544,3260002.8179699825,5100344.991463146,8449414.026778437,7015655.985515269,2672897.8861459605,9334093.324872395,9756313.480062757,10779254.737853352,1881648901943.7544,3260002817969.9824,5100344991463.146,8449414026778.437,7015655985515.2705,2672897886145.9604,9334093324872.395,9756313480062.756,10779254737853.352,146.0,186.0,200.0,271.0,300.5833333333333,120.88559214765377,301.0,475.6,665.0,1.03125,1.0448471315699073,1.0507064450512196,1.0624674874284723,1.063445341879114,0.015660388072663785,1.0754875602256098,1.0817561381606327,1.1021505376344085,95.07168458781364,95.94663967473008,96.29369538077403,96.92154778774997,96.8719645070018,0.7355001838513608,97.46467774743903,97.75764342150464,98.4375,0.015625,0.022423565784953626,0.02535322252560978,0.030784522122500393,0.03128035492998187,0.0073550018385136135,0.037063046192259676,0.040533603252699196,0.049283154121863806
30,10779254737853.352,8.571428571428571,10.779260907854352,10.779260907854352,6.169999999999918,0,1,90.76738996244967,580,10779254.737853352,"[0.0, 10.779260907854352, -6.169999999999918, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,146.5199999999991,4884.199999999986,13706,459374,8.644134100002702,267.51027260004776,6.1309523809523805,7.560488099143619,7.560488099143619,7560485.046642619,3.052499999999981,1.068263555005418,96.69853856915363,0.033014614308463704,,,,,,,,0.0,2.857142857142857,2.857142857142857,7.142857142857142,6.1309523809523805,2.7348583351571767,8.571428571428571,8.571428571428571,8.571428571428571,1.883359636579241,5.069730486188616,5.364739554268973,8.610455649239675,7.560488099143619,2.2373805735541414,9.285546030317033,9.741002764020648,10.779260907854352,1.883359636579241,5.069730486188616,5.364739554268973,8.610455649239675,7.560488099143619,2.2373805735541414,9.285546030317033,9.741002764020648,10.779260907854352,1.6400000000000012,2.0370000000000004,2.5249999999999906,2.879999999999985,3.052499999999981,1.0432471343518233,2.9849999999999826,5.009999999999942,6.169999999999918,5.150494361892925,42.68181366622448,46.05328586511314,76.8588653318584,65.1111653367296,20.819227423276477,80.15362336672843,82.50251258760692,90.76738996244967,1883354.6265782411,5069728.031187616,5364736.696767973,8610452.804238677,7560485.046642619,2237380.36386232,9285543.002816033,9740999.801019648,10779254.737853352,1883354626578.2412,5069728031187.615,5364736696767.974,8610452804238.676,7560485046642.618,2237380363862.32,9285543002816.033,9740999801019.648,10779254737853.352,157.0,195.4,238.25,268.5,285.5416666666667,96.96411671621391,280.25,465.20000000000005,580.0,1.0357142857142858,1.0454858879214632,1.0512045966818166,1.0708055732682484,1.068263555005418,0.016708879264891046,1.0813078703703705,1.0868738907513311,1.1068702290076335,94.94274809160305,95.8740938367424,96.03841735771688,96.6639849242589,96.69853856915363,0.7701057463927283,97.43977016590918,97.72570560392684,98.21428571428571,0.017857142857142856,0.022742943960731607,0.02560229834090825,0.03336015075741103,0.033014614308463704,0.007701057463927286,0.0396158264228312,0.04125906163257606,0.05057251908396947
31,13534024269089.4,11.428571428571429,13.534033639090401,13.534033639090401,9.36999999999985,0,1,123.67919185757637,876,13534024.2690894,"[0.0, 13.534033639090401, -9.36999999999985, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,159.18999999999886,5043.389999999985,14895,474269,9.741636400052812,277.66735719999997,6.607142857142857,8.1058558963594,8.1058558963594,8105852.579900066,3.3164583333333097,1.0696758060200706,96.6162171873989,0.033837828126010945,,,,,,,,0.0,2.857142857142857,5.0,8.571428571428571,6.607142857142857,2.7452029899048105,8.571428571428571,8.571428571428571,11.428571428571429,1.8817574637276786,5.13627188546317,5.706283024379186,9.163375582013812,8.1058558963594,2.3605136460111793,9.551404544285365,9.97461237226214,13.534033639090401,1.8817574637276786,5.13627188546317,5.706283024379186,9.163375582013812,8.1058558963594,2.3605136460111793,9.551404544285365,9.97461237226214,13.534033639090401,1.5800000000000012,2.1109999999999993,2.824999999999986,2.9349999999999827,3.3164583333333097,1.3242190931251339,3.2474999999999783,5.009999999999942,9.36999999999985,5.154567919445981,43.47348237931728,49.80415424704552,79.4682604521513,69.9241180889782,21.96235889943671,81.11166499741375,84.31389014869929,123.67919185757637,1881752.4537266786,5136269.77846217,5706280.781878185,9163371.82701281,8105852.579900066,2360513.0925374604,9551401.604284365,9974607.98026114,13534024.2690894,1881752453726.6787,5136269778462.17,5706280781878.186,9163371827012.812,8105852579900.065,2360513092537.4604,9551401604284.365,9974607980261.139,13534024269089.4,146.0,199.7,260.75,276.0,310.3125,124.47358425418356,308.5,463.90000000000003,876.0,1.0327868852459017,1.0481582125603865,1.0577718676122931,1.068716318735939,1.0696758060200706,0.018758100242225458,1.0768820890713677,1.0920601237842618,1.1231527093596059,94.21182266009852,95.67506631299734,96.19132790563579,96.69808020597208,96.6162171873989,0.9064626940101752,97.25233093139882,97.59208937198068,98.36065573770492,0.01639344262295082,0.024079106280193236,0.027476690686011978,0.0330191979402793,0.033837828126010945,0.009064626940101754,0.0380867209436422,0.04324933687002653,0.05788177339901478
32,13534024269089.4,11.428571428571429,13.534033639090401,13.534033639090401,9.36999999999985,0,1,123.67919185757637,876,13534024.2690894,"[0.0, 13.534033639090401, -9.36999999999985, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,158.07999999999885,5201.469999999984,14851,489120,7.079519100021571,284.9488276000484,6.488095238095238,7.879410811832972,7.879410811832972,7879407.51849864,3.2933333333333095,1.0638225734311695,96.8969819005011,0.031030180994988776,,,,,,,,0.0,2.857142857142857,2.857142857142857,8.571428571428571,6.488095238095238,2.781106282434206,8.571428571428571,8.571428571428571,11.428571428571429,1.8832615443638394,4.532959529331753,5.344183785574777,8.699662344796316,7.879410811832972,2.389447038372481,9.497323036193848,9.881953920636859,13.534033639090401,1.8832615443638394,4.532959529331753,5.344183785574777,8.699662344796316,7.879410811832972,2.389447038372481,9.497323036193848,9.881953920636859,13.534033639090401,1.7000000000000013,1.9510000000000016,2.724999999999988,2.8949999999999854,3.2933333333333095,1.555974150028033,3.017499999999981,5.609999999999935,9.36999999999985,5.1523553261649795,36.904056902974844,45.692758018150926,77.49881653487682,68.21570853000821,22.259341749379207,81.02720473706722,83.19165293872356,123.67919185757637,1883256.5343628393,4532957.7433307525,5344181.738073777,8699659.489795316,7879407.51849864,2389446.393548312,9497320.078692848,9881950.941635858,13534024.2690894,1883256534362.8394,4532957743330.753,5344181738073.777,8699659489795.316,7879407518498.641,2389446393548.312,9497320078692.848,9881950941635.857,13534024269089.4,159.0,183.1,255.0,273.5,309.3958333333333,145.03444125208867,285.5,521.9000000000003,876.0,1.0179640718562875,1.043470661672909,1.05807679684936,1.064241565201227,1.0638225734311695,0.016997720708823917,1.0715720713134278,1.0783702213279678,1.124223602484472,94.4616977225673,96.08148893360162,96.5720028487095,96.88640510948906,96.8969819005011,0.8122704604572331,97.096160157532,97.9747191011236,99.10179640718563,0.008982035928143712,0.020252808988764043,0.029038398424680013,0.03113594890510949,0.031030180994988776,0.008122704604572331,0.034279971512904996,0.039185110663983905,0.05538302277432713
33,13534024269089.4,11.428571428571429,13.534033639090401,13.534033639090401,9.36999999999985,0,1,123.67919185757637,876,13534024.2690894,"[0.0, 13.534033639090401, -9.36999999999985, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,160.7299999999988,5362.1999999999825,15082,504202,6.437346199993044,291.54831240000203,5.9523809523809526,7.579462641761417,7.579462641761417,7579459.2932187505,3.3485416666666414,1.0643970840127497,96.86212120211553,0.0313787879788447,,,,,,,,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.9523809523809526,2.847204938833666,8.571428571428571,8.571428571428571,11.428571428571429,1.8828528267996654,4.3828054155622205,5.096965517316546,8.523308890206472,7.579462641761417,2.5673173183388225,9.569764137268066,10.104714802333287,13.534033639090401,1.8828528267996654,4.3828054155622205,5.096965517316546,8.523308890206472,7.579462641761417,2.5673173183388225,9.569764137268066,10.104714802333287,13.534033639090401,1.6700000000000013,1.9490000000000016,2.4049999999999936,2.9099999999999846,3.3485416666666414,1.5415981826004883,3.5524999999999713,5.718999999999928,9.36999999999985,5.151186069648247,35.29342500343919,43.003715332597494,77.48882894217968,64.99713915927896,23.821124063969243,81.51757251471281,85.37151480838658,123.67919185757637,1882847.8167986653,4382803.495561221,5096963.547315545,8523305.530205473,7579459.2932187505,2567316.752404426,9569759.884767067,10104711.740332287,13534024.2690894,1882847816798.6653,4382803495561.2207,5096963547315.546,8523305530205.473,7579459293218.75,2567316752404.4263,9569759884767.066,10104711740332.287,13534024269089.4,159.0,181.0,228.5,275.5,314.2083333333333,143.45948300439704,337.25,531.8000000000001,876.0,1.028268551236749,1.0474102680599726,1.055250463022785,1.0659825870646766,1.0643970840127497,0.014481307554674364,1.0731112014509976,1.0810005081587712,1.0972222222222223,95.51504629629629,96.11922031541356,96.45149088062439,96.78422366729397,96.86212120211553,0.6780136977004275,97.27814203563355,97.62948659700136,98.58657243816255,0.014134275618374558,0.02370513402998637,0.02721857964366441,0.032157763327060315,0.0313787879788447,0.00678013697700427,0.03548509119375606,0.03880779684586455,0.04484953703703704
34,13534024269089.4,11.428571428571429,13.534033639090401,13.534033639090401,9.36999999999985,0,1,123.67919185757637,876,13534024.2690894,"[0.0, 13.534033639090401, -9.36999999999985, -1.0]",0.1,0.25,immediate,1,0,1.0,1.0,2,46,48,0,0,48,0,48,0,48,0,159.90999999999883,5522.1099999999815,15035,519237,6.729956399998628,298.47247630002676,5.714285714285714,7.318658601670038,7.318658601670038,7318655.270210703,3.331458333333309,1.0628733256871943,96.90898537419457,0.030910146258054216,,,,,,,,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,3.1943828249996993,8.571428571428571,8.571428571428571,11.428571428571429,1.8820026942661832,4.122450147356306,5.346032551356725,8.067124230521067,7.318658601670038,2.8326805907601886,9.53502586909703,10.048935753958567,13.534033639090401,1.8820026942661832,4.122450147356306,5.346032551356725,8.067124230521067,7.318658601670038,2.8326805907601886,9.53502586909703,10.048935753958567,13.534033639090401,1.8000000000000014,2.078,2.612499999999989,2.919999999999983,3.331458333333309,1.5167852374667712,3.1574999999999793,5.009999999999944,9.36999999999985,5.15051397489151,31.670010188665767,45.69017753191292,75.4078307710588,62.521491557576155,27.082531790906874,81.46747044846416,85.18585198670625,123.67919185757637,1881997.684265183,4122447.1743553067,5346030.503855724,8067121.425520066,7318655.270210703,2832680.2427472346,9535022.936596029,10048932.719957568,13534024.2690894,1881997684265.183,4122447174355.3066,5346030503855.725,8067121425520.066,7318655270210.704,2832680242747.2344,9535022936596.03,10048932719957.566,13534024269089.4,163.0,197.8,245.5,275.5,313.2291666666667,141.41181580513543,302.0,467.6,876.0,1.0353356890459364,1.0477434620174346,1.0511888111888112,1.060954371299199,1.0628733256871943,0.014488751231608641,1.070701284796574,1.0809419713831478,1.1042944785276074,94.78527607361963,96.10598205964585,96.53353658536585,96.95228143504005,96.90898537419457,0.6948549253448132,97.44055944055944,97.64873323397914,98.23321554770318,0.0176678445229682,0.023512667660208646,0.025594405594405595,0.03047718564959944,0.030910146258054216,0.006948549253448134,0.034664634146341466,0.03894017940354148,0.05214723926380368
