generation,rank,original_index,cached,evaluation_context,mirrored,evaluate_both_mirrors,is_elite,is_parent,fitness,ranking_key,ranking_progress,progress,dense_progress,time,finished,crashes,timeout,distance,reward,steps,physics_tick_mean,physics_hz_mean,physics_delay_norm_mean,terminated,truncated,front_rank,crowding,front0,priority_score,obj_finished,obj_progress
1,40,14,0,,0,0,0,0,327933.0339332381,"[0.0, 0.0038804735456194196]",0.38804735456194195,0.0,0.38804735456194195,5.009999999999938,0,1,0,14.320628704415867,0.32793303393323814,501,1.0,100.0,0.0,1,0,35,inf,0,0.00038804735456194196,0.0,0.0038804735456194196
1,41,2,0,,0,0,0,0,-300293.6015272168,"[0.0, 0.0]",0.0,0.0,0.0,30.00000000000189,0,0,1,293.60152719786856,-0.3002936015272168,3000,1.0,100.0,0.0,0,1,36,inf,0,0.0,0.0,0.0
1,42,39,0,,0,0,0,0,-300293.6007135632,"[0.0, 0.0]",0.0,0.0,0.0,30.00000000000189,0,0,1,293.6007135442924,-0.3002936007135632,3000,1.0,100.0,0.0,0,1,36,inf,0,0.0,0.0,0.0
1,43,8,0,,0,0,0,0,-300293.6010072794,"[0.0, 0.0]",0.0,0.0,0.0,30.00000000000189,0,0,1,293.6010072604986,-0.3002936010072794,3000,1.0,100.0,0.0,0,1,36,0.0,0,0.0,0.0,0.0
1,44,10,0,,0,0,0,0,-300293.5998164061,"[0.0, 0.0]",0.0,0.0,0.0,30.00000000000189,0,0,1,293.59981638717,-0.3002935998164061,3000,1.0,100.0,0.0,0,1,36,0.0,0,0.0,0.0,0.0
1,45,17,0,,0,0,0,0,-300293.6000441,"[0.0, 0.0]",0.0,0.0,0.0,30.00000000000189,0,0,1,293.600044081104,-0.3002936000441,3000,1.0,100.0,0.0,0,1,36,0.0,0,0.0,0.0,0.0
1,46,18,0,,0,0,0,0,-300293.6001819828,"[0.0, 0.0]",0.0,0.0,0.0,30.00000000000189,0,0,1,293.6001819638768,-0.3002936001819828,3000,1.0,100.0,0.0,0,1,36,0.0,0,0.0,0.0,0.0
1,47,20,0,,0,0,0,0,-60123.548793092836,"[0.0, 0.0]",0.0,0.0,0.0,5.009999999999938,0,1,0,23.548793093461427,-0.06012354879309283,501,1.0,100.0,0.0,1,0,36,0.0,0,0.0,0.0,0.0
1,48,36,0,,0,0,0,0,-300293.60058739554,"[0.0, 0.0]",0.0,0.0,0.0,30.00000000000189,0,0,1,293.6005873766262,-0.30029360058739557,3000,1.0,100.0,0.0,0,1,36,0.0,0,0.0,0.0,0.0
2,1,16,0,,0,0,1,1,8028979.083922934,"[0.0, 0.08066953931535993]",8.066953931535993,5.714285714285714,8.066953931535993,2.7899999999999845,0,1,0,74.84761305898428,8.028979083922934,279,1.0,100.0,0.0,1,0,0,inf,1,0.008066953931535994,0.0,0.08066953931535993
2,2,0,0,,0,0,1,1,8003499.246271021,"[0.0, 0.08041373661586217]",8.041373661586217,5.714285714285714,8.041373661586217,2.7799999999999847,0,1,0,74.41531519591808,8.003499246271021,278,1.0,100.0,0.0,1,0,1,inf,0,0.008041373661586217,0.0,0.08041373661586217
2,3,1,0,,0,0,1,1,7641501.274406703,"[0.0, 0.07679574148995535]",7.679574148995536,5.714285714285714,7.679574148995536,2.7999999999999843,0,1,0,72.87458883225918,7.6415012744067035,280,1.0,100.0,0.0,1,0,2,inf,0,0.007679574148995536,0.0,0.07679574148995535
2,4,2,0,,0,0,1,1,7511030.56807044,"[0.0, 0.07549002511160714]",7.549002511160714,5.714285714285714,7.549002511160714,2.7899999999999845,0,1,0,71.94309027493,7.5110305680704395,279,1.0,100.0,0.0,1,0,3,inf,0,0.007549002511160714,0.0,0.07549002511160714
2,5,3,0,,0,0,0,1,7386466.12040056,"[0.0, 0.07423537118094307]",7.423537118094307,5.714285714285714,7.423537118094307,2.6999999999999864,0,1,0,70.99769374728203,7.38646612040056,270,1.0,100.0,0.0,1,0,4,inf,0,0.007423537118094308,0.0,0.07423537118094307
