generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finished,best_obj_progress,mean_obj_finished,mean_obj_progress
39,0.01078692844935826,8.571428571428571,10.786928449358259,10.786928449358259,6.989999999999895,0,1,93.1771328561008,699,10.706935272225405,"[0.0, 0.10786928449358259]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,174.2299999999984,6905.539999999973,17423,690554,3.078231899999082,120.99221029999899,5.714285714285714,7.2642576694488525,7.2642576694488525,7.217895089454018,3.6297916666666334,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,2.608202654786505,8.571428571428571,8.571428571428571,8.571428571428571,1.8836866106305805,4.59429931640625,5.477759497506278,7.8301239013671875,7.2642576694488525,2.282725307081084,9.051526614597865,10.153710229056225,10.786928449358259,1.8836866106305805,4.59429931640625,5.477759497506278,7.8301239013671875,7.2642576694488525,2.282725307081084,9.051526614597865,10.153710229056225,10.786928449358259,1.7000000000000013,2.167999999999998,2.6474999999999875,2.8949999999999823,3.6297916666666334,1.754101728311035,4.767499999999943,5.95499999999992,10.949999999999811,5.1345059377053985,37.434730761498216,47.101642640307546,74.1522441022098,64.66332816711913,22.607530440236765,78.8991997782141,88.02936373688281,107.37915074892226,1.8235814761246434,4.562581897636906,5.444037395863637,7.782199826674722,7.217895089454018,2.279916544639527,8.991471616445779,10.11183515345707,10.706935272225405,1823581.4761246433,4562581.897636906,5444037.395863637,7782199.826674722,7217895.0894540185,2279916.544639527,8991471.61644578,10111835.153457072,10706935.272225404,170.0,216.8,264.75,289.5,362.9791666666667,175.41017283110716,476.75,595.5000000000002,1095.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.01078692844935826,10706935.272225404,0.0,0.10786928449358259,0.0,0.07264257669448852
40,0.01078692844935826,8.571428571428571,10.786928449358259,10.786928449358259,6.989999999999895,0,1,93.1771328561008,699,10.706935272225405,"[0.0, 0.10786928449358259]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,186.99999999999812,7092.539999999971,18700,709254,3.093375800002832,124.15097269997932,5.357142857142857,6.8665892737252365,6.8665892737252365,6.817569752608076,3.8958333333332944,1.0,100.0,0.0,0.0,2.0000000000000004,2.857142857142857,5.714285714285714,5.357142857142857,2.894106138367433,8.571428571428571,8.571428571428571,8.571428571428571,0.23164476667131695,2.8845176696777344,4.945372172764369,7.373801640101842,6.8665892737252365,2.709655671641801,9.011017254420688,9.780374799455918,10.786928449358259,0.23164476667131695,2.8845176696777344,4.945372172764369,7.373801640101842,6.8665892737252365,2.709655671641801,9.011017254420688,9.780374799455918,10.786928449358259,1.9200000000000015,2.403999999999993,2.764999999999985,3.084999999999978,3.8958333333332944,1.5789419365159643,5.009999999999938,6.421999999999907,8.039999999999873,5.134576001728419,25.257799971060013,42.7764107738476,72.41965489462018,61.18778382777297,24.303203143119454,78.83740710839629,83.89685177728535,93.1771328561008,0.17152623081174223,2.813981843646629,4.9152058802613325,7.3362306080359545,6.817569752608076,2.7111905422899514,8.966963861945725,9.739652103524072,10.706935272225405,171526.23081174222,2813981.8436466292,4915205.880261333,7336230.608035954,6817569.752608077,2711190.5422899514,8966963.861945726,9739652.103524072,10706935.272225404,192.0,240.4,276.5,308.5,389.5833333333333,157.89419365159975,501.0,642.2,804.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.01078692844935826,10706935.272225404,0.0,0.10786928449358259,0.0,0.06866589273725236
41,0.01078692844935826,8.571428571428571,10.786928449358259,10.786928449358259,6.989999999999895,0,1,93.1771328561008,699,10.706935272225405,"[0.0, 0.10786928449358259]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,183.5999999999982,7276.139999999969,18360,727614,3.039079000009224,127.25697210000362,5.714285714285714,7.264394646599179,7.264394646599179,7.216080620588509,3.8249999999999624,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,2.735506022160966,8.571428571428571,8.571428571428571,8.571428571428571,1.8824332101004464,3.683391571044922,5.362819944109235,7.879942485264369,7.264394646599179,2.4123026438847153,9.163938249860491,9.719200134277344,10.786928449358259,1.8824332101004464,3.683391571044922,5.362819944109235,7.879942485264369,7.264394646599179,2.4123026438847153,9.163938249860491,9.719200134277344,10.786928449358259,1.5500000000000012,2.1339999999999986,2.7799999999999847,3.0199999999999796,3.8249999999999624,1.6660419662581183,4.88249999999994,6.34699999999991,9.189999999999849,5.135161092519411,34.93626164086163,48.44739495776594,74.27657159417868,64.0260106702749,21.307956230001157,78.92197372205555,82.71053416579963,93.1771328561008,1.8223280749393544,3.6404849370002546,5.331124267711687,7.832268208692775,7.216080620588509,2.413106689423688,9.124884057024492,9.67569827636131,10.706935272225405,1822328.0749393546,3640484.9370002546,5331124.267711686,7832268.208692775,7216080.620588508,2413106.6894236878,9124884.057024492,9675698.27636131,10706935.272225404,155.0,213.4,278.0,302.0,382.5,166.60419662581532,488.25,634.7,919.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.01078692844935826,10706935.272225404,0.0,0.10786928449358259,0.0,0.0726439464659918
42,0.01078692844935826,8.571428571428571,10.786928449358259,10.786928449358259,6.989999999999895,0,1,93.1771328561008,699,10.706935272225405,"[0.0, 0.10786928449358259]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,182.69999999999823,7458.839999999967,18270,745884,3.0491225000005215,130.37173909996636,5.654761904761905,7.166514226368496,7.166514226368496,7.118389958357896,3.806249999999963,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.654761904761905,3.0016765912197543,8.571428571428571,8.571428571428571,8.571428571428571,1.8813977922712055,3.0542989458356584,5.070770808628628,8.32892826625279,7.166514226368496,2.6907294973848055,9.456699916294642,10.18631444658552,10.786928449358259,1.8813977922712055,3.0542989458356584,5.070770808628628,8.32892826625279,7.166514226368496,2.6907294973848055,9.456699916294642,10.18631444658552,10.786928449358259,1.6500000000000012,1.9840000000000015,2.809999999999984,3.054999999999979,3.806249999999963,1.8934422192134222,5.009999999999938,6.1299999999999155,11.799999999999793,5.1355373777405475,28.102325399836992,42.89450013637543,77.03712403965983,61.7680106005605,24.701592057190567,80.44494910910726,85.98378536701203,93.1771328561008,1.8212926555660072,2.9866205091675435,5.041128170988209,8.290001984864364,7.118389958357896,2.6918355905778615,9.417144407527658,10.139558462800151,10.706935272225405,1821292.6555660071,2986620.5091675436,5041128.17098821,8290001.984864365,7118389.958357896,2691835.5905778613,9417144.40752766,10139558.462800153,10706935.272225404,165.0,198.4,281.0,305.5,380.625,189.3442219213462,501.0,613.0000000000002,1180.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.01078692844935826,10706935.272225404,0.0,0.10786928449358259,0.0,0.07166514226368496
43,0.012857142857142857,11.428571428571429,12.857142857142856,12.857142857142856,11.979999999999789,0,1,121.96478188753827,1198,12.72722089236097,"[0.0, 0.12857142857142856]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,220.7499999999999,7679.589999999967,22075,767959,4.638615200005006,135.07667350000702,5.1190476190476195,6.799001580192929,6.799001580192929,6.743155542654693,4.598958333333331,1.0,100.0,0.0,0.0,0.0,2.857142857142857,5.714285714285714,5.1190476190476195,3.348181216767913,8.571428571428571,8.571428571428571,11.428571428571429,1.8827165876116072,2.8447205679757257,4.663312094552176,7.124903542654855,6.799001580192929,3.042134054725127,9.238959721156528,10.57771464756557,12.857142857142856,1.8827165876116072,2.8447205679757257,4.663312094552176,7.124903542654855,6.799001580192929,3.042134054725127,9.238959721156528,10.57771464756557,12.857142857142856,1.6900000000000013,1.9500000000000015,2.6874999999999867,3.149999999999977,4.598958333333331,4.294222009273904,5.044999999999937,6.481999999999907,30.00000000000189,5.135170155510423,18.436446582152712,42.01857967488468,68.24481520429254,64.78753823615882,43.377307087831475,80.4240558668971,89.57401366755367,291.24328973097727,1.822611448471055,2.7123479948733484,4.634973803814104,7.083888023096619,6.743155542654693,3.0413382999964558,9.199930278240462,10.501845541871353,12.72722089236097,1822611.448471055,2712347.9948733486,4634973.803814104,7083888.023096619,6743155.542654693,3041338.2999964557,9199930.278240463,10501845.541871352,12727220.89236097,169.0,195.0,268.75,315.0,459.8958333333333,429.42220092736886,504.5,648.2,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.012857142857142857,12727220.89236097,0.0,0.12857142857142856,0.0,0.0679900158019293
44,0.012857142857142857,11.428571428571429,12.857142857142856,12.857142857142856,11.979999999999789,0,1,121.96478188753827,1198,12.72722089236097,"[0.0, 0.12857142857142856]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,201.61999999999784,7881.2099999999655,20162,788121,3.3158203999628313,138.45680569997057,5.178571428571428,6.930164382571266,6.930164382571266,6.878099264711857,4.200416666666622,1.0,100.0,0.0,0.0,0.0,2.857142857142857,5.714285714285714,5.178571428571428,3.176028945703357,8.571428571428571,8.571428571428571,11.428571428571429,1.881697518484933,2.8034635271344865,5.130607060023717,7.255419322422572,6.930164382571266,2.8843476216151567,9.229341915675572,10.33789362226214,12.857142857142856,1.881697518484933,2.8034635271344865,5.130607060023717,7.255419322422572,6.930164382571266,2.8843476216151567,9.229341915675572,10.33789362226214,12.857142857142856,1.7700000000000014,2.062,2.679999999999987,3.3649999999999722,4.200416666666622,2.260941874467808,5.0374999999999375,6.114999999999919,11.979999999999789,5.134443223359995,18.617780117353686,43.93673919700086,71.18343023932539,60.951192742335934,28.239391598589535,81.6282709069983,87.00468397811056,122.9271024055779,1.8215923827827418,2.742557015281378,5.099713663247878,7.217749006770165,6.878099264711857,2.876872069790998,9.187362836337087,10.27509661757816,12.72722089236097,1821592.382782742,2742557.0152813783,5099713.663247879,7217749.006770166,6878099.264711857,2876872.069790998,9187362.836337088,10275096.617578162,12727220.89236097,177.0,206.2,268.0,336.5,420.0416666666667,226.09418744678558,503.75,611.5000000000006,1198.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.012857142857142857,12727220.89236097,0.0,0.12857142857142856,0.0,0.06930164382571265
45,0.013752882821219309,11.428571428571429,13.752882821219309,13.752882821219309,8.299999999999867,0,1,122.17726453393698,830,13.659760643954776,"[0.0, 0.1375288282121931]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,214.4299999999975,8095.639999999963,21443,809564,3.6178860000218265,142.14267520001158,5.416666666666667,7.131976173037574,7.131976173037574,7.077239351766912,4.467291666666615,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.416666666666667,3.099241915939241,8.571428571428571,8.571428571428571,11.428571428571429,1.0548509870256695,3.608549935477121,4.7425719669887,7.300543103899274,7.131976173037574,2.9487555495635434,9.29760660443987,10.769394193376813,13.752882821219309,1.0548509870256695,3.608549935477121,4.7425719669887,7.300543103899274,7.131976173037574,2.9487555495635434,9.29760660443987,10.769394193376813,13.752882821219309,1.7500000000000013,1.8400000000000014,2.1799999999999975,3.424999999999971,4.467291666666615,2.75833489897986,5.7649999999999215,8.285999999999868,11.979999999999789,7.0047538132130285,35.63986470028758,41.73553314432502,70.2471348233521,63.90460399603262,26.769203849871403,78.83645983599126,91.77278738468887,122.9271024055779,0.9947439822718569,3.549483559309641,4.711582824761516,7.2512728567644515,7.077239351766912,2.934065166059462,9.23600197713697,10.70529307962439,13.659760643954776,994743.9822718569,3549483.5593096414,4711582.8247615155,7251272.856764451,7077239.351766911,2934065.1660594624,9236001.97713697,10705293.07962439,13659760.643954776,175.0,184.0,218.0,342.5,446.7291666666667,275.8334898979918,576.5,828.6,1198.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.013752882821219309,13659760.643954776,0.0,0.1375288282121931,0.0,0.07131976173037574
46,0.01377437046595982,11.428571428571429,13.774370465959821,13.774370465959821,7.019999999999895,0,1,122.91829298436642,702,13.694047547666838,"[0.0, 0.1377437046595982]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,257.4099999999976,8353.049999999961,25741,835305,4.184244100004435,146.39283909997903,5.2976190476190474,6.818471919922601,6.818471919922601,6.7547820347574214,5.362708333333283,1.0,100.0,0.0,0.0,0.0,2.857142857142857,5.714285714285714,5.2976190476190474,3.547039741771329,8.571428571428571,11.428571428571429,11.428571428571429,1.3038417271205356,2.7987164088657925,3.3139801025390625,7.12519781930106,6.818471919922601,3.542838239197936,9.524961880275182,12.238930021013536,13.774370465959821,1.3038417271205356,2.7987164088657925,3.3139801025390625,7.12519781930106,6.818471919922601,3.542838239197936,9.524961880275182,12.238930021013536,13.774370465959821,1.7300000000000013,2.5279999999999903,3.322499999999973,5.009999999999938,5.362708333333283,3.2784153562756617,5.744999999999922,8.461999999999867,21.400000000000546,4.976886644944898,18.43471593625436,27.6282013250584,66.67832773923874,62.8018318482547,39.75578239991086,82.42219789139926,120.42336182958098,203.51178212603554,1.2390133814122295,2.735136202504226,3.2503836141487152,7.069231922771241,6.7547820347574214,3.5352743212147844,9.464628191312428,12.115329728950275,13.694047547666838,1239013.3814122295,2735136.202504226,3250383.614148715,7069231.922771241,6754782.03475742,3535274.3212147844,9464628.191312429,12115329.728950275,13694047.547666838,173.0,252.8,332.25,501.0,536.2708333333334,327.8415356275633,574.5,846.2000000000003,2140.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.01377437046595982,13694047.547666838,0.0,0.1377437046595982,0.0,0.06818471919922602
47,0.013972206115722658,11.428571428571429,13.972206115722658,13.972206115722658,5.729999999999922,0,1,122.75741931796074,573,13.904783358303341,"[0.0, 0.13972206115722657]",0.2,0.2,0,48,48,0,0,48,0,47,1,47,1,249.56999999999928,8602.61999999996,24957,860262,4.202561299956869,150.66145929996856,5.654761904761905,7.264874208541144,7.264874208541144,7.20301953510574,5.199374999999985,1.0,100.0,0.0,0.0,0.0,2.857142857142857,5.714285714285714,5.654761904761905,3.474375749407735,8.571428571428571,11.428571428571429,11.428571428571429,1.8820735386439733,2.8230247497558594,4.549944741385324,7.383978707449776,7.264874208541144,3.518636125993789,9.40849508558001,12.964964185442245,13.972206115722658,1.8820735386439733,2.8230247497558594,4.549944741385324,7.383978707449776,7.264874208541144,3.518636125993789,9.40849508558001,12.964964185442245,13.972206115722658,1.7000000000000013,2.390999999999993,2.9399999999999813,4.87999999999994,5.199374999999985,4.147690324270063,5.714999999999923,7.685999999999884,30.00000000000189,5.135096192687342,18.43463560562959,44.07057854346931,72.41846410930157,69.25676873831253,46.3561531876623,82.44980251975358,122.02852668145788,288.5153174987063,1.821968402982969,2.6279089047796553,4.521707691095575,7.343264191510279,7.20301953510574,3.5172780540368036,9.362863386013636,12.844462881268955,13.904783358303341,1821968.402982969,2627908.904779655,4521707.691095576,7343264.191510279,7203019.535105739,3517278.0540368035,9362863.386013636,12844462.881268956,13904783.35830334,170.0,239.1,294.0,488.0,519.9375,414.7690324269842,571.5,768.6000000000003,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.013972206115722658,13904783.35830334,0.0,0.13972206115722657,0.0,0.07264874208541143
48,0.014506541660853795,14.285714285714285,14.506541660853795,14.506541660853795,5.659999999999924,0,1,124.12298309803009,566,14.439817537870697,"[0.0, 0.14506541660853794]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,211.4599999999976,8814.079999999958,21146,881408,3.514548900013324,154.2418570999871,6.369047619047618,7.917068004608154,7.917068004608154,7.862945006218051,4.405416666666617,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.369047619047618,3.5590061735420826,8.571428571428571,11.428571428571429,14.285714285714285,1.6383252825055803,3.073988233293806,5.313576289585659,8.106374740600586,7.917068004608154,3.426208109057401,9.712341172354561,13.58965356009347,14.506541660853795,1.6383252825055803,3.073988233293806,5.313576289585659,8.106374740600586,7.917068004608154,3.426208109057401,9.712341172354561,13.58965356009347,14.506541660853795,1.8000000000000014,2.0420000000000003,2.947499999999981,4.059999999999958,4.405416666666617,2.0451782301441064,5.672499999999923,6.949999999999896,11.299999999999804,5.252057186633465,25.988167696320307,45.30497971735895,76.01597759127617,68.8317234365774,31.737604003748288,82.82819583266973,121.79312951117754,124.88131057471037,1.5782169741526848,3.0068697985881707,5.279255984605941,8.052948724622995,7.862945006218051,3.4167230732509846,9.65910834415873,13.49518095575015,14.439817537870697,1578216.974152685,3006869.7985881707,5279255.984605942,8052948.724622995,7862945.006218051,3416723.073250985,9659108.34415873,13495180.95575015,14439817.537870698,180.0,204.2,294.75,406.0,440.5416666666667,204.51782301441494,567.25,695.0,1130.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.014506541660853795,14439817.537870698,0.0,0.14506541660853794,0.0,0.07917068004608153
49,0.014506541660853795,14.285714285714285,14.506541660853795,14.506541660853795,5.659999999999924,0,1,124.12298309803009,566,14.439817537870697,"[0.0, 0.14506541660853794]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,205.16999999999774,9019.249999999956,20517,901925,3.3882783000008203,157.69651509996038,5.178571428571428,6.796245234353202,6.796245234353202,6.743443372494167,4.274374999999953,1.0,100.0,0.0,0.0,0.0,2.857142857142857,5.714285714285714,5.178571428571428,3.5310214166580693,8.571428571428571,9.428571428571441,14.285714285714285,1.8835176740373882,2.7975055149623325,4.248835699898856,6.066567557198661,6.796245234353202,3.510587105045149,9.37683037349156,11.525433131626684,14.506541660853795,1.8835176740373882,2.7975055149623325,4.248835699898856,6.066567557198661,6.796245234353202,3.510587105045149,9.37683037349156,11.525433131626684,14.506541660853795,1.7800000000000014,2.204999999999997,2.8249999999999837,4.249999999999954,4.274374999999953,1.785230968075242,5.517499999999927,6.683999999999904,8.549999999999862,5.134400107897818,17.86413111750153,38.60041957316025,53.20792476832867,58.111859035610145,32.971922065517006,81.35486547276378,101.28315733075152,124.12298309803009,1.823412538696091,2.7359996413412104,4.214001738430304,6.030114349273893,6.743443372494167,3.5057529071329756,9.334773915872706,11.439771848469356,14.439817537870697,1823412.5386960912,2735999.641341211,4214001.738430304,6030114.349273892,6743443.372494166,3505752.9071329758,9334773.915872704,11439771.848469356,14439817.537870698,178.0,220.5,282.5,425.0,427.4375,178.52309680752796,551.75,668.4000000000002,855.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.014506541660853795,14439817.537870698,0.0,0.14506541660853794,0.0,0.06796245234353201
50,0.014506541660853795,14.285714285714285,14.506541660853795,14.506541660853795,5.659999999999924,0,1,124.12298309803009,566,14.439817537870697,"[0.0, 0.14506541660853794]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,178.28999999999832,9197.539999999955,17829,919754,2.9990045000449754,160.76470920001157,6.25,7.882871060144333,7.882871060144333,7.8356581759092165,3.714374999999965,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.25,3.5310214166580693,8.571428571428571,11.428571428571429,14.285714285714285,1.8823514665876118,4.436680930001395,5.126728330339704,7.916019984654018,7.882871060144333,3.345386915518451,9.697911398751394,13.703642163957868,14.506541660853795,1.8823514665876118,4.436680930001395,5.126728330339704,7.916019984654018,7.882871060144333,3.345386915518451,9.697911398751394,13.703642163957868,14.506541660853795,1.7400000000000013,1.9970000000000014,2.2199999999999966,2.9849999999999803,3.714374999999965,1.961995058448119,4.912499999999939,5.807999999999922,11.639999999999796,5.134599896671716,35.93842325732112,43.41160846687853,74.6542102061212,69.13423511797767,32.56457824167103,83.84470058977604,122.80568141788244,134.24148522876203,1.8222463314514374,4.407424991578137,5.096859919092034,7.877257696959948,7.8356581759092165,3.332889106280101,9.656252692016205,13.628502996046512,14.439817537870697,1822246.3314514374,4407424.9915781375,5096859.919092034,7877257.696959946,7835658.1759092165,3332889.106280101,9656252.692016205,13628502.996046511,14439817.537870698,174.0,199.7,222.0,298.5,371.4375,196.19950584481603,491.25,580.8000000000001,1164.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.014506541660853795,14439817.537870698,0.0,0.14506541660853794,0.0,0.07882871060144335
51,0.014506541660853795,14.285714285714285,14.506541660853795,14.506541660853795,5.659999999999924,0,1,124.12298309803009,566,14.439817537870697,"[0.0, 0.14506541660853794]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,207.8999999999977,9405.439999999953,20790,940544,3.6645052999956533,164.49667989998125,5.178571428571429,6.90701030549549,6.90701030549549,6.85363890140204,4.331249999999952,1.0,100.0,0.0,0.0,0.0,2.857142857142857,2.857142857142857,5.178571428571429,3.8973325083025836,8.571428571428571,11.428571428571429,14.285714285714285,1.8809182303292409,1.9481517246791296,4.045515060424805,5.52940913609096,6.90701030549549,3.827144496176139,9.510179928370885,13.759329114641464,14.506541660853795,1.8809182303292409,1.9481517246791296,4.045515060424805,5.52940913609096,6.90701030549549,3.827144496176139,9.510179928370885,13.759329114641464,14.506541660853795,1.7300000000000013,2.339999999999994,2.6374999999999877,3.96499999999996,4.331249999999952,2.1965291038742154,5.382499999999929,5.927999999999918,12.269999999999783,5.135175176816119,6.997783692607482,36.93793706595898,47.81267902255058,58.90409344933263,36.82284394845692,83.1415766775608,122.35131096914411,129.99661060675862,1.820813095048533,1.8880447291199705,4.008234142322207,5.492761323411937,6.85363890140204,3.818855109579712,9.468672197729429,13.670046715068395,14.439817537870697,1820813.095048533,1888044.7291199705,4008234.1423222073,5492761.323411938,6853638.90140204,3818855.109579712,9468672.19772943,13670046.715068394,14439817.537870698,173.0,234.0,263.75,396.5,433.125,219.65291038742615,538.25,592.8000000000001,1227.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.014506541660853795,14439817.537870698,0.0,0.14506541660853794,0.0,0.06907010305495488
52,0.014506541660853795,14.285714285714285,14.506541660853795,14.506541660853795,5.659999999999924,0,1,124.12298309803009,566,14.439817537870697,"[0.0, 0.14506541660853794]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,195.15999999999795,9600.599999999951,19516,960060,4.904954799974803,169.47456319996854,6.19047619047619,7.8593176887148894,7.8593176887148894,7.808591044661758,4.06583333333329,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.19047619047619,3.2645974287624018,8.571428571428571,11.428571428571429,14.285714285714285,1.8827819824218752,4.496116093226842,5.484950201851982,7.5481496538434705,7.8593176887148894,3.186901537397188,9.903039251055036,12.777177265712194,14.506541660853795,1.8827819824218752,4.496116093226842,5.484950201851982,7.5481496538434705,7.8593176887148894,3.186901537397188,9.903039251055036,12.777177265712194,14.506541660853795,1.8000000000000014,2.0859999999999994,2.429999999999992,3.094999999999978,4.06583333333329,2.274439338728412,5.077499999999937,6.058999999999916,12.269999999999783,5.135241726602544,36.74192080572247,47.23248446919024,65.52643145620823,68.31071979942605,29.91406028629083,85.83595505170524,110.89368806071583,129.99661060675862,1.8226768470497263,4.4660793513060355,5.448727969367512,7.47608015584032,7.808591044661758,3.172735701065207,9.854652969152816,12.687386372024134,14.439817537870697,1822676.8470497264,4466079.351306036,5448727.969367512,7476080.1558403205,7808591.044661758,3172735.701065207,9854652.969152816,12687386.372024134,14439817.537870698,180.0,208.6,243.0,309.5,406.5833333333333,227.44393387284603,507.75,605.9000000000001,1227.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,inf,0.014506541660853795,14439817.537870698,0.0,0.14506541660853794,0.0,0.07859317688714891
