variant,finished,crashes,timeout,progress,block_progress,time,distance,reward,steps,perturb_start_step,perturb_end_step,perturb_duration_steps,perturb_steer,perturb_gas,perturb_brake
baseline,1,19,0,100.0,100.0,33.850000000001835,1434.8162244483829,1075.3583333333331,3385,-1,-1,0,1.0,,
perturbed,1,15,0,100.0,100.0,31.100000000002062,1426.5169765129685,1079.8166666666664,3110,359,478,120,1.0,,
