variant,finished,crashes,timeout,progress,block_progress,time,distance,reward,steps,perturb_start_step,perturb_end_step,perturb_duration_steps,perturb_steer,perturb_gas,perturb_brake
baseline,1,19,0,100.0,100.0,33.850000000001835,1434.8162244483829,1075.3583333333331,3385,-1,-1,0,1.0,,
perturbed,1,22,0,100.0,100.0,34.900000000001626,1439.3486831262708,1072.1833333333332,3490,214,333,120,1.0,,
