map_name,dataset_dir,model_path,plot_path,teacher_attempts,finished,crashes,timeout,progress,block_progress,time,distance,reward,steps,terminated,truncated,max_touches,collision_slowdown,collision_bounce_speed_retention,collision_bounce_path_axis_bias,collision_bounce_normal_restitution,collision_bounce_wall_tangent_blend,collision_bounce_reference_window,collision_bounce_skip_recent,never_stop,left_map_bounds,left_map_bounds_index,left_map_bounds_time,left_road_surface,left_road_surface_index,left_road_surface_time
single_surface_flat,logs\supervised_data\20260505_132438_map_single_surface_flat_v3d_surface_target_dataset,logs\supervised_runs_map_specialists_500epoch_20260505\single_surface_flat\20260505_213536_v3d_surface_target_supervised\best_model.pt,Experiments\analysis\supervised_map_specialists_500epoch_20260505\single_surface_flat\single_surface_flat_teacher_agent_paths.png,10,1,15,0,100.0,100.0,31.000000000002046,1404.6620889678597,1079.833333333333,3100,1,0,1000000,0.3,0.7,0.0,1.0,0.3,4,1,1,0,-1,-1.0,0,-1,-1.0
