timestamp_utc,generation,cached_evaluations,evaluated_count,population_size,current_mutation_prob,current_mutation_sigma,mutation_decay_trigger,mutation_decay_active,mutation_decay_trigger_generation,effective_mutation_prob_decay,effective_mutation_sigma_decay,dist_avg,dist_best_gen,dist_best_global,time_avg,time_best_gen,time_best_global,finish_count,crash_count,timeout_count,finish_rate,crash_rate,timeout_rate,best_finished,best_crashes,best_progress,best_block_progress,best_ranking_progress,best_ranking_key,mean_progress,mean_block_progress,mean_ranking_progress,std_progress,std_ranking_progress,best_distance,best_time,best_reward,best_fitness,selection_mode,front0_size,best_selection_rank,best_selection_crowding,best_selection_objectives,selection_objective_names,virtual_time_sum,virtual_distance_sum,evaluation_steps_sum
2026-05-07T22:10:11Z,1,0,48,48,0.1,0.25,first_finish,1,1,1.0,1.0,58.14377975463867,100.0,100.0,47.33146286010742,19.68000030517578,19.68000030517578,17,31,0,0.3541666666666667,0.6458333333333334,0.0,1,0,100.0,100.0,100.0,"[1.0, 100.0, -19.68000030517578, -0.0]",58.14377975463867,56.6810417175293,58.14377975463867,31.976634979248047,31.976634979248047,918.4171142578125,19.68000030517578,1.00009999998032e+18,1.00009999998032e+18,lexicographic,,0,0.0,"[1.0, 100.0, -19.68000030517578, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",691.050048828125,26007.1875,46893
