map_name,dataset_dir,model_path,model_obs_dim,model_vertical_mode,model_multi_surface_mode,source_layout,plot_path,teacher_attempts,finished,crashes,timeout,progress,block_progress,time,distance,reward,steps,terminated,truncated,max_touches,collision_slowdown,collision_bounce_speed_retention,collision_bounce_path_axis_bias,collision_bounce_normal_restitution,collision_bounce_wall_tangent_blend,collision_bounce_reference_window,collision_bounce_skip_recent,never_stop,left_map_bounds,left_map_bounds_index,left_map_bounds_time,left_road_surface,left_road_surface_index,left_road_surface_time
single_surface_flat,logs\supervised_data\20260505_132438_map_single_surface_flat_v3d_surface_target_dataset,logs\supervised_runs_map_specialists_500epoch_20260505_flat_2d_fix\single_surface_flat\20260505_215520_v2d_asphalt_target_supervised\best_model.pt,34,False,False,v3d_surface,Experiments\analysis\supervised_map_specialists_500epoch_flat_2d_fix_20260505\single_surface_flat\single_surface_flat_teacher_agent_paths.png,10,1,16,0,100.0,100.0,36.00000000000141,1424.1653646388295,1077.9999999999998,3600,1,0,1000000,0.3,0.7,0.0,1.0,0.3,4,1,1,0,-1,-1.0,0,-1,-1.0
