candidate_id,epoch,train_loss,val_loss,val_steer_mae,val_gas_accuracy,val_brake_accuracy,val_gas_bce,val_brake_bce
c001_arch_8_act_relu,1,0.4351656064978384,0.4328772816007628,0.7525275345115641,0.13787069441886166,0.1577638607478357,0.7433344302947711,0.7126658213557976
c001_arch_8_act_relu,2,0.4250548057167496,0.42217453513318476,0.7412089813170588,0.13787069441886166,0.25023024498065943,0.7349176496448471,0.7064928724788174
c001_arch_8_act_relu,3,0.4137767019090014,0.40932764283397355,0.7276349042216856,0.13787069441886166,0.3528274083624977,0.7265743495219539,0.7007899246595253
c001_arch_8_act_relu,4,0.40017049646148367,0.394225985130172,0.7126878452775316,0.12921348314606743,0.5102228771412783,0.7172834923702569,0.6938533449199323
c001_arch_8_act_relu,5,0.38426362690423105,0.37708241194843434,0.6956044209554592,0.23816540799410574,0.7178117517038128,0.7063895770255803,0.6847404217188652
c001_arch_8_act_relu,6,0.3661735697150301,0.35752069363828565,0.6754415487140818,0.49778964818566956,0.8454595689813962,0.6937888470950279,0.673709832144214
c001_arch_8_act_relu,7,0.34581624935838734,0.33573636044826183,0.6519119619642487,0.7182722416651317,0.8699576349235587,0.6792820080096472,0.6611863264701142
c001_arch_8_act_relu,8,0.3233137903256842,0.3120209867672315,0.6248666535295117,0.8604715417203905,0.8748388285135384,0.6625426582790339,0.6475964874869048
c001_arch_8_act_relu,9,0.2990058197701535,0.28666785459839894,0.5941838791278607,0.8620372075888746,0.8742862405599557,0.6435536082266532,0.6320766941533604
c001_arch_8_act_relu,10,0.2735158561237244,0.2602699205161327,0.5603533140707024,0.8621293055811383,0.874194142567692,0.6216846971271183,0.6141133135382609
c001_arch_8_act_relu,11,0.24803696612835668,0.23524276793639862,0.5262204625369831,0.8621293055811383,0.874194142567692,0.5979675753908409,0.5938653136116515
c001_arch_8_act_relu,12,0.22440684165743968,0.212421380846644,0.49269599514039186,0.8621293055811383,0.874194142567692,0.5742463164400672,0.5723710115453468
c001_arch_8_act_relu,13,0.20342924801916287,0.19237866644471538,0.4608578248936556,0.8621293055811383,0.874194142567692,0.5513427869284169,0.5509409936977632
c001_arch_8_act_relu,14,0.18528194667399675,0.17525721883593748,0.43218201549260915,0.8621293055811383,0.874194142567692,0.5290764783886305,0.5292863970545911
c001_arch_8_act_relu,15,0.170104387269606,0.1613059913855184,0.40762836697308436,0.8621293055811383,0.874194142567692,0.5082592067412852,0.5085613020965245
c001_arch_8_act_relu,16,0.15806672716432402,0.1503009335466414,0.387257183733336,0.8621293055811383,0.874194142567692,0.48947748959580495,0.4892425115518224
c001_arch_8_act_relu,17,0.14865184831366168,0.1417364825210336,0.37069559931689194,0.8621293055811383,0.874194142567692,0.4727897875918102,0.47140558579719444
c001_arch_8_act_relu,18,0.14137977746954442,0.13503308662296243,0.357221928370067,0.8621293055811383,0.874194142567692,0.45794871104182977,0.45486835248563845
c001_arch_8_act_relu,19,0.13573509374752832,0.12980563332580428,0.3462307772422983,0.8621293055811383,0.874194142567692,0.44508991111464474,0.4400274220872571
c001_arch_8_act_relu,20,0.13130662402176216,0.12570254252714047,0.3372427068553284,0.8621293055811383,0.874194142567692,0.4342597178671544,0.42717207358629583
c001_arch_8_act_relu,21,0.1278231957612252,0.12240226303846012,0.32993918542024026,0.8621293055811383,0.874194142567692,0.42484029227801506,0.4155972491840694
c001_arch_8_act_relu,22,0.12500247062461034,0.11969842752697367,0.3238852995055489,0.8621293055811383,0.874194142567692,0.416602693488528,0.40514908497406865
c001_arch_8_act_relu,23,0.1227427658160877,0.11752815836507723,0.3186625664922321,0.8621293055811383,0.874194142567692,0.40964922761802935,0.39611199196804775
c001_arch_8_act_relu,24,0.12086807445959163,0.11572760038474446,0.3143764066529287,0.8621293055811383,0.874194142567692,0.4036589794822942,0.3881623005862613
c001_arch_8_act_relu,25,0.11931011554274158,0.11417418407771354,0.31066744444800204,0.8621293055811383,0.874194142567692,0.3983834576356431,0.38098870792272976
c001_arch_8_act_relu,26,0.11798986431423898,0.11288754853079784,0.3074670335956207,0.8621293055811383,0.874194142567692,0.39380237511188465,0.37467280029701605
c001_arch_8_act_relu,27,0.11687026827471084,0.11177280302874663,0.30464556573350293,0.8621293055811383,0.874194142567692,0.3898189064766474,0.3690770940241354
c001_arch_8_act_relu,28,0.11588641562990416,0.11074535823846571,0.30215081977106456,0.8621293055811383,0.874194142567692,0.386138286439506,0.36387271990014564
c001_arch_8_act_relu,29,0.1150270356880738,0.10987605453415851,0.30003013196275213,0.8621293055811383,0.874194142567692,0.382876458188231,0.35923683052674293
c001_arch_8_act_relu,30,0.11427507955947386,0.10909766594878129,0.29801268339552345,0.8621293055811383,0.874194142567692,0.3799179338534951,0.35504225714910664
c001_arch_8_act_relu,31,0.11358350455622461,0.10837735174483501,0.2963624126148347,0.8621293055811383,0.874194142567692,0.3771989070198817,0.351113988848588
c001_arch_8_act_relu,32,0.11296254283096357,0.10774420577669741,0.2947893492269525,0.8621293055811383,0.874194142567692,0.37473941169889136,0.3475505655302398
c001_arch_8_act_relu,33,0.11239000888737119,0.10710838830675247,0.2933016271304856,0.8621293055811383,0.874194142567692,0.37231346379109875,0.34409047139242094
c001_arch_8_act_relu,34,0.11186667472121384,0.10657223429874636,0.2919880446642884,0.8621293055811383,0.874194142567692,0.37016627195241986,0.3409804384404068
c001_arch_8_act_relu,35,0.11138007492492333,0.10601115569151179,0.2909377037128442,0.8621293055811383,0.874194142567692,0.36804913113099214,0.33789576279082817
c001_arch_8_act_relu,36,0.11090974881752862,0.1055513379416384,0.2898672500528844,0.8621293055811383,0.874194142567692,0.36612450569280713,0.3351224631230285
c001_arch_8_act_relu,37,0.11047585659339068,0.10510611685765209,0.2888864716413733,0.8621293055811383,0.874194142567692,0.36427153950788016,0.33238753949241057
c001_arch_8_act_relu,38,0.11006963632899355,0.10464250872336736,0.2879831029864213,0.8621293055811383,0.874194142567692,0.3623598260013498,0.32963205907726445
c001_arch_8_act_relu,39,0.10966579134798066,0.10422575155945196,0.287272974851492,0.8621293055811383,0.874194142567692,0.36063189250941124,0.32717826366863717
c001_arch_8_act_relu,40,0.10927670364223953,0.10380082475911805,0.28645497559403205,0.8621293055811383,0.874194142567692,0.3589258143027462,0.32468220796302266
c001_arch_8_act_relu,41,0.10890797666481966,0.10341308048678753,0.2858032968562926,0.8621293055811383,0.874194142567692,0.3572944589117039,0.32234159010421465
c001_arch_8_act_relu,42,0.10855166346874806,0.10306210613207914,0.28518691372972405,0.8621293055811383,0.874194142567692,0.3556967015247974,0.3200280327760925
c001_arch_8_act_relu,43,0.10820572038512387,0.10266317413983632,0.2845785914259647,0.8621293055811383,0.874194142567692,0.35409245163416375,0.3177256729089439
c001_arch_8_act_relu,44,0.10786951237016454,0.10234450054148939,0.28406738685977506,0.8621293055811383,0.874194142567692,0.3525988609888734,0.3155712072176045
c001_arch_8_act_relu,45,0.10754453194261418,0.1020133722114462,0.28356085914475504,0.8621293055811383,0.874194142567692,0.3510842020284583,0.3133987311522898
c001_arch_8_act_relu,46,0.10722405666991124,0.10164092448062277,0.2831180422844907,0.8621293055811383,0.874194142567692,0.34960551884627117,0.31129429989876417
c001_arch_8_act_relu,47,0.10690855010994323,0.10133577662978653,0.28261188556968364,0.8621293055811383,0.874194142567692,0.34821379586551965,0.3092969921461279
c001_arch_8_act_relu,48,0.1066008947436302,0.10101391147526396,0.2822220767701522,0.8621293055811383,0.874194142567692,0.34680902604394515,0.30730061189402397
c001_arch_8_act_relu,49,0.10629675853035978,0.10072265809402213,0.28177088429901914,0.8621293055811383,0.874194142567692,0.34542270505114314,0.3053123880253903
c001_arch_8_act_relu,50,0.10600673771274134,0.10040163498685425,0.2814520826917653,0.8621293055811383,0.874194142567692,0.3440551195690965,0.30334676144245604
c001_arch_8_act_relu,51,0.10572919162771274,0.10013208436738678,0.2810624481499096,0.8621293055811383,0.874194142567692,0.3427483331522552,0.3014782469758761
c001_arch_8_act_relu,52,0.10544341255268413,0.09982428308881697,0.2807311562021522,0.8621293055811383,0.874194142567692,0.3413656322221375,0.29952860712939194
c001_arch_8_act_relu,53,0.10515497217534522,0.09958175117989494,0.2804560595442301,0.8621293055811383,0.874194142567692,0.34013758216867745,0.2977799707013262
c001_arch_8_act_relu,54,0.10487940222740477,0.0993195298073107,0.28012691490073566,0.8621293055811383,0.874194142567692,0.3387698617774625,0.29589285001194393
c001_arch_8_act_relu,55,0.10460038011545439,0.09902892745091213,0.27992100416131827,0.8621293055811383,0.874194142567692,0.3375243915776386,0.2941273274529725
