run_label,run_dir,objective_subset,generations,population_size,first_generation_with_any_finish,first_generation_where_best_finished,best_finish_time,best_finish_generation,median_best_finish_time_last50,max_finish_count,final_finish_count,final_crash_count,final_timeout_count,final_finish_rate,final_crash_rate,final_timeout_rate,max_best_dense_progress,final_best_dense_progress,final_mean_dense_progress,final_median_dense_progress,final_p90_dense_progress,final_front0_size,mean_front0_size,cumulative_virtual_time_hours,cumulative_wall_minutes
"MOO | finished,progress,neg_time,neg_crashes,neg_distance",Experiments\runs\_smoke_moo_metrics_contract\20260501_232701_tm2d_ga_moo_AI_Training_5_lexicographic_primitives,"finished,progress,neg_time,neg_crashes,neg_distance",2,8,-1,-1,,-1,,0,0,0,8,0.0,0.0,1.0,1.7538288661411832,1.7538288661411832,1.7300483158656528,1.7329542977469308,1.7477291652134486,6,6.0,0.022278857977973077,0.10788766166660935
