generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,cached_evaluations,evaluated_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finished,best_obj_progress,best_obj_neg_time,best_obj_neg_crashes,best_obj_neg_distance,mean_obj_finished,mean_obj_progress,mean_obj_neg_time,mean_obj_neg_crashes,mean_obj_neg_distance,run_dir,run_label,objective_subset
1,-0.0082594237611749,0.0,1.7411204746791296,1.7411204746791296,5.014276170905051,0,0,3.945709941945097,235,0.0174112047467912,"[0.0, 0.017411204746791295, -1.0, -0.0, -0.0054423585406139265]",0,8,8,0,0,8,0,8,40.11584292123447,40.11584292123447,1861,1861,3.445109499996761,3.445116099996085,0.0,1.7149741309029716,1.7149741309029716,0.0171497413090297,5.014480365154308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.679938180106027,1.693323952811105,1.7088372366768976,1.714052472795759,1.7149741309029716,0.0180908014809214,1.728736332484654,1.734551565987723,1.7411204746791296,1.679938180106027,1.693323952811105,1.7088372366768976,1.714052472795759,1.7149741309029716,0.0180908014809214,1.728736332484654,1.734551565987723,1.7411204746791296,5.002526239948676,5.0038097074263845,5.0088220029185,5.015159536093899,5.014480365154308,0.0082387290696104,5.018216256947451,5.025347221898124,5.027859824534212,3.403377843744238,3.495675417627353,3.611000032296943,3.683165326816379,3.6880051578928033,0.1596868089153107,3.798895470421485,3.8632511792849984,3.945709941945097,0.0167993818010602,0.016933239528111,0.0170883723667689,0.0171405247279575,0.0171497413090297,0.0001809080148092,0.0172873633248465,0.0173455156598772,0.0174112047467912,1629772.79460954,1643254.1788204538,1658794.5905989113,1663829.2901621512,1664825.6392462703,18077.311670841176,1678524.7127645826,1684432.735396552,1690973.7672601372,223.0,226.5,228.75,234.0,232.625,5.170529469986609,236.5,238.3,239.0,6,0,inf,-0.0082594237611749,1690973.7672601372,0.0,0.0174112047467912,-1.0,-0.0,-0.0054423585406139,0.0,0.0171497413090297,-1.0,0.0,-0.005086903666059,Experiments\runs\_smoke_moo_metrics_contract\20260501_232701_tm2d_ga_moo_AI_Training_5_lexicographic_primitives,"MOO | finished,progress,neg_time,neg_crashes,neg_distance","finished,progress,neg_time,neg_crashes,neg_distance"
2,-0.0082467245056367,0.0,1.7538288661411832,1.7538288661411832,5.005893029583679,0,0,4.011945389705943,234,0.0175382886614118,"[0.0, 0.01753828866141183, -1.0, -0.0, -0.0055337177789047485]",0,8,8,0,0,8,0,8,40.0880457994686,80.20388872070308,1863,3724,2.995698300001095,6.473259699996561,0.0,1.7300483158656528,1.7300483158656528,0.0173004831586565,5.011005724933575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6890389578683034,1.7105462210518971,1.7236341748918806,1.7329542977469308,1.7300483158656528,0.0188004238420976,1.7426340920584542,1.7477291652134486,1.7538288661411832,1.6890389578683034,1.7105462210518971,1.7236341748918806,1.7329542977469308,1.7300483158656528,0.0188004238420976,1.7426340920584542,1.7477291652134486,1.7538288661411832,5.002070196348256,5.002452757773268,5.005073950355184,5.008185777750335,5.011005724933575,0.0082990620758879,5.01559764451595,5.021294416517196,5.028023869060111,3.5359553394519025,3.708831144144642,3.7956327500323823,3.870970489217143,3.845621205936368,0.1378894282445021,3.9458069995544074,3.96640776207496,4.011945389705943,0.016890389578683,0.0171054622105189,0.0172363417489188,0.0173295429774693,0.0173004831586565,0.0001880042384209,0.0174263409205845,0.0174772916521344,0.0175382886614118,1638960.3913612452,1660505.4342299527,1673605.5634741958,1682814.030760385,1679934.4129951112,18768.385659474865,1692383.389858295,1697604.8992207835,1703765.9238999565,231.0,231.7,232.0,232.5,232.875,1.2686114456365274,234.0,234.3,235.0,6,0,inf,-0.0082467245056367,1703765.9238999565,0.0,0.0175382886614118,-1.0,-0.0,-0.0055337177789047,0.0,0.0173004831586565,-1.0,0.0,-0.0053043051116363,Experiments\runs\_smoke_moo_metrics_contract\20260501_232701_tm2d_ga_moo_AI_Training_5_lexicographic_primitives,"MOO | finished,progress,neg_time,neg_crashes,neg_distance","finished,progress,neg_time,neg_crashes,neg_distance"
