generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,mutation_decay_trigger,mutation_decay_active,mutation_decay_trigger_generation,effective_mutation_prob_decay,effective_mutation_sigma_decay,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max
84,25644317305248.74,22.857142857142858,25.64432489524974,25.64432489524974,7.589999999999883,0,1,218.42453610152006,759,25644317.305248737,"[0.0, 25.64432489524974, -7.589999999999883, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,217.6699999999976,13474.609999999944,21767,1347461,10.167648600006942,729.1429984000279,8.511904761904761,10.228707464960442,10.228707464960442,10228702.930167777,4.534791666666616,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,8.511904761904761,5.455122517231353,14.285714285714285,14.285714285714285,22.857142857142858,0.0,5.102889469691685,5.669679641723633,10.32200677054269,10.228707464960442,5.271744007481841,14.522443498883929,15.316732679094587,25.64432489524974,0.0,5.102889469691685,5.669679641723633,10.32200677054269,10.228707464960442,5.271744007481841,14.522443498883929,15.316732679094587,25.64432489524974,1.7600000000000013,2.109999999999999,2.9374999999999813,4.119999999999957,4.534791666666616,2.5933713495365454,5.319999999999931,7.416999999999887,16.729999999999816,18.458249807292304,44.66900558695197,52.781101951375604,97.39482333511114,96.94315443621902,47.17486777176612,131.68349548988044,142.6565623894334,218.42453610152006,-16.730000999999817,5102887.401690685,5669677.259222632,10322001.65054169,10228702.930167777,5271743.447249324,14522438.716382928,15316727.481093587,25644317.305248737,-16730000.999999816,5102887401690.685,5669677259222.633,10322001650541.691,10228702930167.775,5271743447249.324,14522438716382.928,15316727481093.586,25644317305248.74,176.0,211.0,293.75,412.0,453.4791666666667,259.33713495365873,532.0,741.7,1673.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,228.65999999999724,13703.269999999942,22866,1370327,12.231759099988267,741.5673577000271,10.892857142857144,12.423565564322994,12.423565564322994,12423560.800571993,4.763749999999942,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,10.892857142857144,6.511534767934024,14.285714285714285,16.000000000000025,34.285714285714285,3.144967215401786,5.6659311567034045,7.7686309814453125,10.966716493879046,12.423565564322994,6.518573212082216,15.310065405709402,18.403057370867074,35.012577601841514,3.144967215401786,5.6659311567034045,7.7686309814453125,10.966716493879046,12.423565564322994,6.518573212082216,15.310065405709402,18.403057370867074,35.012577601841514,2.2699999999999956,2.7219999999999858,3.2649999999999744,4.284999999999953,4.763749999999942,2.022717463587,5.524999999999927,7.4709999999998855,11.319999999999803,24.633690029382706,52.543915160000324,73.47412060585339,100.23646194860339,114.05768035249214,60.72024141443663,138.23937396332622,171.07368369475026,344.3685410246253,3144962.715400786,5665927.789702404,7768624.741444312,10966712.208878046,12423560.800571993,6518571.6018578,15310061.195708402,18403050.773866076,35012566.28184052,3144962715400.786,5665927789702.404,7768624741444.3125,10966712208878.047,12423560800571.992,6518571601857.8,15310061195708.402,18403050773866.074,35012566281840.516,227.0,272.2,326.5,428.5,476.375,202.2717463587043,552.5,747.1,1132.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,229.17999999999722,13932.449999999939,22918,1393245,10.283321599999908,751.9801523000351,10.89285714285714,12.542842323004402,12.542842323004402,12542837.548420072,4.7745833333332754,1.0,100.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,8.571428571428571,10.89285714285714,6.6664009300779545,14.285714285714285,20.0,34.285714285714285,3.857895987374442,5.391512734549386,9.821405410766602,10.895212718418666,12.542842323004402,6.494451441425852,14.736100605555944,20.773729596819194,35.012577601841514,3.857895987374442,5.391512734549386,9.821405410766602,10.895212718418666,12.542842323004402,6.494451441425852,14.736100605555944,20.773729596819194,35.012577601841514,1.6000000000000012,2.7569999999999855,3.6874999999999654,4.304999999999953,4.7745833333332754,2.173288558779534,4.999999999999938,7.686999999999884,11.319999999999803,29.80651856958866,49.676077760756016,95.32550758868456,103.83457046374679,116.039958788469,62.41740295664989,132.01783890090883,187.2533353363164,344.3685410246253,3857894.347373442,5391509.459548387,9821400.033265602,10895208.203417666,12542837.548420072,6494449.663049235,14736096.338054944,20773719.566818196,35012566.28184052,3857894347373.442,5391509459548.387,9821400033265.602,10895208203417.668,12542837548420.07,6494449663049.235,14736096338054.943,20773719566818.195,35012566281840.516,160.0,275.7,368.75,430.5,477.4583333333333,217.32885587795798,500.0,768.7000000000003,1132.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,234.2699999999971,14166.719999999936,23427,1416672,11.72652880003443,763.8891788000474,9.94047619047619,11.5628043203513,11.5628043203513,11562799.4397253,4.88062499999994,1.0,100.0,0.0,0.0,2.857142857142857,5.0,8.571428571428571,9.94047619047619,6.826060091435035,14.285714285714285,16.000000000000025,34.285714285714285,1.8837411063058036,4.272805350167411,5.833909170968192,11.128512791224889,11.5628043203513,6.786351772379248,15.455874034336635,18.072634560721276,35.012577601841514,1.8837411063058036,4.272805350167411,5.833909170968192,11.128512791224889,11.5628043203513,6.786351772379248,15.455874034336635,18.072634560721276,35.012577601841514,1.410000000000001,2.2389999999999963,3.519999999999969,4.3599999999999515,4.88062499999994,2.2492372839197707,5.777499999999922,8.062999999999873,11.319999999999803,5.134450429817662,35.05117972288281,52.773472947999835,99.78447260707617,104.47329236461626,65.38893692293588,137.33040505833924,166.34675745219005,344.3685410246253,1883736.0963048036,4272802.222166412,5833905.568467191,11128509.15122389,11562799.4397253,6786350.230220438,15455869.981835635,18072627.897720274,35012566.28184052,1883736096304.8037,4272802222166.411,5833905568467.191,11128509151223.89,11562799439725.3,6786350230220.4375,15455869981835.635,18072627897720.273,35012566281840.516,141.0,223.9,352.0,436.0,488.0625,224.9237283919818,577.75,806.3000000000001,1132.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,251.97999999999672,14418.699999999932,25198,1441870,11.523766199999955,775.5844636000111,9.999999999999998,11.921228653573968,11.921228653573968,11921223.403989634,5.249583333333265,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,9.999999999999998,7.846312882516228,14.285714285714285,20.0,34.285714285714285,3.597237723214286,4.276487622942243,5.611328397478377,10.77629906790597,11.921228653573968,7.761603292739828,15.850956780569895,21.921880449567524,35.012577601841514,3.597237723214286,4.276487622942243,5.611328397478377,10.77629906790597,11.921228653573968,7.761603292739828,15.850956780569895,21.921880449567524,35.012577601841514,1.5200000000000011,1.7740000000000014,2.6549999999999874,4.604999999999946,5.249583333333265,2.823906099664415,7.309999999999889,8.821999999999859,11.92999999999979,27.092632867395878,34.32982408702374,50.71971513144672,96.53124633058906,108.65790741659733,74.4240466560443,134.58181353844702,191.63282280787826,344.3685410246253,3597236.203213286,4276485.869941243,5611326.052477377,10776295.087904971,11921223.403989634,7761601.081057173,15850951.438068895,21921870.956566524,35012566.28184052,3597236203213.286,4276485869941.243,5611326052477.377,10776295087904.97,11921223403989.635,7761601081057.173,15850951438068.895,21921870956566.523,35012566281840.516,152.0,177.4,265.5,460.5,524.9583333333334,282.3906099664474,731.0,882.2000000000003,1193.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,233.6899999999971,14652.389999999928,23369,1465239,12.413976300042123,788.1854585000547,9.583333333333332,11.29626983964968,11.29626983964968,11296264.971107014,4.868541666666606,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,9.583333333333332,7.130694009151857,14.285714285714285,14.285714285714285,34.285714285714285,3.206525530133929,5.1735060555594305,5.590930666242326,10.461319514683314,11.29626983964968,6.928285038189064,15.154502051217214,16.797574179513113,35.012577601841514,3.206525530133929,5.1735060555594305,5.590930666242326,10.461319514683314,11.29626983964968,6.928285038189064,15.154502051217214,16.797574179513113,35.012577601841514,1.8200000000000014,2.4249999999999923,2.814999999999984,4.624999999999946,4.868541666666606,2.327908565629313,5.914999999999918,7.424999999999887,11.92999999999979,21.002280093314766,44.192956822365524,50.62213786505163,96.16702336445451,102.21986156818245,66.26058755043012,132.64102616161108,144.58571247383952,344.3685410246253,3206519.5201329286,5173503.681558431,5590927.883741327,10461316.124682315,11296264.971107014,6928283.25645813,15154497.178716214,16797568.355512112,35012566.28184052,3206519520132.9287,5173503681558.431,5590927883741.326,10461316124682.314,11296264971107.014,6928283256458.131,15154497178716.215,16797568355512.113,35012566281840.516,182.0,242.5,281.5,462.5,486.8541666666667,232.79085656293626,591.5,742.5000000000001,1193.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,241.95999999999694,14894.349999999926,24196,1489435,10.331211199983954,798.6412263000384,10.476190476190474,12.163475735223157,12.163475735223157,12163470.694388827,5.0408333333332696,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,10.476190476190474,7.744502841566948,14.285714285714285,20.85714285714287,34.285714285714285,3.475815909249442,4.911226000104632,5.4923874991280695,10.79660415649414,12.163475735223157,7.572773332559359,15.63253402709961,22.624314384926315,35.012577601841514,3.475815909249442,4.911226000104632,5.4923874991280695,10.79660415649414,12.163475735223157,7.572773332559359,15.63253402709961,22.624314384926315,35.012577601841514,1.460000000000001,2.1839999999999975,3.194999999999976,4.584999999999947,5.0408333333332696,2.677443458267965,5.884999999999919,8.484999999999864,12.699999999999774,25.70433820784092,44.06020840629935,49.948276318609715,98.1585750207305,109.72190299233262,71.07363597783865,134.23512972518802,197.9494988806546,344.3685410246253,3475814.449248442,4911221.248103632,5492384.149127069,10796599.72149314,12163470.694388827,7572771.415967548,15632529.592098609,22624307.466925316,35012566.28184052,3475814449248.442,4911221248103.632,5492384149127.068,10796599721493.14,12163470694388.826,7572771415967.548,15632529592098.61,22624307466925.316,35012566281840.516,146.0,218.4,319.5,458.5,504.0833333333333,267.74434582680215,588.5,848.5000000000001,1270.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,270.69999999999635,15165.049999999923,27070,1516505,13.470416600001045,812.3142517000088,11.964285714285714,13.656078259636416,13.656078259636416,13656072.620052084,5.639583333333257,1.0,100.0,0.0,0.0,2.857142857142857,8.571428571428571,14.285714285714285,11.964285714285714,6.537600560483591,14.285714285714285,20.0,34.285714285714285,2.563176836286272,5.20355715070452,10.313093321663992,14.804420471191406,13.656078259636416,6.3235876766258805,16.097455705915177,21.011611121041433,35.012577601841514,2.563176836286272,5.20355715070452,10.313093321663992,14.804420471191406,13.656078259636416,6.3235876766258805,16.097455705915177,21.011611121041433,35.012577601841514,2.5899999999999888,3.279999999999974,4.092499999999957,5.149999999999935,5.639583333333257,2.1846299823361437,6.9849999999998955,7.703999999999881,11.92999999999979,36.19854937493801,46.73148797228932,94.40590516291559,130.77546190470457,123.68385126429727,58.479010325413796,144.07015622407198,184.32231026366355,344.3685410246253,2563171.986285272,5203554.05670352,10313089.174162991,14804416.366190407,13656072.620052084,6323586.244593666,16097448.803414177,21011601.332040433,35012566.28184052,2563171986285.272,5203554056703.5205,10313089174162.992,14804416366190.406,13656072620052.084,6323586244593.665,16097448803414.178,21011601332040.434,35012566281840.516,259.0,328.0,409.25,515.0,563.9583333333334,218.462998233619,698.5,770.4000000000001,1193.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,275.73999999999626,15440.789999999919,27574,1544079,11.85837959998753,824.3403998000431,8.273809523809524,10.063582795493119,10.063582795493119,10063577.050908787,5.744583333333256,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.273809523809524,6.906557648261023,8.571428571428571,16.000000000000025,34.285714285714285,1.3604681832449776,4.264554704938616,5.3807476588657925,8.329275676182338,10.063582795493119,6.833753640665193,11.249803134373257,17.919690268380315,35.012577601841514,1.3604681832449776,4.264554704938616,5.3807476588657925,8.329275676182338,10.063582795493119,6.833753640665193,11.249803134373257,17.919690268380315,35.012577601841514,1.5600000000000012,2.5199999999999902,3.8199999999999625,5.214999999999933,5.744583333333256,2.619722439443143,7.637499999999882,8.844999999999859,11.92999999999979,24.340668449520308,42.22668687812984,50.712107095867395,79.33062786871596,94.16430209064644,64.01922172798255,104.28135593794286,160.73231573551908,344.3685410246253,1360456.5632439775,4264550.088937616,5380744.298864792,8329267.616181338,10063577.050908787,6833752.240340988,11249798.766872257,17919683.840379316,35012566.28184052,1360456563243.9775,4264550088937.6157,5380744298864.793,8329267616181.338,10063577050908.785,6833752240340.989,11249798766872.256,17919683840379.316,35012566281840.516,156.0,252.0,382.0,521.5,574.4583333333334,261.9722439443198,763.75,884.5000000000002,1193.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,261.5799999999965,15702.369999999915,26158,1570237,12.775449000007939,837.239175900002,9.523809523809524,11.246553228501222,11.246553228501222,11246547.778916888,5.449583333333261,1.0,100.0,0.0,0.0,2.857142857142857,5.714285714285714,8.571428571428571,9.523809523809524,6.344244092606775,11.428571428571429,14.285714285714285,34.285714285714285,1.6607121058872767,5.227256774902344,6.465578079223632,10.809131349836075,11.246553228501222,6.217806578766902,13.03046158381871,16.17336654663086,35.012577601841514,1.6607121058872767,5.227256774902344,6.465578079223632,10.809131349836075,11.246553228501222,6.217806578766902,13.03046158381871,16.17336654663086,35.012577601841514,1.7300000000000013,2.954999999999981,3.799999999999963,4.91499999999994,5.449583333333261,2.452635451860298,6.7624999999999,8.298999999999868,11.92999999999979,31.625475116074085,46.67117206901312,67.34162269104127,100.39157869666815,105.34151980098629,57.88055159722504,124.78849869966507,144.77641066312793,344.3685410246253,1660700.4058862766,5227250.315901344,6465567.6867226325,10809126.599835075,11246547.778916888,6217805.452349813,13030455.49381771,16173362.35362986,35012566.28184052,1660700405886.2766,5227250315901.344,6465567686722.632,10809126599835.076,11246547778916.889,6217805452349.8125,13030455493817.709,16173362353629.86,35012566281840.516,173.0,295.5,380.0,491.5,544.9583333333334,245.26354518603497,676.25,829.9,1193.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,267.9799999999964,15970.349999999911,26798,1597035,12.40441939997254,849.839424100006,11.25,12.783565859423732,12.783565859423732,12783560.276506066,5.582916666666591,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,11.428571428571429,11.25,7.545919517232092,14.285714285714285,20.0,34.285714285714285,1.8790326799665178,3.6653960091727122,5.381511960710798,12.205269677298409,12.783565859423732,7.528156591853997,16.416566031319757,21.472029549734934,35.012577601841514,1.8790326799665178,3.6653960091727122,5.381511960710798,12.205269677298409,12.783565859423732,7.528156591853997,16.416566031319757,21.472029549734934,35.012577601841514,1.6000000000000012,2.5899999999999888,4.1024999999999565,5.044999999999937,5.582916666666591,2.461238643391162,7.312499999999888,9.279999999999847,11.92999999999979,5.201222091680393,33.65514481343562,47.68266576714814,111.81718522310257,116.64674497006415,70.0836032691859,146.508015723899,189.48260042220355,344.3685410246253,1879027.6699655177,3665393.279171712,5381509.063209797,12205264.192297408,12783560.276506066,7528154.713165441,16416560.331318757,21472020.229733933,35012566.28184052,1879027669965.5178,3665393279171.7124,5381509063209.798,12205264192297.408,12783560276506.064,7528154713165.441,16416560331318.758,21472020229733.934,35012566281840.516,160.0,259.0,410.25,504.5,558.2916666666666,246.12386433912138,731.25,928.0,1193.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,303.79999999999563,16274.149999999907,30380,1627415,14.88727970002219,864.929395800049,11.607142857142856,12.80871301426089,12.80871301426089,12808706.685093224,6.329166666666576,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,12.857142857142858,11.607142857142856,7.128706220693371,14.285714285714285,20.0,34.285714285714285,3.134847368512835,5.301677703857422,5.957459041050502,13.894397190638951,12.80871301426089,7.075266301328413,15.973107474190847,21.302968433925084,35.012577601841514,3.134847368512835,5.301677703857422,5.957459041050502,13.894397190638951,12.80871301426089,7.075266301328413,15.973107474190847,21.302968433925084,35.012577601841514,1.6200000000000012,3.5449999999999684,4.662499999999945,5.984999999999917,6.329166666666576,2.4249328455764108,7.887499999999877,9.430999999999846,12.039999999999788,22.53143683169037,46.618484543677916,57.80837088734188,126.50928702950478,117.01983542847286,66.47200554159177,141.4199577011168,186.33763129487633,344.3685410246253,3134842.528511835,5301671.936856423,5957452.293549502,13894391.69563795,12808706.685093224,7075265.37415935,15973101.671689846,21302961.734924085,35012566.28184052,3134842528511.835,5301671936856.422,5957452293549.502,13894391695637.95,12808706685093.225,7075265374159.351,15973101671689.848,21302961734924.086,35012566281840.516,162.0,354.5,466.25,598.5,632.9166666666666,242.49328455764615,788.75,943.1000000000003,1204.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,287.21999999999593,16561.369999999904,28722,1656137,14.194966799987014,879.257531100011,11.369047619047619,12.961785590026258,12.961785590026258,12961779.60627526,5.983749999999915,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.0,12.857142857142858,11.369047619047619,7.319008504403334,14.285714285714285,20.0,34.285714285714285,3.072798592703683,4.574607849121094,5.795986992972238,14.097099304199219,12.961785590026258,7.329107314716281,16.104616437639507,21.320921761648997,35.012577601841514,3.072798592703683,4.574607849121094,5.795986992972238,14.097099304199219,12.961785590026258,7.329107314716281,16.104616437639507,21.320921761648997,35.012577601841514,1.5300000000000011,2.9849999999999803,4.482499999999948,5.914999999999918,5.983749999999915,2.352117507870961,7.272499999999889,9.18599999999985,11.92999999999979,18.43546296376735,41.22366109715149,54.31915390533322,128.22282453626394,116.62781530634538,68.16748555001865,142.75358509272337,188.94878742843866,344.3685410246253,3072792.882702683,4574600.253120094,5795982.177971238,14097094.11919822,12961779.60627526,7329106.005977272,16104610.435138507,21320916.340648,35012566.28184052,3072792882702.683,4574600253120.094,5795982177971.238,14097094119198.219,12961779606275.26,7329106005977.271,16104610435138.506,21320916340647.996,35012566281840.516,153.0,298.5,448.25,591.5,598.375,235.21175078710107,727.25,918.6000000000003,1193.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,35012566281840.516,34.285714285714285,35.012577601841514,35.012577601841514,11.319999999999803,0,1,344.3685410246253,1132,35012566.28184052,"[0.0, 35.012577601841514, -11.319999999999803, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,289.039999999996,16850.4099999999,28904,1685041,15.074009000032675,894.5422404000419,10.654761904761903,12.019226006585386,12.019226006585386,12019219.98491772,6.021666666666583,1.0,100.0,0.0,0.0,2.857142857142857,5.714285714285714,8.571428571428571,10.654761904761903,7.2077901765398895,14.285714285714285,20.0,34.285714285714285,1.4229856218610493,4.149446759905135,5.928460529872349,11.21499742780413,12.019226006585386,7.173559583098802,15.172230856759207,20.98820522853306,35.012577601841514,1.4229856218610493,4.149446759905135,5.928460529872349,11.21499742780413,12.019226006585386,7.173559583098802,15.172230856759207,20.98820522853306,35.012577601841514,1.7500000000000013,3.3909999999999716,4.8974999999999405,5.5799999999999255,6.021666666666583,2.2512018395119546,7.139999999999892,9.295999999999847,11.92999999999979,5.134633589535952,32.90636573284864,62.20619399599673,100.86720752157271,109.01739966120674,66.42433765699593,135.7466297056526,182.3418469116092,344.3685410246253,1422980.6118600494,4149444.642904134,5928451.964871349,11214991.337803131,12019219.98491772,7173558.637543202,15172225.634258207,20988198.779532064,35012566.28184052,1422980611860.0493,4149444642904.1343,5928451964871.35,11214991337803.13,12019219984917.72,7173558637543.202,15172225634258.207,20988198779532.062,35012566281840.516,175.0,339.1,489.75,558.0,602.1666666666666,225.1201839512002,714.0,929.6000000000001,1193.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
