generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,mutation_decay_trigger,mutation_decay_active,mutation_decay_trigger_generation,effective_mutation_prob_decay,effective_mutation_sigma_decay,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max
57,15132447798629.023,14.285714285714285,15.132451738630023,15.132451738630023,3.93999999999996,0,1,130.97168891876936,394,15132447.798629023,"[0.0, 15.132451738630023, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,153.9999999999988,8935.169999999984,15400,893517,6.50426780001726,504.54837140004383,8.809523809523808,10.409105051131474,10.409105051131474,10409101.842797143,3.2083333333333086,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,8.809523809523808,4.07553399252945,11.428571428571429,14.285714285714285,14.285714285714285,4.162722996303014,4.938189915248326,6.49125235421317,10.844695227486747,10.409105051131474,3.6908115577703757,13.520220347813197,14.688102177211217,15.132451738630023,4.162722996303014,4.938189915248326,6.49125235421317,10.844695227486747,10.409105051131474,3.6908115577703757,13.520220347813197,14.688102177211217,15.132451738630023,1.6600000000000013,1.9360000000000015,2.4124999999999925,3.369999999999972,3.2083333333333086,0.80207370124085,3.8799999999999613,4.001999999999959,4.599999999999946,32.90309904515743,41.82785633057356,59.29354094713926,101.07057483494282,95.66090229013935,34.47700665930588,126.7760013025254,132.48006331324578,138.6281474903226,4162721.3363020136,4938187.979247326,6491249.94171217,10844691.842485746,10409101.842797143,3690810.7777934805,13520216.430312198,14688098.186210217,15132447.798629023,4162721336302.0137,4938187979247.326,6491249941712.17,10844691842485.746,10409101842797.143,3690810777793.4805,13520216430312.197,14688098186210.217,15132447798629.023,166.0,193.6,241.25,337.0,320.8333333333333,80.20737012408662,388.0,400.20000000000005,460.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,15132447798629.023,14.285714285714285,15.132451738630023,15.132451738630023,3.93999999999996,0,1,130.97168891876936,394,15132447.798629023,"[0.0, 15.132451738630023, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,153.4499999999988,9088.619999999983,15345,908862,7.74505989998579,512.4969662000076,8.035714285714285,9.569363366989862,9.569363366989862,9569360.170113863,3.196874999999975,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,8.035714285714285,4.50458005774108,11.428571428571429,14.285714285714285,14.285714285714285,1.8821498325892856,4.544795989990234,5.178484235491071,9.793879645211357,9.569363366989862,4.24634204054185,14.131114142281668,14.82360567365374,15.132451738630023,1.8821498325892856,4.544795989990234,5.178484235491071,9.793879645211357,9.569363366989862,4.24634204054185,14.131114142281668,14.82360567365374,15.132451738630023,1.420000000000001,1.9100000000000015,2.0774999999999997,3.229999999999975,3.196874999999975,1.0022769000505596,3.9124999999999606,4.014999999999959,6.069999999999915,5.155013163981494,37.28742384016514,44.71043605916202,93.17841671407223,86.59729479387836,40.755618033792025,128.57484293729067,133.8503231048584,139.72304778918624,1882144.8225882857,4544794.1909892345,5178482.215490071,9793876.505210359,9569360.170113863,4246341.387240851,14131110.094780669,14823601.75965274,15132447.798629023,1882144822588.2856,4544794190989.234,5178482215490.071,9793876505210.357,9569360170113.861,4246341387240.8516,14131110094780.668,14823601759652.738,15132447798629.023,142.0,191.0,207.75,323.0,319.6875,100.22769000505798,391.25,401.5,607.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,15132447798629.023,14.285714285714285,15.132451738630023,15.132451738630023,3.93999999999996,0,1,130.97168891876936,394,15132447.798629023,"[0.0, 15.132451738630023, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,163.5999999999986,9252.219999999981,16360,925222,8.236700199951883,520.9557859000051,9.523809523809524,11.125242369515556,11.125242369515556,11125238.961181222,3.4083333333333043,1.0,100.0,0.0,0.0,2.857142857142857,8.571428571428571,11.428571428571429,9.523809523809524,4.178554470186724,12.142857142857142,14.285714285714285,14.285714285714285,2.356676374162946,5.448641640799386,9.005718231201172,13.12882559640067,11.125242369515556,3.720868604311426,14.269029072352817,14.665880475725446,15.132451738630023,2.356676374162946,5.448641640799386,9.005718231201172,13.12882559640067,11.125242369515556,3.720868604311426,14.269029072352817,14.665880475725446,15.132451738630023,1.8500000000000014,2.1369999999999982,3.182499999999976,3.7349999999999643,3.4083333333333043,0.7420027328490997,3.9249999999999603,4.0219999999999585,5.009999999999938,10.500507529941387,48.276773049682376,90.71581398695707,118.33699343726039,102.12232355051917,34.72709002551857,129.48837939463556,134.39678881913423,140.28945435583591,2356671.3641619463,5448639.509798386,9005715.04870017,13128821.88139967,11125238.961181222,3720868.033980238,14269025.167351818,14665876.493724447,15132447.798629023,2356671364161.9463,5448639509798.387,9005715048700.172,13128821881399.672,11125238961181.22,3720868033980.238,14269025167351.816,14665876493724.447,15132447798629.023,185.0,213.7,318.25,373.5,340.8333333333333,74.20027328491153,392.5,402.20000000000005,501.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,15418424753497.883,14.285714285714285,15.418428693498884,15.418428693498884,3.93999999999996,0,1,130.97200839221478,394,15418424.753497884,"[0.0, 15.418428693498884, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,159.0499999999987,9411.26999999998,15905,941127,8.59108089999063,529.6862722000224,9.226190476190476,10.781767822447279,10.781767822447279,10781764.508904612,3.3135416666666395,1.0,100.0,0.0,0.0,2.857142857142857,5.0,10.0,9.226190476190476,4.412396857915891,14.285714285714285,14.285714285714285,14.285714285714285,1.8826130458286832,4.724765777587891,7.0212234769548685,11.35601724897112,10.781767822447279,4.046669635733866,14.529705047607422,14.931673867361885,15.418428693498884,1.8826130458286832,4.724765777587891,7.0212234769548685,11.35601724897112,10.781767822447279,4.046669635733866,14.529705047607422,14.931673867361885,15.418428693498884,1.5300000000000011,1.8770000000000016,3.052499999999979,3.5999999999999672,3.3135416666666395,0.850981025991293,3.93999999999996,4.017999999999959,5.009999999999938,5.135761967248982,39.30944498181343,68.47085210680962,104.8090963549912,98.23064306639026,38.4103833186415,130.97173601202667,133.36403640806677,142.5086384639144,1882608.035827683,4724763.909586891,7021220.846953869,11356013.898970122,10781764.508904612,4046668.956527596,14529701.137606421,14931669.831360884,15418424.753497884,1882608035827.683,4724763909586.891,7021220846953.869,11356013898970.121,10781764508904.611,4046668956527.596,14529701137606.422,14931669831360.885,15418424753497.883,153.0,187.7,305.25,360.0,331.3541666666667,85.09810259913098,394.0,401.8,501.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,15418424753497.883,14.285714285714285,15.418428693498884,15.418428693498884,3.93999999999996,0,1,130.97200839221478,394,15418424.753497884,"[0.0, 15.418428693498884, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,153.38999999999882,9564.65999999998,15339,956466,8.160569400002714,538.0786213000538,8.80952380952381,10.367131006150018,10.367131006150018,10367127.810524018,3.1956249999999753,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,8.80952380952381,3.9483628456611903,11.428571428571429,14.285714285714285,14.285714285714285,3.6005892072405135,4.871783120291575,7.7627924510410855,10.46522957938058,10.367131006150018,3.6824205134959946,13.885999407087054,14.861973898751396,15.418428693498884,3.6005892072405135,4.871783120291575,7.7627924510410855,10.46522957938058,10.367131006150018,3.6824205134959946,13.885999407087054,14.861973898751396,15.418428693498884,1.460000000000001,1.9210000000000016,2.8374999999999835,3.3099999999999734,3.1956249999999753,0.7980703452964791,3.9099999999999606,3.9659999999999593,4.769999999999943,27.01334711164236,41.213659626990555,77.37359877862036,98.45422239229083,95.15959911048412,33.95320360008276,128.92063886672258,132.05556071922183,135.32612839341164,3600587.747239514,4871781.1992905745,7762789.613540086,10465226.254379582,10367127.810524018,3682419.746271767,13885995.394586055,14861969.911750397,15418424.753497884,3600587747239.5137,4871781199290.574,7762789613540.086,10465226254379.582,10367127810524.018,3682419746271.767,13885995394586.055,14861969911750.396,15418424753497.883,146.0,192.1,283.75,331.0,319.5625,79.8070345296495,391.0,396.6,477.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,15418424753497.883,14.285714285714285,15.418428693498884,15.418428693498884,3.93999999999996,0,1,130.97200839221478,394,15418424.753497884,"[0.0, 15.418428693498884, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,160.53999999999866,9725.199999999979,16054,972520,6.944010799983516,545.1614229000406,9.523809523809524,11.0923098950159,11.0923098950159,11092306.550431564,3.3445833333333055,1.0,100.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,11.428571428571429,9.523809523809524,3.9698409525078726,11.428571428571429,14.285714285714285,14.285714285714285,3.5410308837890625,5.205638885498047,9.290496281215123,12.852329526628765,11.0923098950159,3.759350639342399,14.03853280203683,14.883721487862722,15.418428693498884,3.5410308837890625,5.205638885498047,9.290496281215123,12.852329526628765,11.0923098950159,3.759350639342399,14.03853280203683,14.883721487862722,15.418428693498884,1.440000000000001,2.0410000000000004,3.1724999999999763,3.619999999999967,3.3445833333333055,0.8421103409820245,3.94499999999996,4.048999999999959,4.869999999999941,26.450945012271404,45.46594858318567,91.7329586148262,113.99916744232178,101.53232506817828,35.092785515197654,130.56695411726832,133.87151182964445,138.62795296311378,3541029.4437880623,5205636.844497046,9290493.023714123,12852325.846627764,11092306.550431564,3759349.824842344,14038528.91953583,14883717.500861723,15418424.753497884,3541029443788.0625,5205636844497.047,9290493023714.123,12852325846627.766,11092306550431.564,3759349824842.344,14038528919535.83,14883717500861.723,15418424753497.883,144.0,204.1,317.25,362.0,334.4583333333333,84.21103409820407,394.5,404.90000000000003,487.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,15418424753497.883,14.285714285714285,15.418428693498884,15.418428693498884,3.93999999999996,0,1,130.97200839221478,394,15418424.753497884,"[0.0, 15.418428693498884, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,151.86999999999884,9877.069999999978,15187,987707,7.38658300001407,552.685259000049,8.63095238095238,10.273167632874989,10.273167632874989,10273164.468915654,3.163958333333309,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,8.63095238095238,4.265411566034912,11.428571428571429,14.285714285714285,14.285714285714285,3.4580394199916293,4.840027400425503,5.685009275163923,10.606921059744698,10.273167632874989,3.9570865596909077,14.218485695975168,14.679395403180804,15.418428693498884,3.4580394199916293,4.840027400425503,5.685009275163923,10.606921059744698,10.273167632874989,3.9570865596909077,14.218485695975168,14.679395403180804,15.418428693498884,1.410000000000001,1.9040000000000015,2.2274999999999965,3.319999999999973,3.163958333333309,0.8978486778204096,3.8624999999999616,3.985999999999959,5.219999999999933,25.61744824796915,40.79971975013614,51.47990268655121,97.47374637052417,92.53115853127868,35.93019085032643,126.13976880721748,130.60879128109664,136.42344404757023,3458038.0099906293,4840025.496424502,5685007.052662923,10606917.764743697,10273164.468915654,3957085.7132550194,14218481.665974166,14679391.518179804,15418424.753497884,3458038009990.6294,4840025496424.502,5685007052662.923,10606917764743.697,10273164468915.654,3957085713255.0195,14218481665974.168,14679391518179.805,15418424753497.883,141.0,190.4,222.75,332.0,316.3958333333333,89.7848677820427,386.25,398.6,522.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,15529585031818.197,14.285714285714285,15.529588971819198,15.529588971819198,3.93999999999996,0,1,130.867039360106,394,15529585.031818198,"[0.0, 15.529588971819198, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,151.71999999999886,10028.789999999977,15172,1002879,7.345499099988956,560.2354192000348,9.107142857142856,10.513301974251158,10.513301974251158,10513298.813416824,3.1608333333333096,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,9.107142857142856,4.389855730355308,14.285714285714285,14.285714285714285,14.285714285714285,3.899438040597098,5.244514465332031,5.785677773611886,11.062637056623185,10.513301974251158,4.045185609768459,14.527478899274554,14.864178793770925,15.529588971819198,3.899438040597098,5.244514465332031,5.785677773611886,11.062637056623185,10.513301974251158,4.045185609768459,14.527478899274554,14.864178793770925,15.529588971819198,1.5700000000000012,2.0540000000000003,2.2349999999999963,3.319999999999973,3.1608333333333096,0.8080708336663288,3.892499999999961,3.9499999999999598,4.069999999999958,30.192235507071018,45.90377940535545,52.474543891847134,99.03739963844419,94.56286640356605,36.01569578359395,128.31993034109473,131.1346379071474,138.0753711014986,3899436.4705960983,5244512.411331031,5785675.538610886,11062633.681622185,10513298.813416824,4045184.8140612724,14527475.014273552,14864174.868769927,15529585.031818198,3899436470596.098,5244512411331.031,5785675538610.887,11062633681622.186,10513298813416.822,4045184814061.272,14527475014273.553,14864174868769.926,15529585031818.197,157.0,205.4,223.5,332.0,316.0833333333333,80.80708336663453,389.25,395.0,407.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,15529585031818.197,14.285714285714285,15.529588971819198,15.529588971819198,3.93999999999996,0,1,130.867039360106,394,15529585.031818198,"[0.0, 15.529588971819198, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,144.61999999999898,10173.409999999976,14462,1017341,6.174798700027168,566.6079954000306,8.095238095238095,9.833607503346034,9.833607503346034,9833604.490428368,3.0129166666666456,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,8.095238095238095,4.137654094519706,11.428571428571429,14.285714285714285,14.285714285714285,3.5137503487723216,5.0239443097795755,5.579877580915179,9.969892501831055,9.833607503346034,3.883385468751404,13.99352891104562,14.96890422276088,15.529588971819198,3.5137503487723216,5.0239443097795755,5.579877580915179,9.969892501831055,9.833607503346034,3.883385468751404,13.99352891104562,14.96890422276088,15.529588971819198,1.430000000000001,2.0210000000000004,2.1674999999999978,3.184999999999976,3.0129166666666456,0.7698997725173055,3.794999999999963,3.92999999999996,3.979999999999959,26.172210097312927,43.25921219587326,49.61586525477469,92.71257334947586,87.44531773341198,34.177539528206204,123.22274552471936,130.4316147491336,133.14234935492277,3513748.918771322,5023942.113778575,5579875.423414178,9969889.426830053,9833604.490428368,3883384.709825185,13993525.12354462,14968900.32775988,15529585.031818198,3513748918771.322,5023942113778.575,5579875423414.178,9969889426830.055,9833604490428.37,3883384709825.185,13993525123544.621,14968900327759.88,15529585031818.197,143.0,202.1,216.75,318.5,301.2916666666667,76.98997725173207,379.5,393.0,398.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,15529585031818.197,14.285714285714285,15.529588971819198,15.529588971819198,3.93999999999996,0,1,130.867039360106,394,15529585.031818198,"[0.0, 15.529588971819198, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,150.3099999999989,10323.719999999976,15031,1032372,7.304563999990933,574.0778966000071,9.047619047619046,10.491559391929991,10.491559391929991,10491556.260470657,3.13145833333331,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,9.047619047619046,4.530070854866773,14.285714285714285,14.285714285714285,14.285714285714285,3.729144505092076,4.8599924360002795,5.576376233782087,10.606324332101003,10.491559391929991,4.109889029762759,14.500127519880023,15.247477395193917,15.529588971819198,3.729144505092076,4.8599924360002795,5.576376233782087,10.606324332101003,10.491559391929991,4.109889029762759,14.500127519880023,15.247477395193917,15.529588971819198,1.5100000000000011,1.9040000000000015,2.1424999999999983,3.229999999999975,3.13145833333331,0.836403485125766,3.9199999999999604,3.9629999999999597,4.42999999999995,28.439614206552505,40.740918750315906,49.07135405763984,94.83841285854578,92.87029791017994,36.4690062531481,129.82056161388755,131.2969106256962,136.9727788567543,3729142.995091076,4859990.53999928,5576374.093781086,10606321.127100002,10491556.260470657,4109888.2078101304,14500123.634879023,15247473.444192916,15529585.031818198,3729142995091.076,4859990539999.279,5576374093781.086,10606321127100.004,10491556260470.656,4109888207810.1304,14500123634879.023,15247473444192.918,15529585031818.197,151.0,190.4,214.25,323.0,313.1458333333333,83.64034851257829,392.0,396.3,443.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,15529585031818.197,14.285714285714285,15.529588971819198,15.529588971819198,3.93999999999996,0,1,130.867039360106,394,15529585.031818198,"[0.0, 15.529588971819198, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,153.33999999999884,10477.059999999974,15334,1047706,8.632581199984998,582.8984471000149,8.928571428571429,10.657993328003656,10.657993328003656,10657990.133419322,3.194583333333309,1.0,100.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,8.571428571428571,8.928571428571429,3.982316353256602,11.428571428571429,14.285714285714285,14.285714285714285,3.9509473528180803,5.2758249555315295,9.102428300040108,10.762145178658622,10.657993328003656,3.665580069078961,14.168389184134346,15.033873966761996,15.529588971819198,3.9509473528180803,5.2758249555315295,9.102428300040108,10.762145178658622,10.657993328003656,3.665580069078961,14.168389184134346,15.033873966761996,15.529588971819198,1.5900000000000012,2.049,3.047499999999979,3.274999999999974,3.194583333333309,0.7460366343030348,3.9124999999999606,3.9699999999999593,4.0299999999999585,30.78633702546358,45.7619301609695,86.31361848115921,96.51035780087113,95.20209912428011,32.72573788986055,128.08549085445702,131.77834498882294,135.57318653166294,3950945.76281708,5275822.906530529,9102425.132539108,10762141.913657622,10657990.133419322,3665579.3397503006,14168385.356633347,15033870.037760995,15529585.031818198,3950945762817.08,5275822906530.529,9102425132539.11,10762141913657.623,10657990133419.322,3665579339750.301,14168385356633.348,15033870037760.996,15529585031818.197,159.0,204.9,304.75,327.5,319.4583333333333,74.60366343030496,391.25,397.0,403.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,15529585031818.197,14.285714285714285,15.529588971819198,15.529588971819198,3.93999999999996,0,1,130.867039360106,394,15529585.031818198,"[0.0, 15.529588971819198, -3.93999999999996, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,162.32999999999862,10639.389999999972,16233,1063939,6.80864709999878,589.88937790005,9.583333333333334,10.98989872705369,10.98989872705369,10989895.345177686,3.381874999999971,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,9.583333333333334,4.01906948199876,14.285714285714285,14.285714285714285,14.285714285714285,4.692628043038505,5.451686314174107,8.378510475158691,11.030047280447825,10.98989872705369,3.57005796974875,14.834123338971818,15.11261204310826,15.529588971819198,4.692628043038505,5.451686314174107,8.378510475158691,11.030047280447825,10.98989872705369,3.57005796974875,14.834123338971818,15.11261204310826,15.529588971819198,1.8500000000000014,2.3059999999999947,3.039999999999979,3.3149999999999733,3.381874999999971,0.6991353476795316,3.9599999999999596,4.022999999999959,5.099999999999936,38.945084415376186,49.29117318540811,82.01046287082136,98.43485289812088,98.7232097897989,31.102455725826125,130.54039644263685,133.01975396797062,139.1644793972373,4692626.193037505,5451683.314173107,8378507.657657692,11030043.970446825,10989895.345177686,3570057.46076763,14834119.423970819,15112608.10110726,15529585.031818198,4692626193037.505,5451683314173.107,8378507657657.691,11030043970446.824,10989895345177.688,3570057460767.6304,14834119423970.818,15112608101107.26,15529585031818.197,185.0,230.6,304.0,331.5,338.1875,69.91353476795463,396.0,402.3,510.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,15686077922356.7,14.285714285714285,15.6860842023577,15.6860842023577,6.2799999999999105,0,1,147.02580670267344,628,15686077.922356699,"[0.0, 15.6860842023577, -6.2799999999999105, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,164.2299999999986,10803.61999999997,16423,1080362,8.265128900005948,598.3041745000519,8.809523809523808,10.522122894014633,10.522122894014633,10522119.472555298,3.421458333333304,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,8.809523809523808,4.357858385172173,14.285714285714285,14.285714285714285,14.285714285714285,4.009290422712054,5.098169599260603,5.61948367527553,10.89719363621303,10.522122894014633,3.937457567425737,14.423933029174805,15.466300964355469,15.6860842023577,4.009290422712054,5.098169599260603,5.61948367527553,10.89719363621303,10.522122894014633,3.937457567425737,14.423933029174805,15.466300964355469,15.6860842023577,1.6100000000000012,2.064,2.349999999999994,3.3499999999999726,3.421458333333304,1.1988431743131218,3.9249999999999603,4.0299999999999585,7.379999999999887,31.38485261052847,43.81562992855906,50.073922872543335,99.40337497740984,94.74662792600127,35.73293765214494,128.36933965049684,133.7814729936421,147.02580670267344,4009288.8127110535,5098167.494259603,5619481.5052745305,10897190.31621203,10522119.472555298,3937456.703773274,14423929.069173805,15466294.701354468,15686077.922356699,4009288812711.0537,5098167494259.604,5619481505274.53,10897190316212.031,10522119472555.297,3937456703773.274,14423929069173.805,15466294701354.469,15686077922356.7,161.0,206.4,235.0,335.0,342.1458333333333,119.88431743131468,392.5,403.0,738.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,15686077922356.7,14.285714285714285,15.6860842023577,15.6860842023577,6.2799999999999105,0,1,147.02580670267344,628,15686077.922356699,"[0.0, 15.6860842023577, -6.2799999999999105, -1.0]",0.15,0.3,first_finish,0,,1.0,1.0,0,48,48,0,0,48,0,48,0,48,0,165.75999999999854,10969.379999999968,16576,1096938,8.105661500012502,606.5999793000519,9.523809523809524,11.001308929352533,11.001308929352533,11001305.4760182,3.453333333333303,1.0,100.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,8.571428571428571,9.523809523809524,3.883215816738116,14.285714285714285,14.285714285714285,14.285714285714285,3.0662209647042413,5.273577008928571,9.338761738368444,10.959968566894531,11.001308929352533,3.7246929972193095,14.596026284354075,15.10022408621652,15.6860842023577,3.0662209647042413,5.273577008928571,9.338761738368444,10.959968566894531,11.001308929352533,3.7246929972193095,14.596026284354075,15.10022408621652,15.6860842023577,1.6500000000000012,2.1309999999999985,3.134999999999977,3.369999999999972,3.453333333333303,0.9094236575374841,3.9699999999999593,4.1039999999999575,6.2799999999999105,18.43510927279567,45.20065599307418,87.35298245027661,99.67671193182468,99.52579080096545,33.579301435212116,128.77506537549198,133.22392925843596,147.02580670267344,3066215.244703241,5273574.974927572,9338758.623367444,10959965.17189353,11001305.4760182,3724692.3663606853,14596022.184353072,15100220.13721552,15686077.922356699,3066215244703.241,5273574974927.571,9338758623367.443,10959965171893.531,11001305476018.201,3724692366360.6855,14596022184353.074,15100220137215.52,15686077922356.7,165.0,213.1,313.5,337.0,345.3333333333333,90.94236575375027,397.0,410.40000000000003,628.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
