timestamp_utc,episode,finished,crashes,timeout,progress,block_progress,time,distance,fitness,reward_score,episode_reward,timesteps
2026-05-05T10:44:17Z,1,0,1,0,2.14447021484375,0.0,5.009999999999938,8.203455640817992,2084362.01138811,-0.5255297851562293,-0.52553,501
2026-05-05T10:44:18Z,2,0,1,0,2.152355739048549,0.0,5.009999999999938,8.424122938711662,2092247.3149256108,-0.5176442609514302,-0.517644,1002
2026-05-05T10:44:19Z,3,0,1,0,1.9597843715122767,0.0,5.009999999999938,6.29514704272151,1899678.0763652346,-0.7102156284877026,-0.710216,1503
2026-05-05T10:44:20Z,4,0,1,0,2.4282237461635043,0.0,5.009999999999938,11.414775210811058,2368112.3313882938,-0.24177625383647494,-0.241776,2004
2026-05-05T10:44:20Z,5,0,1,0,2.026111057826451,0.0,5.009999999999938,7.072545325441752,1966003.9852811263,-0.6438889421735283,-0.643889,2505
2026-05-05T10:44:21Z,6,0,1,0,1.9072014944893974,0.0,5.009999999999938,5.655017120036064,1847095.839472278,-0.7627985055105819,-0.762799,3006
2026-05-05T10:44:22Z,7,0,1,0,2.274578639439174,0.0,5.009999999999938,9.54701325800852,2214469.0924259163,-0.39542136056080524,-0.395421,3507
2026-05-05T10:44:22Z,8,0,1,0,1.9309398106166293,0.0,5.009999999999938,5.865647824859479,1870833.9449688052,-0.7390601893833499,-0.73906,4008
2026-05-05T10:44:23Z,9,0,1,0,2.235101972307478,0.0,5.009999999999938,9.27628815441858,2174992.696019324,-0.4348980276925014,-0.434898,4509
2026-05-05T10:44:24Z,10,0,1,0,2.1683338710239957,0.0,5.009999999999938,8.488769453833811,2108225.3822545423,-0.5016661289759836,-0.501666,5010
2026-05-05T10:44:24Z,11,0,1,0,2.0318222045898438,0.0,5.009999999999938,7.0519364681094885,1971715.1526533763,-0.6381777954101355,-0.638178,5511
2026-05-05T10:44:25Z,12,0,1,0,2.049249921526228,0.0,5.009999999999938,7.188534222121234,1989142.7329920065,-0.6207500784737514,-0.62075,6012
2026-05-05T10:44:26Z,13,0,1,0,1.9189562116350447,0.0,5.009999999999938,5.988136048807064,1858850.2234989966,-0.7510437883649346,-0.751044,6513
2026-05-05T10:44:26Z,14,0,1,0,1.9957079206194197,0.0,5.009999999999938,6.864367868023692,1935601.0562515524,-0.6742920793805596,-0.674292,7014
2026-05-05T10:44:27Z,15,0,1,0,1.975909641810826,0.0,5.009999999999938,6.644182104675565,1915802.997628722,-0.6940903581891533,-0.69409,7515
2026-05-05T10:44:27Z,16,0,1,0,2.2090966360909596,0.0,5.009999999999938,8.98259230790427,2148987.653498652,-0.46090336390901965,-0.460903,8016
2026-05-05T10:44:28Z,17,0,1,0,2.176660810198103,0.0,5.009999999999938,8.71968529667356,2116552.090512807,-0.4933391898018764,-0.493339,8517
2026-05-05T10:44:29Z,18,0,1,0,2.3868451799665182,0.0,5.009999999999938,11.056148598756408,2326734.1238179198,-0.28315482003346104,-0.283155,9018
2026-05-05T10:44:30Z,19,0,1,0,2.526414053780692,0.0,5.009999999999938,12.510133048548596,2466301.5436476436,-0.14358594621928744,-0.143586,9519
