generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finished,best_obj_progress,best_obj_neg_time,best_obj_neg_crashes,mean_obj_finished,mean_obj_progress,mean_obj_neg_time,mean_obj_neg_crashes
133,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,141.89999999999907,19618.029999999882,14190,1961803,5.1086451999726705,728.5889810000081,6.726190476190475,8.104762520108904,8.104762520108904,8.06512922286628,2.9562499999999807,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,7.142857142857142,6.726190476190475,3.474375749407735,8.571428571428571,9.428571428571441,14.285714285714285,1.8917029244559154,4.671062469482422,5.397829328264509,8.406102316720146,8.104762520108904,3.077216548829938,9.627603803362165,11.847199576241643,14.821750095912389,1.8917029244559154,4.671062469482422,5.397829328264509,8.406102316720146,8.104762520108904,3.077216548829938,9.627603803362165,11.847199576241643,14.821750095912389,1.7600000000000013,1.9320000000000015,2.209999999999997,2.8899999999999824,2.9562499999999807,1.0339721647607132,3.052499999999979,4.230999999999956,7.529999999999884,5.231868258299073,38.49916606992483,46.66306747496128,77.45278001949191,70.79724262388724,27.7690543527744,83.95135759748518,105.00863529369245,128.47785774618387,1.8315976925876578,4.642613970316352,5.366882665197034,8.367123164018732,8.06512922286628,3.070992994812064,9.587445060178329,11.802684567606349,14.736322589900126,1831597.6925876578,4642613.970316351,5366882.665197033,8367123.164018732,8065129.222866281,3070992.994812064,9587445.060178328,11802684.567606349,14736322.589900127,176.0,193.2,221.0,289.0,295.625,103.39721647607348,305.25,423.1000000000002,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.08104762520108903,-0.09854166666666603,-1.0
134,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,150.6599999999989,19768.689999999882,15066,1976869,5.232095299987122,733.9355679000146,5.773809523809525,7.4189958685920345,7.4189958685920345,7.377543348835512,3.138749999999977,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.773809523809525,3.4743757494077347,6.428571428571429,9.428571428571441,14.285714285714285,1.8830272129603796,4.389746529715402,5.200985499790736,7.01427732195173,7.4189958685920345,3.1972335287582956,8.528954642159597,11.761321749006013,14.821750095912389,1.8830272129603796,4.389746529715402,5.200985499790736,7.01427732195173,7.4189958685920345,3.1972335287582956,8.528954642159597,11.761321749006013,14.821750095912389,1.7000000000000013,1.9510000000000016,2.252499999999996,2.814999999999984,3.138749999999977,1.2909696371977912,3.194999999999976,5.009999999999938,7.529999999999884,5.135272327031998,35.31563649252057,44.40114493854344,63.35454959049821,65.01975652360791,29.241300258415496,77.45921323820949,102.40240440666689,128.47785774618387,1.8229220776880533,4.360751214078909,5.170891307410503,6.97906396740214,7.377543348835512,3.1927968101761492,8.49027674216384,11.71771067367899,14.736322589900126,1822922.0776880533,4360751.214078909,5170891.307410504,6979063.96740214,7377543.348835513,3192796.8101761495,8490276.74216384,11717710.67367899,14736322.589900127,170.0,195.1,225.25,281.5,313.875,129.09696371978183,319.5,501.0,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.07418995868592036,-0.10462499999999923,-1.0
135,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,146.74999999999898,19915.439999999882,14675,1991544,4.09825430001365,738.1438084000256,6.607142857142857,8.205511513210478,8.205511513210478,8.164866739706797,3.057291666666645,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.607142857142857,3.3582191790325076,8.571428571428571,8.571428571428571,14.285714285714285,1.8837411063058036,4.9716796875,5.552900859287807,8.370346341814313,8.205511513210478,2.9262875273380744,9.957423210144043,10.883103234427317,14.821750095912389,1.8837411063058036,4.9716796875,5.552900859287807,8.370346341814313,8.205511513210478,2.9262875273380744,9.957423210144043,10.883103234427317,14.821750095912389,1.8000000000000014,2.047,2.4624999999999915,2.8849999999999825,3.057291666666645,1.0131360956277522,3.182499999999976,4.267999999999954,7.529999999999884,5.1344929948681965,41.55869793817401,48.25856898725033,77.6142522059381,71.85683701421264,26.100972109856556,84.76911992579699,93.20322558209303,128.47785774618387,1.8236359718128095,4.9377481288020615,5.52165260071882,8.331768878333573,8.164866739706797,2.9207204458573908,9.917389287337238,10.840200031201736,14.736322589900126,1823635.9718128094,4937748.128802061,5521652.6007188205,8331768.878333572,8164866.739706797,2920720.4458573908,9917389.287337238,10840200.031201735,14736322.589900127,180.0,204.7,246.25,288.5,305.7291666666667,101.31360956277734,318.25,426.8,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.08205511513210478,-0.10190972222222154,-1.0
136,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,155.2999999999988,20070.73999999988,15530,2007074,5.543929599982221,743.7940082999994,6.428571428571428,7.815505550021217,7.815505550021217,7.773083306066272,3.2354166666666413,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.428571428571428,3.6187343222787294,8.571428571428571,8.571428571428571,14.285714285714285,1.8799046107700894,4.289287022181919,5.314633505684989,8.510518755231583,7.815505550021217,3.159113483577272,9.573907170976911,10.56637409755162,14.821750095912389,1.8799046107700894,4.289287022181919,5.314633505684989,8.510518755231583,7.815505550021217,3.159113483577272,9.573907170976911,10.56637409755162,14.821750095912389,1.7500000000000013,2.009000000000001,2.629999999999988,2.9249999999999816,3.2354166666666413,1.214945057628325,3.149999999999977,5.045999999999937,7.529999999999884,5.135295886975655,34.290985469520095,45.31281377002597,77.43446835235227,68.07728827944447,29.30946757176106,83.42211253196001,89.33605747595429,128.47785774618387,1.8197994733873213,4.25950273119645,5.284213192871219,8.47158974536623,7.773083306066272,3.156122422794869,9.53332127446031,10.525154761494143,14.736322589900126,1819799.4733873212,4259502.73119645,5284213.192871219,8471589.745366232,7773083.306066271,3156122.422794869,9533321.27446031,10525154.761494143,14736322.589900127,175.0,200.9,263.0,292.5,323.5416666666667,121.49450576283503,315.0,504.6,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.07815505550021216,-0.10784722222222139,-1.0
137,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,153.85999999999882,20224.599999999882,15386,2022460,5.447297099977732,749.3610640999977,6.1309523809523805,7.6364874839782715,7.6364874839782715,7.594366561417771,3.205416666666642,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.1309523809523805,3.733903473229094,8.571428571428571,10.28571428571431,14.285714285714285,1.8837084089006695,4.376396724155971,5.032886777605329,7.876056943620954,7.6364874839782715,3.264256659229137,9.171381677900042,11.982406616210953,14.821750095912389,1.8837084089006695,4.376396724155971,5.032886777605329,7.876056943620954,7.6364874839782715,3.264256659229137,9.171381677900042,11.982406616210953,14.821750095912389,1.7000000000000013,1.8510000000000015,2.4974999999999907,2.8399999999999834,3.205416666666642,1.309747046718876,3.8199999999999625,5.0549999999999375,7.529999999999884,5.134557734068949,35.264861618727444,42.48952526412904,74.84749469533563,66.75589383416627,30.441013187323975,80.2782299015671,103.90046659689409,128.47785774618387,1.8236032743429362,4.348941459294353,5.002069288080065,7.8330320881321995,7.594366561417771,3.2593303290366658,9.132050901863174,11.917002453688555,14.736322589900126,1823603.2743429362,4348941.459294353,5002069.2880800655,7833032.0881322,7594366.561417771,3259330.3290366656,9132050.901863175,11917002.453688554,14736322.589900127,170.0,185.1,249.75,284.0,320.5416666666667,130.97470467189032,382.0,505.50000000000006,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.07636487483978273,-0.10684722222222139,-1.0
138,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,154.9099999999988,20379.509999999882,15491,2037951,5.381677700032014,754.8586287000217,6.785714285714285,8.248032785597301,8.248032785597301,8.205687150683522,3.2272916666666416,1.0,100.0,0.0,0.0,2.857142857142857,5.714285714285714,5.714285714285714,6.785714285714285,3.3312068046745766,8.571428571428571,9.428571428571441,14.285714285714285,1.8831416538783483,4.536294664655413,6.08853885105678,8.229257038661412,8.248032785597301,3.0957167923279836,9.91053717476981,11.936482565743596,14.821750095912389,1.8831416538783483,4.536294664655413,6.08853885105678,8.229257038661412,8.248032785597301,3.0957167923279836,9.91053717476981,11.936482565743596,14.821750095912389,1.6200000000000012,2.065,2.717499999999986,2.9399999999999813,3.2272916666666416,1.1149584065174079,3.46249999999997,5.009999999999938,7.529999999999884,5.134864428015135,37.07382840495557,53.40056851878762,76.09890911728144,72.7182471142052,28.23490047245723,85.02038061991334,104.6352000653745,128.47785774618387,1.823036519013921,4.494177590827008,6.055835450488261,8.190930670753728,8.205687150683522,3.0909042773655937,9.85857386644836,11.891899603710597,14.736322589900126,1823036.519013921,4494177.590827009,6055835.450488261,8190930.670753729,8205687.150683522,3090904.2773655937,9858573.86644836,11891899.603710597,14736322.589900127,162.0,206.5,271.75,294.0,322.7291666666667,111.49584065174311,346.25,501.0,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.08248032785597302,-0.10757638888888806,-1.0
139,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,147.37999999999897,20526.88999999988,14738,2052689,5.064238999970257,760.062187500007,6.5476190476190474,8.08290231795538,8.08290231795538,8.042126453356442,3.0704166666666453,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.5476190476190474,3.6402106789096798,8.571428571428571,12.285714285714297,14.285714285714285,2.2103282383510043,4.862398965018136,5.630512237548828,7.668886184692383,8.08290231795538,3.142678635038014,9.316941670009069,14.20267268589565,14.821750095912389,2.2103282383510043,4.862398965018136,5.630512237548828,7.668886184692383,8.08290231795538,3.142678635038014,9.316941670009069,14.20267268589565,14.821750095912389,1.6200000000000012,1.9400000000000015,2.389999999999993,2.814999999999984,3.0704166666666453,1.2262458942053558,2.9749999999999805,4.771999999999944,7.529999999999884,9.615542835032102,40.487569882720706,49.161051377654076,74.19952031224966,71.69793227161365,28.141344836085814,81.54249272681773,124.70477822348475,128.47785774618387,2.1502186228081697,4.8333684774482535,5.599113438768908,7.630961803904814,8.042126453356442,3.1361658287178953,9.277234773066692,14.153536960624445,14.736322589900126,2150218.6228081696,4833368.477448254,5599113.438768908,7630961.803904813,8042126.453356442,3136165.8287178953,9277234.773066692,14153536.960624445,14736322.589900127,162.0,194.0,239.0,281.5,307.0416666666667,122.62458942053814,297.5,477.20000000000016,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.0808290231795538,-0.10234722222222149,-1.0
140,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,140.57999999999907,20667.469999999877,14058,2066747,4.544391299947165,764.7064786999836,5.833333333333333,7.366629441579183,7.366629441579183,7.327277702678237,2.928749999999981,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.833333333333333,3.593187683996802,8.571428571428571,8.571428571428571,14.285714285714285,1.8824877057756695,4.524223327636719,4.963536943708148,7.142857142857142,7.366629441579183,3.0783609725657235,9.24325602395194,10.101637431553435,14.821750095912389,1.8824877057756695,4.524223327636719,4.963536943708148,7.142857142857142,7.366629441579183,3.0783609725657235,9.24325602395194,10.101637431553435,14.821750095912389,1.5700000000000012,1.8720000000000014,2.099999999999999,2.7799999999999847,2.928749999999981,1.194525053804485,2.9874999999999803,4.771999999999944,7.529999999999884,5.135138885219931,36.81340297535062,41.36265489179641,67.64888643100858,64.23890094662632,28.234646468536738,81.55809495784342,87.14050440192226,127.50601226533763,1.822382570636785,4.494726514233744,4.932295581053255,7.107041347818498,7.327277702678237,3.0726957869062623,9.201550528164852,10.060970610151749,14.736322589900126,1822382.5706367851,4494726.514233744,4932295.581053255,7107041.3478184985,7327277.702678236,3072695.7869062624,9201550.52816485,10060970.610151751,14736322.589900127,157.0,187.2,210.0,278.0,292.875,119.45250538045096,298.75,477.20000000000016,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.07366629441579182,-0.09762499999999937,-1.0
141,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,144.60999999999902,20812.079999999878,14461,2081208,5.096060199954081,769.9208189999918,6.369047619047618,7.858159939448039,7.858159939448039,7.817963689715577,3.012708333333313,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.369047619047618,3.5590061735420826,8.571428571428571,12.285714285714297,14.285714285714285,1.8836157662527904,4.454811096191406,5.365652356828962,7.455259050641741,7.858159939448039,3.0929320402757026,9.22933578491211,12.393570763724203,14.821750095912389,1.8836157662527904,4.454811096191406,5.365652356828962,7.455259050641741,7.858159939448039,3.0929320402757026,9.22933578491211,12.393570763724203,14.821750095912389,1.5400000000000011,2.016000000000001,2.4524999999999917,2.814999999999984,3.012708333333313,1.1697715937725475,2.9674999999999807,4.771999999999944,7.529999999999884,5.135109463313711,36.03009080067277,45.99783914349973,72.27645866200328,69.16639912823454,27.80201070271034,80.55301419645548,107.88911087922763,128.27900749444962,1.8235106311433278,4.427175066100606,5.335031381838484,7.417936985420819,7.817963689715577,3.086272495911363,9.190281230793161,12.32601191377542,14.736322589900126,1823510.6311433278,4427175.066100606,5335031.381838485,7417936.985420818,7817963.689715576,3086272.4959113635,9190281.23079316,12326011.91377542,14736322.589900127,154.0,201.6,245.25,281.5,301.2708333333333,116.97715937725717,296.75,477.20000000000016,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.07858159939448038,-0.10042361111111042,-1.0
142,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,144.07999999999902,20956.159999999876,14408,2095616,5.303381300007459,775.335498600034,5.535714285714286,7.047387077694847,7.047387077694847,7.0073099246107615,3.001666666666646,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.535714285714286,3.661077217781376,8.571428571428571,8.571428571428571,14.285714285714285,1.8827165876116072,4.159824916294643,4.664842060634069,6.529434749058315,7.047387077694847,3.285433830040876,9.1562591280256,10.767923355102539,14.821750095912389,1.8827165876116072,4.159824916294643,4.664842060634069,6.529434749058315,7.047387077694847,3.285433830040876,9.1562591280256,10.767923355102539,14.821750095912389,1.5700000000000012,1.7940000000000014,1.9775000000000016,2.7349999999999857,3.001666666666646,1.3157544308198819,3.0724999999999785,5.009999999999938,7.529999999999884,5.134621844132198,32.92501508966088,37.80057485215366,58.00538819283247,60.48641741898397,30.60619289150931,80.10936869867146,93.95980323255063,127.50601226533763,1.8226114484839893,4.133181991279553,4.607505111946176,6.495576743670123,7.0073099246107615,3.2804010966126045,9.11730501251375,10.709709395299308,14.736322589900126,1822611.4484839893,4133181.991279553,4607505.111946176,6495576.743670123,7007309.924610761,3280401.0966126043,9117305.01251375,10709709.395299308,14736322.589900127,157.0,179.4,197.75,273.5,300.1666666666667,131.5754430819909,307.25,501.0,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.07047387077694847,-0.10005555555555486,-1.0
143,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,139.84999999999908,21096.009999999875,13985,2109601,4.953737400006503,780.3979704999947,5.833333333333333,7.396732795806158,7.396732795806158,7.357533253366838,2.9135416666666476,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.833333333333333,3.4972454337067576,8.571428571428571,8.571428571428571,14.285714285714285,1.882106236049107,4.402733939034598,4.91142817905971,7.070263453892299,7.396732795806158,3.1945828096973443,9.094553674970356,10.7715151650565,14.821750095912389,1.882106236049107,4.402733939034598,4.91142817905971,7.070263453892299,7.396732795806158,3.1945828096973443,9.094553674970356,10.7715151650565,14.821750095912389,1.490000000000001,1.7900000000000014,2.1274999999999986,2.774999999999985,2.9135416666666476,1.1414163160727857,3.087499999999978,4.771999999999944,7.529999999999884,5.135014097839303,35.49013430923224,40.81010551005602,66.03063377737999,64.12577265375678,29.339093535807088,80.11398897506297,91.84934643656017,127.50601226533763,1.82200110103501,4.375278448649042,4.882287368954199,7.034397423258522,7.357533253366838,3.1892052022433632,9.05537356098138,10.728143315710065,14.736322589900126,1822001.1010350098,4375278.448649042,4882287.368954199,7034397.4232585225,7357533.253366838,3189205.202243363,9055373.56098138,10728143.315710066,14736322.589900127,149.0,179.0,212.75,277.5,291.3541666666667,114.14163160728089,308.75,477.20000000000016,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.07396732795806159,-0.09711805555555493,-1.0
144,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,136.28999999999917,21232.299999999876,13629,2123230,3.349965000001248,783.8560585000087,6.607142857142857,8.032150949750628,8.032150949750628,7.993686661519568,2.8393749999999827,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.607142857142857,3.307189138830738,8.571428571428571,8.571428571428571,14.285714285714285,3.990358625139509,4.761750902448382,5.45154299054827,7.477952412196568,8.032150949750628,2.8480389836349884,9.774324553353447,10.83352906363351,14.821750095912389,3.990358625139509,4.761750902448382,5.45154299054827,7.477952412196568,8.032150949750628,2.8480389836349884,9.774324553353447,10.83352906363351,14.821750095912389,1.6000000000000012,1.8640000000000014,2.107499999999999,2.7449999999999855,2.8393749999999827,1.0337258789003445,3.0249999999999795,4.036999999999961,7.529999999999884,31.08504717051983,39.40800243541598,46.9000872541219,72.84034113958478,70.53823106046669,24.70085214415494,84.81773860752583,91.39434435069562,127.50601226533763,3.964327540092339,4.733071494445946,5.419695821309981,7.440429571855429,7.993686661519568,2.8390435629626043,9.730139727545787,10.791847669289158,14.736322589900126,3964327.540092339,4733071.494445946,5419695.82130998,7440429.571855428,7993686.6615195675,2839043.562962604,9730139.727545787,10791847.669289159,14736322.589900127,160.0,186.4,210.75,274.5,283.9375,103.37258789003657,302.5,403.7000000000003,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.08032150949750627,-0.09464583333333276,-1.0
145,0.01131175009591243,14.285714285714285,14.821750095912389,14.821750095912389,7.529999999999884,0,1,127.50601226533763,753,14.736322589900126,"[0.0, 0.1482175009591239, -0.2509999999999961, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,137.7399999999991,21370.039999999874,13774,2137004,3.758631200005766,787.708165500022,6.785714285714285,8.092291014535087,8.092291014535087,8.053524577698564,2.8695833333333147,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.785714285714285,3.4317941203332314,8.571428571428571,10.28571428571431,14.285714285714285,3.6478424072265625,4.307068416050503,5.4482623508998325,8.207144056047712,8.092291014535087,3.0329846978952757,9.637528828212194,11.657869338989276,14.821750095912389,3.6478424072265625,4.307068416050503,5.4482623508998325,8.207144056047712,8.092291014535087,3.0329846978952757,9.637528828212194,11.657869338989276,14.821750095912389,1.480000000000001,1.7340000000000013,2.0874999999999995,2.8299999999999836,2.8695833333333147,1.1792740675469944,3.00749999999998,3.883999999999962,7.529999999999884,27.557504028081894,34.48377662971616,47.09219231270254,75.49798103421926,70.60350318937465,26.746440357164502,82.85418316721916,100.61192767694607,127.50601226533763,3.6230148497225345,4.2799239322738725,5.417340258707521,8.169018558066679,8.053524577698564,3.0226184461110437,9.597670697417083,11.604958711082393,14.736322589900126,3623014.8497225344,4279923.932273873,5417340.25870752,8169018.558066677,8053524.577698563,3022618.4461110434,9597670.697417082,11604958.711082393,14736322.589900127,148.0,173.4,208.75,283.0,286.9583333333333,117.9274067547018,300.75,388.4000000000001,753.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,inf,0.01131175009591243,14736322.589900127,0.0,0.1482175009591239,-0.2509999999999961,-1.0,0.0,0.08092291014535087,-0.09565277777777718,-1.0
