generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finished,best_obj_progress,best_obj_neg_time,best_obj_neg_crashes,mean_obj_finished,mean_obj_progress,mean_obj_neg_time,mean_obj_neg_crashes
52,0.007536403438023188,8.571428571428571,10.586403438023158,10.586403438023158,6.149999999999913,0,1,90.14527678117156,615,10.514813292746377,"[0.0, 0.10586403438023158, -0.2049999999999971, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,131.8399999999993,7631.1299999999765,13184,763113,5.413957000011578,287.3103934000246,5.654761904761905,7.270321278345018,7.270321278345018,7.232791357394487,2.746666666666652,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.654761904761905,2.439023958160462,8.571428571428571,8.571428571428571,8.571428571428571,3.010117667061942,4.681907653808594,5.272150039672852,7.66585213797433,7.270321278345018,2.092563404799104,9.068404606410436,9.80363736833845,10.586403438023158,3.010117667061942,4.681907653808594,5.272150039672852,7.66585213797433,7.270321278345018,2.092563404799104,9.068404606410436,9.80363736833845,10.586403438023158,1.6800000000000013,1.9340000000000015,2.099999999999999,2.769999999999985,2.746666666666652,0.9238378585492444,2.8949999999999823,3.047999999999979,6.149999999999913,18.43480731640011,38.4206430785358,44.88887775503099,72.91228112578392,63.25428386280358,19.377650747693163,78.4483891762793,82.64116481691599,90.14527678117156,2.941099224586748,4.653529233165516,5.241855150795097,7.6283292256932045,7.232791357394487,2.09048044451412,9.02960115802126,9.762914727173632,10.514813292746377,2941099.224586748,4653529.233165516,5241855.1507950965,7628329.225693204,7232791.357394489,2090480.4445141198,9029601.15802126,9762914.727173632,10514813.292746376,168.0,193.4,210.0,277.0,274.6666666666667,92.38378585492634,289.5,304.8,615.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,inf,0.007536403438023188,10514813.292746376,0.0,0.10586403438023158,-0.2049999999999971,-1.0,0.0,0.07270321278345017,-0.09155555555555506,-1.0
53,0.007536403438023188,8.571428571428571,10.586403438023158,10.586403438023158,6.149999999999913,0,1,90.14527678117156,615,10.514813292746377,"[0.0, 0.10586403438023158, -0.2049999999999971, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,127.50999999999937,7758.639999999976,12751,775864,5.1664647000143304,292.5993018000154,5.952380952380952,7.5408750488644545,7.5408750488644545,7.504244955756562,2.6564583333333203,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.952380952380952,2.462876293521095,8.571428571428571,8.571428571428571,8.571428571428571,3.9061573573521207,4.7908782958984375,5.255650111607142,8.154829570225306,7.5408750488644545,2.040051861201096,9.316861970084053,9.808744430541994,10.586403438023158,3.9061573573521207,4.7908782958984375,5.255650111607142,8.154829570225306,7.5408750488644545,2.040051861201096,9.316861970084053,9.808744430541994,10.586403438023158,1.5700000000000012,1.9260000000000015,2.020000000000001,2.7999999999999843,2.6564583333333203,0.7856565449337245,2.912499999999982,2.9929999999999803,6.149999999999913,30.192333966493607,39.59229466170073,44.71073445864022,74.9474316611886,65.50977456049684,18.161163041785137,79.60688566602767,82.30221914425493,90.14527678117156,3.8804271650181543,4.761838703603776,5.225405401149768,8.116754622793646,7.504244955756562,2.0342048057544435,9.277857637781372,9.76904212840312,10.514813292746377,3880427.1650181543,4761838.703603776,5225405.401149767,8116754.622793645,7504244.955756563,2034204.8057544434,9277857.637781372,9769042.12840312,10514813.292746376,157.0,192.6,202.0,280.0,265.6458333333333,78.56565449337403,291.25,299.3,615.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,inf,0.007536403438023188,10514813.292746376,0.0,0.10586403438023158,-0.2049999999999971,-1.0,0.0,0.07540875048864455,-0.08854861111111068,-1.0
54,0.007536403438023188,8.571428571428571,10.586403438023158,10.586403438023158,6.149999999999913,0,1,90.14527678117156,615,10.514813292746377,"[0.0, 0.10586403438023158, -0.2049999999999971, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,128.37999999999934,7887.019999999975,12838,788702,5.708722800016403,298.4559999000048,5.714285714285714,7.341591119766235,7.341591119766235,7.304781489395843,2.6745833333333198,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,2.5421614885788832,8.571428571428571,8.571428571428571,8.571428571428571,4.223294939313616,4.7922788347516745,5.236828667776926,7.699184417724609,7.341591119766235,2.038911668851494,9.19832365853446,9.778597695486885,10.586403438023158,4.223294939313616,4.7922788347516745,5.236828667776926,7.699184417724609,7.341591119766235,2.038911668851494,9.19832365853446,9.778597695486885,10.586403438023158,1.6800000000000013,1.8720000000000014,2.0475000000000003,2.8299999999999836,2.6745833333333198,0.8326462792740148,2.9424999999999812,3.0229999999999797,6.149999999999913,33.51906430721283,39.60467926710844,44.36227169446647,73.08148334920406,63.79703705882033,18.290384508378487,79.48213064298034,83.1409190811217,90.14527678117156,4.196461420249309,4.763519230072407,5.2066843056807555,7.661011336241259,7.304781489395843,2.0336007255498387,9.158094029992805,9.738374554485134,10.514813292746377,4196461.420249309,4763519.230072407,5206684.3056807555,7661011.33624126,7304781.489395843,2033600.7255498387,9158094.029992804,9738374.554485135,10514813.292746376,168.0,187.2,204.75,283.0,267.4583333333333,83.26462792740317,294.25,302.3,615.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,inf,0.007536403438023188,10514813.292746376,0.0,0.10586403438023158,-0.2049999999999971,-1.0,0.0,0.07341591119766236,-0.08915277777777732,-1.0
55,0.007536403438023188,8.571428571428571,10.586403438023158,10.586403438023158,6.149999999999913,0,1,90.14527678117156,615,10.514813292746377,"[0.0, 0.10586403438023158, -0.2049999999999971, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,136.5099999999992,8023.529999999974,13651,802353,5.289817100041546,303.87359710002784,5.714285714285715,7.402001505806332,7.402001505806332,7.363496650672656,2.8439583333333167,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285715,2.332847374079217,8.571428571428571,8.571428571428571,8.571428571428571,3.9510890415736606,5.235130310058594,5.482974733625139,7.610938208443777,7.402001505806332,1.821916553299622,8.844781603131976,10.027901785714285,10.586403438023158,3.9510890415736606,5.235130310058594,5.482974733625139,7.610938208443777,7.402001505806332,1.821916553299622,8.844781603131976,10.027901785714285,10.586403438023158,1.7000000000000013,2.020000000000001,2.0974999999999993,2.809999999999984,2.8439583333333167,0.9868526139181988,2.8924999999999823,3.196999999999978,6.31999999999991,30.923181416466832,44.50186742320657,47.09177324362099,72.3417230732739,65.2718003431537,16.305376055688683,77.56886174716055,84.14838548973202,90.14527678117156,3.8975581183922445,5.204945808017075,5.452052641851895,7.572815866720704,7.363496650672656,1.8185283642132835,8.80617903430698,9.987817637151439,10.514813292746377,3897558.1183922444,5204945.808017075,5452052.6418518955,7572815.866720704,7363496.650672656,1818528.3642132834,8806179.03430698,9987817.637151439,10514813.292746376,170.0,202.0,209.75,281.0,284.3958333333333,98.68526139182195,289.25,319.7000000000002,632.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,inf,0.007536403438023188,10514813.292746376,0.0,0.10586403438023158,-0.2049999999999971,-1.0,0.0,0.07402001505806333,-0.09479861111111054,-1.0
56,0.007536403438023188,8.571428571428571,10.586403438023158,10.586403438023158,6.149999999999913,0,1,90.14527678117156,615,10.514813292746377,"[0.0, 0.10586403438023158, -0.2049999999999971, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,141.48999999999904,8165.019999999973,14149,816502,5.884390000021085,309.9166560000158,5.416666666666667,6.909587099438622,6.909587099438622,6.870050710421755,2.9477083333333134,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.416666666666667,2.4907709467747234,8.571428571428571,8.571428571428571,8.571428571428571,3.018488202776228,3.758800506591797,4.840301786150252,7.253828048706055,6.909587099438622,2.362076172392744,9.273351260593959,9.757173265729632,10.586403438023158,3.018488202776228,3.758800506591797,4.840301786150252,7.253828048706055,6.909587099438622,2.362076172392744,9.273351260593959,9.757173265729632,10.586403438023158,1.470000000000001,1.8300000000000014,2.0450000000000004,2.814999999999984,2.9477083333333134,1.277510990793095,2.9399999999999813,5.737999999999922,6.559999999999905,18.434511269675568,28.777842845767736,40.143003510311246,69.94646046310663,59.30568353387616,22.224575241620958,80.04893686808646,82.57032566443087,90.14527678117156,2.9498697624853047,3.733511728748951,4.810086643146741,7.217359551946994,6.870050710421755,2.361739332529426,9.233946211657091,9.717480872916466,10.514813292746377,2949869.762485305,3733511.728748951,4810086.643146741,7217359.551946994,6870050.710421753,2361739.3325294256,9233946.211657092,9717480.872916466,10514813.292746376,147.0,183.0,204.5,281.5,294.7708333333333,127.75109907931211,294.0,573.8000000000001,656.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.007536403438023188,10514813.292746376,0.0,0.10586403438023158,-0.2049999999999971,-1.0,0.0,0.06909587099438622,-0.09825694444444379,-1.0
57,0.007536403438023188,8.571428571428571,10.586403438023158,10.586403438023158,6.149999999999913,0,1,90.14527678117156,615,10.514813292746377,"[0.0, 0.10586403438023158, -0.2049999999999971, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,130.84999999999928,8295.869999999972,13085,829587,5.667219199996907,315.7319699000218,5.654761904761905,7.293712695439656,7.293712695439656,7.2563883778495395,2.7260416666666516,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,5.654761904761905,2.295335652935576,8.571428571428571,8.571428571428571,8.571428571428571,4.033355712890625,4.610419137137277,5.40687016078404,7.956391743251256,7.293712695439656,1.9581432907232126,8.845621517726354,9.648184095110212,10.586403438023158,4.033355712890625,4.610419137137277,5.40687016078404,7.956391743251256,7.293712695439656,1.9581432907232126,8.845621517726354,9.648184095110212,10.586403438023158,1.6400000000000012,1.8940000000000015,2.157499999999998,2.7799999999999847,2.7260416666666516,0.852979434060708,2.8774999999999826,3.0229999999999797,6.349999999999909,31.669731479138136,37.72043025195599,46.38965870812535,74.19988026469946,63.90092344974361,17.965565595909535,77.56883580982685,81.58048351705075,90.14527678117156,3.9880240431591463,4.578471416707024,5.376148770971234,7.918567543243773,7.2563883778495395,1.9541916414512572,8.807018948938248,9.608672514626694,10.514813292746377,3988024.0431591463,4578471.416707024,5376148.770971233,7918567.543243772,7256388.377849539,1954191.6414512573,8807018.948938249,9608672.514626695,10514813.292746376,164.0,189.4,215.75,278.0,272.6041666666667,85.29794340607255,287.75,302.3,635.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,inf,0.007536403438023188,10514813.292746376,0.0,0.10586403438023158,-0.2049999999999971,-1.0,0.0,0.07293712695439657,-0.09086805555555506,-1.0
58,0.008313077414376417,8.571428571428571,10.993077414376396,10.993077414376396,5.039999999999937,0,1,94.22847647219896,504,10.932583185899924,"[0.0, 0.10993077414376395, -0.1679999999999979, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,134.4699999999992,8430.339999999971,13447,843034,5.411982899997383,321.3007260999875,6.25,7.794365599041893,7.794365599041893,7.756282798901281,2.8014583333333167,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,6.25,2.2327380158941725,8.571428571428571,8.571428571428571,8.571428571428571,4.107584272112165,4.906705038888115,6.698090689522879,8.246474947248187,7.794365599041893,1.9151827411860531,9.284897531781878,9.931351797921316,10.993077414376396,4.107584272112165,4.906705038888115,6.698090689522879,8.246474947248187,7.794365599041893,1.9151827411860531,9.284897531781878,9.931351797921316,10.993077414376396,1.6400000000000012,1.9100000000000015,2.5524999999999896,2.814999999999984,2.8014583333333167,0.8988325520346875,2.899999999999982,3.0159999999999796,6.31999999999991,32.29207804054022,40.941904009878634,59.451354426193575,75.71372766047716,68.21680727941384,16.973511293937545,79.33176125958562,83.83112141340972,94.22847647219896,4.081151980034124,4.877564096998934,6.653481238168453,8.20829923354545,7.756282798901281,1.910265767852598,9.245893199929391,9.891337966799904,10.932583185899924,4081151.9800341246,4877564.096998934,6653481.238168454,8208299.233545449,7756282.798901279,1910265.767852598,9245893.199929392,9891337.966799904,10932583.185899924,164.0,191.0,255.25,281.5,280.1458333333333,89.88325520347058,290.0,301.6,632.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,inf,0.008313077414376417,10932583.185899924,0.0,0.10993077414376395,-0.1679999999999979,-1.0,0.0,0.07794365599041893,-0.0933819444444439,-1.0
59,0.008313077414376417,8.571428571428571,10.993077414376396,10.993077414376396,5.039999999999937,0,1,94.22847647219896,504,10.932583185899924,"[0.0, 0.10993077414376395, -0.1679999999999979, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,134.16999999999922,8564.509999999971,13417,856451,5.142770400037989,326.5654464000254,5.773809523809525,7.333173751831055,7.333173751831055,7.295157274809675,2.795208333333317,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.773809523809525,2.3682697933425905,8.571428571428571,8.571428571428571,8.571428571428571,1.8822315761021207,4.7117494855608255,5.4906736101422995,7.671394348144531,7.333173751831055,2.0065027383085123,8.78657409123012,9.646581104823523,10.993077414376396,1.8822315761021207,4.7117494855608255,5.4906736101422995,7.671394348144531,7.333173751831055,2.0065027383085123,8.78657409123012,9.646581104823523,10.993077414376396,1.6500000000000012,1.8950000000000016,2.392499999999993,2.809999999999984,2.795208333333317,0.8805301186958479,2.8799999999999826,3.0159999999999796,6.449999999999907,5.135378544779087,38.86820922810584,47.35986339300871,72.84468122199178,64.39368804683136,18.849091944339385,77.89786449447274,81.80785107389093,94.22847647219896,1.8221264407235767,4.6694106173515975,5.459676250278907,7.633871503463309,7.295157274809675,2.0048845725438373,8.747971522562317,9.60701929697245,10.932583185899924,1822126.4407235766,4669410.617351597,5459676.250278907,7633871.503463309,7295157.274809674,2004884.5725438374,8747971.522562318,9607019.29697245,10932583.185899924,165.0,189.5,239.25,281.0,279.5208333333333,88.05301186958658,288.0,301.6,645.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,inf,0.008313077414376417,10932583.185899924,0.0,0.10993077414376395,-0.1679999999999979,-1.0,0.0,0.07333173751831056,-0.0931736111111106,-1.0
60,0.008313077414376417,8.571428571428571,10.993077414376396,10.993077414376396,5.039999999999937,0,1,94.22847647219896,504,10.932583185899924,"[0.0, 0.10993077414376395, -0.1679999999999979, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,129.82999999999933,8694.339999999971,12983,869434,4.373504400020465,331.0602012000163,6.130952380952382,7.677828924996511,7.677828924996511,7.64071239651249,2.7047916666666527,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,6.130952380952382,2.1019575694059016,8.571428571428571,8.571428571428571,8.571428571428571,4.397975376674107,5.136844635009766,7.142857142857142,7.799995967320033,7.677828924996511,1.6465554742213515,8.918555804661342,9.591647284371513,10.993077414376396,4.397975376674107,5.136844635009766,7.142857142857142,7.799995967320033,7.677828924996511,1.6465554742213515,8.918555804661342,9.591647284371513,10.993077414376396,1.7400000000000013,1.9800000000000015,2.617499999999988,2.769999999999985,2.7047916666666527,0.5278572628377336,2.8824999999999825,2.9789999999999806,5.039999999999937,35.394543290138245,43.32381442636252,67.02653855644166,73.3512390255928,68.61181735505427,14.546479609146326,78.38240069150925,82.4777582295239,94.22847647219896,4.370539982130817,5.107001311195339,7.106188661968245,7.762372627062366,7.64071239651249,1.6427064169543033,8.879752422260651,9.551934806613284,10.932583185899924,4370539.982130816,5107001.311195339,7106188.661968245,7762372.627062365,7640712.396512491,1642706.4169543032,8879752.42226065,9551934.806613285,10932583.185899924,174.0,198.0,261.75,277.0,270.4791666666667,52.78572628377444,288.25,297.90000000000003,504.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,inf,0.008313077414376417,10932583.185899924,0.0,0.10993077414376395,-0.1679999999999979,-1.0,0.0,0.07677828924996512,-0.09015972222222175,-1.0
61,0.010287081051781104,11.428571428571429,13.700414385114398,13.700414385114398,7.23999999999989,0,1,121.97753332648426,724,13.617892407581072,"[0.0, 0.13700414385114398, -0.24133333333332968, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,138.63999999999913,8832.97999999997,13864,883298,3.975886799977161,335.14431150001474,6.011904761904762,7.40488989012582,7.40488989012582,7.365941848908798,2.8883333333333154,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.011904761904762,2.623778195301689,8.571428571428571,8.571428571428571,11.428571428571429,1.8819754464285716,4.526654379708427,5.390770775931222,7.6588480813162665,7.40488989012582,2.3196769753160065,9.042248044695173,10.054175513131277,13.700414385114398,1.8819754464285716,4.526654379708427,5.390770775931222,7.6588480813162665,7.40488989012582,2.3196769753160065,9.042248044695173,10.054175513131277,13.700414385114398,1.480000000000001,1.8860000000000015,2.352499999999994,2.8249999999999837,2.8883333333333154,1.072878397375727,2.9174999999999818,3.896999999999968,7.23999999999989,5.143496864868212,36.81591851562261,46.20898720994592,73.25905016995966,64.70788368866381,21.852285850839714,78.7919840645045,84.28450105264783,121.97753332648426,1.8218703029317074,4.49877756378991,5.360099566944013,7.609424822266098,7.365941848908798,2.3155263438396085,9.003294225787826,10.014061228630224,13.617892407581072,1821870.3029317074,4498777.563789911,5360099.566944012,7609424.822266097,7365941.848908797,2315526.3438396086,9003294.225787828,10014061.228630224,13617892.407581072,148.0,188.6,235.25,282.5,288.8333333333333,107.2878397375749,291.75,389.70000000000067,724.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,inf,0.010287081051781104,13617892.407581072,0.0,0.13700414385114398,-0.24133333333332968,-1.0,0.0,0.0740488989012582,-0.09627777777777717,-1.0
62,0.010287081051781104,11.428571428571429,13.700414385114398,13.700414385114398,7.23999999999989,0,1,121.97753332648426,724,13.617892407581072,"[0.0, 0.13700414385114398, -0.24133333333332968, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,149.08999999999895,8982.069999999969,14909,898207,4.689807999995537,339.9212567000068,6.130952380952382,7.725566568828764,7.725566568828764,7.684438237290057,3.106041666666645,1.0,100.0,0.0,0.0,2.857142857142857,5.0,5.714285714285714,6.130952380952382,2.4736422327595413,8.571428571428571,8.571428571428571,11.428571428571429,1.883986336844308,5.116727556501115,6.263896397181919,8.04610116141183,7.725566568828764,2.1900052453187384,9.393112318856375,9.862829208374025,13.700414385114398,1.883986336844308,5.116727556501115,6.263896397181919,8.04610116141183,7.725566568828764,2.1900052453187384,9.393112318856375,9.862829208374025,13.700414385114398,1.8500000000000014,2.0350000000000006,2.4049999999999927,2.8849999999999825,3.106041666666645,1.17620813702217,2.9724999999999806,5.018999999999938,7.23999999999989,5.156591679115081,43.11838764622807,55.25389147736132,74.84712260589004,67.91487204121495,20.23578192728852,80.10804479941726,83.0204362049699,121.97753332648426,1.8238811802526294,5.086944438113469,6.230766143290442,8.008126314289225,7.684438237290057,2.1866748568968086,9.353706207698409,9.82299618793782,13.617892407581072,1823881.1802526293,5086944.43811347,6230766.1432904415,8008126.314289225,7684438.237290057,2186674.856896809,9353706.207698409,9822996.18793782,13617892.407581072,185.0,203.5,240.5,288.5,310.6041666666667,117.62081370221948,297.25,501.90000000000003,724.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.010287081051781104,13617892.407581072,0.0,0.13700414385114398,-0.24133333333332968,-1.0,0.0,0.07725566568828764,-0.10353472222222149,-1.0
63,0.010287081051781104,11.428571428571429,13.700414385114398,13.700414385114398,7.23999999999989,0,1,121.97753332648426,724,13.617892407581072,"[0.0, 0.13700414385114398, -0.24133333333332968, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,143.82999999999905,9125.899999999969,14383,912590,5.389125499990769,345.4302244000137,6.011904761904762,7.579395884559268,7.579395884559268,7.539365195817961,2.9964583333333135,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.011904761904762,2.623778195301689,8.571428571428571,8.571428571428571,11.428571428571429,1.8837084089006695,4.648694174630301,5.414197104317801,8.072686876569476,7.579395884559268,2.302621087926198,9.310122217450823,9.918336050851005,13.700414385114398,1.8837084089006695,4.648694174630301,5.414197104317801,8.072686876569476,7.579395884559268,2.302621087926198,9.310122217450823,9.918336050851005,13.700414385114398,1.6600000000000013,1.9380000000000015,2.4599999999999915,2.854999999999983,2.9964583333333135,1.0875306309542916,2.959999999999981,4.57599999999995,7.23999999999989,5.134561922692228,38.23520612195134,46.5387869887054,75.06364868953824,66.10540797375673,21.24618919165315,80.13235749490559,84.23658030107617,121.97753332648426,1.8236032743387476,4.616885939424179,5.381175605547954,8.034661812920787,7.539365195817961,2.2980536159923366,9.27081699531367,9.877861814270704,13.617892407581072,1823603.2743387476,4616885.9394241795,5381175.605547953,8034661.8129207855,7539365.1958179595,2298053.6159923365,9270816.99531367,9877861.814270703,13617892.407581072,166.0,193.8,246.0,285.5,299.6458333333333,108.75306309543143,296.0,457.60000000000025,724.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,inf,0.010287081051781104,13617892.407581072,0.0,0.13700414385114398,-0.24133333333332968,-1.0,0.0,0.07579395884559269,-0.09988194444444376,-1.0
64,0.010454476826985717,11.428571428571429,13.961143493652346,13.961143493652346,7.519999999999884,0,1,124.0707638770109,752,13.87581942288847,"[0.0, 0.13961143493652345, -0.2506666666666628, -1.0]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,151.43999999999886,9277.339999999967,15144,927734,5.532761900045443,351.07473579997895,6.011904761904762,7.66859843617394,7.66859843617394,7.626981531705174,3.1549999999999763,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.011904761904762,2.8713683559981753,8.571428571428571,8.571428571428571,11.428571428571429,1.882204328264509,4.463929857526507,5.309234346662249,8.266458511352539,7.66859843617394,2.6396859550581837,9.536544936043875,10.256932394845146,13.961143493652346,1.882204328264509,4.463929857526507,5.309234346662249,8.266458511352539,7.66859843617394,2.6396859550581837,9.536544936043875,10.256932394845146,13.961143493652346,1.7100000000000013,2.0370000000000004,2.719999999999986,2.854999999999983,3.1549999999999763,1.217398181916365,3.039999999999979,5.009999999999938,7.519999999999884,5.135129648071597,36.22916917949915,45.32303051836789,76.14899456128478,66.90446876471606,24.926834144602733,82.3471948262304,86.47569521591068,124.0707638770109,1.8220991924986096,4.436233628357328,5.27881402363173,8.228081924719218,7.626981531705174,2.63607006842615,9.496662291741174,10.21614654695163,13.87581942288847,1822099.1924986097,4436233.628357328,5278814.02363173,8228081.924719218,7626981.531705174,2636070.06842615,9496662.291741174,10216146.54695163,13875819.42288847,171.0,203.7,272.0,285.5,315.5,121.73981819163906,304.0,501.0,752.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,inf,0.010454476826985717,13875819.42288847,0.0,0.13961143493652345,-0.2506666666666628,-1.0,0.0,0.07668598436173939,-0.1051666666666659,-1.0
