reward_mode,term,progress,dense_progress,time,distance,steps,source_policy
terminal_fitness,1,100.0,100.0,16.438965414089495,1066.7046375125647,759,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_fitness\20260430_160914_tm2d_ga_AI_Training_5\best_policy.pt
terminal_lexicographic,-1,40.0,41.10130855015346,8.53456615550389,391.1397808417678,401,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\best_policy.pt
terminal_lexicographic_no_distance,-1,62.857142857142854,64.16028159005302,11.351916838862978,618.8951240330935,522,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic_no_distance\20260430_135819_tm2d_ga_AI_Training_5\best_policy.pt
terminal_lexicographic_progress20,-1,57.14285714285714,57.36663409641811,10.597504829471116,554.4157902672887,490,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic_progress20\20260430_125354_tm2d_ga_AI_Training_5\best_policy.pt
terminal_progress_time_efficiency,-1,22.857142857142858,24.5671626499721,6.004964078699238,219.77011459320784,283,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_progress_time_efficiency\20260430_114840_tm2d_ga_AI_Training_5\best_policy.pt
moo_trackmania_racing,1,100.0,100.0,16.02744710131259,1060.01427616179,739,Experiments\runs\ga_moo_trackmania_racing_20260430_120449\20260430_120457_tm2d_ga_moo_AI_Training_5_trackmania_racing\best_policy.pt
