generation,best_fitness,best_progress,best_dense_progress,best_time,best_term,best_reward,mean_progress,mean_dense_progress,mean_reward,mean_time,experiment_kind,reward_mode,source_csv,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_progress,best_obj_finish,best_obj_speed_for_progress,best_obj_safe_progress,best_obj_path_efficiency,mean_obj_progress,mean_obj_finish,mean_obj_speed_for_progress,mean_obj_safe_progress,mean_obj_path_efficiency
295,1099.8389350819743,100.0,100.0,16.53195003465551,1,1099.8389350819743,63.92857142857143,64.2749952844211,126.67095986661622,11.584667838165636,GA,terminal_fitness,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_fitness\20260430_160914_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
296,1099.8389357352164,100.0,100.0,16.522438586708365,1,1099.8389357352164,51.38392857142857,51.90318905881473,-135.68085467653293,9.807595671877742,GA,terminal_fitness,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_fitness\20260430_160914_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
297,1099.8389347175396,100.0,100.0,16.704884204848913,1,1099.8389347175396,46.25,46.88354187778064,-296.944552591754,9.120138777523875,GA,terminal_fitness,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_fitness\20260430_160914_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
298,1099.8389362410087,100.0,100.0,16.4063197011472,1,1099.8389362410087,41.91964285714285,42.4392528619085,-363.8793900476841,8.40247972981203,GA,terminal_fitness,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_fitness\20260430_160914_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
299,1099.838936075321,100.0,100.0,16.410381254809387,1,1099.838936075321,54.19642857142857,54.59882310458592,-70.489637037868,10.132014842197412,GA,terminal_fitness,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_fitness\20260430_160914_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
300,1099.838935972463,100.0,100.0,16.695261771812625,1,1099.838935972463,59.375,59.7844515315124,59.68893283037568,10.920303476834455,GA,terminal_fitness,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_fitness\20260430_160914_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
1,-0.9695831063467611,0.0,0.4208101545061383,5.005893029583679,-1,-0.9695831063467611,0.0,0.3134104183741978,-0.9706613247948548,5.012743045043942,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
2,-0.9690424778543985,0.0,0.4752894810267857,5.012340677461464,-1,-0.9690424778543985,0.0,0.3527981894356864,-0.9702681204543336,5.013731656527684,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
3,-0.967418470858024,0.0,0.6384604317801339,5.0241216543855405,-1,-0.967418470858024,0.0,0.3953899656023298,-0.9698423683130402,5.0139074255413085,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
4,-0.9663734361389936,0.0,0.7422147478376117,5.012036016275326,-1,-0.9663734361389936,0.0,0.4439828225544521,-0.969356014569944,5.0131379727044845,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
5,-0.9657032846128484,0.0,0.808683122907366,5.003322288176897,-1,-0.9657032846128484,0.0,0.4975199699401855,-0.968819503203124,5.011231533423749,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
6,-0.9628233146796928,0.0,2.857142857142857,5.023311061613843,-1,-0.9628233146796928,0.0446428571428571,0.634973304612296,-0.9678409235058336,5.634706891646264,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
7,-0.9615691746703424,0.0,2.857142857142857,5.0012040032946645,-1,-0.9615691746703424,0.0446428571428571,0.728695137160165,-0.9670428197167308,5.853546880740849,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
8,-0.9202480742262494,5.714285714285714,6.217779432024274,10.663454795465451,-1,-0.9202480742262494,0.5803571428571428,1.3022028974124362,-0.9624186338198224,7.602062575640268,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
9,-0.8900452721696933,8.571428571428571,8.621109553745814,8.872490632558389,-1,-0.8900452721696933,1.6071428571428572,2.224212842328208,-0.956746267695328,13.189701000842271,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
10,-0.8891467975098883,8.571428571428571,8.669836861746653,6.675541419910744,-1,-0.8891467975098883,2.9017857142857144,3.307311364582607,-0.946380268458415,13.918467045547878,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
11,-0.8885809853646863,8.571428571428571,8.660588945661273,5.783997435855977,-1,-0.8885809853646863,3.303571428571429,3.802015057631901,-0.9420586305623688,14.902590437561493,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
12,-0.881658817431859,8.571428571428571,9.566881997244698,10.558376552193094,-1,-0.881658817431859,4.285714285714286,4.675702793257577,-0.930584225234839,10.588371250724746,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
13,-0.8814624375727563,8.571428571428571,9.568898337227957,10.28085085632789,-1,-0.8814624375727563,4.910714285714285,5.203455090522765,-0.923610304687505,7.915575208146071,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
14,-0.8718741232936061,11.428571428571429,12.172644478934153,36.18169496174483,-1,-0.8718741232936061,4.598214285714286,4.986552808965955,-0.92633202710019,8.786883646009986,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
15,-0.870736279896122,11.428571428571429,12.24001203264509,35.450612549258096,-1,-0.870736279896122,4.821428571428571,5.089112392493657,-0.9269082822934064,11.30977926878391,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
16,-0.8684633102154194,11.428571428571429,12.373411996023997,33.97174124362896,-1,-0.8684633102154194,4.419642857142858,4.808617106505802,-0.9300275947886344,11.80592293892477,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
17,-0.8733581483427827,11.428571428571429,12.08336421421596,37.11289793001973,-1,-0.8733581483427827,4.642857142857142,4.957730003765651,-0.9276179658642448,10.357987927098645,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
18,-0.8721246174125803,11.428571428571429,12.163630894252233,36.434240640719175,-1,-0.8721246174125803,4.196428571428571,4.559080685888018,-0.9337853356085796,13.794801847492982,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
19,-0.8530320269218465,11.428571428571429,12.666119166782924,14.277010720632637,-1,-0.8530320269218465,4.241071428571429,4.641206051622119,-0.9313449295301234,11.243844688693237,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
20,-0.8528529946928465,11.428571428571429,12.665852137974332,13.991312130686328,-1,-0.8528529946928465,4.151785714285714,4.530069359711238,-0.9326139653642208,11.492011584671063,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
21,-0.853396332577395,11.428571428571429,12.613639831542969,14.024617162886436,-1,-0.853396332577395,4.241071428571429,4.5750523039272855,-0.929979418641236,8.050764577630272,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
22,-0.8497307000751206,11.428571428571429,12.65989031110491,8.461838538084988,-1,-0.8497307000751206,4.553571428571429,4.884917012282781,-0.9280016562057514,9.816348642881266,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
23,-0.8705595956861218,11.428571428571429,12.25430624825614,35.39741454542199,-1,-0.8705595956861218,4.598214285714286,4.970495700836182,-0.9248893862358656,6.26153448317002,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
24,-0.8519287191287025,11.428571428571429,12.751263209751674,13.880443441865204,-1,-0.8519287191287025,4.6875,5.080599742276327,-0.92403708640989,6.65273293735145,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
25,-0.8537346128584437,11.428571428571429,12.587601797921316,14.147351545501987,-1,-0.8537346128584437,4.732142857142858,5.099627205303737,-0.9245499507332304,7.760898394863736,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
26,-0.8554273222107652,11.428571428571429,12.482512337820872,15.157958228234447,-1,-0.8554273222107652,4.6875,5.072953743594033,-0.9249339716506468,7.945246816096908,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
27,-0.85415053080096,11.428571428571429,12.541389465332031,14.074868548770894,-1,-0.85415053080096,4.732142857142857,5.134338353361402,-0.923847628631755,7.200380668535768,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
28,-0.8500003500081319,11.428571428571429,12.78629847935268,11.395455138369265,-1,-0.8500003500081319,4.821428571428571,5.121109613350459,-0.9240492682171202,7.310264968893061,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
29,-0.8501925872263808,11.428571428571429,12.770494733537946,11.449291986229971,-1,-0.8501925872263808,5.223214285714287,5.581703867231097,-0.9192501464084656,7.00468862505593,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
30,-0.8501704562727201,11.428571428571429,12.771241324288503,11.426266147806874,-1,-0.8501704562727201,4.375,4.816048656191144,-0.927410503223846,7.79985712484519,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
31,-0.8501400446788728,11.428571428571429,12.772233145577566,11.394008103671863,-1,-0.8501400446788728,4.642857142857142,4.995401118482862,-0.9265042047482916,9.19780888455179,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
32,-0.8503163277073997,11.428571428571429,12.757126944405693,11.43369710808637,-1,-0.8503163277073997,4.821428571428571,5.18908726317542,-0.9231222632846792,6.920835139053613,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
33,-0.8501335875186625,11.428571428571429,12.776096888950894,11.444533725116951,-1,-0.8501335875186625,4.910714285714286,5.233955127852304,-0.9227263031649662,7.003323855121853,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
34,-0.8371452316968112,14.285714285714285,14.285714285714285,14.764642233928708,-1,-0.8371452316968112,4.955357142857142,5.327665507793426,-0.921271946540266,6.18849931121029,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
35,-0.8501542354492077,11.428571428571429,12.772696358816964,11.423546732698195,-1,-0.8501542354492077,4.464285714285714,4.754081112997872,-0.9267064043595664,5.714956140717098,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
36,-0.8501805734656692,11.428571428571429,12.771753583635604,11.450116496156117,-1,-0.8501805734656692,4.508928571428571,4.867245171751296,-0.9259964717001508,6.379034931629303,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
37,-0.8348680924116524,14.285714285714285,14.285714285714285,11.177946895137383,-1,-0.8348680924116524,4.508928571428571,4.89359906741551,-0.926107950159821,6.970187232393609,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
38,-0.8349315909752044,14.285714285714285,14.285714285714285,11.277929823595487,-1,-0.8349315909752044,4.0625,4.394858947822026,-0.9310296539659232,6.867273170466291,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
39,-0.8349243634402443,14.285714285714285,14.285714285714285,11.266762705564751,-1,-0.8349243634402443,5.133928571428571,5.449595621653966,-0.9201691409232878,6.371914068320887,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
40,-0.8349053728011461,14.285714285714285,14.285714285714285,11.236483597843533,-1,-0.8349053728011461,4.821428571428571,5.201801700251442,-0.9235179580799732,7.743792757519298,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
41,-0.8327499663880142,14.285714285714285,14.285714285714285,7.841616998666303,-1,-0.8327499663880142,5.223214285714285,5.519933657986777,-0.9199474257607388,7.130247166129323,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
42,-0.83277298815562,14.285714285714285,14.285714285714285,7.877756012062783,-1,-0.83277298815562,4.508928571428571,4.817210606166294,-0.927164942535224,7.432090691259302,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
43,-0.8327932139926157,14.285714285714285,14.285714285714285,7.909533575103214,-1,-0.8327932139926157,4.241071428571429,4.60610568523407,-0.9290610165994764,7.093647036282007,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
44,-0.8349213490665769,14.285714285714285,14.285714285714285,11.2616729820998,-1,-0.8349213490665769,5.0,5.314868305410657,-0.9208806682370418,5.370729129840551,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
45,-0.8348968748225158,14.285714285714285,14.285714285714285,11.22300360361131,-1,-0.8348968748225158,5.0892857142857135,5.410967639514378,-0.9209462585002902,6.987628218563174,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
46,-0.8340613160522472,14.285714285714285,14.285714285714285,9.907113305311734,-1,-0.8340613160522472,4.642857142857142,5.031714183943612,-0.9274359899960016,11.237156229396623,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
47,-0.8341191980189533,14.285714285714285,14.285714285714285,9.99825136236356,-1,-0.8341191980189533,4.6875,5.067368873528072,-0.925715532048025,9.088927544408346,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
48,-0.8340351394440169,14.285714285714285,14.285714285714285,9.866049773343056,-1,-0.8340351394440169,5.223214285714286,5.494557193347386,-0.9210219283621228,8.423639669552458,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
49,-0.8341439169454975,14.285714285714285,14.285714285714285,10.03719729747471,-1,-0.8341439169454975,4.821428571428571,5.210812176976885,-0.9245395540216824,9.495628510780111,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
50,-0.8341293439088188,14.285714285714285,14.285714285714285,10.01427306413346,-1,-0.8341293439088188,4.7767857142857135,5.113625569002969,-0.9255159011705189,9.502244069026352,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
51,-0.8341357491741344,14.285714285714285,14.285714285714285,10.02425958902022,-1,-0.8341357491741344,4.642857142857142,4.895016167845045,-0.9286685969906482,11.026181550160558,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
52,-0.833285168376457,14.285714285714285,14.285714285714285,8.684693591508656,-1,-0.833285168376457,4.821428571428571,5.264891428606851,-0.922833580155446,7.660136482772475,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
53,-0.8333049521885124,14.285714285714285,14.285714285714285,8.715756418281568,-1,-0.8333049521885124,5.357142857142857,5.723436772823334,-0.9187390248518148,8.432297091741944,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
54,-0.833295207223959,14.285714285714285,14.285714285714285,8.70040314184743,-1,-0.833295207223959,4.4642857142857135,4.842473779405866,-0.926830830149909,7.303425577045963,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
55,-0.8339011340594972,14.285714285714285,14.285714285714285,9.654067071202086,-1,-0.8339011340594972,4.910714285714286,5.261428654193878,-0.9218575035617288,6.06828585863552,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
56,-0.8322417884742543,14.285714285714285,14.285714285714285,7.041407539910229,-1,-0.8322417884742543,4.598214285714286,4.918084144592285,-0.9259091702533132,7.042419769457776,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
57,-0.8326936764141781,14.285714285714285,14.285714285714285,7.753223206589436,-1,-0.8326936764141781,4.821428571428571,5.180305157388959,-0.9228238156071102,6.312177904886344,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
58,-0.83273556876842,14.285714285714285,14.285714285714285,7.819002880880688,-1,-0.83273556876842,5.267857142857142,5.507878959178925,-0.9196691644344644,6.502605091454203,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
59,-0.8326664736548375,14.285714285714285,14.285714285714285,7.710510503967582,-1,-0.8326664736548375,5.089285714285714,5.376646305833544,-0.921151193844991,6.770559963811964,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
60,-0.8327151666108926,14.285714285714285,14.285714285714285,7.787004530544151,-1,-0.8327151666108926,5.044642857142857,5.380338174956186,-0.9219494945469128,8.08589423590246,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
61,-0.8326547725361586,14.285714285714285,14.285714285714285,7.692158067235414,-1,-0.8326547725361586,5.0,5.323689324515207,-0.9213214415257284,6.203981336494415,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
62,-0.8326705916094352,14.285714285714285,14.285714285714285,7.71694920283914,-1,-0.8326705916094352,5.223214285714285,5.60745405299323,-0.9189470991725432,6.933242311443486,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
63,-0.8326833948102229,14.285714285714285,14.285714285714285,7.737140330777703,-1,-0.8326833948102229,5.3125,5.611230560711451,-0.9190782312507048,7.199783810672435,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
64,-0.8326643455250632,14.285714285714285,14.285714285714285,7.7071625846816305,-1,-0.8326643455250632,5.133928571428571,5.509158968925475,-0.9203325383714764,7.567880076079828,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
65,-0.8338380807827694,14.285714285714285,14.285714285714285,9.554847233664953,-1,-0.8338380807827694,5.0892857142857135,5.473520031997135,-0.920801519146988,7.745450849043587,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
66,-0.8318509528055578,14.285714285714285,14.285714285714285,6.425901281452091,-1,-0.8318509528055578,5.357142857142857,5.680538713932037,-0.918795237392968,7.845114990330671,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
67,-0.8318668720555109,14.285714285714285,14.413544791085378,6.450973669389325,-1,-0.8318668720555109,5.223214285714285,5.49117910010474,-0.9200993470175668,6.91722691349127,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
68,-0.8331239692617336,14.285714285714285,14.285714285714285,8.430776228488126,-1,-0.8331239692617336,5.0,5.2866177048001965,-0.9210206136839958,5.14632566229311,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
69,-0.8331620702156554,14.285714285714285,14.285714285714285,8.490791645121924,-1,-0.8331620702156554,5.892857142857142,6.195113360881805,-0.913878711390673,8.205039582377815,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
70,-0.8331730698808466,14.285714285714285,14.285714285714285,8.508168287415367,-1,-0.8331730698808466,5.625,5.94767906836101,-0.9158940898352445,7.482492559323985,GA,terminal_lexicographic,Experiments\runs\ga_terminal_reward_sweep_20260430_114834\terminal_lexicographic\20260430_150452_tm2d_ga_AI_Training_5\generation_metrics.csv,,,,,,,,,,,,,,,
