attempt_index,saved,num_frames,finish_time,discrete_progress,dense_progress,finished,crashes,timeout,distance,path
1,0,121,217.3699951171875,0.0,1.470625741141183,0,0,0,0.004580749198794365,
2,0,2153,22.1299991607666,88.57142857142857,88.84170532226562,0,0,0,1081.5938720703125,
3,0,1591,15.550000190734863,54.285714285714285,56.234675816127236,0,0,0,606.7589721679688,
4,0,106,1.0800000429153442,0.0,2.1921321323939735,0,0,0,8.560203552246094,
5,0,157,1.600000023841858,2.857142857142857,3.206498282296317,0,0,0,19.92805290222168,
6,0,632,6.360000133514404,25.71428571428571,25.96022909727644,0,0,0,231.2604217529297,
7,0,1671,15.970000267028809,65.71428571428571,68.57142857142857,0,0,0,769.2976684570312,
8,1,2426,22.549999237060547,100.0,100.0,1,0,0,1178.3980712890625,logs/supervised_data\20260502_145115_map_AI Training #5_v3d_surface_target_dataset\attempts\attempt_0008.npz
9,1,2362,22.020000457763672,100.0,100.0,1,0,0,1153.8544921875,logs/supervised_data\20260502_145115_map_AI Training #5_v3d_surface_target_dataset\attempts\attempt_0009.npz
10,0,890,8.800000190734863,37.142857142857146,37.90080206734793,0,0,0,361.53033447265625,
11,0,1236,12.069999694824219,51.42857142857142,52.434488024030415,0,0,0,537.0054931640625,
12,1,2357,22.229999542236328,100.0,100.0,1,0,0,1149.299072265625,logs/supervised_data\20260502_145115_map_AI Training #5_v3d_surface_target_dataset\attempts\attempt_0012.npz
13,0,1432,13.9399995803833,60.0,62.787867954799104,0,0,0,676.0170288085938,
14,1,2361,22.780000686645508,100.0,100.0,1,0,0,1154.015380859375,logs/supervised_data\20260502_145115_map_AI Training #5_v3d_surface_target_dataset\attempts\attempt_0014.npz
15,0,620,6.239999771118164,22.857142857142858,25.71428571428571,0,0,0,226.4286651611328,
16,0,813,8.15999984741211,31.428571428571427,32.61521127648149,0,0,0,329.2971496582031,
17,0,1205,11.630000114440918,48.57142857142857,50.66619055611746,0,0,0,541.4456787109375,
18,1,2460,22.90999984741211,100.0,100.0,1,0,0,1154.798583984375,logs/supervised_data\20260502_145115_map_AI Training #5_v3d_surface_target_dataset\attempts\attempt_0018.npz
19,1,2404,22.420000076293945,100.0,100.0,1,0,0,1159.805419921875,logs/supervised_data\20260502_145115_map_AI Training #5_v3d_surface_target_dataset\attempts\attempt_0019.npz
20,1,2448,22.829999923706055,100.0,100.0,1,0,0,1158.5426025390625,logs/supervised_data\20260502_145115_map_AI Training #5_v3d_surface_target_dataset\attempts\attempt_0020.npz
21,1,2540,23.43000030517578,100.0,100.0,1,0,0,1152.500732421875,logs/supervised_data\20260502_145115_map_AI Training #5_v3d_surface_target_dataset\attempts\attempt_0021.npz
22,0,2462,22.6299991607666,100.0,100.0,1,0,0,1163.233154296875,
23,1,2306,22.100000381469727,100.0,100.0,1,0,0,1158.6707763671875,logs/supervised_data\20260502_145115_map_AI Training #5_v3d_surface_target_dataset\attempts\attempt_0023.npz
