timestamp_utc,generation,individual_index,finished,crashes,timeout,progress,block_progress,ranking_progress,distance,time,reward,fitness,ranking_key,selection_mode,selection_rank,selection_crowding,selection_objectives,selection_objective_names,evaluation_steps,evaluation_terminated,evaluation_truncated,evaluation_valid
2026-05-10T00:59:00Z,151,0,1,0,0,100.0,100.0,100.0,1380.234619140625,26.440000534057617,1.0000999711454003e+18,1.0000999711454003e+18,"[1.0, 100.0, -26.440000534057617, -0.0]",lexicographic,0,0.0,"[1.0, 100.0, -26.440000534057617, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",3962,1,0,1
2026-05-10T00:59:00Z,151,1,1,0,0,100.0,100.0,100.0,1365.3707275390625,26.959999084472656,1.0000999711454003e+18,1.0000999711454003e+18,"[1.0, 100.0, -26.959999084472656, -0.0]",lexicographic,1,0.0,"[1.0, 100.0, -26.959999084472656, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4023,1,0,1
2026-05-10T00:59:00Z,151,2,1,0,0,100.0,100.0,100.0,1400.3416748046875,27.920000076293945,1.00009999997208e+18,1.00009999997208e+18,"[1.0, 100.0, -27.920000076293945, -0.0]",lexicographic,2,0.0,"[1.0, 100.0, -27.920000076293945, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4187,1,0,1
2026-05-10T00:59:00Z,151,3,1,0,0,100.0,100.0,100.0,1398.492431640625,27.959999084472656,1.0000999999720401e+18,1.0000999999720401e+18,"[1.0, 100.0, -27.959999084472656, -0.0]",lexicographic,3,0.0,"[1.0, 100.0, -27.959999084472656, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4189,1,0,1
2026-05-10T00:59:00Z,151,4,1,0,0,100.0,100.0,100.0,1352.7762451171875,28.3700008392334,1.00009999997163e+18,1.00009999997163e+18,"[1.0, 100.0, -28.3700008392334, -0.0]",lexicographic,4,0.0,"[1.0, 100.0, -28.3700008392334, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4248,1,0,1
2026-05-10T00:59:00Z,151,5,1,0,0,100.0,100.0,100.0,1361.1868896484375,28.56999969482422,1.00009999997143e+18,1.00009999997143e+18,"[1.0, 100.0, -28.56999969482422, -0.0]",lexicographic,5,0.0,"[1.0, 100.0, -28.56999969482422, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4282,1,0,1
2026-05-10T00:59:00Z,151,6,1,0,0,100.0,100.0,100.0,1406.879638671875,28.959999084472656,1.00009999997104e+18,1.00009999997104e+18,"[1.0, 100.0, -28.959999084472656, -0.0]",lexicographic,6,0.0,"[1.0, 100.0, -28.959999084472656, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4342,1,0,1
2026-05-10T00:59:00Z,151,7,1,0,0,100.0,100.0,100.0,1373.5308837890625,29.18000030517578,1.00009999997082e+18,1.00009999997082e+18,"[1.0, 100.0, -29.18000030517578, -0.0]",lexicographic,7,0.0,"[1.0, 100.0, -29.18000030517578, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4375,1,0,1
2026-05-10T00:59:00Z,151,8,1,0,0,100.0,100.0,100.0,1375.81396484375,29.469999313354492,1.00009999997053e+18,1.00009999997053e+18,"[1.0, 100.0, -29.469999313354492, -0.0]",lexicographic,8,0.0,"[1.0, 100.0, -29.469999313354492, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4418,1,0,1
2026-05-10T00:59:00Z,151,9,1,0,0,100.0,100.0,100.0,1346.538818359375,29.59000015258789,1.00009999997041e+18,1.00009999997041e+18,"[1.0, 100.0, -29.59000015258789, -0.0]",lexicographic,9,0.0,"[1.0, 100.0, -29.59000015258789, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4427,1,0,1
2026-05-10T00:59:00Z,151,10,1,0,0,100.0,100.0,100.0,1342.8699951171875,30.049999237060547,1.00009999996995e+18,1.00009999996995e+18,"[1.0, 100.0, -30.049999237060547, -0.0]",lexicographic,10,0.0,"[1.0, 100.0, -30.049999237060547, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4504,1,0,1
2026-05-10T00:59:00Z,151,11,1,0,0,100.0,100.0,100.0,1365.6580810546875,30.100000381469727,1.0000999999699e+18,1.0000999999699e+18,"[1.0, 100.0, -30.100000381469727, -0.0]",lexicographic,11,0.0,"[1.0, 100.0, -30.100000381469727, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4514,1,0,1
2026-05-10T00:59:00Z,151,12,1,0,0,100.0,100.0,100.0,1338.2733154296875,30.3700008392334,1.00009999996963e+18,1.00009999996963e+18,"[1.0, 100.0, -30.3700008392334, -0.0]",lexicographic,12,0.0,"[1.0, 100.0, -30.3700008392334, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4553,1,0,1
2026-05-10T00:59:00Z,151,13,1,0,0,100.0,100.0,100.0,1387.6380615234375,30.510000228881836,1.00009999996949e+18,1.00009999996949e+18,"[1.0, 100.0, -30.510000228881836, -0.0]",lexicographic,13,0.0,"[1.0, 100.0, -30.510000228881836, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4574,1,0,1
2026-05-10T00:59:00Z,151,14,1,0,0,100.0,100.0,100.0,1342.2335205078125,31.149999618530273,1.00009999996885e+18,1.00009999996885e+18,"[1.0, 100.0, -31.149999618530273, -0.0]",lexicographic,14,0.0,"[1.0, 100.0, -31.149999618530273, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4671,1,0,1
2026-05-10T00:59:00Z,151,15,1,0,0,100.0,100.0,100.0,1378.7503662109375,31.520000457763672,1.00009999996848e+18,1.00009999996848e+18,"[1.0, 100.0, -31.520000457763672, -0.0]",lexicographic,15,0.0,"[1.0, 100.0, -31.520000457763672, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4727,1,0,1
2026-05-10T00:59:00Z,151,16,1,0,0,100.0,100.0,100.0,1332.5013427734375,31.530000686645508,1.00009999996847e+18,1.00009999996847e+18,"[1.0, 100.0, -31.530000686645508, -0.0]",lexicographic,16,0.0,"[1.0, 100.0, -31.530000686645508, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4415,1,0,1
2026-05-10T00:59:00Z,151,17,1,0,0,100.0,100.0,100.0,1370.419677734375,32.959999084472656,1.00009999996704e+18,1.00009999996704e+18,"[1.0, 100.0, -32.959999084472656, -0.0]",lexicographic,17,0.0,"[1.0, 100.0, -32.959999084472656, -0.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",4937,1,0,1
2026-05-10T00:59:00Z,151,18,0,1,0,79.38445840956547,76.92307692307693,79.38445840956547,1036.225341796875,24.360000610351562,79384434049563.86,79384434049563.86,"[0.0, 79.38445840956547, -24.360000610351562, -1.0]",lexicographic,18,0.0,"[0.0, 79.38445840956547, -24.360000610351562, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",3649,1,0,1
2026-05-10T00:59:00Z,151,19,0,1,0,69.4541735526843,69.23076923076923,69.4541735526843,984.69775390625,20.049999237060547,69454153502684.06,69454153502684.06,"[0.0, 69.4541735526843, -20.049999237060547, -1.0]",lexicographic,19,0.0,"[0.0, 69.4541735526843, -20.049999237060547, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",3004,1,0,1
2026-05-10T00:59:00Z,151,20,0,1,0,69.03763306446564,66.66666666666666,69.03763306446564,897.68017578125,25.110000610351562,69037607954464.03,69037607954464.03,"[0.0, 69.03763306446564, -25.110000610351562, -1.0]",lexicographic,20,0.0,"[0.0, 69.03763306446564, -25.110000610351562, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",3765,1,0,1
2026-05-10T00:59:00Z,151,21,0,1,0,66.91040625939002,66.66666666666666,66.91040625939002,928.2035522460938,19.709999084472656,66910386549389.93,66910386549389.93,"[0.0, 66.91040625939002, -19.709999084472656, -1.0]",lexicographic,21,0.0,"[0.0, 66.91040625939002, -19.709999084472656, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",2954,1,0,1
2026-05-10T00:59:00Z,151,22,0,1,0,66.18752112755408,64.1025641025641,66.18752112755408,900.2322387695312,19.75,66187501377553.08,66187501377553.08,"[0.0, 66.18752112755408, -19.75, -1.0]",lexicographic,22,0.0,"[0.0, 66.18752112755408, -19.75, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",2961,1,0,1
2026-05-10T00:59:00Z,151,23,0,1,0,58.97435897435898,56.41025641025641,58.97435897435898,791.3756103515625,18.719999313354492,58974340254358.664,58974340254358.664,"[0.0, 58.97435897435898, -18.719999313354492, -1.0]",lexicographic,23,0.0,"[0.0, 58.97435897435898, -18.719999313354492, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",2806,1,0,1
2026-05-10T00:59:00Z,151,24,0,1,0,53.20384685809796,51.28205128205128,53.20384685809796,737.132568359375,15.199999809265137,53203831658097.15,53203831658097.15,"[0.0, 53.20384685809796, -15.199999809265137, -1.0]",lexicographic,24,0.0,"[0.0, 53.20384685809796, -15.199999809265137, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",2272,1,0,1
2026-05-10T00:59:00Z,151,25,0,1,0,48.89159813905374,48.717948717948715,48.89159813905374,718.8168334960938,16.469999313354492,48891581669053.43,48891581669053.43,"[0.0, 48.89159813905374, -16.469999313354492, -1.0]",lexicographic,25,0.0,"[0.0, 48.89159813905374, -16.469999313354492, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",2462,1,0,1
2026-05-10T00:59:00Z,151,26,0,1,0,48.525717319586334,46.15384615384615,48.525717319586334,700.68505859375,15.720000267028809,48525701599585.07,48525701599585.07,"[0.0, 48.525717319586334, -15.720000267028809, -1.0]",lexicographic,26,0.0,"[0.0, 48.525717319586334, -15.720000267028809, -1.0]","[""ranking_0"", ""ranking_1"", ""ranking_2"", ""ranking_3""]",2353,1,0,1
