generation,finish_count,best_finish_time,mean_penalized_time,std_penalized_time,p10_penalized_time,p25_penalized_time,median_penalized_time,p75_penalized_time,p90_penalized_time,best_finish_time_so_far
68,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
69,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
70,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
71,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
72,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
73,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
74,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
75,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
76,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
77,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
78,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
79,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
80,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
81,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
82,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
83,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
84,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
85,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
86,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
87,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
88,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
89,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
90,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
91,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
92,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
93,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
94,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
95,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
96,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
97,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
98,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
99,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
100,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
101,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
102,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
103,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
104,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
105,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
106,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
107,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
108,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
109,0,,30.0,0.0,30.0,30.0,30.0,30.0,30.0,
