timestamp_utc,episode,finished,crashes,timeout,progress,block_progress,time,distance,fitness,reward_score,episode_reward,timesteps
2026-05-05T11:08:54Z,1,0,1,0,2.3973192487444197,0.0,5.009999999999938,10.977517693507252,2337208.271226727,-0.2726807512555596,-0.272681,501
2026-05-05T11:08:56Z,2,0,1,0,2.5007193429129466,0.0,5.009999999999938,12.370580536982743,2440606.9723324105,-0.16928065708703266,-0.169281,1002
2026-05-05T11:08:57Z,3,0,1,0,3.5684858049665182,2.857142857142857,7.379999999999887,24.329243494328693,3484661.475723025,0.10848580496655558,0.108486,1740
2026-05-05T11:08:57Z,4,0,1,0,2.778848920549665,0.0,5.009999999999938,15.187580393976532,2718733.7329692715,0.10884892054968565,0.108849,2241
2026-05-05T11:08:59Z,5,0,1,0,4.548993791852678,2.857142857142857,9.319999999999846,35.678373932343675,4445758.113478748,0.44232712518606254,0.442327,3173
2026-05-05T11:09:00Z,6,0,1,0,5.700743538992746,2.857142857142857,10.629999999999818,49.51384546614281,5584394.025147282,1.157410205659473,1.15741,4236
2026-05-05T11:09:01Z,7,0,1,0,2.5068719046456476,0.0,5.009999999999938,12.181647125558811,2446759.722998522,-0.1631280953543317,-0.163128,4737
2026-05-05T11:09:02Z,8,0,1,0,2.733715602329799,0.0,5.009999999999938,14.705195976537652,2673600.897133823,0.06371560232981976,0.063716,5238
2026-05-05T11:09:03Z,9,0,1,0,2.9640579223632812,2.857142857142857,5.569999999999926,17.322440338379238,2898340.599922944,0.10739125569663943,0.107391,5795
2026-05-05T11:09:04Z,10,0,1,0,3.5479627336774553,2.857142857142857,7.109999999999893,24.053171413048403,3466838.680506043,0.17796273367749071,0.177963,6506
2026-05-05T11:09:05Z,11,0,1,0,3.8344083513532365,2.857142857142857,7.679999999999881,27.420044022219372,3747580.9313092157,0.27440835135327646,0.274408,7274
2026-05-05T11:09:07Z,12,0,1,0,4.009301321847098,2.857142857142857,13.199999999999763,30.442734751493845,3867270.879112349,-1.3906986781528232,-1.390699,8594
2026-05-05T11:09:09Z,13,0,1,0,4.437005179268973,2.857142857142857,14.799999999999729,34.811918118248286,4278970.367350858,-1.4963281540642699,-1.496328,10074
2026-05-05T11:09:10Z,14,0,1,0,4.719172886439732,2.857142857142857,9.279999999999847,38.01141669912613,4616334.875023034,0.6258395531064496,0.62584,11002
2026-05-05T11:09:11Z,15,0,1,0,3.007779802594866,2.857142857142857,7.069999999999894,17.816745869931765,2927061.985848997,-0.34888686407176506,-0.348887,11709
2026-05-05T11:09:13Z,16,0,1,0,5.405050005231585,2.857142857142857,8.989999999999853,44.7099186538544,5305105.295312934,1.4083833385649678,1.408383,12608
2026-05-05T11:09:14Z,17,0,1,0,4.3216432843889505,2.857142857142857,8.549999999999862,32.590564567210095,4226110.693824383,0.47164328438899616,0.471643,13463
2026-05-05T11:09:16Z,18,0,1,0,4.103082929338727,2.857142857142857,10.50999999999982,30.6163636279598,3987952.3129751016,-0.40025040399454603,-0.40025,14514
2026-05-05T11:09:17Z,19,0,1,0,3.626540047781808,2.857142857142857,7.389999999999887,24.691899656812893,3542615.3558821524,0.16320671444851254,0.163207,15253
2026-05-05T11:09:18Z,20,0,1,0,4.0603419712611615,2.857142857142857,11.039999999999809,29.78371443071228,3939912.1875467324,-0.6196580287387747,-0.619658,16357
2026-05-05T11:09:20Z,21,0,1,0,3.4992871965680803,2.857142857142857,7.789999999999878,23.63929467890557,3411363.557273403,-0.09737947009854553,-0.097379,17136
2026-05-05T11:09:21Z,22,0,1,0,5.296380179268973,2.857142857142857,8.699999999999859,44.949120490811765,5199335.230148484,1.3963801792690198,1.39638,18006
2026-05-05T11:09:22Z,23,0,1,0,3.201877049037388,2.857142857142857,5.82999999999992,19.97851953720965,3133557.070517852,0.2585437157040813,0.258544,18589
2026-05-05T11:09:23Z,24,0,1,0,3.560725620814732,2.857142857142857,6.909999999999897,24.15312240498315,3481601.467692328,0.25739228748143317,0.257392,19280
2026-05-05T11:09:25Z,25,0,1,0,4.622344970703125,2.857142857142857,11.979999999999789,36.37158834996808,4492508.599114777,-0.370988362630138,-0.370988,20478
2026-05-05T11:09:26Z,26,0,1,0,5.480924333844865,2.857142857142857,9.789999999999836,46.08445907048008,5372978.249385797,1.2175910005115869,1.217591,21457
2026-05-05T11:09:28Z,27,0,1,0,6.683218819754464,5.714285714285714,14.469999999999736,59.60613794904202,6528459.213616518,0.8598854864212191,0.859885,22904
2026-05-05T11:09:30Z,28,0,1,0,3.986249651227679,2.857142857142857,8.499999999999863,28.958522484404966,3891220.6927051954,0.15291631789439109,0.152916,23754
2026-05-05T11:09:31Z,29,0,1,0,5.224620274135044,2.857142857142857,10.739999999999815,43.5789885343911,5107176.695146511,0.6446202741351059,0.64462,24828
2026-05-05T11:09:32Z,30,0,1,0,3.268296377999442,2.857142857142857,6.359999999999909,20.640715656249085,3194675.7372837863,0.14829637799947193,0.148296,25464
2026-05-05T11:09:34Z,31,0,1,0,3.6006600516183034,2.857142857142857,9.869999999999834,24.54141697166051,3491935.5102013336,-0.6893399483816411,-0.68934,26451
2026-05-05T11:09:35Z,32,0,1,0,3.8083103724888394,2.857142857142857,8.879999999999855,26.888840236191754,3709483.4836486047,-0.15168962751111215,-0.15169,27339
2026-05-05T11:09:37Z,33,0,1,0,5.073743547712054,2.857142857142857,13.589999999999755,41.291944795055315,4927802.255767262,-0.4562564522878638,-0.456256,28698
2026-05-05T11:09:38Z,34,0,1,0,3.7397820608956476,2.857142857142857,8.229999999999869,25.916692524624523,3647456.144203124,-0.0035512724376420834,-0.003551,29521
2026-05-05T11:09:40Z,35,0,1,0,4.166957310267857,2.857142857142857,8.749999999999858,30.798840573144844,4069426.511427285,0.25029064360123776,0.250291,30396
2026-05-05T11:09:41Z,36,0,1,0,3.5602624075753346,2.857142857142857,6.649999999999903,23.983862246226636,3483738.423713089,0.34359574090870026,0.343596,31061
2026-05-05T11:09:43Z,37,0,1,0,5.472989763532366,2.857142857142857,12.559999999999777,45.58904504591192,5337344.174487323,0.2863230968657735,0.286323,32317
