#{"t_start": 1777979332.50897, "env_id": "None"}
r,l,t,episode_metrics
0.165871,681,60.257473,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 3.4358705793108255, 'block_progress': 2.857142857142857, 'time': 6.809999999999899, 'distance': 22.657410887331935, 'reward': -1.0015458751860122, 'reward_score': 0.1658705793108588, 'fitness': 3357747.921899939}"
0.021992,739,61.425021,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 3.4853254045758932, 'block_progress': 2.857142857142857, 'time': 7.389999999999887, 'distance': 23.11737409493071, 'reward': -1.00264668782552, 'reward_score': 0.02199207124259761, 'fitness': 3401402.287201799}"
0.925795,1285,63.26801,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 6.209128243582589, 'block_progress': 5.714285714285714, 'time': 12.84999999999977, 'distance': 54.771671501745004, 'reward': -1.0004559616815483, 'reward_score': 0.9257949102493326, 'fitness': 6070573.4719110895}"
0.615366,801,64.46112,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.285365513392858, 'block_progress': 2.857142857142857, 'time': 8.009999999999874, 'distance': 32.191375961963786, 'reward': -1.003262488955543, 'reward_score': 0.6153655133928995, 'fitness': 4195233.322016897}"
0.642348,1573,66.876842,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 6.885681152343751, 'block_progress': 5.714285714285714, 'time': 15.729999999999709, 'distance': 61.74079749599332, 'reward': -0.9995240856352297, 'reward_score': 0.6423478190105145, 'fitness': 6718319.411546257}"
1.740857,1178,68.628109,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 6.667524065290179, 'block_progress': 5.714285714285714, 'time': 11.779999999999793, 'distance': 59.61521244049072, 'reward': -1.000690293085007, 'reward_score': 1.740857398623581, 'fitness': 6539664.4500777405}"
-0.225413,1099,70.268031,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.437920706612723, 'block_progress': 2.857142857142857, 'time': 10.98999999999981, 'distance': 33.79965704638744, 'reward': -1.003158947172619, 'reward_score': -0.22541262672054696, 'fitness': 4317986.906955678}"
-0.270605,1278,72.255598,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.9893951416015625, 'block_progress': 2.857142857142857, 'time': 12.779999999999772, 'distance': 40.00132070403197, 'reward': -1.0014695812406984, 'reward_score': -0.2706048583983609, 'fitness': 4851555.1402808605}"
0.586573,1619,74.736044,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 6.983239310128349, 'block_progress': 5.714285714285714, 'time': 16.18999999999973, 'distance': 62.80099921440706, 'reward': -0.9999219040643599, 'reward_score': 0.5865726434617713, 'fitness': 6811276.509129137}"
-0.778214,1500,77.16423,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 5.2217864990234375, 'block_progress': 2.857142857142857, 'time': 14.999999999999725, 'distance': 43.113740855813376, 'reward': -1.0014968290783113, 'reward_score': -0.778213500976471, 'fitness': 5061743.3852825845}"
